Exact_Date,HomeTeam,AwayTeam,Score,Full time result,Home odds,Draw odds,Away odds
19.05.2001,Charlton,Liverpool,0:04,A,3.6,3.6,1.7
19.05.2001,Coventry,Bradford,0:00,D,1.79,3.3,3.8
19.05.2001,Derby,Ipswich,1:01,D,3.5,3.3,1.96
19.05.2001,Everton,Sunderland,2:02,D,2.5,3.1,2.5
19.05.2001,Leeds,Leicester,3:01,H,1.27,4.5,9.99
19.05.2001,Manchester City,Chelsea,1:02,A,3.3,3,1.7
19.05.2001,Middlesbrough,West Ham,2:01,H,2,3.5,3.3
19.05.2001,Newcastle,Aston Villa,3:00,H,2.29,3.4,2.75
19.05.2001,Southampton,Arsenal,3:02,H,3,3.2,2.54
19.05.2001,Tottenham,Manchester United,3:01,H,3,3,2.4
15.05.2001,Newcastle,Arsenal,0:00,D,3.3,3.1,2.15
13.05.2001,Leeds,Bradford,6:01,H,1.27,5.5,9
13.05.2001,Southampton,Manchester United,2:01,H,3.6,2.95,2.15
08.05.2001,Liverpool,Chelsea,2:02,D,1.68,3.6,4.8
07.05.2001,Ipswich,Manchester City,2:01,H,1.68,3.1,4.5
05.05.2001,Arsenal,Leeds,2:01,H,1.95,3.4,4.2
05.05.2001,Aston Villa,Coventry,3:02,H,1.9,1.85,6.2
05.05.2001,Bradford,Middlesbrough,1:01,D,3.3,3,2.2
05.05.2001,Chelsea,Everton,2:01,H,1.53,4,6.2
05.05.2001,Leicester,Tottenham,4:02,H,2.4,3,3
05.05.2001,Liverpool,Newcastle,3:00,H,1.47,4,7
05.05.2001,Manchester United,Derby,0:01,A,1.42,4.09,5.6
05.05.2001,Sunderland,Charlton,3:02,H,2.04,3.2,3.6
05.05.2001,West Ham,Southampton,3:00,H,2.04,3.2,3.6
01.05.2001,Bradford,Liverpool,0:02,A,6,3.7,1.59
01.05.2001,Newcastle,Southampton,1:01,D,1.79,3.3,4.09
30.04.2001,Charlton,Ipswich,2:01,H,2.8,3.1,2.8
28.04.2001,Coventry,Liverpool,0:02,A,3.9,3,1.95
28.04.2001,Derby,Arsenal,1:02,A,3.9,3,1.95
28.04.2001,Everton,Bradford,2:01,H,1.61,3.3,6
28.04.2001,Leeds,Chelsea,2:00,H,1.95,3.3,4.09
28.04.2001,Manchester City,West Ham,1:00,H,2.2,3,3.1
28.04.2001,Middlesbrough,Manchester United,0:02,A,3.15,3.1,2.2
28.04.2001,Newcastle,Leicester,1:00,H,1.84,3.4,4.5
28.04.2001,Southampton,Sunderland,0:01,A,2.29,3.2,3
28.04.2001,Tottenham,Aston Villa,0:00,D,2.29,2.95,2.85
22.04.2001,Liverpool,Tottenham,3:01,H,1.55,3.6,3.5
21.04.2001,Arsenal,Everton,4:01,H,1.48,3.1,7
21.04.2001,Aston Villa,Southampton,0:00,D,1.84,3.1,4.2
21.04.2001,Bradford,Derby,2:00,H,2.6,3,2.6
21.04.2001,Chelsea,Charlton,0:01,A,1.47,4.25,6.5
21.04.2001,Ipswich,Coventry,2:00,H,1.63,3.75,5.5
21.04.2001,Leicester,Middlesbrough,0:03,A,2.25,3,2.9
21.04.2001,Manchester United,Manchester City,1:01,D,1.53,3.2,5
21.04.2001,Sunderland,Newcastle,1:01,D,2.04,3.15,3.3
21.04.2001,West Ham,Leeds,0:02,A,3.1,3.1,2.29
17.04.2001,Charlton,Aston Villa,3:03,D,2.29,3.1,3.1
17.04.2001,Tottenham,Chelsea,0:03,A,2.75,2.85,2.65
16.04.2001,Coventry,Sunderland,1:00,H,2.5,3,2.85
16.04.2001,Derby,Leicester,2:00,H,2.2,2.9,3.3
16.04.2001,Everton,Liverpool,2:03,A,3.6,2.7,2.1
16.04.2001,Middlesbrough,Ipswich,1:02,A,2.45,3.05,2.75
16.04.2001,Newcastle,West Ham,2:01,H,2.04,3.1,3.3
14.04.2001,Arsenal,Middlesbrough,0:03,A,1.4,4.8,2.8
14.04.2001,Aston Villa,Everton,2:01,H,1.84,3.4,4.5
14.04.2001,Chelsea,Southampton,1:00,H,1.53,4,5
14.04.2001,Ipswich,Newcastle,1:00,H,1.84,3.4,4.5
14.04.2001,Leicester,Manchester City,1:02,A,1.79,3.3,3.8
14.04.2001,Manchester United,Coventry,4:02,H,1.37,4,7
14.04.2001,Sunderland,Tottenham,2:03,A,1.89,3.1,4.3
14.04.2001,West Ham,Derby,3:01,H,2,3.2,4
13.04.2001,Bradford,Charlton,2:00,H,3.1,3.3,2.29
13.04.2001,Liverpool,Leeds,1:02,A,2.04,2.9,3.6
11.04.2001,Manchester City,Arsenal,0:04,A,4,3.4,1.8
10.04.2001,Ipswich,Liverpool,1:01,D,2.6,3,2.7
10.04.2001,Manchester United,Charlton,2:01,H,1.35,3.4,6
