Exact_Date,HomeTeam,AwayTeam,Score,Full time result,Home odds,Draw odds,Away odds
16.05.1999,Arsenal,Aston Villa,1:00,H,1.3,4.7,8
16.05.1999,Charlton,Sheffield Wed,0:01,A,1.65,3.6,4
16.05.1999,Chelsea,Derby,2:01,H,1.5,3.5,6
16.05.1999,Coventry,Leeds,2:02,D,3,2.9,2.4
16.05.1999,Liverpool,Wimbledon FC,3:00,H,1.55,3.3,5.8
16.05.1999,Manchester United,Tottenham,2:01,H,1.2,5.09,9.19
16.05.1999,Newcastle,Blackburn,1:01,D,1.65,3.5,4.2
16.05.1999,Nottingham,Leicester,1:00,H,2.5,3,2.6
16.05.1999,Southampton,Everton,2:00,H,1.46,3.3,6
16.05.1999,West Ham,Middlesbrough,4:00,H,2,3,3.5
12.05.1999,Blackburn,Manchester United,0:00,D,7.8,4.4,1.35
11.05.1999,Leeds,Arsenal,1:00,H,3.35,3.35,1.85
10.05.1999,Tottenham,Chelsea,2:02,D,3.8,3.2,1.85
09.05.1999,Middlesbrough,Manchester United,0:01,A,4.59,3.4,1.6
08.05.1999,Aston Villa,Charlton,3:04,A,1.8,3.5,3.5
08.05.1999,Blackburn,Nottingham,1:02,A,1.35,4.5,7.5
08.05.1999,Derby,Coventry,0:00,D,1.85,3,4.09
08.05.1999,Everton,West Ham,6:00,H,2.2,3.1,3.1
08.05.1999,Leicester,Newcastle,2:00,H,2.2,2.9,3.6
08.05.1999,Sheffield Wed,Liverpool,1:00,H,2.75,2.75,2.75
08.05.1999,Wimbledon FC,Southampton,0:02,A,2.54,3.15,2.35
05.05.1999,Tottenham,Arsenal,1:03,A,4.09,3.25,1.8
05.05.1999,Chelsea,Leeds,1:00,H,1.8,3.3,4
05.05.1999,Liverpool,Manchester United,2:02,D,3.75,3.1,1.95
05.05.1999,Leicester,Derby,1:02,A,2.2,2.9,3.5
02.05.1999,Arsenal,Derby,1:00,H,1.25,5,8.8
01.05.1999,Charlton,Blackburn,0:00,D,2.29,2.9,3.2
01.05.1999,Chelsea,Everton,3:01,H,1.4,4,7
01.05.1999,Coventry,Wimbledon FC,2:01,H,1.9,3.1,4
01.05.1999,Liverpool,Tottenham,3:02,H,1.85,3.1,4.2
01.05.1999,Manchester United,Aston Villa,2:01,H,1.35,4.3,7.5
01.05.1999,Newcastle,Middlesbrough,1:01,D,2.1,3,3.6
01.05.1999,Nottingham,Sheffield Wed,2:00,H,3,3,2.2
01.05.1999,Southampton,Leicester,2:01,H,1.8,3.15,4.2
01.05.1999,West Ham,Leeds,1:05,A,2.45,2.9,2.9
25.04.1999,Leeds,Manchester United,1:01,D,2.75,2.85,2.5
25.04.1999,Sheffield Wed,Chelsea,0:00,D,3.7,3.1,1.9
