Date,Exact_Date,HomeTeam,AwayTeam,Score,Full time result,Home odds,Draw odds,Away odds
103,16.05.1999,Arsenal,Aston Villa,1:0,H,1.3,4.7,8
103,16.05.1999,Charlton,Sheffield Wed,0:1,A,1.65,3.6,4
103,16.05.1999,Chelsea,Derby,2:1,H,1.5,3.5,6
103,16.05.1999,Coventry,Leeds,2:2,D,3,2.9,2.4
103,16.05.1999,Liverpool,Wimbledon FC,3:0,H,1.55,3.3,5.8
103,16.05.1999,Manchester United,Tottenham,2:1,H,1.2,5.09,9.19
103,16.05.1999,Newcastle,Blackburn,1:1,D,1.65,3.5,4.2
103,16.05.1999,Nottingham,Leicester,1:0,H,2.5,3,2.6
103,16.05.1999,Southampton,Everton,2:0,H,1.46,3.3,6
103,16.05.1999,West Ham,Middlesbrough,4:0,H,2,3,3.5
102,12.05.1999,Blackburn,Manchester United,0:0,D,7.8,4.4,1.35
101,11.05.1999,Leeds,Arsenal,1:0,H,3.35,3.35,1.85
100,10.05.1999,Tottenham,Chelsea,2:2,D,3.8,3.2,1.85
99,09.05.1999,Middlesbrough,Manchester United,0:1,A,4.59,3.4,1.6
98,08.05.1999,Aston Villa,Charlton,3:4,A,1.8,3.5,3.5
98,08.05.1999,Blackburn,Nottingham,1:2,A,1.35,4.5,7.5
98,08.05.1999,Derby,Coventry,0:0,D,1.85,3,4.09
98,08.05.1999,Everton,West Ham,6:0,H,2.2,3.1,3.1
98,08.05.1999,Leicester,Newcastle,2:0,H,2.2,2.9,3.6
98,08.05.1999,Sheffield Wed,Liverpool,1:0,H,2.75,2.75,2.75
98,08.05.1999,Wimbledon FC,Southampton,0:2,A,2.54,3.15,2.35
97,05.05.1999,Tottenham,Arsenal,1:3,A,4.09,3.25,1.8
97,05.05.1999,Chelsea,Leeds,1:0,H,1.8,3.3,4
97,05.05.1999,Liverpool,Manchester United,2:2,D,3.75,3.1,1.95
97,05.05.1999,Leicester,Derby,1:2,A,2.2,2.9,3.5
96,02.05.1999,Arsenal,Derby,1:0,H,1.25,5,8.8
95,01.05.1999,Charlton,Blackburn,0:0,D,2.29,2.9,3.2
95,01.05.1999,Chelsea,Everton,3:1,H,1.4,4,7
