Date,Exact_Date,HomeTeam,AwayTeam,Score,Full time result,Home odds,Draw odds,Away odds
76,03.03.2018,Tottenham,Huddersfield,2:0,H,1.16,7.9,18.47
76,03.03.2018,Watford,WestBrom,1:0,H,2.31,3.17,3.38
75,01.03.2018,Arsenal,ManchesterCity,0:3,A,4.63,4.18,1.71
74,25.02.2018,CrystalPalace,Tottenham,0:1,A,8.77,5.23,1.36
74,25.02.2018,ManchesterUnited,Chelsea,2:1,H,2.36,3.2,3.25
73,24.02.2018,Bournemouth,Newcastle,2:2,D,1.99,3.5,3.9
73,24.02.2018,Brighton,Swansea,4:1,H,2.03,3.15,4.26
73,24.02.2018,Burnley,Southampton,1:1,D,3.23,3.02,2.48
73,24.02.2018,Leicester,Stoke,1:1,D,1.68,3.85,5.27
73,24.02.2018,Liverpool,WestHam,4:1,H,1.22,6.79,13.27
73,24.02.2018,Watford,Everton,1:0,H,2.37,3.2,3.23
73,24.02.2018,WestBrom,Huddersfield,1:2,A,1.88,3.35,4.66
72,12.02.2018,Chelsea,WestBrom,3:0,H,1.33,5.07,10.28
71,11.02.2018,Huddersfield,Bournemouth,4:1,H,3.09,3.27,2.4
71,11.02.2018,Newcastle,ManchesterUnited,1:0,H,6.09,4.02,1.58
71,11.02.2018,Southampton,Liverpool,0:2,A,4.97,3.86,1.71
70,10.02.2018,Everton,CrystalPalace,3:1,H,2.11,3.22,3.83
70,10.02.2018,ManchesterCity,Leicester,5:1,H,1.23,6.42,13.39
70,10.02.2018,Stoke,Brighton,1:1,D,2.33,3.19,3.32
70,10.02.2018,Swansea,Burnley,1:0,H,2.36,2.98,3.49
70,10.02.2018,Tottenham,Arsenal,1:0,H,1.93,3.78,3.83
70,10.02.2018,WestHam,Watford,2:0,H,2.38,3.27,3.14
69,05.02.2018,Watford,Chelsea,4:1,H,6.49,4.28,1.52
68,04.02.2018,CrystalPalace,Newcastle,1:1,D,2.06,3.28,3.92
68,04.02.2018,Liverpool,Tottenham,2:2,D,1.99,3.72,3.69
67,03.02.2018,Arsenal,Everton,5:1,H,1.34,5.33,9.4
67,03.02.2018,Bournemouth,Stoke,2:1,H,1.89,3.57,4.26
67,03.02.2018,Brighton,WestHam,3:1,H,2.27,3.01,3.71
67,03.02.2018,Burnley,ManchesterCity,1:1,D,11.95,5.57,1.28
67,03.02.2018,Leicester,Swansea,1:1,D,1.84,3.42,4.86
67,03.02.2018,ManchesterUnited,Huddersfield,2:0,H,1.21,6.54,15.65
67,03.02.2018,WestBrom,Southampton,2:3,A,2.83,3.06,2.75
66,31.01.2018,Chelsea,Bournemouth,0:3,A,1.35,5.05,9.39
66,31.01.2018,Everton,Leicester,2:1,H,2.72,3.09,2.83
66,31.01.2018,ManchesterCity,WestBrom,3:0,H,1.14,8.67,19.75
66,31.01.2018,Newcastle,Burnley,1:1,D,2.2,3.08,3.76
66,31.01.2018,Southampton,Brighton,1:1,D,1.8,3.4,5.18
66,31.01.2018,Stoke,Watford,0:0,D,2.14,3.4,3.52
66,31.01.2018,Tottenham,ManchesterUnited,2:0,H,2.38,3.34,3.08
65,30.01.2018,Huddersfield,Liverpool,0:3,A,9.97,5.3,1.32
65,30.01.2018,Swansea,Arsenal,3:1,H,6.66,4.22,1.52
65,30.01.2018,WestHam,CrystalPalace,1:1,D,2.98,3.16,2.54
64,22.01.2018,Swansea,Liverpool,1:0,H,10.63,5.7,1.29
63,21.01.2018,Southampton,Tottenham,1:1,D,4.48,3.7,1.82
62,20.01.2018,Arsenal,CrystalPalace,4:1,H,1.46,4.62,7.11
62,20.01.2018,Brighton,Chelsea,0:4,A,6.43,3.69,1.62
62,20.01.2018,Burnley,ManchesterUnited,0:1,A,7.09,3.93,1.55
62,20.01.2018,Everton,WestBrom,1:1,D,2.44,2.94,3.39
62,20.01.2018,Leicester,Watford,2:0,H,1.76,3.8,4.72
62,20.01.2018,ManchesterCity,Newcastle,3:1,H,1.12,9.57,23.77
62,20.01.2018,Stoke,Huddersfield,2:0,H,2.02,3.37,3.99
62,20.01.2018,WestHam,Bournemouth,1:1,D,2.27,3.34,3.3
61,15.01.2018,ManchesterUnited,Stoke,3:0,H,1.2,6.95,14.42
60,14.01.2018,Bournemouth,Arsenal,2:1,H,3.72,3.62,2.01
60,14.01.2018,Liverpool,ManchesterCity,4:3,H,3.05,3.59,2.3
59,13.01.2018,Chelsea,Leicester,0:0,D,1.29,5.54,11.17
59,13.01.2018,CrystalPalace,Burnley,1:0,H,2.17,3.16,3.77
59,13.01.2018,Huddersfield,WestHam,1:4,A,2.83,3.08,2.75
59,13.01.2018,Newcastle,Swansea,1:1,D,1.74,3.58,5.35
59,13.01.2018,Tottenham,Everton,4:0,H,1.27,5.85,11.99
59,13.01.2018,Watford,Southampton,2:2,D,2.65,3.3,2.76
59,13.01.2018,WestBrom,Brighton,2:0,H,2.14,3.04,4.06
58,04.01.2018,Tottenham,WestHam,1:1,D,1.29,5.78,10.94
57,03.01.2018,Arsenal,Chelsea,2:2,D,3.17,3.34,2.33
56,02.01.2018,ManchesterCity,Watford,3:1,H,1.12,9.83,19.64
56,02.01.2018,Southampton,CrystalPalace,1:2,A,2.07,3.33,3.86
56,02.01.2018,Swansea,Tottenham,0:2,A,7.81,4.37,1.45
56,02.01.2018,WestHam,WestBrom,2:1,H,2.13,3.1,3.99
55,01.01.2018,Brighton,Bournemouth,2:2,D,2.41,3.05,3.31
55,01.01.2018,Burnley,Liverpool,1:2,A,6.01,3.75,1.63
55,01.01.2018,Everton,ManchesterUnited,0:2,A,5.45,3.7,1.7
55,01.01.2018,Leicester,Huddersfield,3:0,H,1.79,3.5,5.04
55,01.01.2018,Stoke,Newcastle,0:1,A,2.28,3.26,3.36
54,31.12.2017,CrystalPalace,ManchesterCity,0:0,D,9.84,5.71,1.31
54,31.12.2017,WestBrom,Arsenal,1:1,D,5.46,4.07,1.63
53,30.12.2017,Bournemouth,Everton,2:1,H,2.38,3.14,3.27
53,30.12.2017,Chelsea,Stoke,5:0,H,1.14,8.72,18.97
53,30.12.2017,Huddersfield,Burnley,0:0,D,2.39,2.95,3.47
53,30.12.2017,Liverpool,Leicester,2:1,H,1.26,6.53,10.12
53,30.12.2017,ManchesterUnited,Southampton,0:0,D,1.35,5.15,9.49
53,30.12.2017,Newcastle,Brighton,0:0,D,2.1,3.19,3.92
53,30.12.2017,Watford,Swansea,1:2,A,1.79,3.51,4.98
52,28.12.2017,CrystalPalace,Arsenal,2:3,A,4.48,4.11,1.73
51,27.12.2017,Newcastle,ManchesterCity,0:1,A,11.98,6.49,1.24
50,26.12.2017,Bournemouth,WestHam,3:3,D,2.53,3.18,2.99
50,26.12.2017,Chelsea,Brighton,2:0,H,1.16,7.51,19.72
50,26.12.2017,Huddersfield,Stoke,1:1,D,2.34,3.13,3.35
50,26.12.2017,Liverpool,Swansea,5:0,H,1.14,8.86,18.8
50,26.12.2017,ManchesterUnited,Burnley,2:2,D,1.25,5.92,13.13
50,26.12.2017,Tottenham,Southampton,5:2,H,1.33,5.27,9.43
50,26.12.2017,Watford,Leicester,2:1,H,2.62,3.38,2.72
50,26.12.2017,WestBrom,Everton,0:0,D,2.27,3.07,3.6
49,23.12.2017,Brighton,Watford,1:0,H,2.66,3.14,2.86
49,23.12.2017,Burnley,Tottenham,0:3,A,6.51,4.15,1.54
49,23.12.2017,Everton,Chelsea,0:0,D,6.46,3.99,1.57
49,23.12.2017,Leicester,ManchesterUnited,2:2,D,4.09,3.6,1.92
49,23.12.2017,ManchesterCity,Bournemouth,4:0,H,1.08,12.03,26.22
49,23.12.2017,Southampton,Huddersfield,1:1,D,1.64,3.79,5.95
49,23.12.2017,Stoke,WestBrom,3:1,H,2.34,3.15,3.37
49,23.12.2017,Swansea,CrystalPalace,1:1,D,3.27,3.16,2.38
49,23.12.2017,WestHam,Newcastle,2:3,A,1.97,3.35,4.27
48,22.12.2017,Arsenal,Liverpool,3:3,D,2.57,3.58,2.65
47,18.12.2017,Everton,Swansea,3:1,H,1.77,3.46,5.25
46,17.12.2017,Bournemouth,Liverpool,0:4,A,6.85,4.92,1.44
46,17.12.2017,WestBrom,ManchesterUnited,1:2,A,5.92,3.73,1.65
45,16.12.2017,Arsenal,Newcastle,1:0,H,1.24,6.38,11.88
45,16.12.2017,Brighton,Burnley,0:0,D,2.48,2.9,3.36
45,16.12.2017,Chelsea,Southampton,1:0,H,1.4,4.79,8.21
45,16.12.2017,Leicester,CrystalPalace,0:3,A,1.76,3.71,4.83
45,16.12.2017,ManchesterCity,Tottenham,4:1,H,1.59,4.37,5.3
45,16.12.2017,Stoke,WestHam,0:3,A,2.45,3.15,3.09
45,16.12.2017,Watford,Huddersfield,1:4,A,1.73,3.68,5.14
44,13.12.2017,Liverpool,WestBrom,0:0,D,1.19,7.16,14.6
44,13.12.2017,ManchesterUnited,Bournemouth,1:0,H,1.27,6.02,10.95
44,13.12.2017,Newcastle,Everton,0:1,A,2.22,3.24,3.54
44,13.12.2017,Southampton,Leicester,1:4,A,1.95,3.45,4.16
44,13.12.2017,Swansea,ManchesterCity,0:4,A,12.55,6.39,1.24
44,13.12.2017,Tottenham,Brighton,2:0,H,1.2,6.86,15.07
44,13.12.2017,WestHam,Arsenal,0:0,D,5.2,4.2,1.63
43,12.12.2017,Burnley,Stoke,1:0,H,2.31,3.18,3.36
43,12.12.2017,CrystalPalace,Watford,2:1,H,2.28,3.45,3.16
43,12.12.2017,Huddersfield,Chelsea,1:3,A,8.56,4.4,1.43
42,10.12.2017,Liverpool,Everton,1:1,D,1.35,5.07,9.18
42,10.12.2017,ManchesterUnited,ManchesterCity,1:2,A,3.33,3.48,2.19
42,10.12.2017,Southampton,Arsenal,1:1,D,4.09,3.7,1.89
41,09.12.2017,Burnley,Watford,1:0,H,2.76,3.15,2.77
41,09.12.2017,CrystalPalace,Bournemouth,2:2,D,1.91,3.58,4.16
41,09.12.2017,Huddersfield,Brighton,2:0,H,2.67,2.92,3.08
41,09.12.2017,Newcastle,Leicester,2:3,A,2.57,3.22,2.88
41,09.12.2017,Swansea,WestBrom,1:0,H,2.78,2.94,2.91
41,09.12.2017,Tottenham,Stoke,5:1,H,1.28,5.88,10.72
41,09.12.2017,WestHam,Chelsea,1:0,H,6.97,4.44,1.48
40,03.12.2017,Bournemouth,Southampton,1:1,D,3.27,3.23,2.34
40,03.12.2017,ManchesterCity,WestHam,2:1,H,1.11,10.53,22.25
39,02.12.2017,Arsenal,ManchesterUnited,1:3,A,2.33,3.32,3.18
39,02.12.2017,Brighton,Liverpool,1:5,A,6.65,4.3,1.51
39,02.12.2017,Chelsea,Newcastle,3:1,H,1.24,6.2,13.45
39,02.12.2017,Everton,Huddersfield,2:0,H,1.86,3.46,4.67
39,02.12.2017,Leicester,Burnley,1:0,H,2,3.32,4.15
39,02.12.2017,Stoke,Swansea,2:1,H,1.83,3.54,4.73
39,02.12.2017,Watford,Tottenham,1:1,D,5.04,4.19,1.65
39,02.12.2017,WestBrom,CrystalPalace,0:0,D,2.64,3.06,2.95
38,29.11.2017,Arsenal,Huddersfield,5:0,H,1.18,7.33,15.8
38,29.11.2017,Bournemouth,Burnley,1:2,A,2.17,3.18,3.73
38,29.11.2017,Chelsea,Swansea,1:0,H,1.19,7.09,16.03
38,29.11.2017,Everton,WestHam,4:0,H,2.43,3.2,3.11
38,29.11.2017,ManchesterCity,Southampton,2:1,H,1.24,6.38,12.67
38,29.11.2017,Stoke,Liverpool,0:3,A,5.81,4.31,1.56
37,28.11.2017,Brighton,CrystalPalace,0:0,D,2.61,3.07,2.98
37,28.11.2017,Leicester,Tottenham,2:1,H,4.87,3.74,1.75
37,28.11.2017,Watford,ManchesterUnited,2:4,A,4.93,3.74,1.74
37,28.11.2017,WestBrom,Newcastle,2:2,D,2.37,3.08,3.34
36,26.11.2017,Burnley,Arsenal,0:1,A,5.79,4.1,1.59
36,26.11.2017,Huddersfield,ManchesterCity,1:2,A,16.74,7.6,1.17
36,26.11.2017,Southampton,Everton,4:1,H,1.84,3.51,4.65
35,25.11.2017,CrystalPalace,Stoke,2:1,H,1.94,3.55,4.06
35,25.11.2017,Liverpool,Chelsea,1:1,D,2.15,3.55,3.38
35,25.11.2017,ManchesterUnited,Brighton,1:0,H,1.19,6.84,17.63
35,25.11.2017,Newcastle,Watford,0:3,A,2.31,3.32,3.23
35,25.11.2017,Swansea,Bournemouth,0:0,D,2.89,3.19,2.58
35,25.11.2017,Tottenham,WestBrom,1:1,D,1.23,6.4,13.7
34,24.11.2017,WestHam,Leicester,1:1,D,2.78,3.24,2.67
33,20.11.2017,Brighton,Stoke,2:2,D,2.36,3.13,3.33
32,19.11.2017,Watford,WestHam,2:0,H,2.26,3.22,3.44
31,18.11.2017,Arsenal,Tottenham,2:0,H,2.48,3.45,2.87
31,18.11.2017,Bournemouth,Huddersfield,4:0,H,1.78,3.56,4.95
31,18.11.2017,Burnley,Swansea,2:0,H,2.29,3,3.65
31,18.11.2017,CrystalPalace,Everton,2:2,D,2.24,3.21,3.51
31,18.11.2017,Leicester,ManchesterCity,0:2,A,7.89,5.51,1.36
31,18.11.2017,Liverpool,Southampton,3:0,H,1.41,4.85,7.87
31,18.11.2017,ManchesterUnited,Newcastle,4:1,H,1.27,5.59,12.84
31,18.11.2017,WestBrom,Chelsea,0:4,A,6.65,4.08,1.54
30,05.11.2017,Chelsea,ManchesterUnited,1:0,H,2.54,3.08,3.06
30,05.11.2017,Everton,Watford,3:2,H,2.24,3.26,3.45
30,05.11.2017,ManchesterCity,Arsenal,3:1,H,1.4,5.28,7.12
30,05.11.2017,Tottenham,CrystalPalace,1:0,H,1.3,5.49,10.43
29,04.11.2017,Huddersfield,WestBrom,1:0,H,2.85,2.91,2.89
29,04.11.2017,Newcastle,Bournemouth,0:1,A,1.83,3.57,4.67
29,04.11.2017,Southampton,Burnley,0:1,A,1.65,3.63,6.24
29,04.11.2017,Stoke,Leicester,2:2,D,2.6,3.22,2.86
29,04.11.2017,Swansea,Brighton,0:1,A,2.54,3.01,3.16
29,04.11.2017,WestHam,Liverpool,1:4,A,5.94,4.42,1.54
28,30.10.2017,Burnley,Newcastle,1:0,H,3.11,3.07,2.51
27,29.10.2017,Brighton,Southampton,1:1,D,3.32,3.15,2.35
27,29.10.2017,Leicester,Everton,2:0,H,2.06,3.41,3.78
26,28.10.2017,Arsenal,Swansea,2:1,H,1.2,7.34,13.67
26,28.10.2017,Bournemouth,Chelsea,0:1,A,5.75,4.2,1.58
26,28.10.2017,CrystalPalace,WestHam,2:2,D,2.51,3.13,3.07
26,28.10.2017,Liverpool,Huddersfield,3:0,H,1.24,6.3,12.76
26,28.10.2017,ManchesterUnited,Tottenham,1:0,H,2.08,3.31,3.79
26,28.10.2017,Watford,Stoke,0:1,A,2.01,3.52,3.83
26,28.10.2017,WestBrom,ManchesterCity,2:3,A,11.43,5.87,1.27
25,22.10.2017,Everton,Arsenal,2:5,A,4.43,3.79,1.81
25,22.10.2017,Tottenham,Liverpool,4:1,H,2.18,3.55,3.31
24,21.10.2017,Chelsea,Watford,4:2,H,1.36,5.16,8.81
24,21.10.2017,Huddersfield,ManchesterUnited,2:1,H,9.24,4.69,1.39
24,21.10.2017,ManchesterCity,Burnley,3:0,H,1.11,10.42,22.3
24,21.10.2017,Newcastle,CrystalPalace,1:0,H,1.85,3.54,4.53
24,21.10.2017,Southampton,WestBrom,1:0,H,1.84,3.33,5
24,21.10.2017,Stoke,Bournemouth,1:2,A,2.12,3.44,3.58
24,21.10.2017,Swansea,Leicester,1:2,A,2.8,3.2,2.68
23,20.10.2017,WestHam,Brighton,0:3,A,1.79,3.48,5.1
22,16.10.2017,Leicester,WestBrom,1:1,D,1.97,3.36,4.21
21,15.10.2017,Brighton,Everton,1:1,D,3.13,3.12,2.48
21,15.10.2017,Southampton,Newcastle,2:2,D,1.87,3.43,4.58
20,14.10.2017,Burnley,WestHam,1:1,D,2.9,3.22,2.58
20,14.10.2017,CrystalPalace,Chelsea,2:1,H,7.56,4.48,1.45
20,14.10.2017,Liverpool,ManchesterUnited,0:0,D,2.69,3.26,2.74
20,14.10.2017,ManchesterCity,Stoke,7:2,H,1.13,9.38,18.83
20,14.10.2017,Swansea,Huddersfield,2:0,H,2.03,3.26,4.09
20,14.10.2017,Tottenham,Bournemouth,1:0,H,1.23,6.75,12.48
20,14.10.2017,Watford,Arsenal,2:1,H,4.94,4.06,1.68
19,01.10.2017,Arsenal,Brighton,2:0,H,1.24,6.29,13.09
19,01.10.2017,Everton,Burnley,0:1,A,1.7,3.67,5.49
19,01.10.2017,Newcastle,Liverpool,1:1,D,4.75,4.02,1.71
18,30.09.2017,Bournemouth,Leicester,0:0,D,2.59,3.41,2.75
18,30.09.2017,Chelsea,ManchesterCity,0:1,A,2.66,3.42,2.67
18,30.09.2017,Huddersfield,Tottenham,0:4,A,8.62,4.65,1.41
18,30.09.2017,ManchesterUnited,CrystalPalace,4:0,H,1.19,7.03,16.38
18,30.09.2017,Stoke,Southampton,2:1,H,2.87,3.29,2.56
18,30.09.2017,WestBrom,Watford,2:2,D,2.16,3.26,3.68
18,30.09.2017,WestHam,Swansea,1:0,H,1.84,3.55,4.6
17,25.09.2017,Arsenal,WestBrom,2:0,H,1.32,5.37,10.05
16,24.09.2017,Brighton,Newcastle,1:0,H,2.79,3.11,2.76
15,23.09.2017,Burnley,Huddersfield,0:0,D,2.33,3.15,3.39
15,23.09.2017,Everton,Bournemouth,2:1,H,1.74,3.69,5.07
15,23.09.2017,Leicester,Liverpool,2:3,A,4.25,3.95,1.81
15,23.09.2017,ManchesterCity,CrystalPalace,5:0,H,1.13,9.46,20.52
15,23.09.2017,Southampton,ManchesterUnited,0:1,A,4.66,3.63,1.81
15,23.09.2017,Stoke,Chelsea,0:4,A,6.31,4.33,1.53
15,23.09.2017,Swansea,Watford,1:2,A,2.33,3.23,3.31
15,23.09.2017,WestHam,Tottenham,2:3,A,5.67,4.18,1.6
14,17.09.2017,Chelsea,Arsenal,0:0,D,1.76,3.9,4.62
14,17.09.2017,ManchesterUnited,Everton,4:0,H,1.34,5.1,9.96
13,16.09.2017,CrystalPalace,Southampton,0:1,A,2.84,3.19,2.66
13,16.09.2017,Huddersfield,Leicester,1:1,D,3.45,3.29,2.22
13,16.09.2017,Liverpool,Burnley,1:1,D,1.25,6.21,12.25
13,16.09.2017,Newcastle,Stoke,2:1,H,2.14,3.34,3.61
13,16.09.2017,Tottenham,Swansea,0:0,D,1.2,7.2,14.15
13,16.09.2017,Watford,ManchesterCity,0:6,A,9.26,5.7,1.32
13,16.09.2017,WestBrom,WestHam,0:0,D,2.31,3.21,3.36
12,15.09.2017,Bournemouth,Brighton,2:1,H,2.1,3.37,3.68
11,11.09.2017,WestHam,Huddersfield,2:0,H,2.03,3.39,3.93
10,10.09.2017,Burnley,CrystalPalace,1:0,H,2.21,3.27,3.54
10,10.09.2017,Swansea,Newcastle,0:1,A,2.44,3.19,3.13
9,09.09.2017,Arsenal,Bournemouth,3:0,H,1.3,6.08,9.41
9,09.09.2017,Brighton,WestBrom,3:1,H,2.65,3.04,2.98
9,09.09.2017,Everton,Tottenham,0:3,A,3.88,3.5,2
9,09.09.2017,Leicester,Chelsea,1:2,A,4.68,3.79,1.77
9,09.09.2017,ManchesterCity,Liverpool,5:0,H,1.88,3.85,4
9,09.09.2017,Southampton,Watford,0:2,A,1.67,3.85,5.39
9,09.09.2017,Stoke,ManchesterUnited,2:2,D,7.03,4.2,1.51
8,27.08.2017,Chelsea,Everton,2:0,H,1.51,4.27,6.9
8,27.08.2017,Liverpool,Arsenal,4:0,H,2.17,3.63,3.25
8,27.08.2017,Tottenham,Burnley,1:1,D,1.21,6.82,15.07
8,27.08.2017,WestBrom,Stoke,1:1,D,2.51,3.13,3.08
7,26.08.2017,Bournemouth,ManchesterCity,1:2,A,11.16,6.37,1.26
7,26.08.2017,CrystalPalace,Swansea,0:2,A,2.04,3.3,3.99
7,26.08.2017,Huddersfield,Southampton,0:0,D,4.02,3.43,1.99
7,26.08.2017,ManchesterUnited,Leicester,2:0,H,1.3,5.54,10.45
7,26.08.2017,Newcastle,WestHam,3:0,H,2.34,3.32,3.19
7,26.08.2017,Watford,Brighton,0:0,D,2.12,3.24,3.79
6,21.08.2017,ManchesterCity,Everton,1:1,D,1.29,5.82,10.75
5,20.08.2017,Huddersfield,Newcastle,1:0,H,2.8,3.14,2.73
5,20.08.2017,Tottenham,Chelsea,1:2,A,2.14,3.33,3.67
4,19.08.2017,Bournemouth,Watford,0:2,A,2.01,3.54,3.8
4,19.08.2017,Burnley,WestBrom,0:1,A,2.57,3.06,3.04
4,19.08.2017,Leicester,Brighton,2:0,H,1.73,3.68,5.19
4,19.08.2017,Liverpool,CrystalPalace,1:0,H,1.38,5.02,8.43
4,19.08.2017,Southampton,WestHam,3:2,H,1.7,3.87,5.08
4,19.08.2017,Stoke,Arsenal,1:0,H,4.24,3.74,1.85
4,19.08.2017,Swansea,ManchesterUnited,0:4,A,10.2,4.97,1.34
3,13.08.2017,ManchesterUnited,WestHam,4:0,H,1.3,5.51,11.06
3,13.08.2017,Newcastle,Tottenham,0:2,A,4.8,3.81,1.75
2,12.08.2017,Brighton,ManchesterCity,0:2,A,10.5,5.72,1.3
2,12.08.2017,Chelsea,Burnley,2:3,A,1.29,5.52,12.04
2,12.08.2017,CrystalPalace,Huddersfield,0:3,A,1.79,3.54,4.93
2,12.08.2017,Everton,Stoke,1:0,H,1.77,3.52,5.21
2,12.08.2017,Southampton,Swansea,0:0,D,1.59,3.99,6.18
2,12.08.2017,Watford,Liverpool,3:3,D,6.38,4.19,1.55
2,12.08.2017,WestBrom,Bournemouth,1:0,H,2.54,3.19,2.97
1,11.08.2017,Arsenal,Leicester,4:3,H,1.48,4.56,6.74
