Date,Exact_Date,HomeTeam,AwayTeam,Score,Full time result,Home odds,Draw odds,Away odds
98,07.05.2011,Everton,Manchester City,2:1,H,2.53,3.2,2.85
98,07.05.2011,Newcastle,Birmingham,2:1,H,1.87,3.4,4.39
98,07.05.2011,Tottenham,Blackpool,1:1,D,1.31,5.44,9
98,07.05.2011,West Ham,Blackburn,1:1,D,2.06,3.36,3.61
97,01.05.2011,Arsenal,Manchester United,1:0,H,2.64,3.22,2.72
97,01.05.2011,Birmingham,Wolves,1:1,D,2.13,3.28,3.5
97,01.05.2011,Liverpool,Newcastle,3:0,H,1.46,4.1,7.59
97,01.05.2011,Manchester City,West Ham,2:1,H,1.36,4.67,8.79
96,30.04.2011,Blackburn,Bolton,1:0,H,1.9,3.44,4.1
96,30.04.2011,Blackpool,Stoke,0:0,D,2.62,3.42,2.59
96,30.04.2011,Chelsea,Tottenham,2:1,H,1.49,4.16,6.77
96,30.04.2011,Sunderland,Fulham,0:3,A,2.71,3.13,2.69
96,30.04.2011,West Brom,Aston Villa,2:1,H,2.46,3.23,2.9
96,30.04.2011,Wigan,Everton,1:1,D,3,3.22,2.41
95,27.04.2011,Fulham,Bolton,3:0,H,1.78,3.53,4.64
94,26.04.2011,Stoke,Wolves,3:0,H,1.78,3.48,4.76
93,25.04.2011,Blackburn,Manchester City,0:1,A,4.02,3.47,1.91
92,24.04.2011,Bolton,Arsenal,2:1,H,5.38,3.87,1.63
91,23.04.2011,Aston Villa,Stoke,1:1,D,2.09,3.2,3.73
91,23.04.2011,Blackpool,Newcastle,1:1,D,2.83,3.36,2.45
91,23.04.2011,Chelsea,West Ham,3:0,H,1.2,6.45,14.22
91,23.04.2011,Liverpool,Birmingham,5:0,H,1.49,3.99,7.23
91,23.04.2011,Manchester United,Everton,1:0,H,1.51,3.87,7.23
91,23.04.2011,Sunderland,Wigan,4:2,H,2.11,3.24,3.61
91,23.04.2011,Tottenham,West Brom,2:2,D,1.53,4.02,6.35
91,23.04.2011,Wolves,Fulham,1:1,D,2.47,3.22,2.91
90,20.04.2011,Chelsea,Birmingham,3:1,H,1.2,6.27,15.67
90,20.04.2011,Tottenham,Arsenal,3:3,D,2.89,3.28,2.45
89,19.04.2011,Newcastle,Manchester United,0:0,D,5.5,3.69,1.65
88,17.04.2011,Arsenal,Liverpool,1:1,D,1.72,3.73,4.83
87,16.04.2011,Birmingham,Sunderland,2:0,H,2.05,3.27,3.74
87,16.04.2011,Blackpool,Wigan,1:3,A,2.36,3.37,2.92
87,16.04.2011,Everton,Blackburn,2:0,H,1.7,3.55,5.24
87,16.04.2011,West Brom,Chelsea,1:3,A,5.17,3.61,1.7
87,16.04.2011,West Ham,Aston Villa,1:2,A,2.36,3.28,3
86,11.04.2011,Liverpool,Manchester City,3:0,H,2.54,3.24,2.82
85,10.04.2011,Aston Villa,Newcastle,1:0,H,1.69,3.76,4.92
85,10.04.2011,Blackpool,Arsenal,1:3,A,7.01,4.5,1.44
84,09.04.2011,Blackburn,Birmingham,1:1,D,1.96,3.32,4
84,09.04.2011,Bolton,West Ham,3:0,H,2.33,3.22,3.11
84,09.04.2011,Chelsea,Wigan,1:0,H,1.22,5.91,14.79
84,09.04.2011,Manchester United,Fulham,2:0,H,1.45,4.18,7.82
84,09.04.2011,Sunderland,West Brom,2:3,A,2.21,3.27,3.31
84,09.04.2011,Tottenham,Stoke,3:2,H,1.66,3.69,5.4
84,09.04.2011,Wolves,Everton,0:3,A,2.45,3.25,2.91
83,03.04.2011,Fulham,Blackpool,3:0,H,1.48,4.34,6.6
83,03.04.2011,Manchester City,Sunderland,5:0,H,1.46,4.17,7.38
82,02.04.2011,Arsenal,Blackburn,0:0,D,1.23,5.98,12.71
82,02.04.2011,Birmingham,Bolton,2:1,H,2.39,3.25,3
82,02.04.2011,Everton,Aston Villa,2:2,D,2.02,3.32,3.83
82,02.04.2011,Newcastle,Wolves,4:1,H,2.02,3.35,3.72
82,02.04.2011,Stoke,Chelsea,1:1,D,5.47,3.61,1.67
82,02.04.2011,West Brom,Liverpool,2:1,H,3.23,3.26,2.26
82,02.04.2011,West Ham,Manchester United,2:4,A,4,3.35,1.97
82,02.04.2011,Wigan,Tottenham,0:0,D,3.14,3.27,2.29
81,20.03.2011,Chelsea,Manchester City,2:0,H,1.64,3.75,5.5
81,20.03.2011,Sunderland,Liverpool,0:2,A,2.78,3.2,2.59
80,19.03.2011,Aston Villa,Wolves,0:1,A,1.94,3.36,4.04
80,19.03.2011,Blackburn,Blackpool,2:2,D,1.75,3.71,4.55
80,19.03.2011,Everton,Fulham,2:1,H,1.98,3.27,3.97
80,19.03.2011,Manchester United,Bolton,1:0,H,1.39,4.42,8.59
80,19.03.2011,Stoke,Newcastle,4:0,H,2.16,3.21,3.49
80,19.03.2011,Tottenham,West Ham,0:0,D,1.64,3.73,5.49
80,19.03.2011,West Brom,Arsenal,2:2,D,4.34,3.47,1.84
80,19.03.2011,Wigan,Birmingham,2:1,H,2.18,3.25,3.38
79,09.03.2011,Everton,Birmingham,1:1,D,1.53,3.87,6.69
78,07.03.2011,Blackpool,Chelsea,1:3,A,9.9,5.46,1.29
77,06.03.2011,Liverpool,Manchester United,3:1,H,2.88,3.21,2.49
77,06.03.2011,Wolves,Tottenham,3:3,D,2.89,3.24,2.45
76,05.03.2011,Arsenal,Sunderland,0:0,D,1.41,4.37,8.26
76,05.03.2011,Birmingham,West Brom,1:3,A,2.46,3.19,2.94
76,05.03.2011,Bolton,Aston Villa,3:2,H,2.12,3.33,3.44
76,05.03.2011,Fulham,Blackburn,3:2,H,1.63,3.7,5.64
76,05.03.2011,Manchester City,Wigan,1:0,H,1.35,4.69,9.64
76,05.03.2011,Newcastle,Everton,1:2,A,2.52,3.2,2.84
76,05.03.2011,West Ham,Stoke,3:0,H,2.05,3.29,3.7
75,01.03.2011,Chelsea,Manchester United,2:1,H,2.14,3.25,3.55
74,28.02.2011,Stoke,West Brom,1:1,D,1.85,3.41,4.42
73,27.02.2011,Manchester City,Fulham,1:1,D,1.63,3.59,5.88
73,27.02.2011,West Ham,Liverpool,3:1,H,3.45,3.26,2.15
72,26.02.2011,Aston Villa,Blackburn,4:1,H,1.77,3.51,4.76
72,26.02.2011,Everton,Sunderland,2:0,H,1.68,3.63,5.33
72,26.02.2011,Newcastle,Bolton,1:1,D,1.99,3.38,3.78
72,26.02.2011,Wigan,Manchester United,0:4,A,6.49,3.85,1.54
72,26.02.2011,Wolves,Blackpool,4:0,H,1.7,3.79,4.73
71,23.02.2011,Arsenal,Stoke,1:0,H,1.32,4.95,10.18
70,22.02.2011,Blackpool,Tottenham,3:1,H,4.26,3.68,1.8
69,20.02.2011,West Brom,Wolves,1:1,D,2.04,3.28,3.76
68,15.02.2011,Birmingham,Newcastle,0:2,A,2.47,3.19,2.94
67,14.02.2011,Fulham,Chelsea,0:0,D,5.03,3.52,1.73
66,13.02.2011,Bolton,Everton,2:0,H,2.79,3.25,2.53
65,12.02.2011,Arsenal,Wolves,2:0,H,1.25,5.69,12.07
65,12.02.2011,Birmingham,Stoke,1:0,H,2.49,3.16,2.93
65,12.02.2011,Blackburn,Newcastle,0:0,D,2.23,3.22,3.3
65,12.02.2011,Blackpool,Aston Villa,1:1,D,3.22,3.48,2.16
65,12.02.2011,Liverpool,Wigan,1:1,D,1.38,4.45,8.64
65,12.02.2011,Manchester United,Manchester City,2:1,H,1.89,3.38,4.3
65,12.02.2011,Sunderland,Tottenham,1:2,A,2.52,3.23,2.82
65,12.02.2011,West Brom,West Ham,3:3,D,1.82,3.67,4.21
64,06.02.2011,Chelsea,Liverpool,0:1,A,1.51,4.22,6.34
64,06.02.2011,West Ham,Birmingham,0:1,A,1.96,3.35,3.97
63,05.02.2011,Aston Villa,Fulham,2:2,D,2.02,3.24,3.85
63,05.02.2011,Everton,Blackpool,5:3,H,1.43,4.43,7.48
63,05.02.2011,Manchester City,West Brom,3:0,H,1.42,4.32,7.97
63,05.02.2011,Newcastle,Arsenal,4:4,D,4.86,3.55,1.74
63,05.02.2011,Stoke,Sunderland,3:2,H,2,3.28,3.94
63,05.02.2011,Tottenham,Bolton,2:1,H,1.59,3.74,6.02
63,05.02.2011,Wigan,Blackburn,4:3,H,2.49,3.24,2.84
63,05.02.2011,Wolves,Manchester United,2:1,H,7.52,4.18,1.45
62,02.02.2011,Birmingham,Manchester City,2:2,D,4.64,3.5,1.79
62,02.02.2011,Blackburn,Tottenham,0:1,A,2.92,3.22,2.44
62,02.02.2011,Blackpool,West Ham,1:3,A,2.25,3.41,3.07
62,02.02.2011,Bolton,Wolves,1:0,H,1.85,3.42,4.34
62,02.02.2011,Fulham,Newcastle,1:0,H,1.87,3.4,4.31
62,02.02.2011,Liverpool,Stoke,2:0,H,1.65,3.54,5.81
61,01.02.2011,Arsenal,Everton,2:1,H,1.45,4.23,7.45
61,01.02.2011,Manchester United,Aston Villa,3:1,H,1.32,5.13,9.22
61,01.02.2011,Sunderland,Chelsea,2:4,A,5.03,3.49,1.73
61,01.02.2011,West Brom,Wigan,2:2,D,1.73,3.59,4.9
60,26.01.2011,Liverpool,Fulham,1:0,H,1.55,3.81,6.44
59,25.01.2011,Wigan,Aston Villa,1:2,A,3.1,3.32,2.29
59,25.01.2011,Blackpool,Manchester United,2:3,A,8.79,4.89,1.35
58,24.01.2011,Bolton,Chelsea,0:4,A,4.77,3.51,1.76
57,23.01.2011,Blackburn,West Brom,2:0,H,2.27,3.29,3.15
56,22.01.2011,Arsenal,Wigan,3:0,H,1.19,6.56,15.13
56,22.01.2011,Aston Villa,Manchester City,1:0,H,3.4,3.17,2.22
56,22.01.2011,Blackpool,Sunderland,1:2,A,2.45,3.27,2.87
56,22.01.2011,Everton,West Ham,2:2,D,1.5,4.02,7.02
56,22.01.2011,Fulham,Stoke,2:0,H,2.14,3.21,3.53
56,22.01.2011,Manchester United,Birmingham,5:0,H,1.2,6.33,14.76
56,22.01.2011,Newcastle,Tottenham,1:1,D,3.07,3.29,2.33
56,22.01.2011,Wolves,Liverpool,0:3,A,2.9,3.17,2.51
55,16.01.2011,Birmingham,Aston Villa,1:1,D,2.67,3.09,2.75
55,16.01.2011,Liverpool,Everton,2:2,D,2.36,3.07,3.23
55,16.01.2011,Sunderland,Newcastle,1:1,D,2.07,3.21,3.76
55,16.01.2011,Tottenham,Manchester United,0:0,D,3,3.22,2.4
54,15.01.2011,Chelsea,Blackburn,2:0,H,1.25,5.64,12.23
54,15.01.2011,Manchester City,Wolves,4:3,H,1.37,4.47,9.39
54,15.01.2011,Stoke,Bolton,2:0,H,2.13,3.24,3.52
54,15.01.2011,West Brom,Blackpool,3:2,H,1.75,3.76,4.4
54,15.01.2011,West Ham,Arsenal,0:3,A,7.2,4.33,1.45
54,15.01.2011,Wigan,Fulham,1:1,D,2.6,3.14,2.79
53,12.01.2011,Blackpool,Liverpool,2:1,H,3.75,3.53,1.95
52,05.01.2011,Arsenal,Manchester City,0:0,D,1.76,3.63,4.58
52,05.01.2011,Aston Villa,Sunderland,0:1,A,1.91,3.46,3.98
52,05.01.2011,Blackburn,Liverpool,3:1,H,4.09,3.47,1.88
52,05.01.2011,Bolton,Wigan,1:1,D,1.73,3.48,5.02
52,05.01.2011,Everton,Tottenham,2:1,H,2.45,3.24,2.89
52,05.01.2011,Newcastle,West Ham,5:0,H,1.89,3.42,4.16
52,05.01.2011,Wolves,Chelsea,1:0,H,6.56,3.86,1.54
51,04.01.2011,Blackpool,Birmingham,1:2,A,2.12,3.29,3.48
51,04.01.2011,Fulham,West Brom,3:0,H,2.13,3.27,3.47
51,04.01.2011,Manchester United,Stoke,2:1,H,1.36,4.54,9.36
50,02.01.2011,Chelsea,Aston Villa,3:3,D,1.26,5.42,11.8
50,02.01.2011,Wigan,Newcastle,0:1,A,2.56,3.16,2.81
49,01.01.2011,Birmingham,Arsenal,0:3,A,5.92,3.79,1.59
49,01.01.2011,Liverpool,Bolton,2:1,H,1.68,3.61,5.25
49,01.01.2011,Manchester City,Blackpool,1:0,H,1.27,5.55,10.96
49,01.01.2011,Stoke,Everton,2:0,H,2.87,3.18,2.5
49,01.01.2011,Sunderland,Blackburn,3:0,H,1.82,3.44,4.56
49,01.01.2011,Tottenham,Fulham,1:0,H,1.51,3.93,6.73
49,01.01.2011,West Brom,Manchester United,1:2,A,5.36,3.64,1.67
49,01.01.2011,West Ham,Wolves,2:0,H,2.02,3.3,3.78
48,29.12.2010,Chelsea,Bolton,1:0,H,1.3,5.24,10.13
48,29.12.2010,Liverpool,Wolves,0:1,A,1.32,4.91,9.97
48,29.12.2010,Wigan,Arsenal,2:2,D,5.74,3.66,1.63
47,28.12.2010,Birmingham,Manchester United,1:1,D,7.44,4.1,1.46
47,28.12.2010,Manchester City,Aston Villa,4:0,H,1.45,4.09,7.92
47,28.12.2010,Stoke,Fulham,0:2,A,1.9,3.3,4.27
47,28.12.2010,Sunderland,Blackpool,0:2,A,1.62,3.73,5.58
47,28.12.2010,Tottenham,Newcastle,2:0,H,1.51,4.07,6.63
47,28.12.2010,West Brom,Blackburn,1:3,A,1.74,3.61,4.83
47,28.12.2010,West Ham,Everton,1:1,D,3.41,3.27,2.16
46,27.12.2010,Arsenal,Chelsea,3:1,H,2.64,3.21,2.7
45,26.12.2010,Aston Villa,Tottenham,1:2,A,3.44,3.3,2.14
45,26.12.2010,Blackburn,Stoke,0:2,A,2.49,3.17,2.92
45,26.12.2010,Bolton,West Brom,2:0,H,2.06,3.3,3.67
45,26.12.2010,Fulham,West Ham,1:3,A,1.93,3.3,4.2
45,26.12.2010,Manchester United,Sunderland,2:0,H,1.26,5.47,12.34
45,26.12.2010,Newcastle,Manchester City,1:3,A,3.15,3.26,2.29
45,26.12.2010,Wolves,Wigan,1:2,A,2.05,3.23,3.79
44,20.12.2010,Manchester City,Everton,1:2,A,1.72,3.47,5.18
43,18.12.2010,Blackburn,West Ham,1:1,D,1.75,3.57,4.81
43,18.12.2010,Sunderland,Bolton,1:0,H,2.1,3.24,3.61
42,13.12.2010,Manchester United,Arsenal,1:0,H,1.84,3.53,4.25
41,12.12.2010,Bolton,Blackburn,2:1,H,2.03,3.31,3.76
41,12.12.2010,Tottenham,Chelsea,1:1,D,3.18,3.34,2.24
41,12.12.2010,Wolves,Birmingham,1:0,H,2.44,3.16,2.99
40,11.12.2010,Aston Villa,West Brom,2:1,H,2.34,3.19,3.13
40,11.12.2010,Everton,Wigan,0:0,D,1.45,4.12,7.76
40,11.12.2010,Fulham,Sunderland,0:0,D,2.13,3.21,3.57
40,11.12.2010,Newcastle,Liverpool,3:1,H,3.37,3.29,2.17
40,11.12.2010,Stoke,Blackpool,0:1,A,1.59,3.93,5.54
40,11.12.2010,West Ham,Manchester City,1:3,A,4.05,3.38,1.92
39,06.12.2010,Liverpool,Aston Villa,3:0,H,1.7,3.51,5.27
38,05.12.2010,Sunderland,West Ham,1:0,H,1.85,3.48,4.26
38,05.12.2010,West Brom,Newcastle,3:1,H,2.03,3.44,3.59
37,04.12.2010,Arsenal,Fulham,2:1,H,1.3,5.05,10.37
37,04.12.2010,Birmingham,Tottenham,1:1,D,3.58,3.28,2.09
37,04.12.2010,Blackburn,Wolves,3:0,H,1.75,3.56,4.74
37,04.12.2010,Chelsea,Everton,1:1,D,1.38,4.49,8.51
37,04.12.2010,Manchester City,Bolton,1:0,H,1.51,4,6.74
37,04.12.2010,Wigan,Stoke,2:2,D,3.05,3.15,2.4
36,28.11.2010,Newcastle,Chelsea,1:1,D,4.95,3.7,1.69
36,28.11.2010,Tottenham,Liverpool,2:1,H,2.08,3.36,3.51
35,27.11.2010,Aston Villa,Arsenal,2:4,A,3.92,3.36,1.97
35,27.11.2010,Bolton,Blackpool,2:2,D,1.55,4.01,5.97
35,27.11.2010,Everton,West Brom,1:4,A,1.56,3.86,6.25
35,27.11.2010,Fulham,Birmingham,1:1,D,1.98,3.25,3.98
35,27.11.2010,Manchester United,Blackburn,7:1,H,1.27,5.35,11.5
35,27.11.2010,Stoke,Manchester City,1:1,D,3.38,3.27,2.17
35,27.11.2010,West Ham,Wigan,3:1,H,1.94,3.42,3.95
35,27.11.2010,Wolves,Sunderland,3:2,H,2.64,3.19,2.72
34,22.11.2010,Sunderland,Everton,2:2,D,2.69,3.15,2.7
33,21.11.2010,Blackburn,Aston Villa,2:0,H,2.21,3.26,3.28
33,21.11.2010,Fulham,Manchester City,1:4,A,3.28,3.22,2.24
32,20.11.2010,Arsenal,Tottenham,2:3,A,1.71,3.68,4.88
32,20.11.2010,Birmingham,Chelsea,1:0,H,5.7,3.63,1.64
32,20.11.2010,Blackpool,Wolves,2:1,H,2.38,3.29,2.97
32,20.11.2010,Bolton,Newcastle,5:1,H,2.13,3.28,3.45
32,20.11.2010,Liverpool,West Ham,3:0,H,1.51,3.89,7.02
32,20.11.2010,Manchester United,Wigan,2:0,H,1.24,5.6,13.5
32,20.11.2010,West Brom,Stoke,0:3,A,2.3,3.17,3.21
31,14.11.2010,Chelsea,Sunderland,0:3,A,1.23,5.68,13.79
31,14.11.2010,Everton,Arsenal,1:2,A,2.97,3.28,2.37
30,13.11.2010,Aston Villa,Manchester United,2:2,D,5.14,3.49,1.73
30,13.11.2010,Manchester City,Birmingham,0:0,D,1.4,4.36,8.4
30,13.11.2010,Newcastle,Fulham,0:0,D,1.97,3.32,3.93
30,13.11.2010,Stoke,Liverpool,2:0,H,3.29,3.18,2.23
30,13.11.2010,Tottenham,Blackburn,4:2,H,1.6,3.72,5.97
30,13.11.2010,West Ham,Blackpool,0:0,D,1.85,3.54,4.18
30,13.11.2010,Wigan,West Brom,1:0,H,2.53,3.24,2.78
30,13.11.2010,Wolves,Bolton,2:3,A,2.46,3.21,2.88
29,10.11.2010,Aston Villa,Blackpool,3:2,H,1.45,4.21,7.33
29,10.11.2010,Chelsea,Fulham,1:0,H,1.23,5.67,13.19
29,10.11.2010,Everton,Bolton,1:1,D,1.62,3.71,5.71
29,10.11.2010,Manchester City,Manchester United,0:0,D,2.68,3.2,2.67
29,10.11.2010,Newcastle,Blackburn,1:2,A,1.79,3.55,4.49
29,10.11.2010,West Ham,West Brom,2:2,D,2.27,3.29,3.14
29,10.11.2010,Wigan,Liverpool,1:1,D,4.63,3.56,1.76
29,10.11.2010,Wolves,Arsenal,0:2,A,6.03,3.95,1.55
28,09.11.2010,Stoke,Birmingham,3:2,H,2.03,3.21,3.85
28,09.11.2010,Tottenham,Sunderland,1:1,D,1.51,3.95,6.71
27,07.11.2010,Arsenal,Newcastle,0:1,A,1.3,5.35,9.48
27,07.11.2010,Liverpool,Chelsea,2:0,H,3.26,3.13,2.3
27,07.11.2010,West Brom,Manchester City,0:2,A,3.19,3.35,2.22
26,06.11.2010,Birmingham,West Ham,2:2,D,2,3.26,3.9
26,06.11.2010,Blackburn,Wigan,2:1,H,1.73,3.58,4.88
26,06.11.2010,Blackpool,Everton,2:2,D,4.72,3.55,1.76
26,06.11.2010,Bolton,Tottenham,4:2,H,3.03,3.23,2.36
26,06.11.2010,Fulham,Aston Villa,1:1,D,2.07,3.27,3.66
26,06.11.2010,Manchester United,Wolves,2:1,H,1.23,5.66,13.58
26,06.11.2010,Sunderland,Stoke,2:0,H,2.13,3.15,3.61
25,01.11.2010,Blackpool,West Brom,2:1,H,2.95,3.34,2.36
24,31.10.2010,Aston Villa,Birmingham,0:0,D,1.9,3.29,4.29
24,31.10.2010,Bolton,Liverpool,0:1,A,3.29,3.26,2.21
24,31.10.2010,Newcastle,Sunderland,5:1,H,2.12,3.2,3.57
23,30.10.2010,Arsenal,West Ham,1:0,H,1.18,6.6,15.28
23,30.10.2010,Blackburn,Chelsea,1:2,A,7.26,4.17,1.46
23,30.10.2010,Everton,Stoke,1:0,H,1.57,3.68,6.41
23,30.10.2010,Fulham,Wigan,2:0,H,1.8,3.46,4.55
23,30.10.2010,Manchester United,Tottenham,2:0,H,1.58,3.92,5.73
23,30.10.2010,Wolves,Manchester City,2:1,H,4.57,3.43,1.81
22,24.10.2010,Liverpool,Blackburn,2:1,H,1.61,3.72,5.8
22,24.10.2010,Manchester City,Arsenal,0:3,A,2.4,3.22,2.97
22,24.10.2010,Stoke,Manchester United,1:2,A,5.49,3.69,1.64
21,23.10.2010,Birmingham,Blackpool,2:0,H,1.96,3.38,3.91
21,23.10.2010,Chelsea,Wolves,2:0,H,1.11,8.11,22.96
21,23.10.2010,Sunderland,Aston Villa,1:0,H,2.29,3.24,3.14
21,23.10.2010,Tottenham,Everton,1:1,D,2.07,3.25,3.66
21,23.10.2010,West Brom,Fulham,2:1,H,2,3.29,3.82
21,23.10.2010,West Ham,Newcastle,1:2,A,2.31,3.27,3.08
21,23.10.2010,Wigan,Bolton,1:1,D,2.45,3.2,2.92
20,18.10.2010,Blackburn,Sunderland,0:0,D,2.12,3.21,3.58
19,17.10.2010,Blackpool,Manchester City,2:3,A,5.87,3.83,1.58
19,17.10.2010,Everton,Liverpool,2:0,H,2.61,3.02,2.9
18,16.10.2010,Arsenal,Birmingham,2:1,H,1.29,5.14,10.93
18,16.10.2010,Aston Villa,Chelsea,0:0,D,4.73,3.54,1.76
18,16.10.2010,Bolton,Stoke,2:1,H,2.15,3.23,3.47
18,16.10.2010,Fulham,Tottenham,1:2,A,2.88,3.19,2.49
18,16.10.2010,Manchester United,West Brom,2:2,D,1.26,5.51,11.84
18,16.10.2010,Newcastle,Wigan,2:2,D,1.72,3.64,4.88
18,16.10.2010,Wolves,West Ham,1:1,D,2.28,3.23,3.17
17,03.10.2010,Chelsea,Arsenal,2:0,H,1.68,3.76,4.99
17,03.10.2010,Liverpool,Blackpool,1:2,A,1.3,5.12,10.28
17,03.10.2010,Manchester City,Newcastle,2:1,H,1.45,4.2,7.51
16,02.10.2010,Birmingham,Everton,0:2,A,2.98,3.16,2.43
16,02.10.2010,Stoke,Blackburn,1:0,H,2.24,3.23,3.25
16,02.10.2010,Sunderland,Manchester United,0:0,D,4.85,3.49,1.76
16,02.10.2010,Tottenham,Aston Villa,2:1,H,1.82,3.52,4.37
16,02.10.2010,West Brom,Bolton,1:1,D,2.05,3.35,3.6
16,02.10.2010,West Ham,Fulham,1:1,D,2.31,3.22,3.13
16,02.10.2010,Wigan,Wolves,2:0,H,2.29,3.21,3.19
15,26.09.2010,Bolton,Manchester United,2:2,D,7.63,4.24,1.44
15,26.09.2010,Newcastle,Stoke,1:2,A,1.85,3.48,4.27
15,26.09.2010,Wolves,Aston Villa,1:2,A,2.68,3.2,2.64
14,25.09.2010,Arsenal,West Brom,2:3,A,1.25,5.55,12.09
14,25.09.2010,Birmingham,Wigan,0:0,D,1.85,3.37,4.45
14,25.09.2010,Blackpool,Blackburn,1:2,A,2.94,3.25,2.41
14,25.09.2010,Fulham,Everton,0:0,D,2.67,3.18,2.68
14,25.09.2010,Liverpool,Sunderland,2:2,D,1.43,4.17,8.22
14,25.09.2010,Manchester City,Chelsea,1:0,H,3.44,3.19,2.18
14,25.09.2010,West Ham,Tottenham,1:0,H,3.35,3.3,2.16
13,19.09.2010,Chelsea,Blackpool,4:0,H,1.1,9.2,23.7
13,19.09.2010,Manchester United,Liverpool,3:2,H,1.7,3.56,5.24
13,19.09.2010,Wigan,Manchester City,0:2,A,4.99,3.66,1.7
12,18.09.2010,Aston Villa,Bolton,1:1,D,1.65,3.71,5.3
12,18.09.2010,Blackburn,Fulham,1:1,D,2.01,3.25,3.87
12,18.09.2010,Everton,Newcastle,0:1,A,1.62,3.73,5.66
12,18.09.2010,Stoke,West Ham,1:1,D,1.88,3.38,4.27
12,18.09.2010,Sunderland,Arsenal,1:1,D,5.45,3.63,1.65
12,18.09.2010,Tottenham,Wolves,3:1,H,1.46,4.14,7.53
12,18.09.2010,West Brom,Birmingham,3:1,H,2.2,3.24,3.33
11,13.09.2010,Stoke,Aston Villa,2:1,H,2.48,3.22,2.87
10,12.09.2010,Birmingham,Liverpool,0:0,D,3.84,3.21,2.03
9,11.09.2010,Arsenal,Bolton,4:1,H,1.23,5.76,12.95
9,11.09.2010,Everton,Manchester United,3:3,D,3.94,3.29,1.98
9,11.09.2010,Fulham,Wolves,2:1,H,1.8,3.45,4.59
9,11.09.2010,Manchester City,Blackburn,1:1,D,1.46,4.15,7.27
9,11.09.2010,Newcastle,Blackpool,0:2,A,1.44,4.37,7.08
9,11.09.2010,West Brom,Tottenham,1:1,D,3.25,3.28,2.22
9,11.09.2010,West Ham,Chelsea,1:3,A,9.45,4.86,1.33
9,11.09.2010,Wigan,Sunderland,1:1,D,2.42,3.24,2.92
8,29.08.2010,Aston Villa,Everton,1:0,H,2.61,3.23,2.69
8,29.08.2010,Bolton,Birmingham,2:2,D,2.08,3.27,3.6
8,29.08.2010,Liverpool,West Brom,1:0,H,1.28,5.23,11.05
8,29.08.2010,Sunderland,Manchester City,1:0,H,4.8,3.6,1.73
7,28.08.2010,Blackburn,Arsenal,1:2,A,4.93,3.58,1.73
7,28.08.2010,Blackpool,Fulham,2:2,D,3.03,3.28,2.33
7,28.08.2010,Chelsea,Stoke,2:0,H,1.11,8.33,23.45
7,28.08.2010,Manchester United,West Ham,3:0,H,1.13,7.52,21.02
7,28.08.2010,Tottenham,Wigan,0:1,A,1.25,5.59,11.96
7,28.08.2010,Wolves,Newcastle,1:1,D,2.44,3.25,2.87
6,23.08.2010,Manchester City,Liverpool,3:0,H,2.37,3.16,3.09
5,22.08.2010,Fulham,Manchester United,2:2,D,6.18,3.75,1.58
5,22.08.2010,Newcastle,Aston Villa,6:0,H,2.59,3.25,2.72
4,21.08.2010,Arsenal,Blackpool,6:0,H,1.14,7.38,17.59
