Date,Exact_Date,HomeTeam,AwayTeam,Score,Full time result,Home odds,Draw odds,Away odds
95,28.04.2012,Sunderland,Bolton,2:2,D,1.99,3.42,3.75
95,28.04.2012,Swansea,Wolves,4:4,D,1.51,4.12,6.42
95,28.04.2012,West Brom,Aston Villa,0:0,D,2.13,3.32,3.45
95,28.04.2012,Wigan,Newcastle,4:0,H,2.64,3.37,2.61
94,24.04.2012,Aston Villa,Bolton,1:2,A,2.03,3.37,3.7
93,22.04.2012,Liverpool,West Brom,0:1,A,1.39,4.6,8.19
93,22.04.2012,Manchester United,Everton,4:4,D,1.34,4.86,9.13
93,22.04.2012,Wolves,Manchester City,0:2,A,13.78,6.73,1.19
92,21.04.2012,Arsenal,Chelsea,0:0,D,1.89,3.58,4.04
92,21.04.2012,Aston Villa,Sunderland,0:0,D,2.15,3.25,3.49
92,21.04.2012,Blackburn,Norwich,2:0,H,1.95,3.58,3.73
92,21.04.2012,Bolton,Swansea,1:1,D,2.35,3.25,3.05
92,21.04.2012,Fulham,Wigan,2:1,H,1.85,3.52,4.28
92,21.04.2012,Newcastle,Stoke,3:0,H,1.68,3.61,5.33
92,21.04.2012,QPR,Tottenham,1:0,H,3.61,3.42,2.05
91,16.04.2012,Arsenal,Wigan,1:2,A,1.27,5.62,10.84
90,15.04.2012,Manchester United,Aston Villa,4:0,H,1.2,6.6,14.27
89,14.04.2012,Norwich,Manchester City,1:6,A,6.5,4.2,1.51
89,14.04.2012,Sunderland,Wolves,0:0,D,1.52,4.07,6.39
89,14.04.2012,Swansea,Blackburn,3:0,H,1.98,3.42,3.78
89,14.04.2012,West Brom,QPR,1:0,H,2.18,3.37,3.29
88,11.04.2012,Manchester City,West Brom,4:0,H,1.25,5.8,12.07
88,11.04.2012,QPR,Swansea,3:0,H,2.08,3.35,3.53
88,11.04.2012,Wigan,Manchester United,1:0,H,7.75,4.47,1.42
88,11.04.2012,Wolves,Arsenal,0:3,A,7.76,4.7,1.4
87,10.04.2012,Blackburn,Liverpool,2:3,A,3.15,3.39,2.24
86,09.04.2012,Aston Villa,Stoke,1:1,D,2.22,3.23,3.32
86,09.04.2012,Everton,Sunderland,4:0,H,1.94,3.35,4.06
86,09.04.2012,Fulham,Chelsea,1:1,D,3.34,3.33,2.19
86,09.04.2012,Newcastle,Bolton,2:0,H,1.52,4.11,6.29
86,09.04.2012,Tottenham,Norwich,1:2,A,1.29,5.41,10.13
85,08.04.2012,Arsenal,Manchester City,1:0,H,2.38,3.38,2.92
85,08.04.2012,Manchester United,QPR,2:0,H,1.16,7.31,15.94
84,07.04.2012,Bolton,Fulham,0:3,A,2.44,3.31,2.87
84,07.04.2012,Chelsea,Wigan,2:1,H,1.32,5.06,9.68
84,07.04.2012,Liverpool,Aston Villa,1:1,D,1.4,4.45,8.49
84,07.04.2012,Norwich,Everton,2:2,D,2.92,3.26,2.43
84,07.04.2012,Stoke,Wolves,2:1,H,1.64,3.75,5.45
84,07.04.2012,Sunderland,Tottenham,0:0,D,3.45,3.37,2.12
84,07.04.2012,West Brom,Blackburn,3:0,H,1.94,3.44,3.95
83,06.04.2012,Swansea,Newcastle,0:2,A,2.4,3.32,2.92
82,02.04.2012,Blackburn,Manchester United,0:2,A,7.95,4.51,1.4
81,01.04.2012,Newcastle,Liverpool,2:0,H,3.15,3.46,2.22
81,01.04.2012,Tottenham,Swansea,3:1,H,1.39,4.57,8.26
80,31.03.2012,Aston Villa,Chelsea,2:4,A,4.74,3.54,1.77
80,31.03.2012,Everton,West Brom,2:0,H,1.77,3.54,4.75
80,31.03.2012,Fulham,Norwich,2:1,H,1.64,3.76,5.45
80,31.03.2012,Manchester City,Sunderland,3:3,D,1.22,5.96,13.76
80,31.03.2012,QPR,Arsenal,2:1,H,6.17,4.01,1.54
80,31.03.2012,Wigan,Stoke,2:0,H,2.45,3.22,2.93
80,31.03.2012,Wolves,Bolton,2:3,A,2.31,3.36,3.04
79,26.03.2012,Manchester United,Fulham,1:0,H,1.22,6,13.54
78,25.03.2012,West Brom,Newcastle,1:3,A,2,3.48,3.68
77,24.03.2012,Arsenal,Aston Villa,3:0,H,1.34,4.81,9.67
77,24.03.2012,Bolton,Blackburn,2:1,H,2.54,3.28,2.77
77,24.03.2012,Chelsea,Tottenham,0:0,D,1.96,3.44,3.89
77,24.03.2012,Liverpool,Wigan,1:2,A,1.3,5.14,11.02
77,24.03.2012,Norwich,Wolves,2:1,H,1.76,3.64,4.58
77,24.03.2012,Stoke,Manchester City,1:1,D,5.54,3.55,1.68
77,24.03.2012,Sunderland,QPR,3:1,H,2.11,3.27,3.57
77,24.03.2012,Swansea,Everton,0:2,A,2.26,3.2,3.27
76,21.03.2012,Everton,Arsenal,0:1,A,3.32,3.34,2.18
76,21.03.2012,Manchester City,Chelsea,2:1,H,1.87,3.54,4.2
76,21.03.2012,QPR,Liverpool,3:2,H,4.31,3.54,1.84
76,21.03.2012,Tottenham,Stoke,1:1,D,1.44,4.26,7.73
75,20.03.2012,Blackburn,Sunderland,2:0,H,2.37,3.29,3
74,18.03.2012,Newcastle,Norwich,1:0,H,1.7,3.72,4.94
74,18.03.2012,Wolves,Manchester United,0:5,A,9.8,5.22,1.31
73,17.03.2012,Fulham,Swansea,0:3,A,1.77,3.54,4.68
73,17.03.2012,Wigan,West Brom,1:1,D,2.77,3.31,2.51
72,13.03.2012,Liverpool,Everton,3:0,H,1.73,3.48,5.16
71,12.03.2012,Arsenal,Newcastle,2:1,H,1.38,4.79,8
70,11.03.2012,Manchester United,West Brom,2:0,H,1.31,5.29,9.66
70,11.03.2012,Norwich,Wigan,1:1,D,1.91,3.46,4.07
70,11.03.2012,Swansea,Manchester City,1:0,H,5.11,3.52,1.73
69,10.03.2012,Aston Villa,Fulham,1:0,H,2.51,3.24,2.84
69,10.03.2012,Bolton,QPR,2:1,H,2.49,3.26,2.87
69,10.03.2012,Chelsea,Stoke,1:0,H,1.37,4.5,9.33
69,10.03.2012,Everton,Tottenham,1:0,H,2.77,3.26,2.56
69,10.03.2012,Sunderland,Liverpool,1:0,H,4.17,3.44,1.89
69,10.03.2012,Wolves,Blackburn,0:2,A,2.33,3.33,3.03
68,04.03.2012,Fulham,Wolves,5:0,H,1.63,3.72,5.61
68,04.03.2012,Newcastle,Sunderland,1:1,D,2.21,3.18,3.41
68,04.03.2012,Tottenham,Manchester United,1:3,A,3.16,3.34,2.26
67,03.03.2012,Blackburn,Aston Villa,1:1,D,2.39,3.3,2.94
67,03.03.2012,Liverpool,Arsenal,1:2,A,2.05,3.38,3.64
67,03.03.2012,Manchester City,Bolton,2:0,H,1.13,7.65,19.6
67,03.03.2012,QPR,Everton,1:1,D,2.96,3.24,2.42
67,03.03.2012,Stoke,Norwich,1:0,H,1.89,3.41,4.22
67,03.03.2012,West Brom,Chelsea,1:0,H,3.86,3.4,1.97
67,03.03.2012,Wigan,Swansea,0:2,A,2.54,3.21,2.81
66,26.02.2012,Arsenal,Tottenham,5:2,H,2.36,3.31,3
66,26.02.2012,Norwich,Manchester United,1:2,A,6.52,4.2,1.5
66,26.02.2012,Stoke,Swansea,2:0,H,1.98,3.36,3.88
65,25.02.2012,Chelsea,Bolton,3:0,H,1.26,5.56,11.74
65,25.02.2012,Manchester City,Blackburn,3:0,H,1.14,7.7,18.39
65,25.02.2012,Newcastle,Wolves,2:2,D,1.51,4.07,6.57
65,25.02.2012,QPR,Fulham,0:1,A,2.67,3.25,2.65
65,25.02.2012,West Brom,Sunderland,4:0,H,2.37,3.3,3
65,25.02.2012,Wigan,Aston Villa,0:0,D,2.73,3.23,2.6
64,12.02.2012,Aston Villa,Manchester City,0:1,A,5.12,3.69,1.69
64,12.02.2012,Wolves,West Brom,1:5,A,2.62,3.17,2.75
63,11.02.2012,Blackburn,QPR,3:2,H,2.2,3.33,3.28
63,11.02.2012,Bolton,Wigan,1:2,A,2.05,3.34,3.65
63,11.02.2012,Everton,Chelsea,2:0,H,3.14,3.22,2.31
63,11.02.2012,Fulham,Stoke,2:1,H,1.95,3.36,4.02
63,11.02.2012,Manchester United,Liverpool,2:1,H,1.97,3.34,3.99
63,11.02.2012,Sunderland,Arsenal,1:2,A,3.55,3.32,2.1
63,11.02.2012,Swansea,Norwich,2:3,A,1.79,3.55,4.55
63,11.02.2012,Tottenham,Newcastle,5:0,H,1.51,4.12,6.58
62,06.02.2012,Liverpool,Tottenham,0:0,D,1.91,3.53,4.02
61,05.02.2012,Chelsea,Manchester United,3:3,D,2.65,3.26,2.69
61,05.02.2012,Newcastle,Aston Villa,2:1,H,2.09,3.32,3.55
60,04.02.2012,Arsenal,Blackburn,7:1,H,1.28,5.43,10.87
60,04.02.2012,Manchester City,Fulham,3:0,H,1.31,5.12,10.06
60,04.02.2012,Norwich,Bolton,2:0,H,2.04,3.4,3.65
60,04.02.2012,QPR,Wolves,1:2,A,1.97,3.4,3.9
60,04.02.2012,Stoke,Sunderland,0:1,A,2.25,3.24,3.27
60,04.02.2012,West Brom,Swansea,1:2,A,2.09,3.29,3.61
60,04.02.2012,Wigan,Everton,1:1,D,3.85,3.35,2
59,01.02.2012,Aston Villa,QPR,2:2,D,1.85,3.42,4.44
59,01.02.2012,Blackburn,Newcastle,0:2,A,2.41,3.32,2.92
59,01.02.2012,Bolton,Arsenal,0:0,D,5.39,3.89,1.63
59,01.02.2012,Fulham,West Brom,1:1,D,1.83,3.45,4.48
59,01.02.2012,Sunderland,Norwich,3:0,H,1.74,3.53,4.91
58,31.01.2012,Everton,Manchester City,1:0,H,4.33,3.47,1.85
58,31.01.2012,Manchester United,Stoke,2:0,H,1.33,4.9,9.47
58,31.01.2012,Swansea,Chelsea,1:1,D,4.15,3.31,1.93
58,31.01.2012,Tottenham,Wigan,3:1,H,1.21,6.08,14.51
58,31.01.2012,Wolves,Liverpool,0:3,A,4.85,3.57,1.75
57,22.01.2012,Arsenal,Manchester United,1:2,A,2.67,3.3,2.64
57,22.01.2012,Manchester City,Tottenham,3:2,H,1.88,3.52,4.19
56,21.01.2012,Bolton,Liverpool,3:1,H,6.64,3.88,1.54
56,21.01.2012,Everton,Blackburn,1:1,D,1.61,3.75,5.8
56,21.01.2012,Fulham,Newcastle,5:2,H,1.96,3.4,3.91
56,21.01.2012,Norwich,Chelsea,0:0,D,5.8,3.96,1.58
56,21.01.2012,QPR,Wigan,3:1,H,2.03,3.3,3.76
56,21.01.2012,Stoke,West Brom,1:2,A,1.97,3.3,3.98
56,21.01.2012,Sunderland,Swansea,2:0,H,1.88,3.38,4.3
56,21.01.2012,Wolves,Aston Villa,2:3,A,2.64,3.17,2.74
55,16.01.2012,Wigan,Manchester City,0:1,A,8.65,4.53,1.38
54,15.01.2012,Newcastle,QPR,1:0,H,1.68,3.62,5.36
54,15.01.2012,Swansea,Arsenal,3:2,H,3.99,3.39,1.95
53,14.01.2012,Aston Villa,Everton,1:1,D,2.29,3.23,3.23
53,14.01.2012,Blackburn,Fulham,3:1,H,2.9,3.3,2.43
53,14.01.2012,Chelsea,Sunderland,1:0,H,1.4,4.53,8.17
53,14.01.2012,Liverpool,Stoke,0:0,D,1.46,4.08,7.71
53,14.01.2012,Manchester United,Bolton,3:0,H,1.15,7.55,16.71
53,14.01.2012,Tottenham,Wolves,1:1,D,1.27,5.49,11.47
53,14.01.2012,West Brom,Norwich,1:2,A,1.95,3.42,3.93
52,11.01.2012,Tottenham,Everton,2:0,H,1.56,3.88,6.27
51,04.01.2012,Everton,Bolton,1:2,A,1.47,4.19,7.01
51,04.01.2012,Newcastle,Manchester United,3:0,H,4.84,3.72,1.71
50,03.01.2012,Manchester City,Liverpool,3:0,H,1.86,3.46,4.35
50,03.01.2012,Tottenham,West Brom,1:0,H,1.3,5.16,10.4
50,03.01.2012,Wigan,Sunderland,1:4,A,2.54,3.21,2.84
49,02.01.2012,Aston Villa,Swansea,0:2,A,1.86,3.37,4.43
49,02.01.2012,Blackburn,Stoke,1:2,A,2.62,3.26,2.71
49,02.01.2012,Fulham,Arsenal,2:1,H,3.97,3.44,1.94
49,02.01.2012,QPR,Norwich,1:2,A,2.07,3.32,3.64
49,02.01.2012,Wolves,Chelsea,1:2,A,6.07,3.84,1.58
48,01.01.2012,Sunderland,Manchester City,1:0,H,5.78,3.83,1.61
48,01.01.2012,West Brom,Everton,0:1,A,2.76,3.22,2.6
47,31.12.2011,Arsenal,QPR,1:0,H,1.24,5.87,12.9
47,31.12.2011,Bolton,Wolves,1:1,D,2.18,3.29,3.37
47,31.12.2011,Chelsea,Aston Villa,1:3,A,1.27,5.31,12
47,31.12.2011,Manchester United,Blackburn,2:3,A,1.13,7.97,20.62
47,31.12.2011,Norwich,Fulham,1:1,D,2.61,3.3,2.68
47,31.12.2011,Stoke,Wigan,2:2,D,1.75,3.54,4.85
47,31.12.2011,Swansea,Tottenham,1:1,D,5.39,3.72,1.66
46,30.12.2011,Liverpool,Newcastle,3:1,H,1.53,4.01,6.52
45,27.12.2011,Arsenal,Wolves,1:1,D,1.21,6.15,13.96
45,27.12.2011,Norwich,Tottenham,0:2,A,5.05,3.92,1.66
45,27.12.2011,Swansea,QPR,1:1,D,1.92,3.36,4.15
44,26.12.2011,Bolton,Newcastle,0:2,A,2.68,3.3,2.62
44,26.12.2011,Chelsea,Fulham,1:1,D,1.3,5.07,10.8
44,26.12.2011,Liverpool,Blackburn,1:1,D,1.2,6.23,15.79
44,26.12.2011,Manchester United,Wigan,5:0,H,1.16,7.05,16.79
44,26.12.2011,Stoke,Aston Villa,0:0,D,1.99,3.3,3.97
44,26.12.2011,Sunderland,Everton,1:1,D,2.46,3.22,2.91
44,26.12.2011,West Brom,Manchester City,0:0,D,6.79,4.38,1.46
43,22.12.2011,Tottenham,Chelsea,1:1,D,2.75,3.28,2.58
42,21.12.2011,Aston Villa,Arsenal,1:2,A,5.11,3.62,1.71
42,21.12.2011,Everton,Swansea,1:0,H,1.58,3.76,6.21
42,21.12.2011,Fulham,Manchester United,0:5,A,4.43,3.45,1.84
42,21.12.2011,Manchester City,Stoke,3:0,H,1.23,5.96,13.7
42,21.12.2011,Newcastle,West Brom,2:3,A,1.92,3.44,4.05
42,21.12.2011,QPR,Sunderland,2:3,A,2.64,3.25,2.69
42,21.12.2011,Wigan,Liverpool,0:0,D,7.08,3.94,1.52
41,20.12.2011,Blackburn,Bolton,1:2,A,2.14,3.33,3.44
41,20.12.2011,Wolves,Norwich,2:2,D,2.02,3.43,3.67
40,18.12.2011,Aston Villa,Liverpool,0:2,A,5.53,3.65,1.67
40,18.12.2011,Manchester City,Arsenal,1:0,H,1.79,3.65,4.44
40,18.12.2011,QPR,Manchester United,0:2,A,6.75,4.12,1.49
40,18.12.2011,Tottenham,Sunderland,1:0,H,1.44,4.37,7.39
39,17.12.2011,Blackburn,West Brom,1:2,A,2.4,3.32,2.93
39,17.12.2011,Everton,Norwich,1:1,D,1.52,4.03,6.56
39,17.12.2011,Fulham,Bolton,2:0,H,1.62,3.77,5.74
39,17.12.2011,Newcastle,Swansea,0:0,D,1.75,3.52,4.87
39,17.12.2011,Wigan,Chelsea,1:1,D,9.4,4.78,1.35
39,17.12.2011,Wolves,Stoke,1:2,A,2.47,3.25,2.88
38,12.12.2011,Chelsea,Manchester City,2:1,H,2.28,3.5,3.01
37,11.12.2011,Stoke,Tottenham,2:1,H,3.77,3.46,1.98
37,11.12.2011,Sunderland,Blackburn,2:1,H,1.85,3.45,4.37
36,10.12.2011,Arsenal,Everton,1:0,H,1.51,4.03,6.71
36,10.12.2011,Bolton,Aston Villa,1:2,A,2.39,3.26,3
36,10.12.2011,Liverpool,QPR,1:0,H,1.29,5.17,11.38
36,10.12.2011,Manchester United,Wolves,4:1,H,1.23,5.96,13.27
36,10.12.2011,Norwich,Newcastle,4:2,H,2.26,3.44,3.09
36,10.12.2011,Swansea,Fulham,2:0,H,2.59,3.18,2.78
36,10.12.2011,West Brom,Wigan,1:2,A,1.67,3.69,5.33
35,05.12.2011,Fulham,Liverpool,1:0,H,3.69,3.35,2.04
34,04.12.2011,Everton,Stoke,0:1,A,1.68,3.58,5.46
34,04.12.2011,Wolves,Sunderland,2:1,H,2.41,3.27,2.96
33,03.12.2011,Aston Villa,Manchester United,0:1,A,5.55,3.72,1.64
33,03.12.2011,Blackburn,Swansea,4:2,H,2.07,3.33,3.61
33,03.12.2011,Manchester City,Norwich,5:1,H,1.17,6.95,16.24
33,03.12.2011,Newcastle,Chelsea,0:3,A,3.84,3.43,1.98
33,03.12.2011,QPR,West Brom,1:1,D,2.25,3.28,3.22
33,03.12.2011,Tottenham,Bolton,3:0,H,1.29,5.22,10.9
33,03.12.2011,Wigan,Arsenal,0:4,A,6.25,4.02,1.54
32,27.11.2011,Liverpool,Manchester City,1:1,D,2.66,3.29,2.65
32,27.11.2011,Swansea,Aston Villa,0:0,D,2.19,3.28,3.34
31,26.11.2011,Arsenal,Fulham,1:1,D,1.5,4.12,6.75
31,26.11.2011,Bolton,Everton,0:2,A,3.15,3.29,2.29
31,26.11.2011,Chelsea,Wolves,3:0,H,1.21,6.28,14.39
31,26.11.2011,Manchester United,Newcastle,1:1,D,1.35,4.72,9.34
31,26.11.2011,Norwich,QPR,2:1,H,2.08,3.37,3.54
31,26.11.2011,Stoke,Blackburn,3:1,H,1.83,3.56,4.33
31,26.11.2011,Sunderland,Wigan,1:2,A,1.67,3.64,5.43
31,26.11.2011,West Brom,Tottenham,1:3,A,3.5,3.37,2.1
30,21.11.2011,Tottenham,Aston Villa,2:0,H,1.46,4.26,7.22
29,20.11.2011,Chelsea,Liverpool,1:2,A,1.84,3.53,4.4
28,19.11.2011,Everton,Wolves,2:1,H,1.6,3.74,5.98
28,19.11.2011,Manchester City,Newcastle,3:1,H,1.31,5.09,10.26
28,19.11.2011,Norwich,Arsenal,1:2,A,4.99,3.63,1.72
28,19.11.2011,Stoke,QPR,2:3,A,1.83,3.44,4.48
28,19.11.2011,Sunderland,Fulham,0:0,D,2.37,3.23,3.05
28,19.11.2011,Swansea,Manchester United,0:1,A,6.35,3.9,1.55
28,19.11.2011,West Brom,Bolton,2:1,H,1.99,3.38,3.83
28,19.11.2011,Wigan,Blackburn,3:3,D,2.5,3.27,2.82
27,06.11.2011,Bolton,Stoke,5:0,H,2.54,3.26,2.78
27,06.11.2011,Fulham,Tottenham,1:3,A,3.33,3.33,2.19
27,06.11.2011,Wolves,Wigan,3:1,H,1.85,3.44,4.37
26,05.11.2011,Arsenal,West Brom,3:0,H,1.36,4.75,8.97
26,05.11.2011,Aston Villa,Norwich,3:2,H,1.84,3.51,4.3
26,05.11.2011,Blackburn,Chelsea,0:1,A,6.5,4.2,1.5
26,05.11.2011,Liverpool,Swansea,0:0,D,1.29,5.22,11.31
26,05.11.2011,Manchester United,Sunderland,1:0,H,1.25,5.69,12.24
26,05.11.2011,Newcastle,Everton,2:1,H,2.35,3.23,3.09
26,05.11.2011,QPR,Manchester City,2:3,A,8.12,4.68,1.39
25,31.10.2011,Stoke,Newcastle,1:3,A,2,3.3,3.93
24,30.10.2011,Tottenham,QPR,3:1,H,1.37,4.72,8.54
23,29.10.2011,Chelsea,Arsenal,3:5,A,1.64,3.78,5.47
23,29.10.2011,Everton,Manchester United,0:1,A,4.15,3.37,1.92
23,29.10.2011,Manchester City,Wolves,3:1,H,1.15,7.25,18.25
23,29.10.2011,Norwich,Blackburn,3:3,D,1.96,3.38,3.95
23,29.10.2011,Sunderland,Aston Villa,2:2,D,1.99,3.35,3.88
23,29.10.2011,Swansea,Bolton,3:1,H,2.05,3.36,3.67
23,29.10.2011,West Brom,Liverpool,0:2,A,3.7,3.33,2.05
23,29.10.2011,Wigan,Fulham,0:2,A,2.92,3.25,2.45
22,23.10.2011,Arsenal,Stoke,3:1,H,1.6,3.75,5.96
22,23.10.2011,Blackburn,Tottenham,1:2,A,4.24,3.57,1.84
22,23.10.2011,Fulham,Everton,1:3,A,2.22,3.23,3.34
22,23.10.2011,Manchester United,Manchester City,1:6,A,2.17,3.22,3.53
22,23.10.2011,QPR,Chelsea,1:0,H,9.78,4.81,1.34
21,22.10.2011,Aston Villa,West Brom,1:2,A,2.1,3.24,3.65
21,22.10.2011,Bolton,Sunderland,0:2,A,2.25,3.26,3.24
21,22.10.2011,Liverpool,Norwich,1:1,D,1.29,5.27,11.01
21,22.10.2011,Newcastle,Wigan,1:0,H,1.56,3.82,6.37
21,22.10.2011,Wolves,Swansea,2:2,D,1.99,3.34,3.92
20,16.10.2011,Arsenal,Sunderland,2:1,H,1.41,4.39,8.18
20,16.10.2011,Newcastle,Tottenham,2:2,D,2.9,3.32,2.41
20,16.10.2011,West Brom,Wolves,2:0,H,2.05,3.25,3.79
19,15.10.2011,Chelsea,Everton,3:1,H,1.34,4.81,9.73
19,15.10.2011,Liverpool,Manchester United,1:1,D,2.68,3.1,2.79
19,15.10.2011,Manchester City,Aston Villa,4:1,H,1.33,4.88,9.95
19,15.10.2011,Norwich,Swansea,3:1,H,2.1,3.29,3.58
19,15.10.2011,QPR,Blackburn,1:1,D,2.02,3.33,3.78
19,15.10.2011,Stoke,Fulham,2:0,H,2.32,3.15,3.23
19,15.10.2011,Wigan,Bolton,1:3,A,2.38,3.24,3.03
18,02.10.2011,Bolton,Chelsea,1:5,A,8.45,4.44,1.4
18,02.10.2011,Fulham,QPR,6:0,H,1.98,3.37,3.87
18,02.10.2011,Swansea,Stoke,2:0,H,2.54,3.19,2.84
18,02.10.2011,Tottenham,Arsenal,2:1,H,2.03,3.42,3.63
17,01.10.2011,Aston Villa,Wigan,2:0,H,1.64,3.63,5.75
17,01.10.2011,Blackburn,Manchester City,0:4,A,7.36,4.39,1.44
17,01.10.2011,Everton,Liverpool,0:2,A,2.91,3.08,2.56
17,01.10.2011,Manchester United,Norwich,2:0,H,1.15,7.3,17.12
17,01.10.2011,Sunderland,West Brom,2:2,D,2.2,3.29,3.32
17,01.10.2011,Wolves,Newcastle,1:2,A,2.46,3.25,2.9
16,26.09.2011,Norwich,Sunderland,2:1,H,2.42,3.27,2.94
15,25.09.2011,QPR,Aston Villa,1:1,D,2.09,3.27,3.61
14,24.09.2011,Arsenal,Bolton,3:0,H,1.37,4.67,8.53
14,24.09.2011,Chelsea,Swansea,4:1,H,1.19,6.48,15.06
14,24.09.2011,Liverpool,Wolves,2:1,H,1.37,4.59,8.9
14,24.09.2011,Manchester City,Everton,2:0,H,1.44,4.29,7.53
14,24.09.2011,Newcastle,Blackburn,3:1,H,1.87,3.4,4.33
14,24.09.2011,Stoke,Manchester United,1:1,D,5.6,3.72,1.63
14,24.09.2011,West Brom,Fulham,0:0,D,2.16,3.27,3.41
14,24.09.2011,Wigan,Tottenham,1:2,A,4.59,3.51,1.79
13,18.09.2011,Fulham,Manchester City,2:2,D,4.84,3.65,1.71
13,18.09.2011,Manchester United,Chelsea,3:1,H,1.94,3.42,3.96
13,18.09.2011,Sunderland,Stoke,4:0,H,2.39,3.18,3.04
13,18.09.2011,Tottenham,Liverpool,4:0,H,2.68,3.3,2.6
12,17.09.2011,Aston Villa,Newcastle,1:1,D,1.91,3.36,4.17
12,17.09.2011,Blackburn,Arsenal,4:3,H,3.8,3.38,1.99
12,17.09.2011,Bolton,Norwich,1:2,A,1.83,3.47,4.41
12,17.09.2011,Everton,Wigan,3:1,H,1.51,3.93,7.05
12,17.09.2011,Swansea,West Brom,3:0,H,2.66,3.22,2.66
12,17.09.2011,Wolves,QPR,0:3,A,2.04,3.31,3.71
11,12.09.2011,QPR,Newcastle,0:0,D,2.43,3.23,2.94
10,11.09.2011,Fulham,Blackburn,1:1,D,1.67,3.6,5.39
10,11.09.2011,Norwich,West Brom,0:1,A,2.71,3.28,2.59
9,10.09.2011,Arsenal,Swansea,1:0,H,1.35,4.66,9.15
9,10.09.2011,Bolton,Manchester United,0:5,A,8.43,4.65,1.38
9,10.09.2011,Everton,Aston Villa,2:2,D,1.99,3.3,3.91
9,10.09.2011,Manchester City,Wigan,3:0,H,1.18,6.84,15.79
9,10.09.2011,Stoke,Liverpool,1:0,H,3.65,3.28,2.08
9,10.09.2011,Sunderland,Chelsea,1:2,A,5.43,3.68,1.65
9,10.09.2011,Wolves,Tottenham,0:2,A,2.71,3.33,2.55
8,28.08.2011,Manchester United,Arsenal,8:2,H,1.38,4.85,7.99
8,28.08.2011,Newcastle,Fulham,2:1,H,2.2,3.2,3.41
8,28.08.2011,Tottenham,Manchester City,1:5,A,2.97,3.3,2.39
8,28.08.2011,West Brom,Stoke,0:1,A,2.24,3.21,3.29
7,27.08.2011,Aston Villa,Wolves,0:0,D,2.03,3.28,3.8
7,27.08.2011,Blackburn,Everton,0:1,A,3.13,3.23,2.31
7,27.08.2011,Chelsea,Norwich,3:1,H,1.17,6.78,17.19
7,27.08.2011,Liverpool,Bolton,3:1,H,1.38,4.58,8.62
7,27.08.2011,Swansea,Sunderland,0:0,D,2.36,3.26,3.02
7,27.08.2011,Wigan,QPR,2:0,H,2.08,3.31,3.62
6,22.08.2011,Manchester United,Tottenham,3:0,H,1.57,3.97,5.87
5,21.08.2011,Bolton,Manchester City,2:3,A,4.71,3.57,1.76
5,21.08.2011,Norwich,Stoke,1:1,D,2.66,3.24,2.64
5,21.08.2011,Wolves,Fulham,2:0,H,2.59,3.22,2.74
4,20.08.2011,Arsenal,Liverpool,0:2,A,2.33,3.25,3.09
4,20.08.2011,Aston Villa,Blackburn,3:1,H,1.66,3.58,5.6
