Date,Exact_Date,HomeTeam,AwayTeam,Score,Full time result,Home odds,Draw odds,Away odds
85,16.04.2013,Arsenal,Everton,0:0,D,1.69,3.82,5.08
84,14.04.2013,Newcastle,Sunderland,0:3,A,1.84,3.45,4.55
84,14.04.2013,Stoke,Manchester United,0:2,A,6.38,3.81,1.57
83,13.04.2013,Arsenal,Norwich,3:1,H,1.25,5.98,12.22
83,13.04.2013,Aston Villa,Fulham,1:1,D,2.23,3.3,3.28
83,13.04.2013,Everton,QPR,2:0,H,1.46,4.35,7.27
83,13.04.2013,Reading,Liverpool,0:0,D,7.21,4.54,1.44
83,13.04.2013,Southampton,West Ham,1:1,D,1.77,3.67,4.65
82,08.04.2013,Manchester United,Manchester City,1:2,A,2.41,3.27,3.02
81,07.04.2013,Chelsea,Sunderland,2:1,H,1.27,5.58,11.14
81,07.04.2013,Liverpool,West Ham,0:0,D,1.3,5.47,9.95
81,07.04.2013,Newcastle,Fulham,1:0,H,1.89,3.53,4.13
81,07.04.2013,QPR,Wigan,1:1,D,2.36,3.35,3.01
81,07.04.2013,Tottenham,Everton,2:2,D,2.16,3.26,3.51
80,06.04.2013,Norwich,Swansea,2:2,D,2.52,3.23,2.87
80,06.04.2013,Reading,Southampton,0:2,A,3.43,3.44,2.13
80,06.04.2013,Stoke,Aston Villa,1:3,A,2.11,3.22,3.71
80,06.04.2013,West Brom,Arsenal,1:2,A,4.43,3.69,1.79
79,01.04.2013,Fulham,QPR,3:2,H,2.05,3.42,3.66
78,31.03.2013,Aston Villa,Liverpool,1:2,A,5.17,4.01,1.64
77,30.03.2013,Arsenal,Reading,4:1,H,1.24,6.12,12.19
77,30.03.2013,Everton,Stoke,1:0,H,1.7,3.51,5.57
77,30.03.2013,Manchester City,Newcastle,4:0,H,1.29,5.43,10.72
77,30.03.2013,Southampton,Chelsea,2:1,H,3.06,3.31,2.35
77,30.03.2013,Sunderland,Manchester United,0:1,A,5.62,3.7,1.65
77,30.03.2013,Swansea,Tottenham,1:2,A,3.08,3.32,2.34
77,30.03.2013,West Ham,West Brom,3:1,H,2.14,3.35,3.51
77,30.03.2013,Wigan,Norwich,1:0,H,1.8,3.53,4.63
76,17.03.2013,Chelsea,West Ham,2:0,H,1.36,4.98,8.39
76,17.03.2013,Sunderland,Norwich,1:1,D,1.99,3.36,3.9
76,17.03.2013,Tottenham,Fulham,0:1,A,1.51,4.15,6.7
76,17.03.2013,Wigan,Newcastle,2:1,H,2.23,3.34,3.27
75,16.03.2013,Aston Villa,QPR,3:2,H,2.34,3.26,3.13
75,16.03.2013,Everton,Manchester City,2:0,H,3.42,3.36,2.16
75,16.03.2013,Manchester United,Reading,1:0,H,1.13,8.37,17.58
75,16.03.2013,Southampton,Liverpool,3:1,H,3.83,3.61,1.94
75,16.03.2013,Stoke,West Brom,0:0,D,2.66,3.12,2.81
75,16.03.2013,Swansea,Arsenal,0:2,A,3.32,3.4,2.18
74,10.03.2013,Liverpool,Tottenham,3:2,H,1.87,3.77,3.9
74,10.03.2013,Newcastle,Stoke,2:1,H,1.77,3.5,4.92
73,09.03.2013,Norwich,Southampton,0:0,D,2.62,3.23,2.76
73,09.03.2013,QPR,Sunderland,3:1,H,2.25,3.25,3.31
73,09.03.2013,Reading,Aston Villa,1:2,A,2.49,3.29,2.86
73,09.03.2013,West Brom,Swansea,2:1,H,2.28,3.32,3.19
72,04.03.2013,Aston Villa,Manchester City,0:1,A,7.31,4.6,1.43
71,03.03.2013,Tottenham,Arsenal,2:1,H,2.35,3.4,3
70,02.03.2013,Chelsea,West Brom,1:0,H,1.38,4.77,8.3
70,02.03.2013,Everton,Reading,3:1,H,1.36,4.85,8.85
70,02.03.2013,Manchester United,Norwich,4:0,H,1.28,5.63,11.16
70,02.03.2013,Southampton,QPR,1:2,A,1.69,3.8,5.1
70,02.03.2013,Stoke,West Ham,0:1,A,2.37,3.18,3.14
70,02.03.2013,Sunderland,Fulham,2:2,D,2.27,3.26,3.27
70,02.03.2013,Swansea,Newcastle,1:0,H,2.04,3.45,3.62
70,02.03.2013,Wigan,Liverpool,0:4,A,4.5,3.72,1.78
69,25.02.2013,West Ham,Tottenham,2:3,A,3.46,3.31,2.16
68,24.02.2013,Manchester City,Chelsea,2:0,H,2.03,3.46,3.67
68,24.02.2013,Newcastle,Southampton,4:2,H,2.16,3.35,3.42
67,23.02.2013,Arsenal,Aston Villa,2:1,H,1.31,5.42,9.64
67,23.02.2013,Fulham,Stoke,1:0,H,2.1,3.25,3.72
67,23.02.2013,Norwich,Everton,2:1,H,3.43,3.27,2.18
67,23.02.2013,QPR,Manchester United,0:2,A,6.31,4.18,1.53
67,23.02.2013,Reading,Wigan,0:3,A,2.53,3.29,2.8
67,23.02.2013,West Brom,Sunderland,2:1,H,1.85,3.52,4.36
66,17.02.2013,Liverpool,Swansea,5:0,H,1.41,4.7,7.71
65,11.02.2013,Liverpool,West Brom,0:2,A,1.39,4.76,8.35
64,10.02.2013,Aston Villa,West Ham,2:1,H,2.79,3.25,2.57
64,10.02.2013,Manchester United,Everton,2:0,H,1.73,3.7,4.88
63,09.02.2013,Chelsea,Wigan,4:1,H,1.34,5.17,8.9
63,09.02.2013,Norwich,Fulham,0:0,D,2.31,3.3,3.16
63,09.02.2013,Southampton,Manchester City,3:1,H,5.36,3.93,1.64
63,09.02.2013,Stoke,Reading,2:1,H,1.87,3.43,4.42
63,09.02.2013,Sunderland,Arsenal,0:1,A,4.24,3.55,1.86
63,09.02.2013,Swansea,QPR,4:1,H,1.74,3.59,4.96
63,09.02.2013,Tottenham,Newcastle,2:1,H,1.65,3.84,5.44
62,03.02.2013,Manchester City,Liverpool,2:2,D,1.83,3.6,4.39
62,03.02.2013,West Brom,Tottenham,0:1,A,3.48,3.34,2.14
61,02.02.2013,Arsenal,Stoke,1:0,H,1.39,4.54,8.78
61,02.02.2013,Everton,Aston Villa,3:3,D,1.38,4.62,8.78
61,02.02.2013,Fulham,Manchester United,0:1,A,6.09,4.21,1.54
61,02.02.2013,Newcastle,Chelsea,3:2,H,4.03,3.44,1.94
61,02.02.2013,QPR,Norwich,0:0,D,2.23,3.22,3.42
61,02.02.2013,Reading,Sunderland,2:1,H,2.43,3.25,2.99
61,02.02.2013,West Ham,Swansea,1:0,H,2.4,3.28,3.01
61,02.02.2013,Wigan,Southampton,2:2,D,2.21,3.34,3.32
60,30.01.2013,Arsenal,Liverpool,2:2,D,2.14,3.39,3.44
60,30.01.2013,Everton,West Brom,2:1,H,1.57,4.02,6.08
60,30.01.2013,Fulham,West Ham,3:1,H,2.37,3.28,3.06
60,30.01.2013,Manchester United,Southampton,2:1,H,1.23,6.49,11.79
60,30.01.2013,Norwich,Tottenham,1:1,D,4.33,3.58,1.85
60,30.01.2013,Reading,Chelsea,2:2,D,6,4.13,1.55
59,29.01.2013,Aston Villa,Newcastle,1:2,A,2.75,3.25,2.61
59,29.01.2013,QPR,Manchester City,0:0,D,7.37,4.43,1.45
59,29.01.2013,Stoke,Wigan,2:2,D,2.19,3.2,3.5
59,29.01.2013,Sunderland,Swansea,0:0,D,2.5,3.23,2.91
58,23.01.2013,Arsenal,West Ham,5:1,H,1.46,4.39,7.19
57,21.01.2013,Southampton,Everton,0:0,D,3.66,3.36,2.06
56,20.01.2013,Chelsea,Arsenal,2:1,H,1.96,3.55,3.83
56,20.01.2013,Tottenham,Manchester United,1:1,D,2.92,3.43,2.38
55,19.01.2013,Liverpool,Norwich,5:0,H,1.31,5.24,9.56
55,19.01.2013,Manchester City,Fulham,2:0,H,1.24,6.05,12.59
55,19.01.2013,Newcastle,Reading,1:2,A,1.66,3.81,5.33
55,19.01.2013,Swansea,Stoke,3:1,H,2.14,3.22,3.6
55,19.01.2013,West Brom,Aston Villa,2:2,D,1.84,3.55,4.4
55,19.01.2013,West Ham,QPR,1:1,D,2.05,3.38,3.67
55,19.01.2013,Wigan,Sunderland,2:3,A,2.12,3.28,3.59
54,16.01.2013,Chelsea,Southampton,2:2,D,1.22,6.58,12.89
53,13.01.2013,Arsenal,Manchester City,0:2,A,2.72,3.31,2.61
53,13.01.2013,Manchester United,Liverpool,2:1,H,1.96,3.48,3.93
52,12.01.2013,Aston Villa,Southampton,0:1,A,2.49,3.34,2.82
52,12.01.2013,Everton,Swansea,0:0,D,1.58,4,5.85
52,12.01.2013,Fulham,Wigan,1:1,D,2.05,3.37,3.69
52,12.01.2013,Norwich,Newcastle,0:0,D,2.17,3.4,3.31
52,12.01.2013,QPR,Tottenham,0:0,D,4.52,3.67,1.78
52,12.01.2013,Reading,West Brom,3:2,H,2.82,3.3,2.51
52,12.01.2013,Stoke,Chelsea,0:4,A,4.45,3.45,1.85
52,12.01.2013,Sunderland,West Ham,3:0,H,2.49,3.21,2.94
51,02.01.2013,Chelsea,QPR,0:1,A,1.25,5.98,11.75
51,02.01.2013,Liverpool,Sunderland,3:0,H,1.38,4.77,8.37
51,02.01.2013,Newcastle,Everton,1:2,A,3.56,3.39,2.09
50,01.01.2013,Manchester City,Stoke,3:0,H,1.33,4.98,10.2
50,01.01.2013,Southampton,Arsenal,1:1,D,4.88,3.8,1.69
50,01.01.2013,Swansea,Aston Villa,2:2,D,1.6,3.93,5.7
50,01.01.2013,Tottenham,Reading,3:1,H,1.33,4.99,9.63
50,01.01.2013,West Brom,Fulham,1:2,A,1.96,3.5,3.84
50,01.01.2013,West Ham,Norwich,2:1,H,1.98,3.43,3.84
50,01.01.2013,Wigan,Manchester United,0:4,A,4.99,3.76,1.7
49,30.12.2012,Everton,Chelsea,1:2,A,3.01,3.28,2.37
49,30.12.2012,QPR,Liverpool,0:3,A,4.32,3.63,1.82
48,29.12.2012,Arsenal,Newcastle,7:3,H,1.42,4.56,7.52
48,29.12.2012,Aston Villa,Wigan,0:3,A,2.65,3.19,2.78
48,29.12.2012,Fulham,Swansea,1:2,A,2.19,3.33,3.31
48,29.12.2012,Manchester United,West Brom,2:0,H,1.3,5.45,9.69
48,29.12.2012,Norwich,Manchester City,3:4,A,6.14,4.06,1.55
48,29.12.2012,Reading,West Ham,1:0,H,2.76,3.27,2.57
48,29.12.2012,Stoke,Southampton,3:3,D,1.92,3.33,4.24
48,29.12.2012,Sunderland,Tottenham,1:2,A,3.48,3.27,2.17
47,26.12.2012,Aston Villa,Tottenham,0:4,A,3.87,3.48,1.95
47,26.12.2012,Everton,Wigan,2:1,H,1.55,3.99,6.25
47,26.12.2012,Fulham,Southampton,1:1,D,1.9,3.49,4.06
47,26.12.2012,Manchester United,Newcastle,4:3,H,1.25,5.92,11.32
47,26.12.2012,Norwich,Chelsea,0:1,A,5.45,3.83,1.63
47,26.12.2012,QPR,West Brom,1:2,A,2.32,3.34,3.03
47,26.12.2012,Reading,Swansea,0:0,D,2.9,3.3,2.42
47,26.12.2012,Stoke,Liverpool,3:1,H,3.7,3.21,2.1
47,26.12.2012,Sunderland,Manchester City,1:0,H,6.49,4,1.53
46,23.12.2012,Chelsea,Aston Villa,8:0,H,1.34,5.13,8.74
46,23.12.2012,Swansea,Manchester United,1:1,D,4.94,3.78,1.7
45,22.12.2012,Liverpool,Fulham,4:0,H,1.47,4.26,7.13
45,22.12.2012,Manchester City,Reading,1:0,H,1.12,8.63,18.07
45,22.12.2012,Newcastle,QPR,1:0,H,2.07,3.37,3.61
45,22.12.2012,Southampton,Sunderland,0:1,A,2.02,3.39,3.71
45,22.12.2012,Tottenham,Stoke,0:0,D,1.61,3.73,5.93
45,22.12.2012,West Brom,Norwich,2:1,H,2.01,3.42,3.75
45,22.12.2012,West Ham,Everton,1:2,A,2.91,3.22,2.48
45,22.12.2012,Wigan,Arsenal,0:1,A,4.75,3.72,1.73
44,17.12.2012,Reading,Arsenal,2:5,A,5.54,4.02,1.6
43,16.12.2012,Tottenham,Swansea,1:0,H,1.65,3.85,5.24
43,16.12.2012,West Brom,West Ham,0:0,D,2,3.43,3.73
42,15.12.2012,Liverpool,Aston Villa,1:3,A,1.36,4.8,9.03
42,15.12.2012,Manchester United,Sunderland,3:1,H,1.2,6.51,14.31
42,15.12.2012,Newcastle,Manchester City,1:3,A,5.33,3.91,1.63
42,15.12.2012,Norwich,Wigan,2:1,H,2.24,3.38,3.17
42,15.12.2012,QPR,Fulham,2:1,H,2.55,3.31,2.75
42,15.12.2012,Stoke,Everton,1:1,D,3.1,3.13,2.41
41,11.12.2012,Sunderland,Reading,3:0,H,1.91,3.41,4.18
40,10.12.2012,Fulham,Newcastle,2:1,H,2.02,3.47,3.65
39,09.12.2012,Everton,Tottenham,2:1,H,1.93,3.52,3.92
39,09.12.2012,Manchester City,Manchester United,2:3,A,2.14,3.39,3.42
39,09.12.2012,West Ham,Liverpool,2:3,A,3,3.22,2.41
38,08.12.2012,Arsenal,West Brom,2:0,H,1.54,3.98,6.24
38,08.12.2012,Aston Villa,Stoke,0:0,D,2.61,3.09,2.85
38,08.12.2012,Southampton,Reading,1:0,H,1.89,3.61,3.98
38,08.12.2012,Sunderland,Chelsea,1:3,A,5.93,3.74,1.62
38,08.12.2012,Swansea,Norwich,3:4,A,1.71,3.73,4.85
38,08.12.2012,Wigan,QPR,2:2,D,2.19,3.45,3.22
37,03.12.2012,Newcastle,Wigan,3:0,H,1.99,3.36,3.86
36,02.12.2012,Norwich,Sunderland,2:1,H,2.04,3.29,3.79
35,01.12.2012,Arsenal,Swansea,0:2,A,1.45,4.38,7.19
35,01.12.2012,Fulham,Tottenham,0:3,A,2.91,3.31,2.42
35,01.12.2012,Liverpool,Southampton,1:0,H,1.37,4.76,8.57
35,01.12.2012,Manchester City,Everton,1:1,D,1.53,4.04,6.37
35,01.12.2012,QPR,Aston Villa,1:1,D,1.98,3.42,3.87
35,01.12.2012,Reading,Manchester United,3:4,A,7.36,4.49,1.43
35,01.12.2012,West Brom,Stoke,0:1,A,2.13,3.27,3.52
35,01.12.2012,West Ham,Chelsea,3:1,H,4.46,3.46,1.85
34,28.11.2012,Chelsea,Fulham,0:0,D,1.42,4.5,7.53
34,28.11.2012,Everton,Arsenal,1:1,D,2.44,3.38,2.86
34,28.11.2012,Manchester United,West Ham,1:0,H,1.24,6.16,11.99
34,28.11.2012,Southampton,Norwich,1:1,D,1.95,3.52,3.87
34,28.11.2012,Stoke,Newcastle,2:1,H,2.08,3.27,3.73
34,28.11.2012,Swansea,West Brom,3:1,H,2.25,3.38,3.17
34,28.11.2012,Tottenham,Liverpool,2:1,H,2.47,3.32,2.88
34,28.11.2012,Wigan,Manchester City,0:2,A,6.79,4.43,1.46
33,27.11.2012,Aston Villa,Reading,1:0,H,1.97,3.44,3.85
33,27.11.2012,Sunderland,QPR,0:0,D,2.33,3.23,3.14
32,25.11.2012,Chelsea,Manchester City,0:0,D,2.49,3.37,2.79
32,25.11.2012,Southampton,Newcastle,2:0,H,2.09,3.49,3.39
32,25.11.2012,Swansea,Liverpool,0:0,D,3.54,3.4,2.08
32,25.11.2012,Tottenham,West Ham,3:1,H,1.69,3.68,5.11
31,24.11.2012,Aston Villa,Arsenal,0:0,D,4.54,3.68,1.77
31,24.11.2012,Everton,Norwich,1:1,D,1.48,4.26,6.81
31,24.11.2012,Manchester United,QPR,3:1,H,1.17,7.36,15.18
31,24.11.2012,Stoke,Fulham,1:0,H,2.15,3.31,3.44
31,24.11.2012,Sunderland,West Brom,2:4,A,2.43,3.29,2.93
31,24.11.2012,Wigan,Reading,3:2,H,1.91,3.51,4.02
30,19.11.2012,West Ham,Stoke,1:1,D,2.12,3.22,3.64
29,18.11.2012,Fulham,Sunderland,1:3,A,1.73,3.64,4.91
28,17.11.2012,Arsenal,Tottenham,5:2,H,1.95,3.57,3.87
28,17.11.2012,Liverpool,Wigan,3:0,H,1.45,4.35,7.18
28,17.11.2012,Manchester City,Aston Villa,5:0,H,1.2,6.58,13.76
28,17.11.2012,Newcastle,Swansea,1:2,A,2.04,3.38,3.68
28,17.11.2012,Norwich,Manchester United,1:0,H,6.41,4.28,1.5
28,17.11.2012,QPR,Southampton,1:3,A,1.92,3.51,3.92
28,17.11.2012,Reading,Everton,2:1,H,4.37,3.67,1.8
28,17.11.2012,West Brom,Chelsea,2:1,H,3.58,3.48,2.04
27,11.11.2012,Chelsea,Liverpool,1:1,D,1.85,3.63,4.17
27,11.11.2012,Manchester City,Tottenham,2:1,H,1.52,4.4,5.98
27,11.11.2012,Newcastle,West Ham,0:1,A,1.97,3.49,3.8
26,10.11.2012,Arsenal,Fulham,3:3,D,1.54,4.05,6.17
26,10.11.2012,Aston Villa,Manchester United,2:3,A,7.17,4.54,1.43
26,10.11.2012,Everton,Sunderland,2:1,H,1.41,4.42,8.29
26,10.11.2012,Reading,Norwich,0:0,D,2.25,3.37,3.16
26,10.11.2012,Southampton,Swansea,1:1,D,2.44,3.42,2.82
26,10.11.2012,Stoke,QPR,1:0,H,1.97,3.36,3.98
26,10.11.2012,Wigan,West Brom,1:2,A,2.19,3.37,3.3
25,05.11.2012,West Brom,Southampton,2:0,H,1.81,3.65,4.35
24,04.11.2012,Liverpool,Newcastle,1:1,D,1.6,4.12,5.33
24,04.11.2012,QPR,Reading,1:1,D,1.86,3.54,4.15
23,03.11.2012,Fulham,Everton,2:2,D,2.65,3.31,2.62
23,03.11.2012,Manchester United,Arsenal,2:1,H,1.7,3.82,4.84
23,03.11.2012,Norwich,Stoke,1:0,H,2.47,3.22,2.91
23,03.11.2012,Sunderland,Aston Villa,0:1,A,2.01,3.29,3.88
23,03.11.2012,Swansea,Chelsea,1:1,D,4.26,3.63,1.83
23,03.11.2012,Tottenham,Wigan,0:1,A,1.48,4.24,6.87
23,03.11.2012,West Ham,Manchester City,0:0,D,4.84,3.8,1.71
22,28.10.2012,Chelsea,Manchester United,2:3,A,2.29,3.36,3.11
22,28.10.2012,Everton,Liverpool,2:2,D,2.62,3.2,2.77
22,28.10.2012,Newcastle,West Brom,2:1,H,1.93,3.46,3.95
22,28.10.2012,Southampton,Tottenham,1:2,A,3.66,3.47,2.01
21,27.10.2012,Arsenal,QPR,1:0,H,1.36,4.81,8.69
21,27.10.2012,Aston Villa,Norwich,1:1,D,1.95,3.44,3.9
21,27.10.2012,Manchester City,Swansea,1:0,H,1.22,6.23,12.97
21,27.10.2012,Reading,Fulham,3:3,D,2.96,3.3,2.4
21,27.10.2012,Stoke,Sunderland,0:0,D,1.93,3.32,4.18
21,27.10.2012,Wigan,West Ham,2:1,H,2.24,3.36,3.17
20,21.10.2012,QPR,Everton,1:1,D,3.38,3.39,2.13
20,21.10.2012,Sunderland,Newcastle,1:1,D,2.77,3.17,2.62
19,20.10.2012,Fulham,Aston Villa,1:0,H,1.72,3.66,4.99
19,20.10.2012,Liverpool,Reading,1:0,H,1.31,5.15,9.74
19,20.10.2012,Manchester United,Stoke,4:2,H,1.29,5.25,10.73
19,20.10.2012,Norwich,Arsenal,1:0,H,6.44,4.33,1.49
19,20.10.2012,Swansea,Wigan,2:1,H,2.08,3.38,3.54
19,20.10.2012,Tottenham,Chelsea,2:4,A,2.93,3.25,2.46
19,20.10.2012,West Brom,Manchester City,1:2,A,5.07,3.74,1.69
19,20.10.2012,West Ham,Southampton,4:1,H,1.83,3.63,4.27
18,07.10.2012,Liverpool,Stoke,0:0,D,1.49,4.1,7.05
18,07.10.2012,Newcastle,Manchester United,0:3,A,4.38,3.87,1.75
18,07.10.2012,Southampton,Fulham,2:2,D,2.52,3.33,2.76
18,07.10.2012,Tottenham,Aston Villa,2:0,H,1.45,4.3,7.39
17,06.10.2012,Chelsea,Norwich,4:1,H,1.21,6.33,13.38
17,06.10.2012,Manchester City,Sunderland,3:0,H,1.29,5.28,11
17,06.10.2012,Swansea,Reading,2:2,D,1.84,3.58,4.23
17,06.10.2012,West Brom,QPR,3:2,H,1.83,3.6,4.25
17,06.10.2012,West Ham,Arsenal,1:3,A,4.06,3.54,1.89
17,06.10.2012,Wigan,Everton,2:2,D,3.75,3.35,2.02
16,01.10.2012,QPR,West Ham,1:2,A,2.33,3.32,3.05
15,30.09.2012,Aston Villa,West Brom,1:1,D,2.47,3.27,2.88
14,29.09.2012,Arsenal,Chelsea,1:2,A,2.18,3.31,3.38
14,29.09.2012,Everton,Southampton,3:1,H,1.4,4.58,7.98
14,29.09.2012,Fulham,Manchester City,1:2,A,4.53,3.6,1.78
14,29.09.2012,Manchester United,Tottenham,2:3,A,1.54,4.1,6.12
14,29.09.2012,Norwich,Liverpool,2:5,A,4.58,3.62,1.78
14,29.09.2012,Reading,Newcastle,2:2,D,2.7,3.27,2.6
14,29.09.2012,Stoke,Swansea,2:0,H,1.94,3.38,4.03
14,29.09.2012,Sunderland,Wigan,1:0,H,2.11,3.28,3.56
13,23.09.2012,Liverpool,Manchester United,1:2,A,2.7,3.19,2.69
13,23.09.2012,Manchester City,Arsenal,1:1,D,1.75,3.73,4.61
13,23.09.2012,Newcastle,Norwich,1:0,H,1.71,3.77,4.82
13,23.09.2012,Tottenham,QPR,2:1,H,1.48,4.21,6.85
12,22.09.2012,Chelsea,Stoke,1:0,H,1.37,4.61,8.92
12,22.09.2012,Southampton,Aston Villa,4:1,H,2.28,3.31,3.16
12,22.09.2012,Swansea,Everton,0:3,A,3.14,3.25,2.33
12,22.09.2012,West Brom,Reading,1:0,H,1.64,3.82,5.4
12,22.09.2012,West Ham,Sunderland,1:1,D,2,3.32,3.89
12,22.09.2012,Wigan,Fulham,1:2,A,2.38,3.27,3
11,17.09.2012,Everton,Newcastle,2:2,D,1.55,4.01,6.11
10,16.09.2012,Reading,Tottenham,1:3,A,3.65,3.38,2.04
9,15.09.2012,Arsenal,Southampton,6:1,H,1.34,4.96,9.19
9,15.09.2012,Aston Villa,Swansea,2:0,H,2.31,3.24,3.14
9,15.09.2012,Fulham,West Brom,3:0,H,2.11,3.32,3.52
9,15.09.2012,Manchester United,Wigan,4:0,H,1.27,5.53,11.41
9,15.09.2012,Norwich,West Ham,0:0,D,2.42,3.28,2.95
9,15.09.2012,QPR,Chelsea,0:0,D,4.37,3.5,1.84
9,15.09.2012,Stoke,Manchester City,1:1,D,5.27,3.63,1.68
9,15.09.2012,Sunderland,Liverpool,1:1,D,3.5,3.36,2.1
8,02.09.2012,Liverpool,Arsenal,0:2,A,1.93,3.46,4.06
8,02.09.2012,Newcastle,Aston Villa,1:1,D,1.65,3.73,5.47
8,02.09.2012,Southampton,Manchester United,2:3,A,6.64,4.22,1.49
7,01.09.2012,Manchester City,QPR,3:1,H,1.18,7,14.61
7,01.09.2012,Swansea,Sunderland,2:2,D,2.03,3.37,3.71
7,01.09.2012,Tottenham,Norwich,1:1,D,1.36,4.85,8.46
7,01.09.2012,West Brom,Everton,2:0,H,3.03,3.28,2.37
7,01.09.2012,West Ham,Fulham,3:0,H,2.53,3.28,2.79
7,01.09.2012,Wigan,Stoke,2:2,D,2.11,3.25,3.6
6,26.08.2012,Liverpool,Manchester City,2:2,D,2.89,3.27,2.44
6,26.08.2012,Stoke,Arsenal,0:0,D,3.21,3.26,2.27
5,25.08.2012,Aston Villa,Everton,1:3,A,3.25,3.27,2.26
5,25.08.2012,Chelsea,Newcastle,2:0,H,1.47,4.31,6.91
5,25.08.2012,Manchester United,Fulham,3:2,H,1.29,5.29,10.83
5,25.08.2012,Norwich,QPR,1:1,D,2.32,3.34,3.04
5,25.08.2012,Southampton,Wigan,0:2,A,2.12,3.35,3.45
5,25.08.2012,Swansea,West Ham,3:0,H,2.12,3.31,3.52
5,25.08.2012,Tottenham,West Brom,1:1,D,1.57,3.96,6.01
