Date,Exact_Date,HomeTeam,AwayTeam,Score,Full time result,Home odds,Draw odds,Away odds
98,24.05.2009,Arsenal,Stoke,4:1,H,1.31,5.07,9.86
98,24.05.2009,Aston Villa,Newcastle,1:0,H,2.02,3.51,3.48
98,24.05.2009,Blackburn,West Brom,0:0,D,1.88,3.44,4.09
98,24.05.2009,Fulham,Everton,0:2,A,2.15,3.25,3.35
98,24.05.2009,Hull City,Manchester United,0:1,A,2.54,3.34,2.64
98,24.05.2009,Liverpool,Tottenham,3:1,H,1.44,4.19,7.25
98,24.05.2009,Manchester City,Bolton,1:0,H,1.73,3.51,4.83
98,24.05.2009,Sunderland,Chelsea,2:3,A,4.74,3.57,1.74
98,24.05.2009,West Ham,Middlesbrough,2:1,H,2.12,3.43,3.29
98,24.05.2009,Wigan,Portsmouth,1:0,H,1.93,3.41,3.92
97,18.05.2009,Portsmouth,Sunderland,3:1,H,2.34,3.16,3.08
96,17.05.2009,Chelsea,Blackburn,2:0,H,1.26,5.3,12.28
96,17.05.2009,West Brom,Liverpool,0:2,A,6.73,4.51,1.43
95,16.05.2009,Bolton,Hull City,1:1,D,2.13,3.33,3.36
95,16.05.2009,Everton,West Ham,3:1,H,1.69,3.55,5.13
95,16.05.2009,Manchester United,Arsenal,0:0,D,1.56,3.72,6.48
95,16.05.2009,Middlesbrough,Aston Villa,1:1,D,2.52,3.35,2.68
95,16.05.2009,Newcastle,Fulham,0:1,A,1.94,3.42,3.86
95,16.05.2009,Stoke,Wigan,2:0,H,2.19,3.25,3.3
95,16.05.2009,Tottenham,Manchester City,2:1,H,1.79,3.45,4.52
94,13.05.2009,Wigan,Manchester United,1:2,A,10.79,5.14,1.29
93,11.05.2009,Newcastle,Middlesbrough,3:1,H,1.98,3.39,3.75
92,10.05.2009,Arsenal,Chelsea,1:4,A,2.67,3.23,2.62
92,10.05.2009,Manchester United,Manchester City,2:0,H,1.32,4.97,9.6
91,09.05.2009,Blackburn,Portsmouth,2:0,H,2.03,3.22,3.82
91,09.05.2009,Bolton,Sunderland,0:0,D,2.09,3.25,3.56
91,09.05.2009,Everton,Tottenham,0:0,D,2.22,3.28,3.21
91,09.05.2009,Fulham,Aston Villa,3:1,H,2.61,3.23,2.66
91,09.05.2009,Hull City,Stoke,1:2,A,2.07,3.25,3.62
91,09.05.2009,West Brom,Wigan,3:1,H,2.34,3.31,2.96
91,09.05.2009,West Ham,Liverpool,0:3,A,6.94,3.94,1.5
90,04.05.2009,Aston Villa,Hull City,1:0,H,1.53,3.82,6.57
89,03.05.2009,Liverpool,Newcastle,3:0,H,1.25,5.53,13.45
89,03.05.2009,Sunderland,Everton,0:2,A,2.61,3.22,2.68
88,02.05.2009,Chelsea,Fulham,3:1,H,1.45,3.93,8.07
88,02.05.2009,Manchester City,Blackburn,3:1,H,1.93,3.35,3.95
88,02.05.2009,Middlesbrough,Manchester United,0:2,A,6.37,3.69,1.56
88,02.05.2009,Portsmouth,Arsenal,0:3,A,3.09,3.23,2.31
88,02.05.2009,Stoke,West Ham,0:1,A,2.32,3.24,3.05
88,02.05.2009,Tottenham,West Brom,1:0,H,1.46,4.11,7.26
88,02.05.2009,Wigan,Bolton,0:0,D,2.05,3.26,3.66
87,27.04.2009,Newcastle,Portsmouth,0:0,D,1.88,3.46,4.08
86,26.04.2009,Arsenal,Middlesbrough,2:0,H,1.45,4.13,7.69
86,26.04.2009,Blackburn,Wigan,2:0,H,2.13,3.24,3.5
85,25.04.2009,Bolton,Aston Villa,1:1,D,2.99,3.25,2.36
85,25.04.2009,Everton,Manchester City,1:2,A,1.77,3.47,4.66
85,25.04.2009,Fulham,Stoke,1:0,H,1.69,3.5,5.33
85,25.04.2009,Hull City,Liverpool,1:3,A,9.2,4.46,1.36
85,25.04.2009,Manchester United,Tottenham,5:2,H,1.44,4.13,7.85
85,25.04.2009,West Brom,Sunderland,3:0,H,2.38,3.29,2.93
85,25.04.2009,West Ham,Chelsea,0:1,A,4.57,3.34,1.83
84,22.04.2009,Chelsea,Everton,0:0,D,1.4,4.2,8.87
84,22.04.2009,Manchester United,Portsmouth,2:0,H,1.23,5.65,13.73
83,21.04.2009,Liverpool,Arsenal,4:4,D,1.68,3.57,5.27
82,19.04.2009,Manchester City,West Brom,4:2,H,1.71,3.49,5.09
82,19.04.2009,Tottenham,Newcastle,1:0,H,1.65,3.64,5.45
81,18.04.2009,Aston Villa,West Ham,1:1,D,1.62,3.64,5.83
81,18.04.2009,Middlesbrough,Fulham,0:0,D,2.21,3.23,3.3
81,18.04.2009,Portsmouth,Bolton,1:0,H,2.02,3.28,3.74
81,18.04.2009,Stoke,Blackburn,1:0,H,2.43,3.19,2.94
81,18.04.2009,Sunderland,Hull City,1:0,H,1.87,3.36,4.3
80,12.04.2009,Aston Villa,Everton,3:3,D,2.26,3.22,3.21
80,12.04.2009,Manchester City,Fulham,1:3,A,2,3.26,3.9
79,11.04.2009,Chelsea,Bolton,4:3,H,1.27,5.27,12.29
79,11.04.2009,Liverpool,Blackburn,4:0,H,1.33,4.65,10.07
79,11.04.2009,Middlesbrough,Hull City,3:1,H,2.07,3.29,3.56
79,11.04.2009,Portsmouth,West Brom,2:2,D,1.72,3.45,5.09
79,11.04.2009,Stoke,Newcastle,1:1,D,2.41,3.24,2.92
79,11.04.2009,Sunderland,Manchester United,1:2,A,7.43,3.94,1.47
79,11.04.2009,Tottenham,West Ham,1:0,H,1.67,3.54,5.41
79,11.04.2009,Wigan,Arsenal,1:4,A,4.55,3.36,1.82
78,05.04.2009,Everton,Wigan,4:0,H,1.76,3.39,4.83
78,05.04.2009,Manchester United,Aston Villa,3:2,H,1.4,4.2,8.38
77,04.04.2009,Arsenal,Manchester City,2:0,H,1.52,3.76,6.81
77,04.04.2009,Blackburn,Tottenham,2:1,H,2.54,3.23,2.71
77,04.04.2009,Bolton,Middlesbrough,4:1,H,2.07,3.25,3.6
77,04.04.2009,Fulham,Liverpool,0:1,A,5.87,3.62,1.61
77,04.04.2009,Hull City,Portsmouth,0:0,D,2.55,3.21,2.72
77,04.04.2009,Newcastle,Chelsea,0:2,A,5.38,3.54,1.65
77,04.04.2009,West Brom,Stoke,0:2,A,2.14,3.23,3.4
77,04.04.2009,West Ham,Sunderland,2:0,H,2.04,3.25,3.69
76,22.03.2009,Liverpool,Aston Villa,5:0,H,1.47,3.87,7.53
76,22.03.2009,Manchester City,Sunderland,1:0,H,1.61,3.56,5.87
76,22.03.2009,Wigan,Hull City,1:0,H,1.76,3.4,4.85
75,21.03.2009,Blackburn,West Ham,1:1,D,1.98,3.28,3.8
75,21.03.2009,Fulham,Manchester United,2:0,H,7.7,3.91,1.45
75,21.03.2009,Newcastle,Arsenal,1:3,A,4.93,3.49,1.71
75,21.03.2009,Portsmouth,Everton,2:1,H,2.73,3.2,2.53
75,21.03.2009,Stoke,Middlesbrough,1:0,H,2.29,3.23,3.04
75,21.03.2009,Tottenham,Chelsea,1:0,H,4.09,3.33,1.88
75,21.03.2009,West Brom,Bolton,1:1,D,2.36,3.24,2.93
74,16.03.2009,West Ham,West Brom,0:0,D,1.84,3.4,4.42
73,15.03.2009,Aston Villa,Tottenham,1:2,A,2.08,3.24,3.61
73,15.03.2009,Chelsea,Manchester City,1:0,H,1.37,4.45,9.39
72,14.03.2009,Arsenal,Blackburn,4:0,H,1.44,4.02,8.19
72,14.03.2009,Bolton,Fulham,1:3,A,2.09,3.22,3.59
72,14.03.2009,Everton,Stoke,3:1,H,1.49,3.82,7.48
72,14.03.2009,Hull City,Newcastle,1:1,D,2.48,3.24,2.8
72,14.03.2009,Manchester United,Liverpool,1:4,A,1.92,3.2,4.29
72,14.03.2009,Middlesbrough,Portsmouth,1:1,D,2.21,3.2,3.32
72,14.03.2009,Sunderland,Wigan,1:2,A,2.33,3.17,3.11
71,11.03.2009,Fulham,Blackburn,1:2,A,2.25,3.21,3.23
70,07.03.2009,Sunderland,Tottenham,1:1,D,2.86,3.26,2.44
69,04.03.2009,Blackburn,Everton,0:0,D,2.64,3.18,2.71
69,04.03.2009,Fulham,Hull City,0:1,A,1.69,3.49,5.4
69,04.03.2009,Manchester City,Aston Villa,2:0,H,2.77,3.22,2.55
69,04.03.2009,Newcastle,Manchester United,1:2,A,8.67,4.08,1.42
69,04.03.2009,Stoke,Bolton,2:0,H,2.46,3.19,2.89
69,04.03.2009,Tottenham,Middlesbrough,4:0,H,1.73,3.47,5.04
69,04.03.2009,Wigan,West Ham,0:1,A,2.04,3.25,3.72
68,03.03.2009,Liverpool,Sunderland,2:0,H,1.43,4.02,8.52
68,03.03.2009,Portsmouth,Chelsea,0:1,A,6.6,3.65,1.57
68,03.03.2009,West Brom,Arsenal,1:3,A,5.99,3.57,1.62
67,01.03.2009,Aston Villa,Stoke,2:2,D,1.4,4.21,8.89
67,01.03.2009,Bolton,Newcastle,1:0,H,2.03,3.28,3.75
67,01.03.2009,Hull City,Blackburn,1:2,A,2.79,3.23,2.52
67,01.03.2009,West Ham,Manchester City,1:0,H,2.48,3.25,2.84
66,28.02.2009,Arsenal,Fulham,0:0,D,1.42,4.1,8.6
66,28.02.2009,Chelsea,Wigan,2:1,H,1.31,4.65,11.75
66,28.02.2009,Everton,West Brom,2:0,H,1.49,3.82,7.68
66,28.02.2009,Middlesbrough,Liverpool,2:0,H,4.91,3.37,1.78
65,23.02.2009,Hull City,Tottenham,1:2,A,3.24,3.23,2.24
64,22.02.2009,Fulham,West Brom,2:0,H,1.82,3.41,4.41
64,22.02.2009,Liverpool,Manchester City,1:1,D,1.57,3.63,6.43
64,22.02.2009,Newcastle,Everton,0:0,D,2.9,3.2,2.45
63,21.02.2009,Arsenal,Sunderland,0:0,D,1.36,4.41,9.94
63,21.02.2009,Aston Villa,Chelsea,0:1,A,3.32,3.24,2.22
63,21.02.2009,Bolton,West Ham,2:1,H,2.24,3.25,3.23
63,21.02.2009,Manchester United,Blackburn,2:1,H,1.25,5.36,13.11
63,21.02.2009,Middlesbrough,Wigan,0:0,D,2.42,3.22,2.92
63,21.02.2009,Stoke,Portsmouth,2:2,D,2.61,3.2,2.72
62,18.02.2009,Manchester United,Fulham,3:0,H,1.22,5.61,15.54
61,14.02.2009,Portsmouth,Manchester City,2:0,H,2.74,3.23,2.58
60,08.02.2009,Tottenham,Arsenal,0:0,D,3.02,3.2,2.35
60,08.02.2009,West Ham,Manchester United,0:1,A,6.08,3.63,1.59
59,07.02.2009,Blackburn,Aston Villa,0:2,A,2.82,3.23,2.48
59,07.02.2009,Chelsea,Hull City,0:0,D,1.2,6.05,14.69
59,07.02.2009,Everton,Bolton,3:0,H,1.71,3.4,5.17
59,07.02.2009,Manchester City,Middlesbrough,1:0,H,1.58,3.66,6.11
59,07.02.2009,Portsmouth,Liverpool,2:3,A,4.56,3.29,1.84
59,07.02.2009,Sunderland,Stoke,2:0,H,1.79,3.35,4.67
59,07.02.2009,West Brom,Newcastle,2:3,A,2.07,3.33,3.5
59,07.02.2009,Wigan,Fulham,0:0,D,1.99,3.24,3.87
58,01.02.2009,Liverpool,Chelsea,2:0,H,2.46,3.07,3.03
58,01.02.2009,Newcastle,Sunderland,1:1,D,2.54,3.15,2.82
57,31.01.2009,Arsenal,West Ham,0:0,D,1.48,4,7.23
57,31.01.2009,Aston Villa,Wigan,0:0,D,1.7,3.46,5.25
57,31.01.2009,Bolton,Tottenham,3:2,H,2.73,3.24,2.55
57,31.01.2009,Fulham,Portsmouth,3:1,H,1.93,3.3,4.01
57,31.01.2009,Hull City,West Brom,2:2,D,2.17,3.23,3.36
57,31.01.2009,Manchester United,Everton,1:0,H,1.37,4.37,9.95
57,31.01.2009,Middlesbrough,Blackburn,0:0,D,2.49,3.23,2.81
57,31.01.2009,Stoke,Manchester City,1:0,H,3.39,3.26,2.15
56,28.01.2009,Blackburn,Bolton,2:2,D,1.95,3.22,4.11
56,28.01.2009,Chelsea,Middlesbrough,2:0,H,1.21,5.95,14.66
56,28.01.2009,Everton,Arsenal,1:1,D,2.9,3.19,2.43
56,28.01.2009,Manchester City,Newcastle,2:1,H,1.63,3.66,5.59
56,28.01.2009,West Ham,Hull City,2:0,H,1.73,3.49,4.95
56,28.01.2009,Wigan,Liverpool,1:1,D,5.2,3.45,1.72
55,27.01.2009,Portsmouth,Aston Villa,0:1,A,3.11,3.22,2.29
55,27.01.2009,Sunderland,Fulham,1:0,H,2.25,3.18,3.26
55,27.01.2009,Tottenham,Stoke,3:1,H,1.57,3.7,6.3
55,27.01.2009,West Brom,Manchester United,0:5,A,9.37,4.48,1.35
54,19.01.2009,Liverpool,Everton,1:1,D,1.6,3.53,6.28
53,18.01.2009,Tottenham,Portsmouth,1:1,D,1.64,3.62,5.56
53,18.01.2009,West Ham,Fulham,3:1,H,2.21,3.23,3.29
52,17.01.2009,Blackburn,Newcastle,3:0,H,1.82,3.45,4.39
52,17.01.2009,Bolton,Manchester United,0:1,A,8.36,3.89,1.45
52,17.01.2009,Chelsea,Stoke,2:1,H,1.19,6.13,15.35
52,17.01.2009,Hull City,Arsenal,1:3,A,5.76,3.7,1.61
52,17.01.2009,Manchester City,Wigan,1:0,H,2.1,3.29,3.48
52,17.01.2009,Sunderland,Aston Villa,1:2,A,3.19,3.24,2.24
52,17.01.2009,West Brom,Middlesbrough,3:0,H,2.2,3.32,3.21
51,14.01.2009,Manchester United,Wigan,1:0,H,1.23,5.46,13.5
50,11.01.2009,Manchester United,Chelsea,3:0,H,2.27,3.11,3.38
50,11.01.2009,Wigan,Tottenham,1:0,H,2.43,3.27,2.89
49,10.01.2009,Arsenal,Bolton,1:0,H,1.34,4.57,10.05
49,10.01.2009,Aston Villa,West Brom,2:1,H,1.47,3.98,7.51
49,10.01.2009,Everton,Hull City,2:0,H,1.57,3.71,6.29
49,10.01.2009,Middlesbrough,Sunderland,1:1,D,2.23,3.22,3.21
49,10.01.2009,Newcastle,West Ham,2:2,D,2.31,3.22,3.1
49,10.01.2009,Stoke,Liverpool,0:0,D,8.87,4.39,1.38
48,30.12.2008,Hull City,Aston Villa,0:1,A,3.99,3.4,1.92
47,29.12.2008,Manchester United,Middlesbrough,1:0,H,1.2,6.07,15.65
46,28.12.2008,Arsenal,Portsmouth,1:0,H,1.35,4.61,9.7
46,28.12.2008,Blackburn,Manchester City,2:2,D,2.57,3.29,2.71
46,28.12.2008,Bolton,Wigan,0:1,A,2.32,3.23,3.11
46,28.12.2008,Everton,Sunderland,3:0,H,1.76,3.46,4.87
46,28.12.2008,Fulham,Chelsea,2:2,D,6.42,3.76,1.56
46,28.12.2008,Newcastle,Liverpool,1:5,A,4.85,3.48,1.76
46,28.12.2008,West Brom,Tottenham,2:0,H,3.36,3.29,2.16
46,28.12.2008,West Ham,Stoke,2:1,H,1.73,3.48,5.03
45,26.12.2008,Aston Villa,Arsenal,2:2,D,2.51,3.23,2.79
45,26.12.2008,Chelsea,West Brom,2:0,H,1.15,6.77,17.62
45,26.12.2008,Liverpool,Bolton,3:0,H,1.37,4.38,9.2
45,26.12.2008,Manchester City,Hull City,5:1,H,1.75,3.58,4.6
45,26.12.2008,Middlesbrough,Everton,0:1,A,2.59,3.22,2.71
45,26.12.2008,Portsmouth,West Ham,1:4,A,2.21,3.26,3.22
45,26.12.2008,Stoke,Manchester United,0:1,A,10.91,4.85,1.3
45,26.12.2008,Sunderland,Blackburn,0:0,D,2.26,3.24,3.19
45,26.12.2008,Tottenham,Fulham,0:0,D,1.76,3.45,4.69
45,26.12.2008,Wigan,Newcastle,2:1,H,2.17,3.31,3.27
