Date,Exact_Date,HomeTeam,AwayTeam,Score,Full time result,Home odds,Draw odds,Away odds
97,11.05.2003,Birmingham,West Ham,2:2,D,2.95,3.63,1.99
97,11.05.2003,Bolton,Middlesbrough,2:1,H,1.58,3.68,4.68
97,11.05.2003,Charlton,Fulham,0:1,A,2.14,3.21,3.14
97,11.05.2003,Chelsea,Liverpool,2:1,H,2.36,3.3,2.7
97,11.05.2003,Everton,Manchester United,1:2,A,2.7,3.39,2.28
97,11.05.2003,Leeds,Aston Villa,3:1,H,1.91,3.25,3.78
97,11.05.2003,Manchester City,Southampton,0:1,A,1.78,3.48,4.01
97,11.05.2003,Sunderland,Arsenal,0:4,A,4.03,3.53,1.76
97,11.05.2003,Tottenham,Blackburn,0:4,A,2.59,3.43,2.38
97,11.05.2003,West Brom,Newcastle,2:2,D,3.56,3.33,1.93
96,07.05.2003,Arsenal,Southampton,6:1,H,1.49,3.92,5.89
95,04.05.2003,Arsenal,Leeds,2:3,A,1.41,4.26,6.79
94,03.05.2003,Aston Villa,Sunderland,1:0,H,1.38,4.31,7.33
94,03.05.2003,Blackburn,West Brom,1:1,D,1.37,4.21,7.58
94,03.05.2003,Fulham,Everton,2:0,H,2.48,3.33,2.56
94,03.05.2003,Liverpool,Manchester City,1:2,A,1.32,4.69,8.14
94,03.05.2003,Manchester United,Charlton,4:1,H,1.2,5.92,9.98
94,03.05.2003,Middlesbrough,Tottenham,5:1,H,2.21,3.17,3.11
94,03.05.2003,Newcastle,Birmingham,1:0,H,1.36,4.51,7.37
94,03.05.2003,Southampton,Bolton,0:0,D,2.39,3.41,2.49
94,03.05.2003,West Ham,Chelsea,1:0,H,2.63,3.41,2.35
93,27.04.2003,Manchester City,West Ham,0:1,A,2.23,3.45,2.6
93,27.04.2003,Tottenham,Manchester United,0:2,A,4.97,3.74,1.59
92,26.04.2003,Birmingham,Middlesbrough,3:0,H,2.22,3.13,3.07
92,26.04.2003,Bolton,Arsenal,2:2,D,4.82,3.74,1.6
92,26.04.2003,Charlton,Southampton,2:1,H,2.26,3.14,2.98
92,26.04.2003,Chelsea,Fulham,1:1,D,1.4,4.19,6.9
92,26.04.2003,Everton,Aston Villa,2:1,H,1.79,3.4,4.14
92,26.04.2003,Leeds,Blackburn,2:3,A,2.14,3.22,3.15
92,26.04.2003,Sunderland,Newcastle,0:1,A,4.69,3.7,1.61
92,26.04.2003,West Brom,Liverpool,0:6,A,5.43,3.78,1.51
91,22.04.2003,Leeds,Fulham,2:0,H,1.75,3.38,4.45
90,21.04.2003,Birmingham,Southampton,3:2,H,2.17,3.13,3.21
90,21.04.2003,Blackburn,Bolton,0:0,D,1.77,3.41,4.27
90,21.04.2003,Chelsea,Everton,4:1,H,1.75,3.5,4.32
90,21.04.2003,Liverpool,Charlton,2:1,H,1.41,4.14,7.37
90,21.04.2003,Manchester City,Sunderland,3:0,H,1.5,3.81,6.15
90,21.04.2003,Newcastle,Aston Villa,1:1,D,1.48,3.85,6.35
90,21.04.2003,West Brom,Tottenham,2:3,A,3.17,3.04,2.22
90,21.04.2003,West Ham,Middlesbrough,1:0,H,1.92,3.31,3.42
89,19.04.2003,Aston Villa,Chelsea,2:1,H,3.1,3.12,2.22
