Date,Exact_Date,HomeTeam,AwayTeam,Score,Full time result,Home odds,Draw odds,Away odds
104,14.05.2000,Aston Villa,Manchester United,0:1,A,3,3.1,2.29
104,14.05.2000,Bradford,Liverpool,1:0,H,3.7,3.7,1.92
104,14.05.2000,Chelsea,Derby,4:0,H,1.54,3.8,6.6
104,14.05.2000,Everton,Middlesbrough,0:2,A,2.04,3.1,3.8
104,14.05.2000,Newcastle,Arsenal,4:2,H,2.1,3,3.1
104,14.05.2000,Sheffield Wed,Leicester,4:0,H,2.9,2.9,2.4
104,14.05.2000,Southampton,Wimbledon FC,2:0,H,2.5,3.5,2.25
104,14.05.2000,Tottenham,Sunderland,3:1,H,2.15,3,3.6
104,14.05.2000,Watford,Coventry,1:0,H,2.6,2.95,2.6
104,14.05.2000,West Ham,Leeds,0:0,D,3,3.1,2.2
103,09.05.2000,Arsenal,Sheffield Wed,3:3,D,1.3,5.2,9
102,08.05.2000,Leeds,Everton,1:1,D,1.54,3.5,6
101,07.05.2000,Liverpool,Southampton,0:0,D,1.32,4.5,8.5
100,06.05.2000,Arsenal,Chelsea,2:1,H,1.96,3.2,3.9
100,06.05.2000,Coventry,Sheffield Wed,4:1,H,1.96,3.1,4.25
100,06.05.2000,Derby,Newcastle,0:0,D,2.35,3.05,3.1
100,06.05.2000,Leicester,Bradford,3:0,H,2,3.2,3.5
100,06.05.2000,Manchester United,Tottenham,3:1,H,1.43,4.09,8
100,06.05.2000,Middlesbrough,Watford,1:1,D,1.43,4.09,8
100,06.05.2000,Sunderland,West Ham,1:0,H,2.04,3.1,3.8
100,06.05.2000,Wimbledon FC,Aston Villa,2:2,D,2.35,3.2,2.65
99,03.05.2000,Leeds,Watford,3:1,H,1.21,5.5,9.99
99,03.05.2000,Liverpool,Leicester,0:2,A,1.43,4.09,7.2
98,02.05.2000,Arsenal,West Ham,2:1,H,1.43,4.09,7.2
98,02.05.2000,Middlesbrough,Newcastle,2:2,D,2.29,3,3.2
97,30.04.2000,Bradford,Wimbledon FC,3:0,H,2.1,3.15,3.3
97,30.04.2000,Sheffield Wed,Leeds,0:3,A,3.2,3.25,2.1
96,29.04.2000,Aston Villa,Sunderland,1:1,D,1.91,3.1,4.5
96,29.04.2000,Chelsea,Liverpool,2:0,H,2.29,3,3.1
96,29.04.2000,Everton,Arsenal,0:1,A,3.4,3,2.15
96,29.04.2000,Newcastle,Coventry,2:0,H,1.7,3.2,5.5
96,29.04.2000,Southampton,Leicester,1:2,A,2.1,3.05,3.25
96,29.04.2000,Tottenham,Derby,1:1,D,1.91,3.1,4.4
96,29.04.2000,Watford,Manchester United,2:3,A,7,4,1.43
96,29.04.2000,West Ham,Middlesbrough,0:1,A,1.86,3.1,4.59
95,24.04.2000,Derby,Southampton,2:0,H,1.96,3.2,3.75
95,24.04.2000,Manchester United,Chelsea,3:2,H,1.8,3.5,4.4
95,24.04.2000,Sunderland,Bradford,0:1,A,1.48,4.09,6
94,23.04.2000,Newcastle,Leeds,2:2,D,2.4,3,3
94,23.04.2000,Watford,Arsenal,2:3,A,7,4,1.43
93,22.04.2000,Aston Villa,Leicester,2:2,D,1.77,3.4,4.84
93,22.04.2000,Chelsea,Middlesbrough,1:1,D,1.48,3.9,7
93,22.04.2000,Sheffield Wed,Sunderland,0:2,A,2.4,3,2.85
93,22.04.2000,Southampton,Manchester United,1:3,A,5,3.5,1.75
93,22.04.2000,Tottenham,Wimbledon FC,2:0,H,1.96,3.2,3.9
93,22.04.2000,West Ham,Coventry,5:0,H,1.8,3.1,5
92,21.04.2000,Bradford,Derby,4:4,D,2.5,3,2.6
92,21.04.2000,Everton,Liverpool,0:0,D,3.7,3.2,2.1
91,19.04.2000,Leicester,Tottenham,0:1,A,2.04,3,3.75
90,16.04.2000,Leeds,Arsenal,0:4,A,2.35,2.9,3.15
90,16.04.2000,Wimbledon FC,Liverpool,1:2,A,5.2,3.6,1.7
89,15.04.2000,Coventry,Middlesbrough,2:1,H,2.25,3,3.2
89,15.04.2000,Derby,West Ham,1:2,A,2.45,2.9,3
89,15.04.2000,Everton,Bradford,4:0,H,1.48,4,7
89,15.04.2000,Manchester United,Sunderland,4:0,H,1.34,4.5,8.4
89,15.04.2000,Newcastle,Leicester,0:2,A,1.86,3.2,4.5
89,15.04.2000,Sheffield Wed,Chelsea,1:0,H,4.5,3.2,1.86
89,15.04.2000,Southampton,Watford,2:0,H,1.54,3.6,6
89,15.04.2000,Tottenham,Aston Villa,2:4,A,2.25,3,3.2
88,12.04.2000,Wimbledon FC,Sheffield Wed,0:2,A,1.86,3.3,4.4
88,12.04.2000,Chelsea,Coventry,2:1,H,1.4,4.5,7.6
88,12.04.2000,West Ham,Newcastle,2:1,H,2.25,3.1,3.5
87,10.04.2000,Middlesbrough,Manchester United,3:4,A,4.5,3.25,1.86
86,09.04.2000,Aston Villa,Leeds,1:0,H,2.5,2.9,2.95
86,09.04.2000,Liverpool,Tottenham,2:0,H,1.5,3.8,6.7
85,08.04.2000,Bradford,Southampton,1:2,A,2.5,2.9,2.95
85,08.04.2000,Leicester,Everton,1:1,D,2.2,3,3.5
85,08.04.2000,Sunderland,Wimbledon FC,2:1,H,1.75,3.4,5
85,08.04.2000,Watford,Derby,0:0,D,2.6,3,2.6
84,05.04.2000,Sheffield Wed,Aston Villa,0:1,A,3,3,2.4
83,03.04.2000,Tottenham,Middlesbrough,2:3,A,1.9,3.2,4.09
82,02.04.2000,Derby,Leicester,3:0,H,2.29,3,3.1
81,01.04.2000,Coventry,Liverpool,0:3,A,3.5,3,2.15
81,01.04.2000,Everton,Watford,4:2,H,1.42,4,7.5
81,01.04.2000,Leeds,Chelsea,0:1,A,2,3.1,3.8
81,01.04.2000,Manchester United,West Ham,7:1,H,1.32,4.59,8.5
81,01.04.2000,Newcastle,Bradford,2:0,H,1.42,4,7.5
81,01.04.2000,Southampton,Sunderland,1:2,A,2.45,2.95,3
81,01.04.2000,Wimbledon FC,Arsenal,1:3,A,4.4,3.25,1.85
80,26.03.2000,Arsenal,Coventry,3:0,H,1.35,4.3,8
80,26.03.2000,Leicester,Leeds,2:1,H,3.85,3.1,1.95
80,26.03.2000,West Ham,Wimbledon FC,2:1,H,1.8,3.2,4.3
79,25.03.2000,Aston Villa,Derby,2:0,H,1.6,3.4,5.6
79,25.03.2000,Bradford,Manchester United,0:4,A,6.7,3.8,1.47
79,25.03.2000,Chelsea,Southampton,1:1,D,1.38,4.2,8
