Date,Exact_Date,HomeTeam,AwayTeam,Score,Full time result,Home odds,Draw odds,Away odds
97,15.05.2004,Arsenal,Leicester,2:1,H,1.26,4.75,9.14
97,15.05.2004,Aston Villa,Manchester United,0:2,A,2.2,3.28,2.89
97,15.05.2004,Blackburn,Birmingham,1:1,D,2.21,3.24,2.89
97,15.05.2004,Bolton,Fulham,0:2,A,1.99,3.28,3.34
97,15.05.2004,Charlton,Southampton,2:1,H,2.07,3.25,3.14
97,15.05.2004,Chelsea,Leeds,1:0,H,1.36,4.14,7.81
97,15.05.2004,Liverpool,Newcastle,1:1,D,1.97,3.22,3.42
97,15.05.2004,Manchester City,Everton,5:1,H,2.02,3.26,3.25
97,15.05.2004,Portsmouth,Middlesbrough,5:1,H,2.21,3.22,2.88
97,15.05.2004,Wolves,Tottenham,0:2,A,2.34,3.23,2.67
96,12.05.2004,Southampton,Newcastle,3:3,D,3.13,3.26,2.09
95,09.05.2004,Fulham,Arsenal,0:1,A,3.64,3.23,1.93
95,09.05.2004,Newcastle,Wolves,1:1,D,1.28,4.87,8.56
94,08.05.2004,Birmingham,Liverpool,0:3,A,3.24,3.24,2.04
94,08.05.2004,Everton,Bolton,1:2,A,2.21,3.19,2.93
94,08.05.2004,Leeds,Charlton,3:3,D,2.5,3.19,2.54
94,08.05.2004,Leicester,Portsmouth,3:1,H,2.45,3.2,2.59
94,08.05.2004,Manchester United,Chelsea,1:1,D,2.16,3.17,3.06
94,08.05.2004,Middlesbrough,Manchester City,2:1,H,2.05,3.19,3.25
94,08.05.2004,Southampton,Aston Villa,1:1,D,2.76,3.22,2.29
94,08.05.2004,Tottenham,Blackburn,1:0,H,2.16,3.21,3.01
93,04.05.2004,Portsmouth,Arsenal,1:1,D,4.3,3.3,1.76
92,02.05.2004,Aston Villa,Tottenham,1:0,H,1.73,3.35,4.32
92,02.05.2004,Bolton,Leeds,4:1,H,2.31,3.34,2.6
92,02.05.2004,Liverpool,Middlesbrough,2:0,H,1.53,3.59,5.75
91,01.05.2004,Arsenal,Birmingham,0:0,D,1.39,4.04,7.2
91,01.05.2004,Blackburn,Manchester United,1:0,H,3.84,3.29,1.84
91,01.05.2004,Charlton,Leicester,2:2,D,1.78,3.42,3.97
91,01.05.2004,Chelsea,Southampton,4:0,H,1.44,3.8,6.61
91,01.05.2004,Manchester City,Newcastle,1:0,H,2.62,3.12,2.46
91,01.05.2004,Portsmouth,Fulham,1:1,D,2.14,3.17,3.08
91,01.05.2004,Wolves,Everton,2:1,H,2.42,3.19,2.63
90,25.04.2004,Birmingham,Wolves,2:2,D,1.63,3.5,4.75
90,25.04.2004,Leeds,Portsmouth,1:2,A,2.03,3.2,3.27
