Date,Season_Year,Home_Team,Away_Team,Home_Goal,Away_Goal,Home_Odds,Draw_Odds,Away_Odds
20.05.2000,1999,Malaga,Racing Santander,0,0,2.04,3.10,4.09
20.05.2000,1999,Numancia,Betis,1,2,1.86,3.30,4.25
20.05.2000,1999,R. Oviedo,Real Sociedad,0,1,2.04,3.10,4.09
19.05.2000,1999,Ath Bilbao,Alaves,2,1,2.54,3.00,2.50
19.05.2000,1999,Barcelona,Celta Vigo,2,2,1.43,4.09,7.70
19.05.2000,1999,Dep. La Coruna,Espanyol,2,0,1.43,3.80,8.00
19.05.2000,1999,Mallorca,Atl. Madrid,1,2,1.54,3.80,6.00
19.05.2000,1999,Real Madrid,Valladolid,0,1,1.32,5.00,8.00
19.05.2000,1999,Sevilla,Rayo Vallecano,2,3,2.70,2.95,2.50
19.05.2000,1999,Valencia,Zaragoza,2,1,1.96,3.30,3.50
14.05.2000,1999,Alaves,Numancia,2,2,1.43,3.80,6.50
14.05.2000,1999,Atl. Madrid,Sevilla,1,1,1.75,3.50,4.50
14.05.2000,1999,Betis,Real Madrid,0,2,2.80,3.40,2.20
14.05.2000,1999,Celta Vigo,Valencia,0,0,2.85,2.90,2.50
14.05.2000,1999,Espanyol,Ath Bilbao,0,0,2.04,3.00,4.00
14.05.2000,1999,Racing Santander,Dep. La Coruna,0,0,4.00,2.40,2.35
14.05.2000,1999,Rayo Vallecano,R. Oviedo,1,2,2.00,3.25,3.40
14.05.2000,1999,Real Sociedad,Barcelona,0,0,3.10,3.30,1.96
14.05.2000,1999,Valladolid,Mallorca,2,1,2.60,2.90,2.60
14.05.2000,1999,Zaragoza,Malaga,3,2,1.37,4.20,7.70
07.05.2000,1999,Ath Bilbao,Racing Santander,2,2,2.04,3.10,3.75
07.05.2000,1999,Dep. La Coruna,Zaragoza,2,2,1.75,3.30,4.50
07.05.2000,1999,Malaga,Celta Vigo,0,1,2.25,3.00,3.30
07.05.2000,1999,R. Oviedo,Atl. Madrid,2,2,1.96,3.50,3.40
07.05.2000,1999,Sevilla,Mallorca,0,4,3.30,3.10,2.10
07.05.2000,1999,Valladolid,Betis,0,3,1.96,3.25,3.40
06.05.2000,1999,Barcelona,Rayo Vallecano,0,2,1.27,5.00,9.99
06.05.2000,1999,Numancia,Espanyol,2,0,1.96,3.15,3.90
06.05.2000,1999,Real Madrid,Alaves,0,1,1.43,4.09,7.40
06.05.2000,1999,Valencia,Real Sociedad,4,0,1.48,4.00,7.00
30.04.2000,1999,Alaves,Valladolid,1,0,1.96,3.10,4.20
30.04.2000,1999,Celta Vigo,Dep. La Coruna,2,1,3.05,2.80,2.40
30.04.2000,1999,Mallorca,Betis,4,0,1.86,3.45,4.00
30.04.2000,1999,Racing Santander,Numancia,1,1,2.04,3.00,4.00
30.04.2000,1999,Real Sociedad,Malaga,2,2,2.00,3.10,4.09
30.04.2000,1999,Sevilla,R. Oviedo,2,3,2.60,3.10,2.40
30.04.2000,1999,Zaragoza,Ath Bilbao,0,0,1.59,3.50,6.00
29.04.2000,1999,Atl. Madrid,Barcelona,0,3,3.60,3.25,2.10
29.04.2000,1999,Espanyol,Real Madrid,0,2,2.95,2.90,2.45
29.04.2000,1999,Rayo Vallecano,Valencia,1,3,2.70,2.80,2.70
23.04.2000,1999,Betis,Alaves,0,1,2.25,2.90,3.60
23.04.2000,1999,Dep. La Coruna,Real Sociedad,2,0,1.46,4.09,7.00
23.04.2000,1999,R. Oviedo,Mallorca,0,0,2.25,2.90,3.60
22.04.2000,1999,Ath Bilbao,Celta Vigo,1,0,2.25,3.00,3.50
22.04.2000,1999,Barcelona,Sevilla,2,0,1.21,5.60,9.99
22.04.2000,1999,Malaga,Rayo Vallecano,2,0,2.10,3.00,3.80
22.04.2000,1999,Numancia,Zaragoza,1,2,2.75,2.75,2.75
22.04.2000,1999,Real Madrid,Racing Santander,2,4,1.37,4.50,8.50
22.04.2000,1999,Valencia,Atl. Madrid,2,0,1.59,3.80,5.80
22.04.2000,1999,Valladolid,Espanyol,1,0,2.20,2.95,3.55
16.04.2000,1999,Atl. Madrid,Malaga,2,2,1.91,3.30,3.95
16.04.2000,1999,Celta Vigo,Numancia,0,0,1.70,3.20,5.50
16.04.2000,1999,Espanyol,Betis,3,0,1.86,3.10,4.59
16.04.2000,1999,Mallorca,Alaves,2,0,2.00,3.00,4.25
16.04.2000,1999,Racing Santander,Valladolid,1,1,2.20,2.95,3.40
16.04.2000,1999,Rayo Vallecano,Dep. La Coruna,2,0,3.00,2.80,2.50
16.04.2000,1999,Real Sociedad,Ath Bilbao,4,1,2.10,3.00,3.80
15.04.2000,1999,R. Oviedo,Barcelona,3,0,4.09,3.20,1.91
15.04.2000,1999,Sevilla,Valencia,1,2,3.30,2.90,2.29
15.04.2000,1999,Zaragoza,Real Madrid,0,1,2.50,2.80,2.95
09.04.2000,1999,Alaves,Espanyol,0,0,2.00,3.00,4.00
09.04.2000,1999,Ath Bilbao,Rayo Vallecano,1,2,1.96,3.10,4.09
09.04.2000,1999,Barcelona,Mallorca,0,3,1.32,4.70,8.40
09.04.2000,1999,Betis,Racing Santander,2,2,2.00,3.10,4.00
09.04.2000,1999,Malaga,Sevilla,3,0,1.75,3.60,4.70
09.04.2000,1999,Numancia,Real Sociedad,1,2,2.04,3.00,3.70
09.04.2000,1999,Real Madrid,Celta Vigo,1,0,1.59,3.70,6.00
09.04.2000,1999,Valencia,R. Oviedo,6,2,1.54,3.60,6.00
09.04.2000,1999,Valladolid,Zaragoza,1,1,2.60,3.00,2.60
08.04.2000,1999,Dep. La Coruna,Atl. Madrid,4,1,1.43,4.09,7.00
02.04.2000,1999,Atl. Madrid,Ath Bilbao,1,2,1.95,3.20,3.90
