Date,Season_Year,Home_Team,Away_Team,Home_Goal,Away_Goal
18.06.1995,1994,Albacete,Dep. La Coruna,2,8
18.06.1995,1994,Ath Bilbao,Barcelona,0,2
18.06.1995,1994,CD Logrones,Celta Vigo,0,3
18.06.1995,1994,Compostela,Tenerife,2,0
18.06.1995,1994,Espanyol,Real Sociedad,0,0
18.06.1995,1994,Racing Santander,R. Oviedo,2,0
18.06.1995,1994,Real Madrid,Betis,0,2
18.06.1995,1994,Sevilla,Atl. Madrid,2,2
18.06.1995,1994,Zaragoza,Valencia,2,2
17.06.1995,1994,Gijon,Valladolid,1,3
11.06.1995,1994,Atl. Madrid,Zaragoza,2,0
11.06.1995,1994,Betis,Sevilla,2,1
11.06.1995,1994,Real Sociedad,Racing Santander,0,1
11.06.1995,1994,R. Oviedo,Gijon,1,0
11.06.1995,1994,Tenerife,Espanyol,1,1
11.06.1995,1994,Valladolid,Ath Bilbao,0,1
10.06.1995,1994,Barcelona,Albacete,0,1
10.06.1995,1994,Celta Vigo,Real Madrid,0,2
10.06.1995,1994,Dep. La Coruna,CD Logrones,5,0
10.06.1995,1994,Valencia,Compostela,4,1
04.06.1995,1994,Albacete,Valladolid,1,0
04.06.1995,1994,Ath Bilbao,R. Oviedo,1,0
04.06.1995,1994,Betis,Celta Vigo,1,1
04.06.1995,1994,CD Logrones,Barcelona,1,4
04.06.1995,1994,Compostela,Atl. Madrid,2,1
04.06.1995,1994,Gijon,Real Sociedad,1,2
04.06.1995,1994,Racing Santander,Tenerife,2,1
04.06.1995,1994,Zaragoza,Sevilla,0,1
03.06.1995,1994,Espanyol,Valencia,5,0
03.06.1995,1994,Real Madrid,Dep. La Coruna,2,1
01.06.1995,1994,Zaragoza,Compostela,5,3
31.05.1995,1994,Valladolid,CD Logrones,2,1
30.05.1995,1994,Atl. Madrid,Espanyol,3,1
29.05.1995,1994,Real Sociedad,Ath Bilbao,5,0
28.05.1995,1994,Sevilla,Celta Vigo,2,3
27.05.1995,1994,Barcelona,Real Madrid,1,0
27.05.1995,1994,Dep. La Coruna,Betis,2,0
27.05.1995,1994,R. Oviedo,Albacete,1,3
27.05.1995,1994,Tenerife,Gijon,3,0
