"Time","H.team.1","A.team.1","H.team.2","A.team.2","Choose.1","Choose.2","Odd.1","Odd.2","joint.odds","result.mat"
2011-08-13,"Blackburn","Wolves","Liverpool","Sunderland","D","A","3.18","7.86",24.9948,0
2011-08-13,"Blackburn","Wolves","Liverpool","Sunderland","A","A","3.17","7.86",24.9162,0
2011-08-13,"Fulham","Aston Villa","Liverpool","Sunderland","D","A","3.4","7.86",26.724,0
2011-08-13,"Fulham","Aston Villa","Liverpool","Sunderland","A","A","4.02","7.86",31.5972,0
2011-08-13,"Liverpool","Sunderland","Newcastle","Arsenal","A","H","7.86","3.45",27.117,0
2011-08-13,"Liverpool","Sunderland","Newcastle","Arsenal","A","D","7.86","3.32",26.0952,1
2011-08-13,"Liverpool","Sunderland","QPR","Bolton","A","D","7.86","3.25",25.545,1
2011-08-13,"Liverpool","Sunderland","QPR","Bolton","A","A","7.86","3.43",26.9598,0
2011-08-13,"Liverpool","Sunderland","Wigan","Norwich","A","D","7.86","3.27",25.7022,1
2011-08-13,"Liverpool","Sunderland","Wigan","Norwich","A","A","7.86","3.1",24.366,0
2011-08-14,"Stoke","Chelsea","West Brom","Manchester United","H","H","4.27","5.9",25.193,0
2011-08-20,"Arsenal","Liverpool","Chelsea","West Brom","H","A","2.33","11.36",26.4688,0
2011-08-20,"Arsenal","Liverpool","Chelsea","West Brom","D","A","3.25","11.36",36.92,0
2011-08-20,"Arsenal","Liverpool","Chelsea","West Brom","A","A","3.09","11.36",35.1024,0
2011-08-20,"Arsenal","Liverpool","Everton","QPR","D","A","3.25","7.93",25.7725,0
2011-08-20,"Arsenal","Liverpool","Everton","QPR","A","A","3.09","7.93",24.5037,0
2011-08-20,"Aston Villa","Blackburn","Chelsea","West Brom","A","D","5.6","5.37",30.072,0
2011-08-20,"Aston Villa","Blackburn","Chelsea","West Brom","D","A","3.58","11.36",40.6688,0
2011-08-20,"Aston Villa","Blackburn","Chelsea","West Brom","A","A","5.6","11.36",63.616,0
2011-08-20,"Aston Villa","Blackburn","Everton","QPR","A","D","5.6","4.17",23.352,0
2011-08-20,"Aston Villa","Blackburn","Everton","QPR","D","A","3.58","7.93",28.3894,0
2011-08-20,"Aston Villa","Blackburn","Everton","QPR","A","A","5.6","7.93",44.408,0
2011-08-20,"Aston Villa","Blackburn","Swansea","Wigan","A","A","5.6","3.79",21.224,0
2011-08-20,"Chelsea","West Brom","Everton","QPR","D","D","5.37","4.17",22.3929,0
2011-08-20,"Chelsea","West Brom","Everton","QPR","A","D","11.36","4.17",47.3712,0
2011-08-20,"Chelsea","West Brom","Everton","QPR","D","A","5.37","7.93",42.5841,0
2011-08-20,"Chelsea","West Brom","Everton","QPR","A","A","11.36","7.93",90.0848,0
2011-08-20,"Chelsea","West Brom","Sunderland","Newcastle","A","H","11.36","2.33",26.4688,1
2011-08-20,"Chelsea","West Brom","Sunderland","Newcastle","A","D","11.36","3.12",35.4432,0
2011-08-20,"Chelsea","West Brom","Sunderland","Newcastle","A","A","11.36","3.22",36.5792,0
2011-08-20,"Chelsea","West Brom","Swansea","Wigan","A","H","11.36","2",22.72,1
2011-08-20,"Chelsea","West Brom","Swansea","Wigan","A","D","11.36","3.37",38.2832,0
2011-08-20,"Chelsea","West Brom","Swansea","Wigan","D","A","5.37","3.79",20.3523,0
2011-08-20,"Chelsea","West Brom","Swansea","Wigan","A","A","11.36","3.79",43.0544,0
2011-08-20,"Everton","QPR","Sunderland","Newcastle","A","D","7.93","3.12",24.7416,0
2011-08-20,"Everton","QPR","Sunderland","Newcastle","A","A","7.93","3.22",25.5346,0
2011-08-20,"Everton","QPR","Swansea","Wigan","A","D","7.93","3.37",26.7241,0
2011-08-20,"Everton","QPR","Swansea","Wigan","A","A","7.93","3.79",30.0547,0
2011-08-27,"Aston Villa","Wolves","Chelsea","Norwich","D","D","3.28","6.78",22.2384,0
2011-08-27,"Aston Villa","Wolves","Chelsea","Norwich","A","D","3.8","6.78",25.764,0
2011-08-27,"Aston Villa","Wolves","Chelsea","Norwich","H","A","2.03","17.19",34.8957,0
2011-08-27,"Aston Villa","Wolves","Chelsea","Norwich","D","A","3.28","17.19",56.3832,1
2011-08-27,"Aston Villa","Wolves","Chelsea","Norwich","A","A","3.8","17.19",65.322,0
2011-08-27,"Aston Villa","Wolves","Liverpool","Bolton","D","A","3.28","8.62",28.2736,1
2011-08-27,"Aston Villa","Wolves","Liverpool","Bolton","A","A","3.8","8.62",32.756,0
2011-08-27,"Blackburn","Everton","Chelsea","Norwich","H","D","3.13","6.78",21.2214,0
2011-08-27,"Blackburn","Everton","Chelsea","Norwich","D","D","3.23","6.78",21.8994,0
2011-08-27,"Blackburn","Everton","Chelsea","Norwich","H","A","3.13","17.19",53.8047,0
2011-08-27,"Blackburn","Everton","Chelsea","Norwich","D","A","3.23","17.19",55.5237,1
2011-08-27,"Blackburn","Everton","Chelsea","Norwich","A","A","2.31","17.19",39.7089,0
2011-08-27,"Blackburn","Everton","Liverpool","Bolton","H","A","3.13","8.62",26.9806,0
2011-08-27,"Blackburn","Everton","Liverpool","Bolton","D","A","3.23","8.62",27.8426,1
2011-08-27,"Chelsea","Norwich","Liverpool","Bolton","A","H","17.19","1.38",23.7222,0
2011-08-27,"Chelsea","Norwich","Liverpool","Bolton","D","D","6.78","4.58",31.0524,0
2011-08-27,"Chelsea","Norwich","Liverpool","Bolton","A","D","17.19","4.58",78.7302,0
2011-08-27,"Chelsea","Norwich","Liverpool","Bolton","D","A","6.78","8.62",58.4436,1
2011-08-27,"Chelsea","Norwich","Liverpool","Bolton","A","A","17.19","8.62",148.1778,0
2011-08-27,"Chelsea","Norwich","Swansea","Sunderland","A","H","17.19","2.36",40.5684,0
2011-08-27,"Chelsea","Norwich","Swansea","Sunderland","D","D","6.78","3.26",22.1028,0
2011-08-27,"Chelsea","Norwich","Swansea","Sunderland","A","D","17.19","3.26",56.0394,0
2011-08-27,"Chelsea","Norwich","Swansea","Sunderland","D","A","6.78","3.02",20.4756,1
2011-08-27,"Chelsea","Norwich","Swansea","Sunderland","A","A","17.19","3.02",51.9138,0
2011-08-27,"Chelsea","Norwich","Wigan","QPR","A","H","17.19","2.08",35.7552,0
2011-08-27,"Chelsea","Norwich","Wigan","QPR","D","D","6.78","3.31",22.4418,0
2011-08-27,"Chelsea","Norwich","Wigan","QPR","A","D","17.19","3.31",56.8989,0
2011-08-27,"Chelsea","Norwich","Wigan","QPR","D","A","6.78","3.62",24.5436,1
2011-08-27,"Chelsea","Norwich","Wigan","QPR","A","A","17.19","3.62",62.2278,0
2011-08-27,"Liverpool","Bolton","Swansea","Sunderland","A","H","8.62","2.36",20.3432,0
2011-08-27,"Liverpool","Bolton","Swansea","Sunderland","A","D","8.62","3.26",28.1012,0
2011-08-27,"Liverpool","Bolton","Swansea","Sunderland","A","A","8.62","3.02",26.0324,0
2011-08-27,"Liverpool","Bolton","Wigan","QPR","A","D","8.62","3.31",28.5322,0
2011-08-27,"Liverpool","Bolton","Wigan","QPR","A","A","8.62","3.62",31.2044,0
2011-08-28,"Manchester United","Arsenal","Newcastle","Fulham","A","D","7.99","3.2",25.568,0
2011-08-28,"Manchester United","Arsenal","Newcastle","Fulham","A","A","7.99","3.41",27.2459,0
2011-08-28,"Manchester United","Arsenal","Tottenham","Manchester City","A","H","7.99","2.97",23.7303,0
2011-08-28,"Manchester United","Arsenal","Tottenham","Manchester City","A","D","7.99","3.3",26.367,0
2011-08-28,"Manchester United","Arsenal","West Brom","Stoke","A","D","7.99","3.21",25.6479,0
2011-08-28,"Manchester United","Arsenal","West Brom","Stoke","A","A","7.99","3.29",26.2871,0
2011-09-10,"Arsenal","Swansea","Bolton","Manchester United","D","H","4.66","8.43",39.2838,0
2011-09-10,"Arsenal","Swansea","Bolton","Manchester United","A","H","9.15","8.43",77.1345,0
2011-09-10,"Arsenal","Swansea","Bolton","Manchester United","D","D","4.66","4.65",21.669,0
2011-09-10,"Arsenal","Swansea","Bolton","Manchester United","A","D","9.15","4.65",42.5475,0
2011-09-10,"Arsenal","Swansea","Everton","Aston Villa","A","D","9.15","3.3",30.195,0
2011-09-10,"Arsenal","Swansea","Everton","Aston Villa","A","A","9.15","3.91",35.7765,0
2011-09-10,"Arsenal","Swansea","Manchester City","Wigan","D","D","4.66","6.84",31.8744,0
2011-09-10,"Arsenal","Swansea","Manchester City","Wigan","A","D","9.15","6.84",62.586,0
2011-09-10,"Arsenal","Swansea","Manchester City","Wigan","H","A","1.35","15.79",21.3165,1
2011-09-10,"Arsenal","Swansea","Manchester City","Wigan","D","A","4.66","15.79",73.5814,0
2011-09-10,"Arsenal","Swansea","Manchester City","Wigan","A","A","9.15","15.79",144.4785,0
2011-09-10,"Arsenal","Swansea","Stoke","Liverpool","A","H","9.15","3.65",33.3975,0
2011-09-10,"Arsenal","Swansea","Stoke","Liverpool","A","D","9.15","3.28",30.012,0
2011-09-10,"Arsenal","Swansea","Sunderland","Chelsea","D","H","4.66","5.43",25.3038,0
