"Time","H.team.1","A.team.1","H.team.2","A.team.2","Choose.1","Choose.2","Odd.1","Odd.2","joint.odds","result.mat"
2017-08-12,"Brighton","ManchesterCity","Chelsea","Burnley","H","D","10.5","5.52",57.96,0
2017-08-12,"Brighton","ManchesterCity","Chelsea","Burnley","D","D","5.72","5.52",31.5744,0
2017-08-12,"Brighton","ManchesterCity","Chelsea","Burnley","D","A","5.72","12.04",68.8688,0
2017-08-12,"Brighton","ManchesterCity","CrystalPalace","Huddersfield","H","D","10.5","3.54",37.17,0
2017-08-12,"Brighton","ManchesterCity","CrystalPalace","Huddersfield","H","A","10.5","4.93",51.765,0
2017-08-12,"Brighton","ManchesterCity","CrystalPalace","Huddersfield","D","A","5.72","4.93",28.1996,0
2017-08-12,"Brighton","ManchesterCity","Everton","Stoke","H","D","10.5","3.52",36.96,0
2017-08-12,"Brighton","ManchesterCity","Everton","Stoke","H","A","10.5","5.21",54.705,0
2017-08-12,"Brighton","ManchesterCity","Everton","Stoke","D","A","5.72","5.21",29.8012,0
2017-08-12,"Brighton","ManchesterCity","Southampton","Swansea","H","D","10.5","3.99",41.895,0
2017-08-12,"Brighton","ManchesterCity","Southampton","Swansea","D","D","5.72","3.99",22.8228,0
2017-08-12,"Brighton","ManchesterCity","Southampton","Swansea","H","A","10.5","6.18",64.89,0
2017-08-12,"Brighton","ManchesterCity","Southampton","Swansea","D","A","5.72","6.18",35.3496,0
2017-08-12,"Brighton","ManchesterCity","Watford","Liverpool","H","H","10.5","6.38",66.99,0
2017-08-12,"Brighton","ManchesterCity","Watford","Liverpool","D","H","5.72","6.38",36.4936,0
2017-08-12,"Brighton","ManchesterCity","Watford","Liverpool","H","D","10.5","4.19",43.995,0
2017-08-12,"Brighton","ManchesterCity","Watford","Liverpool","D","D","5.72","4.19",23.9668,0
2017-08-12,"Brighton","ManchesterCity","WestBrom","Bournemouth","H","H","10.5","2.54",26.67,0
