"Time","H.team.1","A.team.1","H.team.2","A.team.2","Choose.1","Choose.2","Odd.1","Odd.2","joint.odds","result.mat"
2014-08-16,"Arsenal","Crystal Palace","Leicester","Everton","A","H","10.81","2.98",32.2138,0
2014-08-16,"Arsenal","Crystal Palace","Leicester","Everton","A","D","10.81","3.33",35.9973,0
2014-08-16,"Arsenal","Crystal Palace","Leicester","Everton","A","A","10.81","2.39",25.8359,0
2014-08-16,"Arsenal","Crystal Palace","Manchester United","Swansea","D","D","5.56","4.65",25.854,0
2014-08-16,"Arsenal","Crystal Palace","Manchester United","Swansea","A","D","10.81","4.65",50.2665,0
2014-08-16,"Arsenal","Crystal Palace","Manchester United","Swansea","D","A","5.56","7.55",41.978,0
2014-08-16,"Arsenal","Crystal Palace","Manchester United","Swansea","A","A","10.81","7.55",81.6155,0
2014-08-16,"Arsenal","Crystal Palace","QPR","Hull City","A","H","10.81","2.33",25.1873,0
2014-08-16,"Arsenal","Crystal Palace","QPR","Hull City","A","D","10.81","3.17",34.2677,0
2014-08-16,"Arsenal","Crystal Palace","QPR","Hull City","A","A","10.81","3.26",35.2406,0
2014-08-16,"Arsenal","Crystal Palace","Stoke","Aston Villa","A","D","10.81","3.32",35.8892,0
2014-08-16,"Arsenal","Crystal Palace","Stoke","Aston Villa","D","A","5.56","4.31",23.9636,0
2014-08-16,"Arsenal","Crystal Palace","Stoke","Aston Villa","A","A","10.81","4.31",46.5911,0
2014-08-16,"Arsenal","Crystal Palace","West Brom","Sunderland","A","H","10.81","2.08",22.4848,0
2014-08-16,"Arsenal","Crystal Palace","West Brom","Sunderland","A","D","10.81","3.32",35.8892,0
2014-08-16,"Arsenal","Crystal Palace","West Brom","Sunderland","A","A","10.81","3.69",39.8889,0
2014-08-16,"Arsenal","Crystal Palace","West Ham","Tottenham","A","H","10.81","3.65",39.4565,0
2014-08-16,"Arsenal","Crystal Palace","West Ham","Tottenham","A","D","10.81","3.48",37.6188,0
2014-08-16,"Leicester","Everton","Manchester United","Swansea","H","A","2.98","7.55",22.499,0
2014-08-16,"Leicester","Everton","Manchester United","Swansea","D","A","3.33","7.55",25.1415,0
2014-08-16,"Manchester United","Swansea","QPR","Hull City","A","D","7.55","3.17",23.9335,0
2014-08-16,"Manchester United","Swansea","QPR","Hull City","A","A","7.55","3.26",24.613,0
2014-08-16,"Manchester United","Swansea","Stoke","Aston Villa","A","D","7.55","3.32",25.066,0
2014-08-16,"Manchester United","Swansea","Stoke","Aston Villa","A","A","7.55","4.31",32.5405,0
2014-08-16,"Manchester United","Swansea","West Brom","Sunderland","A","D","7.55","3.32",25.066,0
2014-08-16,"Manchester United","Swansea","West Brom","Sunderland","A","A","7.55","3.69",27.8595,0
2014-08-16,"Manchester United","Swansea","West Ham","Tottenham","A","H","7.55","3.65",27.5575,0
2014-08-16,"Manchester United","Swansea","West Ham","Tottenham","A","D","7.55","3.48",26.274,0
2014-08-17,"Liverpool","Southampton","Newcastle","Manchester City","D","H","4.7","5.29",24.863,0
2014-08-17,"Liverpool","Southampton","Newcastle","Manchester City","A","H","8.22","5.29",43.4838,0
2014-08-17,"Liverpool","Southampton","Newcastle","Manchester City","A","D","8.22","4.04",33.2088,0
2014-08-23,"Aston Villa","Newcastle","Chelsea","Leicester","H","A","2.56","15.71",40.2176,0
2014-08-23,"Aston Villa","Newcastle","Chelsea","Leicester","D","A","3.24","15.71",50.9004,0
2014-08-23,"Aston Villa","Newcastle","Chelsea","Leicester","A","A","2.86","15.71",44.9306,0
2014-08-23,"Chelsea","Leicester","Crystal Palace","West Ham","A","H","15.71","2.49",39.1179,0
2014-08-23,"Chelsea","Leicester","Crystal Palace","West Ham","A","D","15.71","3.24",50.9004,0
2014-08-23,"Chelsea","Leicester","Crystal Palace","West Ham","A","A","15.71","2.92",45.8732,0
