Date,Season_Year,Home_Team,Away_Team,Home_Goal,Away_Goal
07.05.2005,2005,Boston Utd,Rochdale,1,1
07.05.2005,2005,Bristol Rovers,Wycombe,1,0
07.05.2005,2005,Bury,Swansea,0,1
07.05.2005,2005,Cambridge Utd,Notts Co,0,0
07.05.2005,2005,Darlington,Cheltenham,3,1
07.05.2005,2005,Grimsby,Southend,1,1
07.05.2005,2005,Leyton Orient,Mansfield,2,1
07.05.2005,2005,Macclesfield,Rushden,1,0
07.05.2005,2005,Northampton,Kidderminster,3,0
07.05.2005,2005,Oxford Utd,Chester,0,1
07.05.2005,2005,Shrewsbury,Scunthorpe,0,0
07.05.2005,2005,Yeovil,Lincoln,3,0
30.04.2005,2005,Cheltenham,Macclesfield,3,0
30.04.2005,2005,Chester,Northampton,0,2
30.04.2005,2005,Kidderminster,Grimsby,1,4
30.04.2005,2005,Lincoln,Darlington,0,0
30.04.2005,2005,Mansfield,Boston Utd,3,2
30.04.2005,2005,Notts Co,Bury,0,1
30.04.2005,2005,Rochdale,Oxford Utd,5,1
30.04.2005,2005,Rushden,Cambridge Utd,0,1
30.04.2005,2005,Scunthorpe,Bristol Rovers,4,0
30.04.2005,2005,Southend,Yeovil,0,1
30.04.2005,2005,Swansea,Shrewsbury,1,0
30.04.2005,2005,Wycombe,Leyton Orient,3,2
23.04.2005,2005,Boston Utd,Kidderminster,3,0
23.04.2005,2005,Bristol Rovers,Swansea,2,0
23.04.2005,2005,Bury,Cheltenham,3,1
23.04.2005,2005,Cambridge Utd,Rochdale,0,0
23.04.2005,2005,Darlington,Rushden,2,0
23.04.2005,2005,Grimsby,Scunthorpe,0,0
23.04.2005,2005,Leyton Orient,Chester,2,0
23.04.2005,2005,Macclesfield,Mansfield,3,1
23.04.2005,2005,Northampton,Lincoln,1,0
23.04.2005,2005,Oxford Utd,Southend,2,1
23.04.2005,2005,Shrewsbury,Notts Co,1,1
23.04.2005,2005,Yeovil,Wycombe,1,1
19.04.2005,2005,Macclesfield,Southend,1,2
16.04.2005,2005,Cheltenham,Northampton,1,0
16.04.2005,2005,Chester,Bristol Rovers,2,2
16.04.2005,2005,Kidderminster,Yeovil,1,1
16.04.2005,2005,Lincoln,Macclesfield,2,0
16.04.2005,2005,Mansfield,Darlington,1,1
16.04.2005,2005,Notts Co,Grimsby,2,2
16.04.2005,2005,Rochdale,Shrewsbury,1,1
16.04.2005,2005,Rushden,Boston Utd,4,2
16.04.2005,2005,Scunthorpe,Cambridge Utd,4,0
16.04.2005,2005,Wycombe,Bury,1,2
15.04.2005,2005,Southend,Leyton Orient,0,1
