"Time","H.team.1","A.team.1","H.team.2","A.team.2","Choose.1","Choose.2","Odd.1","Odd.2","joint.odds","implied.joint.prob","result.mat","predict.prob","kelly.criterion","bet.money"
"2010-06-11","South Africa","Mexico","Uruguay","France","A","A",2.54,2.19,5.5626,0.160639835949812,0,0.185896453287445,0.00974633937443564,100
"2010-06-12","England","USA","Argentina","Nigeria","D","H",4.02,1.4,5.628,0.158948376489992,1,0.183305147058968,0.00950778951237841,100
"2010-06-13","Germany","Australia","Serbia","Ghana","H","A",1.52,3.98,6.0496,0.147876362515612,1,0.167423076950836,0.00702016748050404,100
"2010-06-13","Germany","Australia","Algeria","Slovenia","H","H",1.52,3.66,5.5632,0.160413226235085,0,0.185872522579845,0.00949527006509072,100
"2010-06-14","Italy","Paraguay","Netherlands","Denmark","A","H",3.82,1.51,5.7682,0.153951584138438,0,0.177866277324571,0.0072769861942682,100
"2010-06-14","Japan","Cameroon","Netherlands","Denmark","H","H",3.64,1.51,5.4964,0.162372019238209,1,0.188554726647948,0.00997627279293756,100
"2010-06-15","Ivory Coast","Portugal","New Zealand","Slovakia","H","A",3.75,1.5,5.625,0.158485787996566,0,0.183423257865564,0.00888326141817729,100
"2010-06-16","Honduras","Chile","South Africa","Uruguay","A","H",1.69,3.26,5.5094,0.162309830033143,0,0.188029904952697,0.0102623893015099,100
"2010-06-17","Argentina","South Korea","Greece","Nigeria","H","H",1.5,3.8,5.7,0.156780303367478,1,0.180492259098041,0.00884702325650962,100
"2010-06-17","Argentina","South Korea","France","Mexico","H","A",1.5,3.82,5.73,0.156092239803656,1,0.179332536138188,0.00881339858265311,100
"2010-06-18","Germany","Serbia","Slovenia","USA","H","H",1.63,3.68,5.9984,0.149299365688637,0,0.169276603148924,0.00747810763459589,100
"2010-06-19","Cameroon","Denmark","Ghana","Australia","A","H",2.53,2.29,5.7937,0.154236390361173,0,0.176893997817516,0.00825651400602368,100
"2010-06-20","Brazil","Ivory Coast","Slovakia","Paraguay","H","D",1.74,3.19,5.5506,0.161122511043812,0,0.186375679670449,0.00998975261117601,100
"2010-06-22","Greece","Argentina","France","South Africa","A","A",1.47,3.47,5.1009,0.174688074537444,1,0.205178830959492,0.0128907592670888,100
"2010-06-22","Greece","Argentina","Mexico","Uruguay","A","H",1.47,3.69,5.4243,0.16423362868829,0,0.191490385721709,0.0101554303379569,100
"2010-06-22","Nigeria","South Korea","France","South Africa","H","H",2.91,2.09,6.0819,0.146607390915304,0,0.166264325887652,0.00629061341407985,100
"2010-06-22","Nigeria","South Korea","Mexico","Uruguay","H","D",2.91,1.95,5.6745,0.157095325231267,0,0.181483713771786,0.00855277967329127,100
"2010-06-23","Australia","Serbia","Ghana","Germany","H","A",4.29,1.44,6.1776,0.144517534017221,1,0.162878819886909,0.00603617135489616,100
"2010-06-23","Australia","Serbia","Slovenia","England","H","A",4.29,1.44,6.1776,0.144892331632935,1,0.162878819886909,0.00647163939532447,100
"2010-06-23","Ghana","Germany","Slovenia","England","D","A",4.25,1.44,6.12,0.145862612090631,0,0.164907966213585,0.00629767942570167,100
"2010-06-23","Ghana","Germany","USA","Algeria","A","A",1.44,4.21,6.0624,0.146979713258583,0,0.166962905875115,0.00627301512889498,100
"2010-06-23","Slovenia","England","USA","Algeria","A","A",1.44,4.21,6.0624,0.14736089638949,0,0.166962905875115,0.00671707486492671,100
"2010-06-24","Paraguay","New Zealand","Slovakia","Italy","H","D",1.39,3.79,5.2681,0.170180684647119,0,0.197995399859877,0.0126629239074062,100
"2010-06-24","Paraguay","New Zealand","Cameroon","Netherlands","H","D",1.39,3.69,5.1291,0.17434618325367,0,0.203951303719855,0.0133717790216742,100
"2010-06-24","Slovakia","Italy","Cameroon","Netherlands","A","D",1.55,3.69,5.7195,0.156558030365475,0,0.179737616676893,0.00909025002899014,100
"2010-06-24","Slovakia","Italy","Denmark","Japan","A","A",1.55,3.33,5.1615,0.173467591969625,0,0.202548948262565,0.0133334433635271,100
"2010-06-24","Cameroon","Netherlands","Denmark","Japan","A","A",1.67,3.33,5.5611,0.160591631703735,1,0.185956292809423,0.00964876638999023,100
"2010-06-25","Chile","Spain","Switzerland","Honduras","A","D",1.5,3.91,5.865,0.152431722219786,1,0.174202987039783,0.00791880188215343,100
"2010-06-25","Chile","Spain","North Korea","Ivory Coast","D","A",4.08,1.35,5.508,0.162576891135873,0,0.188086358319721,0.0105392896717979,100
"2010-06-25","Chile","Spain","Portugal","Brazil","A","H",1.5,3.5,5.25,0.17059887246288,0,0.19876203489981,0.0126177053129528,100
"2010-06-25","Switzerland","Honduras","North Korea","Ivory Coast","D","A",3.91,1.35,5.2785,0.170102388399599,1,0.197556110414205,0.0128801450349311,100
"2010-06-25","Switzerland","Honduras","Portugal","Brazil","H","H",1.55,3.5,5.425,0.165540365093462,0,0.1914616810414,0.0117229208710592,100
"2010-06-26","Uruguay","South Korea","USA","Ghana","H","A",1.83,3.17,5.8011,0.154425757533673,0,0.176612819695556,0.00866473937050945,100
"2010-06-28","Brazil","Chile","Netherlands","Slovakia","D","H",3.93,1.39,5.4627,0.16377586896498,0,0.189921614669267,0.010696964570629,100
"2010-06-29","Paraguay","Japan","Spain","Portugal","D","H",3.1,1.99,6.169,0.14512390523846,1,0.163180150656233,0.0065477835393939,100
"2010-07-02","Netherlands","Brazil","Uruguay","Ghana","D","H",3.26,1.88,6.1288,0.146180551365466,0,0.164596292221141,0.0068678884241832,100
