Date,Season_Year,Home_Team,Away_Team,Home_Goal,Away_Goal
23.05.2009,2009,Aue,SG Dynamo Dresden,1,1
23.05.2009,2009,Bayern II,Offenbach,1,1
23.05.2009,2009,Burghausen,Stuttgart II,2,1
23.05.2009,2009,Dusseldorf,Werder Bremen II,1,0
23.05.2009,2009,Emden,Union Berlin,3,2
23.05.2009,2009,Erfurt,Wuppertaler,2,2
23.05.2009,2009,Regensburg,Braunschweig,2,0
23.05.2009,2009,Sandhausen,Jena,2,2
23.05.2009,2009,Stutt. Kickers,Paderborn,0,3
23.05.2009,2009,Unterhaching,Aalen,2,1
16.05.2009,2009,Aalen,Dusseldorf,1,2
16.05.2009,2009,Braunschweig,Sandhausen,3,3
16.05.2009,2009,Jena,Unterhaching,4,3
16.05.2009,2009,Offenbach,Emden,0,0
16.05.2009,2009,Paderborn,Burghausen,6,0
16.05.2009,2009,SG Dynamo Dresden,Regensburg,3,1
16.05.2009,2009,Stuttgart II,Bayern II,2,2
16.05.2009,2009,Union Berlin,Erfurt,1,1
16.05.2009,2009,Werder Bremen II,Stutt. Kickers,2,0
16.05.2009,2009,Wuppertaler,Aue,1,0
13.05.2009,2009,Bayern II,Burghausen,3,1
13.05.2009,2009,Dusseldorf,Jena,1,0
13.05.2009,2009,Emden,Stuttgart II,2,1
13.05.2009,2009,Erfurt,Offenbach,1,1
13.05.2009,2009,Sandhausen,SG Dynamo Dresden,2,2
13.05.2009,2009,Unterhaching,Braunschweig,2,0
12.05.2009,2009,Aue,Union Berlin,0,1
12.05.2009,2009,Paderborn,Werder Bremen II,0,2
12.05.2009,2009,Regensburg,Wuppertaler,2,0
12.05.2009,2009,Stutt. Kickers,Aalen,1,4
10.05.2009,2009,Braunschweig,Dusseldorf,5,5
10.05.2009,2009,Stuttgart II,Erfurt,3,1
09.05.2009,2009,Aalen,Paderborn,3,3
09.05.2009,2009,Bayern II,Emden,4,0
09.05.2009,2009,Offenbach,Aue,0,0
09.05.2009,2009,SG Dynamo Dresden,Unterhaching,1,0
09.05.2009,2009,Union Berlin,Regensburg,2,0
09.05.2009,2009,Wuppertaler,Sandhausen,1,0
08.05.2009,2009,Burghausen,Werder Bremen II,2,2
05.05.2009,2009,Jena,Stutt. Kickers,0,0
03.05.2009,2009,Sandhausen,Union Berlin,0,0
03.05.2009,2009,Unterhaching,Wuppertaler,1,1
03.05.2009,2009,Werder Bremen II,Aalen,3,1
02.05.2009,2009,Aue,Stuttgart II,0,3
02.05.2009,2009,Dusseldorf,SG Dynamo Dresden,1,0
02.05.2009,2009,Emden,Burghausen,1,1
02.05.2009,2009,Paderborn,Jena,2,0
02.05.2009,2009,Regensburg,Offenbach,1,1
02.05.2009,2009,Stutt. Kickers,Braunschweig,3,1
01.05.2009,2009,Erfurt,Bayern II,1,1
26.04.2009,2009,Bayern II,Aue,2,3
25.04.2009,2009,Braunschweig,Paderborn,2,0
25.04.2009,2009,Burghausen,Aalen,1,0
25.04.2009,2009,Emden,Erfurt,1,0
25.04.2009,2009,Jena,Werder Bremen II,3,1
25.04.2009,2009,Offenbach,Sandhausen,0,3
25.04.2009,2009,SG Dynamo Dresden,Stutt. Kickers,1,2
25.04.2009,2009,Union Berlin,Unterhaching,0,1
24.04.2009,2009,Stuttgart II,Regensburg,1,2
24.04.2009,2009,Wuppertaler,Dusseldorf,0,0
19.04.2009,2009,Dusseldorf,Union Berlin,0,1
19.04.2009,2009,Regensburg,Bayern II,1,2
18.04.2009,2009,Aalen,Jena,3,2
18.04.2009,2009,Aue,Emden,3,0
18.04.2009,2009,Erfurt,Burghausen,0,3
18.04.2009,2009,Paderborn,SG Dynamo Dresden,1,2
18.04.2009,2009,Stutt. Kickers,Wuppertaler,0,1
18.04.2009,2009,Unterhaching,Offenbach,1,0
18.04.2009,2009,Werder Bremen II,Braunschweig,1,1
17.04.2009,2009,Sandhausen,Stuttgart II,1,1
15.04.2009,2009,Stutt. Kickers,Regensburg,1,1
15.04.2009,2009,Bayern II,Wuppertaler,2,0
14.04.2009,2009,Aalen,Emden,0,0
12.04.2009,2009,Bayern II,Sandhausen,2,1
12.04.2009,2009,Union Berlin,Stutt. Kickers,5,1
11.04.2009,2009,Braunschweig,Aalen,2,0
11.04.2009,2009,Burghausen,Jena,0,2
11.04.2009,2009,Emden,Regensburg,0,0
11.04.2009,2009,Erfurt,Aue,2,0
11.04.2009,2009,Offenbach,Dusseldorf,0,2
11.04.2009,2009,SG Dynamo Dresden,Werder Bremen II,2,1
11.04.2009,2009,Stuttgart II,Unterhaching,1,3
11.04.2009,2009,Wuppertaler,Paderborn,0,1
07.04.2009,2009,Aalen,SG Dynamo Dresden,4,3
07.04.2009,2009,Jena,Braunschweig,2,0
07.04.2009,2009,Regensburg,Erfurt,1,0
07.04.2009,2009,Stutt. Kickers,Offenbach,0,1
07.04.2009,2009,Werder Bremen II,Wuppertaler,1,1
05.04.2009,2009,Paderborn,Union Berlin,0,0
05.04.2009,2009,Sandhausen,Emden,2,1
04.04.2009,2009,Aue,Burghausen,2,0
04.04.2009,2009,Dusseldorf,Stuttgart II,1,1
04.04.2009,2009,Unterhaching,Bayern II,2,1
01.04.2009,2009,Bayern II,Dusseldorf,0,1
01.04.2009,2009,Offenbach,Paderborn,0,0
01.04.2009,2009,Stuttgart II,Stutt. Kickers,3,0
01.04.2009,2009,Union Berlin,Werder Bremen II,0,0
01.04.2009,2009,Wuppertaler,Aalen,5,0
31.03.2009,2009,Aue,Regensburg,1,0
31.03.2009,2009,Burghausen,Braunschweig,0,2
31.03.2009,2009,Emden,Unterhaching,0,4
31.03.2009,2009,Erfurt,Sandhausen,1,1
31.03.2009,2009,SG Dynamo Dresden,Jena,2,0
29.03.2009,2009,Aalen,Union Berlin,1,4
29.03.2009,2009,Stutt. Kickers,Bayern II,0,0
28.03.2009,2009,Braunschweig,SG Dynamo Dresden,0,1
28.03.2009,2009,Dusseldorf,Emden,1,1
28.03.2009,2009,Jena,Wuppertaler,0,0
28.03.2009,2009,Regensburg,Burghausen,1,0
28.03.2009,2009,Sandhausen,Aue,0,2
28.03.2009,2009,Unterhaching,Erfurt,4,0
28.03.2009,2009,Werder Bremen II,Offenbach,3,1
27.03.2009,2009,Paderborn,Stuttgart II,1,1
25.03.2009,2009,Bayern II,Aalen,4,0
