Date,Season_Year,Home_Team,Away_Team,Home_Goal,Away_Goal
30.11.2002,2002,Kashima,FC Tokyo,2,1
30.11.2002,2002,Kashiwa,G-Osaka,2,0
30.11.2002,2002,Kobe,Shimizu,3,0
30.11.2002,2002,Kyoto,Chiba,3,2
30.11.2002,2002,Nagoya,Iwata,2,3
30.11.2002,2002,Sapporo,Hiroshima,5,4 ET
30.11.2002,2002,Urawa,Yokohama M.,0,1
30.11.2002,2002,Verdy,Vegalta Sendai,3,1
24.11.2002,2002,FC Tokyo,Urawa,1,0 ET
23.11.2002,2002,Shimizu,Kashima,2,1
22.11.2002,2002,Chiba,Kobe,2,0
22.11.2002,2002,G-Osaka,Kyoto,2,1 ET
22.11.2002,2002,Hiroshima,Kashiwa,2,0
22.11.2002,2002,Iwata,Verdy,1,0 ET
22.11.2002,2002,Vegalta Sendai,Sapporo,2,0
22.11.2002,2002,Yokohama M.,Nagoya,1,0
16.11.2002,2002,Kashiwa,Verdy,4,1
16.11.2002,2002,Sapporo,Nagoya,1,0
16.11.2002,2002,Urawa,G-Osaka,0,1
15.11.2002,2002,FC Tokyo,Shimizu,1,2
15.11.2002,2002,Kashima,Hiroshima,0,2
15.11.2002,2002,Kobe,Vegalta Sendai,2,2
15.11.2002,2002,Kyoto,Iwata,0,3
15.11.2002,2002,Yokohama M.,Chiba,0,1
09.11.2002,2002,Chiba,Urawa,1,0
09.11.2002,2002,Iwata,Kashiwa,3,2 ET
09.11.2002,2002,Vegalta Sendai,Kyoto,1,2
08.11.2002,2002,G-Osaka,Kashima,0,2
08.11.2002,2002,Hiroshima,Kobe,1,1
08.11.2002,2002,Nagoya,FC Tokyo,1,0
08.11.2002,2002,Shimizu,Yokohama M.,1,2
08.11.2002,2002,Verdy,Sapporo,3,2 ET
30.10.2002,2002,Kashiwa,Shimizu,1,0
26.10.2002,2002,Chiba,G-Osaka,0,1 ET
26.10.2002,2002,Kashima,Sapporo,3,2 ET
26.10.2002,2002,Urawa,Verdy,0,1 ET
25.10.2002,2002,FC Tokyo,Vegalta Sendai,2,0
25.10.2002,2002,Kobe,Kashiwa,3,1
25.10.2002,2002,Kyoto,Nagoya,2,1 ET
25.10.2002,2002,Shimizu,Hiroshima,2,1 ET
25.10.2002,2002,Yokohama M.,Iwata,1,3
23.10.2002,2002,Iwata,Hiroshima,1,0
23.10.2002,2002,Kashima,Urawa,2,1
23.10.2002,2002,Kobe,Yokohama M.,1,2 ET
23.10.2002,2002,Kyoto,FC Tokyo,0,1
23.10.2002,2002,Nagoya,Vegalta Sendai,3,1
23.10.2002,2002,Sapporo,Chiba,1,0
23.10.2002,2002,Verdy,G-Osaka,0,3
19.10.2002,2002,Chiba,Kashiwa,2,1
19.10.2002,2002,FC Tokyo,Kobe,3,2 ET
19.10.2002,2002,Vegalta Sendai,Iwata,2,3 ET
18.10.2002,2002,G-Osaka,Sapporo,1,0
18.10.2002,2002,Hiroshima,Verdy,0,0
18.10.2002,2002,Shimizu,Kyoto,2,1
18.10.2002,2002,Urawa,Nagoya,2,1 ET
18.10.2002,2002,Yokohama M.,Kashima,2,0
12.10.2002,2002,Kashiwa,Yokohama M.,0,1 ET
12.10.2002,2002,Kyoto,Urawa,1,4
12.10.2002,2002,Nagoya,Hiroshima,3,1
12.10.2002,2002,Vegalta Sendai,G-Osaka,0,6
11.10.2002,2002,Iwata,Chiba,1,2
11.10.2002,2002,Kobe,Kashima,1,0
11.10.2002,2002,Sapporo,FC Tokyo,0,4
11.10.2002,2002,Verdy,Shimizu,2,0
06.10.2002,2002,Kashima,Nagoya,4,1
06.10.2002,2002,Yokohama M.,Kyoto,0,1
05.10.2002,2002,Chiba,Verdy,0,2
05.10.2002,2002,FC Tokyo,Kashiwa,0,1
05.10.2002,2002,G-Osaka,Iwata,0,2
05.10.2002,2002,Hiroshima,Vegalta Sendai,1,2 ET
05.10.2002,2002,Shimizu,Sapporo,3,0
05.10.2002,2002,Urawa,Kobe,3,0
29.09.2002,2002,Kyoto,Hiroshima,2,0
29.09.2002,2002,Sapporo,Iwata,0,1 ET
28.09.2002,2002,Kashiwa,Vegalta Sendai,1,0
27.09.2002,2002,Kashima,Chiba,3,2
27.09.2002,2002,Kobe,G-Osaka,3,2 ET
27.09.2002,2002,Urawa,Shimizu,2,1 ET
27.09.2002,2002,Verdy,Nagoya,3,2
27.09.2002,2002,Yokohama M.,FC Tokyo,2,1
21.09.2002,2002,Hiroshima,Chiba,1,0
21.09.2002,2002,Iwata,FC Tokyo,6,1
21.09.2002,2002,Kyoto,Kobe,2,1 ET
20.09.2002,2002,Kashiwa,Kashima,1,0
20.09.2002,2002,Nagoya,G-Osaka,0,1
20.09.2002,2002,Sapporo,Urawa,1,2
20.09.2002,2002,Vegalta Sendai,Shimizu,3,1
20.09.2002,2002,Verdy,Yokohama M.,1,1
18.09.2002,2002,Chiba,Vegalta Sendai,3,1
18.09.2002,2002,FC Tokyo,Verdy,2,1
18.09.2002,2002,G-Osaka,Hiroshima,1,0
18.09.2002,2002,Kashima,Kyoto,2,1
18.09.2002,2002,Kobe,Nagoya,2,0
18.09.2002,2002,Shimizu,Iwata,0,2
18.09.2002,2002,Urawa,Kashiwa,1,1
18.09.2002,2002,Yokohama M.,Sapporo,1,0 ET
15.09.2002,2002,Sapporo,Kobe,1,2
15.09.2002,2002,Verdy,Kashima,2,3
14.09.2002,2002,G-Osaka,Shimizu,2,1 ET
14.09.2002,2002,Hiroshima,FC Tokyo,2,1
14.09.2002,2002,Iwata,Urawa,1,2
14.09.2002,2002,Kashiwa,Kyoto,0,1
14.09.2002,2002,Nagoya,Chiba,3,1
14.09.2002,2002,Vegalta Sendai,Yokohama M.,1,0
08.09.2002,2002,Kobe,Verdy,0,2
08.09.2002,2002,Urawa,Vegalta Sendai,1,0 ET
07.09.2002,2002,FC Tokyo,G-Osaka,1,0
07.09.2002,2002,Kashima,Iwata,1,2
07.09.2002,2002,Kashiwa,Nagoya,1,1
07.09.2002,2002,Kyoto,Sapporo,1,0
07.09.2002,2002,Shimizu,Chiba,1,0
07.09.2002,2002,Yokohama M.,Hiroshima,1,2
01.09.2002,2002,Chiba,FC Tokyo,0,1
01.09.2002,2002,Nagoya,Shimizu,3,0
31.08.2002,2002,G-Osaka,Yokohama M.,4,1
31.08.2002,2002,Hiroshima,Urawa,1,2 ET
31.08.2002,2002,Iwata,Kobe,1,0
31.08.2002,2002,Sapporo,Kashiwa,2,2
31.08.2002,2002,Vegalta Sendai,Kashima,1,2
31.08.2002,2002,Verdy,Kyoto,5,0
