"Time","H.team.1","A.team.1","H.team.2","A.team.2","Choose.1","Choose.2","Odd.1","Odd.2","joint.odds","result.mat"
2015-08-08,"Bournemouth","Aston Villa","Chelsea","Swansea","A","H","4.4","1.36",5.984,0
2015-08-08,"Bournemouth","Aston Villa","Chelsea","Swansea","H","D","1.83","4.77",8.7291,0
2015-08-08,"Bournemouth","Aston Villa","Everton","Watford","D","H","3.71","1.78",6.6038,0
2015-08-08,"Bournemouth","Aston Villa","Everton","Watford","A","H","4.4","1.78",7.832,0
2015-08-08,"Bournemouth","Aston Villa","Everton","Watford","H","D","1.83","3.64",6.6612,0
2015-08-08,"Bournemouth","Aston Villa","Everton","Watford","D","D","3.71","3.64",13.5044,0
2015-08-08,"Bournemouth","Aston Villa","Everton","Watford","H","A","1.83","4.77",8.7291,0
2015-08-08,"Bournemouth","Aston Villa","Leicester","Sunderland","D","H","3.71","1.79",6.6409,0
2015-08-08,"Bournemouth","Aston Villa","Leicester","Sunderland","A","H","4.4","1.79",7.876,1
2015-08-08,"Bournemouth","Aston Villa","Leicester","Sunderland","H","D","1.83","3.65",6.6795,0
2015-08-08,"Bournemouth","Aston Villa","Leicester","Sunderland","D","D","3.71","3.65",13.5415,0
2015-08-08,"Bournemouth","Aston Villa","Leicester","Sunderland","H","A","1.83","4.7",8.601,0
2015-08-08,"Bournemouth","Aston Villa","Manchester United","Tottenham","D","H","3.71","1.63",6.0473,0
2015-08-08,"Bournemouth","Aston Villa","Manchester United","Tottenham","A","H","4.4","1.63",7.172,1
2015-08-08,"Bournemouth","Aston Villa","Manchester United","Tottenham","H","D","1.83","3.89",7.1187,0
2015-08-08,"Bournemouth","Aston Villa","Manchester United","Tottenham","H","A","1.83","5.78",10.5774,0
2015-08-08,"Bournemouth","Aston Villa","Norwich","Crystal Palace","D","H","3.71","2.45",9.0895,0
2015-08-08,"Bournemouth","Aston Villa","Norwich","Crystal Palace","A","H","4.4","2.45",10.78,0
2015-08-08,"Bournemouth","Aston Villa","Norwich","Crystal Palace","H","D","1.83","3.3",6.039,0
2015-08-08,"Bournemouth","Aston Villa","Norwich","Crystal Palace","D","D","3.71","3.3",12.243,0
2015-08-08,"Bournemouth","Aston Villa","Norwich","Crystal Palace","D","A","3.71","3",11.13,0
2015-08-08,"Bournemouth","Aston Villa","Norwich","Crystal Palace","A","A","4.4","3",13.2,1
2015-08-08,"Chelsea","Swansea","Everton","Watford","D","H","4.77","1.78",8.4906,0
2015-08-08,"Chelsea","Swansea","Everton","Watford","H","A","1.36","4.77",6.4872,0
2015-08-08,"Chelsea","Swansea","Leicester","Sunderland","D","H","4.77","1.79",8.5383,1
2015-08-08,"Chelsea","Swansea","Leicester","Sunderland","H","A","1.36","4.7",6.392,0
2015-08-08,"Chelsea","Swansea","Manchester United","Tottenham","D","H","4.77","1.63",7.7751,1
2015-08-08,"Chelsea","Swansea","Manchester United","Tottenham","H","A","1.36","5.78",7.8608,0
2015-08-08,"Chelsea","Swansea","Norwich","Crystal Palace","D","H","4.77","2.45",11.6865,0
2015-08-08,"Everton","Watford","Leicester","Sunderland","D","H","3.64","1.79",6.5156,1
2015-08-08,"Everton","Watford","Leicester","Sunderland","A","H","4.77","1.79",8.5383,0
2015-08-08,"Everton","Watford","Leicester","Sunderland","H","D","1.78","3.65",6.497,0
2015-08-08,"Everton","Watford","Leicester","Sunderland","D","D","3.64","3.65",13.286,0
2015-08-08,"Everton","Watford","Leicester","Sunderland","H","A","1.78","4.7",8.366,0
2015-08-08,"Everton","Watford","Manchester United","Tottenham","D","H","3.64","1.63",5.9332,1
2015-08-08,"Everton","Watford","Manchester United","Tottenham","A","H","4.77","1.63",7.7751,0
2015-08-08,"Everton","Watford","Manchester United","Tottenham","H","D","1.78","3.89",6.9242,0
2015-08-08,"Everton","Watford","Manchester United","Tottenham","H","A","1.78","5.78",10.2884,0
2015-08-08,"Everton","Watford","Norwich","Crystal Palace","D","H","3.64","2.45",8.918,0
2015-08-08,"Everton","Watford","Norwich","Crystal Palace","A","H","4.77","2.45",11.6865,0
2015-08-08,"Everton","Watford","Norwich","Crystal Palace","H","D","1.78","3.3",5.874,0
2015-08-08,"Everton","Watford","Norwich","Crystal Palace","D","D","3.64","3.3",12.012,0
2015-08-08,"Everton","Watford","Norwich","Crystal Palace","D","A","3.64","3",10.92,1
2015-08-08,"Leicester","Sunderland","Manchester United","Tottenham","D","H","3.65","1.63",5.9495,0
2015-08-08,"Leicester","Sunderland","Manchester United","Tottenham","A","H","4.7","1.63",7.661,0
2015-08-08,"Leicester","Sunderland","Manchester United","Tottenham","H","D","1.79","3.89",6.9631,0
2015-08-08,"Leicester","Sunderland","Manchester United","Tottenham","H","A","1.79","5.78",10.3462,0
2015-08-08,"Leicester","Sunderland","Norwich","Crystal Palace","D","H","3.65","2.45",8.9425,0
2015-08-08,"Leicester","Sunderland","Norwich","Crystal Palace","A","H","4.7","2.45",11.515,0
2015-08-08,"Leicester","Sunderland","Norwich","Crystal Palace","H","D","1.79","3.3",5.907,0
2015-08-08,"Leicester","Sunderland","Norwich","Crystal Palace","D","D","3.65","3.3",12.045,0
2015-08-08,"Leicester","Sunderland","Norwich","Crystal Palace","D","A","3.65","3",10.95,0
2015-08-08,"Manchester United","Tottenham","Norwich","Crystal Palace","D","H","3.89","2.45",9.5305,0
2015-08-08,"Manchester United","Tottenham","Norwich","Crystal Palace","D","D","3.89","3.3",12.837,0
2015-08-08,"Manchester United","Tottenham","Norwich","Crystal Palace","D","A","3.89","3",11.67,0
2015-08-09,"Arsenal","West Ham","Stoke","Liverpool","D","A","6.37","2.1",13.377,0
2015-08-09,"Newcastle","Southampton","Stoke","Liverpool","H","H","2.96","3.66",10.8336,0
2015-08-09,"Newcastle","Southampton","Stoke","Liverpool","D","H","3.21","3.66",11.7486,0
2015-08-09,"Newcastle","Southampton","Stoke","Liverpool","A","H","2.52","3.66",9.2232,0
2015-08-09,"Newcastle","Southampton","Stoke","Liverpool","H","D","2.96","3.38",10.0048,0
2015-08-09,"Newcastle","Southampton","Stoke","Liverpool","D","D","3.21","3.38",10.8498,0
2015-08-09,"Newcastle","Southampton","Stoke","Liverpool","A","D","2.52","3.38",8.5176,0
2015-08-09,"Newcastle","Southampton","Stoke","Liverpool","H","A","2.96","2.1",6.216,0
2015-08-09,"Newcastle","Southampton","Stoke","Liverpool","D","A","3.21","2.1",6.741,1
2015-08-15,"Southampton","Everton","Sunderland","Norwich","H","H","2","2.84",5.68,0
2015-08-15,"Southampton","Everton","Sunderland","Norwich","D","H","3.45","2.84",9.798,0
2015-08-15,"Southampton","Everton","Sunderland","Norwich","A","H","3.95","2.84",11.218,0
2015-08-15,"Southampton","Everton","Sunderland","Norwich","H","D","2","3.21",6.42,0
2015-08-15,"Southampton","Everton","Sunderland","Norwich","D","D","3.45","3.21",11.0745,0
2015-08-15,"Southampton","Everton","Sunderland","Norwich","A","D","3.95","3.21",12.6795,0
2015-08-15,"Southampton","Everton","Sunderland","Norwich","D","A","3.45","2.64",9.108,0
2015-08-15,"Southampton","Everton","Sunderland","Norwich","A","A","3.95","2.64",10.428,1
2015-08-15,"Southampton","Everton","Swansea","Newcastle","D","H","3.45","1.84",6.348,0
2015-08-15,"Southampton","Everton","Swansea","Newcastle","A","H","3.95","1.84",7.268,1
2015-08-15,"Southampton","Everton","Swansea","Newcastle","H","D","2","3.65",7.3,0
2015-08-15,"Southampton","Everton","Swansea","Newcastle","D","D","3.45","3.65",12.5925,0
2015-08-15,"Southampton","Everton","Swansea","Newcastle","H","A","2","4.36",8.72,0
2015-08-15,"Southampton","Everton","Tottenham","Stoke","D","H","3.45","1.69",5.8305,0
2015-08-15,"Southampton","Everton","Tottenham","Stoke","A","H","3.95","1.69",6.6755,0
2015-08-15,"Southampton","Everton","Tottenham","Stoke","H","D","2","3.77",7.54,0
2015-08-15,"Southampton","Everton","Tottenham","Stoke","D","D","3.45","3.77",13.0065,0
2015-08-15,"Southampton","Everton","Tottenham","Stoke","H","A","2","5.25",10.5,0
2015-08-15,"Southampton","Everton","Watford","West Brom","D","H","3.45","2.04",7.038,0
2015-08-15,"Southampton","Everton","Watford","West Brom","A","H","3.95","2.04",8.058,0
2015-08-15,"Southampton","Everton","Watford","West Brom","H","D","2","3.42",6.84,0
2015-08-15,"Southampton","Everton","Watford","West Brom","D","D","3.45","3.42",11.799,0
2015-08-15,"Southampton","Everton","Watford","West Brom","A","D","3.95","3.42",13.509,1
2015-08-15,"Southampton","Everton","Watford","West Brom","H","A","2","3.77",7.54,0
2015-08-15,"Southampton","Everton","Watford","West Brom","D","A","3.45","3.77",13.0065,0
2015-08-15,"Southampton","Everton","West Ham","Leicester","D","H","3.45","2.35",8.1075,0
2015-08-15,"Southampton","Everton","West Ham","Leicester","A","H","3.95","2.35",9.2825,0
2015-08-15,"Southampton","Everton","West Ham","Leicester","H","D","2","3.38",6.76,0
2015-08-15,"Southampton","Everton","West Ham","Leicester","D","D","3.45","3.38",11.661,0
2015-08-15,"Southampton","Everton","West Ham","Leicester","A","D","3.95","3.38",13.351,0
2015-08-15,"Southampton","Everton","West Ham","Leicester","H","A","2","3.08",6.16,0
2015-08-15,"Southampton","Everton","West Ham","Leicester","D","A","3.45","3.08",10.626,0
2015-08-15,"Southampton","Everton","West Ham","Leicester","A","A","3.95","3.08",12.166,1
2015-08-15,"Sunderland","Norwich","Swansea","Newcastle","D","H","3.21","1.84",5.9064,0
2015-08-15,"Sunderland","Norwich","Swansea","Newcastle","H","D","2.84","3.65",10.366,0
2015-08-15,"Sunderland","Norwich","Swansea","Newcastle","D","D","3.21","3.65",11.7165,0
2015-08-15,"Sunderland","Norwich","Swansea","Newcastle","A","D","2.64","3.65",9.636,0
2015-08-15,"Sunderland","Norwich","Swansea","Newcastle","H","A","2.84","4.36",12.3824,0
2015-08-15,"Sunderland","Norwich","Swansea","Newcastle","D","A","3.21","4.36",13.9956,0
2015-08-15,"Sunderland","Norwich","Swansea","Newcastle","A","A","2.64","4.36",11.5104,0
2015-08-15,"Sunderland","Norwich","Tottenham","Stoke","H","D","2.84","3.77",10.7068,0
2015-08-15,"Sunderland","Norwich","Tottenham","Stoke","D","D","3.21","3.77",12.1017,0
2015-08-15,"Sunderland","Norwich","Tottenham","Stoke","A","D","2.64","3.77",9.9528,1
2015-08-15,"Sunderland","Norwich","Tottenham","Stoke","A","A","2.64","5.25",13.86,0
2015-08-15,"Sunderland","Norwich","Watford","West Brom","H","H","2.84","2.04",5.7936,0
2015-08-15,"Sunderland","Norwich","Watford","West Brom","D","H","3.21","2.04",6.5484,0
2015-08-15,"Sunderland","Norwich","Watford","West Brom","H","D","2.84","3.42",9.7128,0
