"Time","H.team.1","A.team.1","H.team.2","A.team.2","Choose.1","Choose.2","Odd.1","Odd.2","joint.odds","result.mat"
2013-08-17,"Arsenal","Aston Villa","Liverpool","Stoke","D","H","4.71","1.4",6.594,0
2013-08-17,"Arsenal","Aston Villa","Liverpool","Stoke","A","H","7.66","1.4",10.724,1
2013-08-17,"Arsenal","Aston Villa","Liverpool","Stoke","H","D","1.4","4.48",6.272,0
2013-08-17,"Arsenal","Aston Villa","Liverpool","Stoke","H","A","1.4","8.85",12.39,0
2013-08-17,"Arsenal","Aston Villa","Norwich","Everton","D","A","4.71","2.2",10.362,0
2013-08-17,"Arsenal","Aston Villa","Sunderland","Fulham","D","H","4.71","2.34",11.0214,0
2013-08-17,"Arsenal","Aston Villa","Swansea","Manchester United","D","A","4.71","2.11",9.9381,0
2013-08-17,"Arsenal","Aston Villa","West Brom","Southampton","D","H","4.71","2.41",11.3511,0
2013-08-17,"Arsenal","Aston Villa","West Brom","Southampton","D","A","4.71","2.97",13.9887,0
2013-08-17,"Arsenal","Aston Villa","West Ham","Cardiff","D","H","4.71","2.04",9.6084,0
2013-08-17,"Liverpool","Stoke","Norwich","Everton","D","A","4.48","2.2",9.856,0
2013-08-17,"Liverpool","Stoke","Sunderland","Fulham","D","H","4.48","2.34",10.4832,0
2013-08-17,"Liverpool","Stoke","Swansea","Manchester United","D","A","4.48","2.11",9.4528,0
2013-08-17,"Liverpool","Stoke","West Brom","Southampton","D","H","4.48","2.41",10.7968,0
2013-08-17,"Liverpool","Stoke","West Brom","Southampton","D","A","4.48","2.97",13.3056,0
2013-08-17,"Liverpool","Stoke","West Ham","Cardiff","D","H","4.48","2.04",9.1392,0
2013-08-17,"Norwich","Everton","Sunderland","Fulham","H","H","3.41","2.34",7.9794,0
2013-08-17,"Norwich","Everton","Sunderland","Fulham","D","H","3.24","2.34",7.5816,0
2013-08-17,"Norwich","Everton","Sunderland","Fulham","H","D","3.41","3.2",10.912,0
2013-08-17,"Norwich","Everton","Sunderland","Fulham","D","D","3.24","3.2",10.368,0
2013-08-17,"Norwich","Everton","Sunderland","Fulham","A","D","2.2","3.2",7.04,0
2013-08-17,"Norwich","Everton","Sunderland","Fulham","H","A","3.41","3.15",10.7415,0
2013-08-17,"Norwich","Everton","Sunderland","Fulham","D","A","3.24","3.15",10.206,1
2013-08-17,"Norwich","Everton","Sunderland","Fulham","A","A","2.2","3.15",6.93,0
2013-08-17,"Norwich","Everton","Swansea","Manchester United","H","H","3.41","3.56",12.1396,0
2013-08-17,"Norwich","Everton","Swansea","Manchester United","D","H","3.24","3.56",11.5344,0
2013-08-17,"Norwich","Everton","Swansea","Manchester United","A","H","2.2","3.56",7.832,0
2013-08-17,"Norwich","Everton","Swansea","Manchester United","H","D","3.41","3.35",11.4235,0
