"Time","H.team.1","A.team.1","H.team.2","A.team.2","Choose.1","Choose.2","Odd.1","Odd.2","joint.odds","result.mat"
2012-08-18,"Arsenal","Sunderland","Fulham","Norwich","D","H","4.4","1.79",7.876,1
2012-08-18,"Arsenal","Sunderland","Fulham","Norwich","A","H","7.8","1.79",13.962,0
2012-08-18,"Arsenal","Sunderland","Fulham","Norwich","D","D","4.4","3.59",15.796,0
2012-08-18,"Arsenal","Sunderland","Fulham","Norwich","H","A","1.42","4.53",6.4326,0
2012-08-18,"Arsenal","Sunderland","Newcastle","Tottenham","D","H","4.4","2.69",11.836,1
2012-08-18,"Arsenal","Sunderland","Newcastle","Tottenham","D","D","4.4","3.28",14.432,0
2012-08-18,"Arsenal","Sunderland","Newcastle","Tottenham","D","A","4.4","2.62",11.528,0
2012-08-18,"Arsenal","Sunderland","QPR","Swansea","D","H","4.4","1.95",8.58,0
2012-08-18,"Arsenal","Sunderland","QPR","Swansea","A","H","7.8","1.95",15.21,0
2012-08-18,"Arsenal","Sunderland","QPR","Swansea","D","D","4.4","3.4",14.96,0
2012-08-18,"Arsenal","Sunderland","Reading","Stoke","D","H","4.4","2.37",10.428,0
2012-08-18,"Arsenal","Sunderland","Reading","Stoke","D","D","4.4","3.24",14.256,1
2012-08-18,"Arsenal","Sunderland","Reading","Stoke","D","A","4.4","3.05",13.42,0
2012-08-18,"Arsenal","Sunderland","West Brom","Liverpool","H","H","1.42","4.44",6.3048,0
2012-08-18,"Arsenal","Sunderland","West Brom","Liverpool","D","D","4.4","3.49",15.356,0
2012-08-18,"Arsenal","Sunderland","West Brom","Liverpool","D","A","4.4","1.83",8.052,0
2012-08-18,"Arsenal","Sunderland","West Brom","Liverpool","A","A","7.8","1.83",14.274,0
2012-08-18,"Arsenal","Sunderland","West Ham","Aston Villa","D","H","4.4","2.11",9.284,1
2012-08-18,"Arsenal","Sunderland","West Ham","Aston Villa","A","H","7.8","2.11",16.458,0
2012-08-18,"Arsenal","Sunderland","West Ham","Aston Villa","D","D","4.4","3.37",14.828,0
2012-08-18,"Arsenal","Sunderland","West Ham","Aston Villa","D","A","4.4","3.46",15.224,0
2012-08-18,"Fulham","Norwich","Newcastle","Tottenham","D","H","3.59","2.69",9.6571,0
2012-08-18,"Fulham","Norwich","Newcastle","Tottenham","A","H","4.53","2.69",12.1857,0
2012-08-18,"Fulham","Norwich","Newcastle","Tottenham","D","D","3.59","3.28",11.7752,0
2012-08-18,"Fulham","Norwich","Newcastle","Tottenham","A","D","4.53","3.28",14.8584,0
2012-08-18,"Fulham","Norwich","Newcastle","Tottenham","D","A","3.59","2.62",9.4058,0
2012-08-18,"Fulham","Norwich","Newcastle","Tottenham","A","A","4.53","2.62",11.8686,0
2012-08-18,"Fulham","Norwich","QPR","Swansea","D","H","3.59","1.95",7.0005,0
2012-08-18,"Fulham","Norwich","QPR","Swansea","A","H","4.53","1.95",8.8335,0
2012-08-18,"Fulham","Norwich","QPR","Swansea","D","D","3.59","3.4",12.206,0
2012-08-18,"Fulham","Norwich","QPR","Swansea","A","D","4.53","3.4",15.402,0
2012-08-18,"Fulham","Norwich","QPR","Swansea","H","A","1.79","3.98",7.1242,1
2012-08-18,"Fulham","Norwich","QPR","Swansea","D","A","3.59","3.98",14.2882,0
2012-08-18,"Fulham","Norwich","Reading","Stoke","D","H","3.59","2.37",8.5083,0
2012-08-18,"Fulham","Norwich","Reading","Stoke","A","H","4.53","2.37",10.7361,0
2012-08-18,"Fulham","Norwich","Reading","Stoke","D","D","3.59","3.24",11.6316,0
2012-08-18,"Fulham","Norwich","Reading","Stoke","A","D","4.53","3.24",14.6772,0
2012-08-18,"Fulham","Norwich","Reading","Stoke","D","A","3.59","3.05",10.9495,0
2012-08-18,"Fulham","Norwich","Reading","Stoke","A","A","4.53","3.05",13.8165,0
2012-08-18,"Fulham","Norwich","West Brom","Liverpool","H","H","1.79","4.44",7.9476,1
2012-08-18,"Fulham","Norwich","West Brom","Liverpool","D","H","3.59","4.44",15.9396,0
2012-08-18,"Fulham","Norwich","West Brom","Liverpool","H","D","1.79","3.49",6.2471,0
2012-08-18,"Fulham","Norwich","West Brom","Liverpool","D","D","3.59","3.49",12.5291,0
2012-08-18,"Fulham","Norwich","West Brom","Liverpool","A","D","4.53","3.49",15.8097,0
2012-08-18,"Fulham","Norwich","West Brom","Liverpool","D","A","3.59","1.83",6.5697,0
2012-08-18,"Fulham","Norwich","West Brom","Liverpool","A","A","4.53","1.83",8.2899,0
2012-08-18,"Fulham","Norwich","West Ham","Aston Villa","D","H","3.59","2.11",7.5749,0
2012-08-18,"Fulham","Norwich","West Ham","Aston Villa","A","H","4.53","2.11",9.5583,0
2012-08-18,"Fulham","Norwich","West Ham","Aston Villa","D","D","3.59","3.37",12.0983,0
2012-08-18,"Fulham","Norwich","West Ham","Aston Villa","A","D","4.53","3.37",15.2661,0
2012-08-18,"Fulham","Norwich","West Ham","Aston Villa","D","A","3.59","3.46",12.4214,0
2012-08-18,"Fulham","Norwich","West Ham","Aston Villa","A","A","4.53","3.46",15.6738,0
2012-08-18,"Newcastle","Tottenham","QPR","Swansea","D","H","3.28","1.95",6.396,0
2012-08-18,"Newcastle","Tottenham","QPR","Swansea","H","D","2.69","3.4",9.146,0
2012-08-18,"Newcastle","Tottenham","QPR","Swansea","D","D","3.28","3.4",11.152,0
2012-08-18,"Newcastle","Tottenham","QPR","Swansea","A","D","2.62","3.4",8.908,0
2012-08-18,"Newcastle","Tottenham","QPR","Swansea","H","A","2.69","3.98",10.7062,1
2012-08-18,"Newcastle","Tottenham","QPR","Swansea","D","A","3.28","3.98",13.0544,0
2012-08-18,"Newcastle","Tottenham","QPR","Swansea","A","A","2.62","3.98",10.4276,0
2012-08-18,"Newcastle","Tottenham","Reading","Stoke","H","H","2.69","2.37",6.3753,0
2012-08-18,"Newcastle","Tottenham","Reading","Stoke","D","H","3.28","2.37",7.7736,0
2012-08-18,"Newcastle","Tottenham","Reading","Stoke","A","H","2.62","2.37",6.2094,0
2012-08-18,"Newcastle","Tottenham","Reading","Stoke","H","D","2.69","3.24",8.7156,1
2012-08-18,"Newcastle","Tottenham","Reading","Stoke","D","D","3.28","3.24",10.6272,0
2012-08-18,"Newcastle","Tottenham","Reading","Stoke","A","D","2.62","3.24",8.4888,0
2012-08-18,"Newcastle","Tottenham","Reading","Stoke","H","A","2.69","3.05",8.2045,0
2012-08-18,"Newcastle","Tottenham","Reading","Stoke","D","A","3.28","3.05",10.004,0
2012-08-18,"Newcastle","Tottenham","Reading","Stoke","A","A","2.62","3.05",7.991,0
2012-08-18,"Newcastle","Tottenham","West Brom","Liverpool","H","H","2.69","4.44",11.9436,1
2012-08-18,"Newcastle","Tottenham","West Brom","Liverpool","D","H","3.28","4.44",14.5632,0
2012-08-18,"Newcastle","Tottenham","West Brom","Liverpool","A","H","2.62","4.44",11.6328,0
2012-08-18,"Newcastle","Tottenham","West Brom","Liverpool","H","D","2.69","3.49",9.3881,0
2012-08-18,"Newcastle","Tottenham","West Brom","Liverpool","D","D","3.28","3.49",11.4472,0
2012-08-18,"Newcastle","Tottenham","West Brom","Liverpool","A","D","2.62","3.49",9.1438,0
2012-08-18,"Newcastle","Tottenham","West Ham","Aston Villa","D","H","3.28","2.11",6.9208,0
2012-08-18,"Newcastle","Tottenham","West Ham","Aston Villa","H","D","2.69","3.37",9.0653,0
2012-08-18,"Newcastle","Tottenham","West Ham","Aston Villa","D","D","3.28","3.37",11.0536,0
2012-08-18,"Newcastle","Tottenham","West Ham","Aston Villa","A","D","2.62","3.37",8.8294,0
2012-08-18,"Newcastle","Tottenham","West Ham","Aston Villa","H","A","2.69","3.46",9.3074,0
2012-08-18,"Newcastle","Tottenham","West Ham","Aston Villa","D","A","3.28","3.46",11.3488,0
2012-08-18,"Newcastle","Tottenham","West Ham","Aston Villa","A","A","2.62","3.46",9.0652,0
2012-08-18,"QPR","Swansea","Reading","Stoke","D","H","3.4","2.37",8.058,0
2012-08-18,"QPR","Swansea","Reading","Stoke","A","H","3.98","2.37",9.4326,0
2012-08-18,"QPR","Swansea","Reading","Stoke","H","D","1.95","3.24",6.318,0
2012-08-18,"QPR","Swansea","Reading","Stoke","D","D","3.4","3.24",11.016,0
2012-08-18,"QPR","Swansea","Reading","Stoke","A","D","3.98","3.24",12.8952,1
2012-08-18,"QPR","Swansea","Reading","Stoke","D","A","3.4","3.05",10.37,0
2012-08-18,"QPR","Swansea","Reading","Stoke","A","A","3.98","3.05",12.139,0
2012-08-18,"QPR","Swansea","West Brom","Liverpool","H","H","1.95","4.44",8.658,0
2012-08-18,"QPR","Swansea","West Brom","Liverpool","D","H","3.4","4.44",15.096,0
2012-08-18,"QPR","Swansea","West Brom","Liverpool","H","D","1.95","3.49",6.8055,0
2012-08-18,"QPR","Swansea","West Brom","Liverpool","D","D","3.4","3.49",11.866,0
2012-08-18,"QPR","Swansea","West Brom","Liverpool","A","D","3.98","3.49",13.8902,0
2012-08-18,"QPR","Swansea","West Brom","Liverpool","D","A","3.4","1.83",6.222,0
2012-08-18,"QPR","Swansea","West Brom","Liverpool","A","A","3.98","1.83",7.2834,0
2012-08-18,"QPR","Swansea","West Ham","Aston Villa","D","H","3.4","2.11",7.174,0
2012-08-18,"QPR","Swansea","West Ham","Aston Villa","A","H","3.98","2.11",8.3978,1
2012-08-18,"QPR","Swansea","West Ham","Aston Villa","H","D","1.95","3.37",6.5715,0
2012-08-18,"QPR","Swansea","West Ham","Aston Villa","D","D","3.4","3.37",11.458,0
2012-08-18,"QPR","Swansea","West Ham","Aston Villa","A","D","3.98","3.37",13.4126,0
2012-08-18,"QPR","Swansea","West Ham","Aston Villa","H","A","1.95","3.46",6.747,0
2012-08-18,"QPR","Swansea","West Ham","Aston Villa","D","A","3.4","3.46",11.764,0
2012-08-18,"QPR","Swansea","West Ham","Aston Villa","A","A","3.98","3.46",13.7708,0
2012-08-18,"Reading","Stoke","West Brom","Liverpool","H","H","2.37","4.44",10.5228,0
2012-08-18,"Reading","Stoke","West Brom","Liverpool","D","H","3.24","4.44",14.3856,1
2012-08-18,"Reading","Stoke","West Brom","Liverpool","A","H","3.05","4.44",13.542,0
2012-08-18,"Reading","Stoke","West Brom","Liverpool","H","D","2.37","3.49",8.2713,0
2012-08-18,"Reading","Stoke","West Brom","Liverpool","D","D","3.24","3.49",11.3076,0
2012-08-18,"Reading","Stoke","West Brom","Liverpool","A","D","3.05","3.49",10.6445,0
2012-08-18,"Reading","Stoke","West Ham","Aston Villa","D","H","3.24","2.11",6.8364,1
2012-08-18,"Reading","Stoke","West Ham","Aston Villa","A","H","3.05","2.11",6.4355,0
2012-08-18,"Reading","Stoke","West Ham","Aston Villa","H","D","2.37","3.37",7.9869,0
2012-08-18,"Reading","Stoke","West Ham","Aston Villa","D","D","3.24","3.37",10.9188,0
2012-08-18,"Reading","Stoke","West Ham","Aston Villa","A","D","3.05","3.37",10.2785,0
2012-08-18,"Reading","Stoke","West Ham","Aston Villa","H","A","2.37","3.46",8.2002,0
2012-08-18,"Reading","Stoke","West Ham","Aston Villa","D","A","3.24","3.46",11.2104,0
2012-08-18,"Reading","Stoke","West Ham","Aston Villa","A","A","3.05","3.46",10.553,0
2012-08-18,"West Brom","Liverpool","West Ham","Aston Villa","H","H","4.44","2.11",9.3684,1
2012-08-18,"West Brom","Liverpool","West Ham","Aston Villa","D","H","3.49","2.11",7.3639,0
2012-08-18,"West Brom","Liverpool","West Ham","Aston Villa","H","D","4.44","3.37",14.9628,0
2012-08-18,"West Brom","Liverpool","West Ham","Aston Villa","D","D","3.49","3.37",11.7613,0
2012-08-18,"West Brom","Liverpool","West Ham","Aston Villa","H","A","4.44","3.46",15.3624,0
2012-08-18,"West Brom","Liverpool","West Ham","Aston Villa","D","A","3.49","3.46",12.0754,0
2012-08-18,"West Brom","Liverpool","West Ham","Aston Villa","A","A","1.83","3.46",6.3318,0
2012-08-19,"Manchester City","Southampton","Wigan","Chelsea","D","A","7.7","1.76",13.552,0
2012-08-25,"Aston Villa","Everton","Chelsea","Newcastle","H","D","3.25","4.31",14.0075,0
2012-08-25,"Aston Villa","Everton","Chelsea","Newcastle","D","D","3.27","4.31",14.0937,0
2012-08-25,"Aston Villa","Everton","Chelsea","Newcastle","A","D","2.26","4.31",9.7406,0
2012-08-25,"Aston Villa","Everton","Chelsea","Newcastle","A","A","2.26","6.91",15.6166,0
2012-08-25,"Aston Villa","Everton","Manchester United","Fulham","A","D","2.26","5.29",11.9554,0
2012-08-25,"Aston Villa","Everton","Norwich","QPR","H","H","3.25","2.32",7.54,0
2012-08-25,"Aston Villa","Everton","Norwich","QPR","D","H","3.27","2.32",7.5864,0
2012-08-25,"Aston Villa","Everton","Norwich","QPR","H","D","3.25","3.34",10.855,0
2012-08-25,"Aston Villa","Everton","Norwich","QPR","D","D","3.27","3.34",10.9218,0
2012-08-25,"Aston Villa","Everton","Norwich","QPR","A","D","2.26","3.34",7.5484,1
2012-08-25,"Aston Villa","Everton","Norwich","QPR","H","A","3.25","3.04",9.88,0
2012-08-25,"Aston Villa","Everton","Norwich","QPR","D","A","3.27","3.04",9.9408,0
2012-08-25,"Aston Villa","Everton","Norwich","QPR","A","A","2.26","3.04",6.8704,0
2012-08-25,"Aston Villa","Everton","Southampton","Wigan","H","H","3.25","2.12",6.89,0
2012-08-25,"Aston Villa","Everton","Southampton","Wigan","D","H","3.27","2.12",6.9324,0
2012-08-25,"Aston Villa","Everton","Southampton","Wigan","H","D","3.25","3.35",10.8875,0
2012-08-25,"Aston Villa","Everton","Southampton","Wigan","D","D","3.27","3.35",10.9545,0
2012-08-25,"Aston Villa","Everton","Southampton","Wigan","A","D","2.26","3.35",7.571,0
2012-08-25,"Aston Villa","Everton","Southampton","Wigan","H","A","3.25","3.45",11.2125,0
2012-08-25,"Aston Villa","Everton","Southampton","Wigan","D","A","3.27","3.45",11.2815,0
2012-08-25,"Aston Villa","Everton","Southampton","Wigan","A","A","2.26","3.45",7.797,1
2012-08-25,"Aston Villa","Everton","Swansea","West Ham","H","H","3.25","2.12",6.89,0
2012-08-25,"Aston Villa","Everton","Swansea","West Ham","D","H","3.27","2.12",6.9324,0
2012-08-25,"Aston Villa","Everton","Swansea","West Ham","H","D","3.25","3.31",10.7575,0
2012-08-25,"Aston Villa","Everton","Swansea","West Ham","D","D","3.27","3.31",10.8237,0
2012-08-25,"Aston Villa","Everton","Swansea","West Ham","A","D","2.26","3.31",7.4806,0
2012-08-25,"Aston Villa","Everton","Swansea","West Ham","H","A","3.25","3.52",11.44,0
2012-08-25,"Aston Villa","Everton","Swansea","West Ham","D","A","3.27","3.52",11.5104,0
2012-08-25,"Aston Villa","Everton","Swansea","West Ham","A","A","2.26","3.52",7.9552,0
2012-08-25,"Aston Villa","Everton","Tottenham","West Brom","H","D","3.25","3.96",12.87,0
2012-08-25,"Aston Villa","Everton","Tottenham","West Brom","D","D","3.27","3.96",12.9492,0
2012-08-25,"Aston Villa","Everton","Tottenham","West Brom","A","D","2.26","3.96",8.9496,1
2012-08-25,"Aston Villa","Everton","Tottenham","West Brom","A","A","2.26","6.01",13.5826,0
2012-08-25,"Chelsea","Newcastle","Manchester United","Fulham","A","H","6.91","1.29",8.9139,0
2012-08-25,"Chelsea","Newcastle","Manchester United","Fulham","H","D","1.47","5.29",7.7763,0
2012-08-25,"Chelsea","Newcastle","Manchester United","Fulham","H","A","1.47","10.83",15.9201,0
2012-08-25,"Chelsea","Newcastle","Norwich","QPR","D","H","4.31","2.32",9.9992,0
2012-08-25,"Chelsea","Newcastle","Norwich","QPR","A","H","6.91","2.32",16.0312,0
2012-08-25,"Chelsea","Newcastle","Norwich","QPR","D","D","4.31","3.34",14.3954,0
2012-08-25,"Chelsea","Newcastle","Norwich","QPR","D","A","4.31","3.04",13.1024,0
2012-08-25,"Chelsea","Newcastle","Southampton","Wigan","D","H","4.31","2.12",9.1372,0
2012-08-25,"Chelsea","Newcastle","Southampton","Wigan","A","H","6.91","2.12",14.6492,0
2012-08-25,"Chelsea","Newcastle","Southampton","Wigan","D","D","4.31","3.35",14.4385,0
2012-08-25,"Chelsea","Newcastle","Southampton","Wigan","D","A","4.31","3.45",14.8695,0
2012-08-25,"Chelsea","Newcastle","Swansea","West Ham","D","H","4.31","2.12",9.1372,0
2012-08-25,"Chelsea","Newcastle","Swansea","West Ham","A","H","6.91","2.12",14.6492,0
2012-08-25,"Chelsea","Newcastle","Swansea","West Ham","D","D","4.31","3.31",14.2661,0
2012-08-25,"Chelsea","Newcastle","Swansea","West Ham","D","A","4.31","3.52",15.1712,0
2012-08-25,"Chelsea","Newcastle","Tottenham","West Brom","D","H","4.31","1.57",6.7667,0
2012-08-25,"Chelsea","Newcastle","Tottenham","West Brom","A","H","6.91","1.57",10.8487,0
2012-08-25,"Chelsea","Newcastle","Tottenham","West Brom","D","D","4.31","3.96",17.0676,0
2012-08-25,"Chelsea","Newcastle","Tottenham","West Brom","H","A","1.47","6.01",8.8347,0
2012-08-25,"Manchester United","Fulham","Norwich","QPR","D","H","5.29","2.32",12.2728,0
2012-08-25,"Manchester United","Fulham","Norwich","QPR","D","A","5.29","3.04",16.0816,0
2012-08-25,"Manchester United","Fulham","Southampton","Wigan","D","H","5.29","2.12",11.2148,0
2012-08-25,"Manchester United","Fulham","Swansea","West Ham","D","H","5.29","2.12",11.2148,0
2012-08-25,"Manchester United","Fulham","Tottenham","West Brom","D","H","5.29","1.57",8.3053,0
2012-08-25,"Manchester United","Fulham","Tottenham","West Brom","A","H","10.83","1.57",17.0031,0
2012-08-25,"Manchester United","Fulham","Tottenham","West Brom","H","A","1.29","6.01",7.7529,0
2012-08-25,"Norwich","QPR","Southampton","Wigan","D","H","3.34","2.12",7.0808,0
2012-08-25,"Norwich","QPR","Southampton","Wigan","A","H","3.04","2.12",6.4448,0
2012-08-25,"Norwich","QPR","Southampton","Wigan","H","D","2.32","3.35",7.772,0
2012-08-25,"Norwich","QPR","Southampton","Wigan","D","D","3.34","3.35",11.189,0
2012-08-25,"Norwich","QPR","Southampton","Wigan","A","D","3.04","3.35",10.184,0
2012-08-25,"Norwich","QPR","Southampton","Wigan","H","A","2.32","3.45",8.004,0
2012-08-25,"Norwich","QPR","Southampton","Wigan","D","A","3.34","3.45",11.523,1
2012-08-25,"Norwich","QPR","Southampton","Wigan","A","A","3.04","3.45",10.488,0
2012-08-25,"Norwich","QPR","Swansea","West Ham","D","H","3.34","2.12",7.0808,1
2012-08-25,"Norwich","QPR","Swansea","West Ham","A","H","3.04","2.12",6.4448,0
2012-08-25,"Norwich","QPR","Swansea","West Ham","H","D","2.32","3.31",7.6792,0
2012-08-25,"Norwich","QPR","Swansea","West Ham","D","D","3.34","3.31",11.0554,0
2012-08-25,"Norwich","QPR","Swansea","West Ham","A","D","3.04","3.31",10.0624,0
2012-08-25,"Norwich","QPR","Swansea","West Ham","H","A","2.32","3.52",8.1664,0
2012-08-25,"Norwich","QPR","Swansea","West Ham","D","A","3.34","3.52",11.7568,0
2012-08-25,"Norwich","QPR","Swansea","West Ham","A","A","3.04","3.52",10.7008,0
2012-08-25,"Norwich","QPR","Tottenham","West Brom","H","D","2.32","3.96",9.1872,0
