Date,Season_Year,Home_Team,Away_Team,Home_Goal,Away_Goal,Home_Odds,Draw_Odds,Away_Odds
27.05.2007,2006,Ascoli,Cagliari,2,1,1.88,3.08,4.08
27.05.2007,2006,AS Roma,ACR Messina,4,3,1.14,6.08,13.00
27.05.2007,2006,Catania,Chievo,2,0,2.94,2.82,2.40
27.05.2007,2006,Fiorentina,Sampdoria,5,1,1.60,3.15,5.96
27.05.2007,2006,Inter,Torino,3,0,1.37,3.69,9.13
27.05.2007,2006,Livorno,Atalanta,4,2,2.38,2.44,3.64
27.05.2007,2006,Parma,Empoli,3,1,1.81,2.10,12.77
27.05.2007,2006,Reggina,AC Milan,2,0,1.31,5.76,5.45
27.05.2007,2006,Siena,Lazio,2,1,1.35,5.56,5.19
27.05.2007,2006,Udinese,Palermo,1,2,2.28,2.62,3.42
20.05.2007,2006,ACR Messina,Fiorentina,2,2,7.21,3.75,1.44
20.05.2007,2006,Atalanta,Inter,1,1,2.45,2.98,2.79
20.05.2007,2006,Cagliari,AS Roma,3,2,1.53,4.08,4.84
20.05.2007,2006,Chievo,Ascoli,1,0,1.11,7.48,14.50
20.05.2007,2006,Empoli,Reggina,3,3,3.35,2.46,2.46
20.05.2007,2006,Lazio,Parma,0,0,3.46,2.45,2.41
20.05.2007,2006,Palermo,Siena,2,1,2.30,2.57,3.45
20.05.2007,2006,Sampdoria,Catania,1,0,3.34,3.05,2.09
20.05.2007,2006,Torino,Livorno,0,0,3.30,1.45,7.80
19.05.2007,2006,AC Milan,Udinese,2,3,2.21,2.63,3.65
13.05.2007,2006,Ascoli,Palermo,3,2,8.30,4.14,1.35
13.05.2007,2006,AS Roma,Torino,0,1,1.69,2.94,6.03
13.05.2007,2006,Catania,AC Milan,1,1,5.98,3.03,1.62
13.05.2007,2006,Fiorentina,Cagliari,1,0,1.39,3.77,8.54
13.05.2007,2006,Inter,Lazio,4,3,1.90,2.89,4.21
13.05.2007,2006,Livorno,Sampdoria,1,0,1.52,3.50,6.88
13.05.2007,2006,Parma,ACR Messina,4,1,1.14,6.04,15.64
13.05.2007,2006,Reggina,Chievo,1,1,2.04,2.72,4.14
13.05.2007,2006,Siena,Empoli,2,0,1.63,3.31,5.49
13.05.2007,2006,Udinese,Atalanta,2,3,2.70,2.57,3.00
06.05.2007,2006,AC Milan,Fiorentina,0,0,1.85,3.01,4.47
06.05.2007,2006,ACR Messina,Inter,0,1,6.56,3.28,1.56
06.05.2007,2006,Atalanta,Siena,3,1,2.76,2.37,3.24
06.05.2007,2006,Cagliari,Udinese,2,1,1.50,3.43,7.06
06.05.2007,2006,Chievo,Parma,1,0,2.16,2.87,3.63
06.05.2007,2006,Empoli,Catania,2,1,1.84,2.70,5.48
06.05.2007,2006,Lazio,Livorno,1,0,1.50,3.39,7.34
06.05.2007,2006,Palermo,AS Roma,1,2,2.12,3.01,3.44
06.05.2007,2006,Sampdoria,Reggina,0,0,2.45,2.53,3.41
06.05.2007,2006,Torino,Ascoli,1,0,1.18,5.42,13.72
02.05.2007,2006,Catania,Ascoli,3,3,1.33,4.48,8.83
29.04.2007,2006,ACR Messina,Atalanta,0,0,2.21,3.05,3.28
29.04.2007,2006,Ascoli,Reggina,2,3,5.38,3.59,1.58
29.04.2007,2006,AS Roma,Lazio,0,0,2.08,2.92,3.63
29.04.2007,2006,Inter,Empoli,3,1,1.55,3.37,6.58
29.04.2007,2006,Livorno,Palermo,1,2,3.22,2.17,3.05
29.04.2007,2006,Parma,Cagliari,2,1,1.86,2.87,4.58
29.04.2007,2006,Siena,Sampdoria,0,2,1.81,2.98,4.93
29.04.2007,2006,Udinese,Catania,0,1,1.94,2.65,4.70
28.04.2007,2006,Fiorentina,Chievo,1,0,1.42,3.74,8.04
28.04.2007,2006,Torino,AC Milan,0,1,4.71,2.18,2.34
22.04.2007,2006,Atalanta,AS Roma,2,1,3.66,2.85,2.11
22.04.2007,2006,Chievo,Livorno,2,1,1.66,3.14,5.64
22.04.2007,2006,Empoli,Torino,0,0,1.91,2.82,4.63
22.04.2007,2006,Lazio,Fiorentina,0,1,2.31,2.84,3.12
22.04.2007,2006,Palermo,Parma,3,4,1.77,3.14,4.79
22.04.2007,2006,Reggina,Udinese,1,1,2.01,2.80,4.05
22.04.2007,2006,Siena,Inter,1,2,6.22,3.10,1.62
21.04.2007,2006,AC Milan,Cagliari,3,1,1.28,4.61,10.39
21.04.2007,2006,Sampdoria,ACR Messina,3,1,1.56,3.47,6.08
18.04.2007,2006,Ascoli,AC Milan,2,5,10.00,4.47,1.29
18.04.2007,2006,Empoli,Atalanta,2,0,1.99,2.74,4.38
18.04.2007,2006,Inter,AS Roma,1,3,1.86,3.02,4.30
18.04.2007,2006,Lazio,Chievo,0,0,1.47,3.68,7.01
18.04.2007,2006,Livorno,Cagliari,2,1,2.68,2.03,4.49
18.04.2007,2006,Parma,Fiorentina,2,0,3.65,2.93,2.08
18.04.2007,2006,Reggina,ACR Messina,3,1,1.62,3.25,5.67
18.04.2007,2006,Siena,Torino,1,0,2.43,2.20,4.26
18.04.2007,2006,Udinese,Sampdoria,1,0,2.15,2.81,3.61
15.04.2007,2006,ACR Messina,AC Milan,1,3,7.31,3.55,1.47
15.04.2007,2006,Ascoli,Lazio,2,2,8.32,3.77,1.40
15.04.2007,2006,AS Roma,Sampdoria,4,0,1.52,3.41,6.85
15.04.2007,2006,Fiorentina,Siena,1,0,1.30,4.36,9.99
15.04.2007,2006,Inter,Palermo,2,2,1.41,3.88,7.93
15.04.2007,2006,Livorno,Reggina,1,1,2.64,2.22,3.59
15.04.2007,2006,Parma,Catania,1,1,1.73,3.09,5.10
15.04.2007,2006,Torino,Atalanta,1,2,2.32,2.60,3.47
14.04.2007,2006,Cagliari,Empoli,0,0,2.33,2.67,3.43
14.04.2007,2006,Udinese,Chievo,2,1,1.94,2.81,4.40
07.04.2007,2006,AC Milan,Empoli,3,1,1.45,3.68,7.36
07.04.2007,2006,Atalanta,Chievo,1,0,2.03,2.85,3.95
07.04.2007,2006,Catania,AS Roma,0,2,4.88,3.05,1.76
07.04.2007,2006,Fiorentina,Ascoli,4,0,1.17,5.75,15.75
07.04.2007,2006,Lazio,ACR Messina,1,0,1.28,4.50,10.99
