Exact_Date,HomeTeam,AwayTeam,Score,Home odds,Draw odds,Away odds
02.04.2012,Blackburn,Manchester United,0:02,7.95,4.51,1.4
01.04.2012,Newcastle,Liverpool,2:00,3.15,3.46,2.22
01.04.2012,Tottenham,Swansea,3:01,1.39,4.57,8.26
31.03.2012,Aston Villa,Chelsea,2:04,4.74,3.54,1.77
31.03.2012,Everton,West Brom,2:00,1.77,3.54,4.75
31.03.2012,Fulham,Norwich,2:01,1.64,3.76,5.45
31.03.2012,Manchester City,Sunderland,3:03,1.22,5.96,13.76
31.03.2012,QPR,Arsenal,2:01,6.17,4.01,1.54
31.03.2012,Wigan,Stoke,2:00,2.45,3.22,2.93
31.03.2012,Wolves,Bolton,2:03,2.31,3.36,3.04
26.03.2012,Manchester United,Fulham,1:00,1.22,6,13.54
25.03.2012,West Brom,Newcastle,1:03,2,3.48,3.68
24.03.2012,Arsenal,Aston Villa,3:00,1.34,4.81,9.67
24.03.2012,Bolton,Blackburn,2:01,2.54,3.28,2.77
24.03.2012,Chelsea,Tottenham,0:00,1.96,3.44,3.89
24.03.2012,Liverpool,Wigan,1:02,1.3,5.14,11.02
24.03.2012,Norwich,Wolves,2:01,1.76,3.64,4.58
24.03.2012,Stoke,Manchester City,1:01,5.54,3.55,1.68
24.03.2012,Sunderland,QPR,3:01,2.11,3.27,3.57
24.03.2012,Swansea,Everton,0:02,2.26,3.2,3.27
21.03.2012,Everton,Arsenal,0:01,3.32,3.34,2.18
21.03.2012,Manchester City,Chelsea,2:01,1.87,3.54,4.2
21.03.2012,QPR,Liverpool,3:02,4.31,3.54,1.84
21.03.2012,Tottenham,Stoke,1:01,1.44,4.26,7.73
20.03.2012,Blackburn,Sunderland,2:00,2.37,3.29,3
18.03.2012,Newcastle,Norwich,1:00,1.7,3.72,4.94
18.03.2012,Wolves,Manchester United,0:05,9.8,5.22,1.31
17.03.2012,Fulham,Swansea,0:03,1.77,3.54,4.68
17.03.2012,Wigan,West Brom,1:01,2.77,3.31,2.51
13.03.2012,Liverpool,Everton,3:00,1.73,3.48,5.16
12.03.2012,Arsenal,Newcastle,2:01,1.38,4.79,8
11.03.2012,Manchester United,West Brom,2:00,1.31,5.29,9.66
11.03.2012,Norwich,Wigan,1:01,1.91,3.46,4.07
11.03.2012,Swansea,Manchester City,1:00,5.11,3.52,1.73
10.03.2012,Aston Villa,Fulham,1:00,2.51,3.24,2.84
10.03.2012,Bolton,QPR,2:01,2.49,3.26,2.87
10.03.2012,Chelsea,Stoke,1:00,1.37,4.5,9.33
10.03.2012,Everton,Tottenham,1:00,2.77,3.26,2.56
10.03.2012,Sunderland,Liverpool,1:00,4.17,3.44,1.89
10.03.2012,Wolves,Blackburn,0:02,2.33,3.33,3.03
04.03.2012,Fulham,Wolves,5:00,1.63,3.72,5.61
04.03.2012,Newcastle,Sunderland,1:01,2.21,3.18,3.41
04.03.2012,Tottenham,Manchester United,1:03,3.16,3.34,2.26
03.03.2012,Blackburn,Aston Villa,1:01,2.39,3.3,2.94
03.03.2012,Liverpool,Arsenal,1:02,2.05,3.38,3.64
03.03.2012,Manchester City,Bolton,2:00,1.13,7.65,19.6
03.03.2012,QPR,Everton,1:01,2.96,3.24,2.42
03.03.2012,Stoke,Norwich,1:00,1.89,3.41,4.22
03.03.2012,West Brom,Chelsea,1:00,3.86,3.4,1.97
03.03.2012,Wigan,Swansea,0:02,2.54,3.21,2.81
26.02.2012,Arsenal,Tottenham,5:02,2.36,3.31,3
26.02.2012,Norwich,Manchester United,1:02,6.52,4.2,1.5
26.02.2012,Stoke,Swansea,2:00,1.98,3.36,3.88
25.02.2012,Chelsea,Bolton,3:00,1.26,5.56,11.74
25.02.2012,Manchester City,Blackburn,3:00,1.14,7.7,18.39
25.02.2012,Newcastle,Wolves,2:02,1.51,4.07,6.57
25.02.2012,QPR,Fulham,0:01,2.67,3.25,2.65
25.02.2012,West Brom,Sunderland,4:00,2.37,3.3,3
25.02.2012,Wigan,Aston Villa,0:00,2.73,3.23,2.6
12.02.2012,Aston Villa,Manchester City,0:01,5.12,3.69,1.69
12.02.2012,Wolves,West Brom,1:05,2.62,3.17,2.75
11.02.2012,Blackburn,QPR,3:02,2.2,3.33,3.28
11.02.2012,Bolton,Wigan,1:02,2.05,3.34,3.65
11.02.2012,Everton,Chelsea,2:00,3.14,3.22,2.31
11.02.2012,Fulham,Stoke,2:01,1.95,3.36,4.02
11.02.2012,Manchester United,Liverpool,2:01,1.97,3.34,3.99
11.02.2012,Sunderland,Arsenal,1:02,3.55,3.32,2.1
11.02.2012,Swansea,Norwich,2:03,1.79,3.55,4.55
11.02.2012,Tottenham,Newcastle,5:00,1.51,4.12,6.58
06.02.2012,Liverpool,Tottenham,0:00,1.91,3.53,4.02
05.02.2012,Chelsea,Manchester United,3:03,2.65,3.26,2.69
05.02.2012,Newcastle,Aston Villa,2:01,2.09,3.32,3.55
04.02.2012,Arsenal,Blackburn,7:01,1.28,5.43,10.87
04.02.2012,Manchester City,Fulham,3:00,1.31,5.12,10.06
04.02.2012,Norwich,Bolton,2:00,2.04,3.4,3.65
04.02.2012,QPR,Wolves,1:02,1.97,3.4,3.9
04.02.2012,Stoke,Sunderland,0:01,2.25,3.24,3.27
04.02.2012,West Brom,Swansea,1:02,2.09,3.29,3.61
04.02.2012,Wigan,Everton,1:01,3.85,3.35,2
01.02.2012,Aston Villa,QPR,2:02,1.85,3.42,4.44
01.02.2012,Blackburn,Newcastle,0:02,2.41,3.32,2.92
01.02.2012,Bolton,Arsenal,0:00,5.39,3.89,1.63
01.02.2012,Fulham,West Brom,1:01,1.83,3.45,4.48
01.02.2012,Sunderland,Norwich,3:00,1.74,3.53,4.91
31.01.2012,Everton,Manchester City,1:00,4.33,3.47,1.85
31.01.2012,Manchester United,Stoke,2:00,1.33,4.9,9.47
31.01.2012,Swansea,Chelsea,1:01,4.15,3.31,1.93
31.01.2012,Tottenham,Wigan,3:01,1.21,6.08,14.51
31.01.2012,Wolves,Liverpool,0:03,4.85,3.57,1.75
22.01.2012,Arsenal,Manchester United,1:02,2.67,3.3,2.64
22.01.2012,Manchester City,Tottenham,3:02,1.88,3.52,4.19
21.01.2012,Bolton,Liverpool,3:01,6.64,3.88,1.54
21.01.2012,Everton,Blackburn,1:01,1.61,3.75,5.8
21.01.2012,Fulham,Newcastle,5:02,1.96,3.4,3.91
21.01.2012,Norwich,Chelsea,0:00,5.8,3.96,1.58
21.01.2012,QPR,Wigan,3:01,2.03,3.3,3.76
21.01.2012,Stoke,West Brom,1:02,1.97,3.3,3.98
21.01.2012,Sunderland,Swansea,2:00,1.88,3.38,4.3
21.01.2012,Wolves,Aston Villa,2:03,2.64,3.17,2.74
16.01.2012,Wigan,Manchester City,0:01,8.65,4.53,1.38
15.01.2012,Newcastle,QPR,1:00,1.68,3.62,5.36
15.01.2012,Swansea,Arsenal,3:02,3.99,3.39,1.95
14.01.2012,Aston Villa,Everton,1:01,2.29,3.23,3.23
14.01.2012,Blackburn,Fulham,3:01,2.9,3.3,2.43
14.01.2012,Chelsea,Sunderland,1:00,1.4,4.53,8.17
14.01.2012,Liverpool,Stoke,0:00,1.46,4.08,7.71
14.01.2012,Manchester United,Bolton,3:00,1.15,7.55,16.71
14.01.2012,Tottenham,Wolves,1:01,1.27,5.49,11.47
14.01.2012,West Brom,Norwich,1:02,1.95,3.42,3.93
11.01.2012,Tottenham,Everton,2:00,1.56,3.88,6.27
04.01.2012,Everton,Bolton,1:02,1.47,4.19,7.01
04.01.2012,Newcastle,Manchester United,3:00,4.84,3.72,1.71
03.01.2012,Manchester City,Liverpool,3:00,1.86,3.46,4.35
03.01.2012,Tottenham,West Brom,1:00,1.3,5.16,10.4
03.01.2012,Wigan,Sunderland,1:04,2.54,3.21,2.84
02.01.2012,Aston Villa,Swansea,0:02,1.86,3.37,4.43
02.01.2012,Blackburn,Stoke,1:02,2.62,3.26,2.71
02.01.2012,Fulham,Arsenal,2:01,3.97,3.44,1.94
02.01.2012,QPR,Norwich,1:02,2.07,3.32,3.64
02.01.2012,Wolves,Chelsea,1:02,6.07,3.84,1.58
01.01.2012,Sunderland,Manchester City,1:00,5.78,3.83,1.61
01.01.2012,West Brom,Everton,0:01,2.76,3.22,2.6
31.12.2011,Arsenal,QPR,1:00,1.24,5.87,12.9
31.12.2011,Bolton,Wolves,1:01,2.18,3.29,3.37
31.12.2011,Chelsea,Aston Villa,1:03,1.27,5.31,12
31.12.2011,Manchester United,Blackburn,2:03,1.13,7.97,20.62
31.12.2011,Norwich,Fulham,1:01,2.61,3.3,2.68
31.12.2011,Stoke,Wigan,2:02,1.75,3.54,4.85
31.12.2011,Swansea,Tottenham,1:01,5.39,3.72,1.66
30.12.2011,Liverpool,Newcastle,3:01,1.53,4.01,6.52
27.12.2011,Arsenal,Wolves,1:01,1.21,6.15,13.96
27.12.2011,Norwich,Tottenham,0:02,5.05,3.92,1.66
27.12.2011,Swansea,QPR,1:01,1.92,3.36,4.15
26.12.2011,Bolton,Newcastle,0:02,2.68,3.3,2.62
26.12.2011,Chelsea,Fulham,1:01,1.3,5.07,10.8
26.12.2011,Liverpool,Blackburn,1:01,1.2,6.23,15.79
26.12.2011,Manchester United,Wigan,5:00,1.16,7.05,16.79
26.12.2011,Stoke,Aston Villa,0:00,1.99,3.3,3.97
26.12.2011,Sunderland,Everton,1:01,2.46,3.22,2.91
26.12.2011,West Brom,Manchester City,0:00,6.79,4.38,1.46
22.12.2011,Tottenham,Chelsea,1:01,2.75,3.28,2.58
21.12.2011,Aston Villa,Arsenal,1:02,5.11,3.62,1.71
21.12.2011,Everton,Swansea,1:00,1.58,3.76,6.21
21.12.2011,Fulham,Manchester United,0:05,4.43,3.45,1.84
21.12.2011,Manchester City,Stoke,3:00,1.23,5.96,13.7
21.12.2011,Newcastle,West Brom,2:03,1.92,3.44,4.05
21.12.2011,QPR,Sunderland,2:03,2.64,3.25,2.69
21.12.2011,Wigan,Liverpool,0:00,7.08,3.94,1.52
20.12.2011,Blackburn,Bolton,1:02,2.14,3.33,3.44
20.12.2011,Wolves,Norwich,2:02,2.02,3.43,3.67
18.12.2011,Aston Villa,Liverpool,0:02,5.53,3.65,1.67
18.12.2011,Manchester City,Arsenal,1:00,1.79,3.65,4.44
18.12.2011,QPR,Manchester United,0:02,6.75,4.12,1.49
18.12.2011,Tottenham,Sunderland,1:00,1.44,4.37,7.39
17.12.2011,Blackburn,West Brom,1:02,2.4,3.32,2.93
17.12.2011,Everton,Norwich,1:01,1.52,4.03,6.56
17.12.2011,Fulham,Bolton,2:00,1.62,3.77,5.74
17.12.2011,Newcastle,Swansea,0:00,1.75,3.52,4.87
17.12.2011,Wigan,Chelsea,1:01,9.4,4.78,1.35
17.12.2011,Wolves,Stoke,1:02,2.47,3.25,2.88
12.12.2011,Chelsea,Manchester City,2:01,2.28,3.5,3.01
11.12.2011,Stoke,Tottenham,2:01,3.77,3.46,1.98
11.12.2011,Sunderland,Blackburn,2:01,1.85,3.45,4.37
10.12.2011,Arsenal,Everton,1:00,1.51,4.03,6.71
10.12.2011,Bolton,Aston Villa,1:02,2.39,3.26,3
10.12.2011,Liverpool,QPR,1:00,1.29,5.17,11.38
10.12.2011,Manchester United,Wolves,4:01,1.23,5.96,13.27
10.12.2011,Norwich,Newcastle,4:02,2.26,3.44,3.09
10.12.2011,Swansea,Fulham,2:00,2.59,3.18,2.78
10.12.2011,West Brom,Wigan,1:02,1.67,3.69,5.33
05.12.2011,Fulham,Liverpool,1:00,3.69,3.35,2.04
04.12.2011,Everton,Stoke,0:01,1.68,3.58,5.46
04.12.2011,Wolves,Sunderland,2:01,2.41,3.27,2.96
03.12.2011,Aston Villa,Manchester United,0:01,5.55,3.72,1.64
03.12.2011,Blackburn,Swansea,4:02,2.07,3.33,3.61
03.12.2011,Manchester City,Norwich,5:01,1.17,6.95,16.24
03.12.2011,Newcastle,Chelsea,0:03,3.84,3.43,1.98
03.12.2011,QPR,West Brom,1:01,2.25,3.28,3.22
03.12.2011,Tottenham,Bolton,3:00,1.29,5.22,10.9
03.12.2011,Wigan,Arsenal,0:04,6.25,4.02,1.54
27.11.2011,Liverpool,Manchester City,1:01,2.66,3.29,2.65
27.11.2011,Swansea,Aston Villa,0:00,2.19,3.28,3.34
26.11.2011,Arsenal,Fulham,1:01,1.5,4.12,6.75
26.11.2011,Bolton,Everton,0:02,3.15,3.29,2.29
26.11.2011,Chelsea,Wolves,3:00,1.21,6.28,14.39
26.11.2011,Manchester United,Newcastle,1:01,1.35,4.72,9.34
26.11.2011,Norwich,QPR,2:01,2.08,3.37,3.54
26.11.2011,Stoke,Blackburn,3:01,1.83,3.56,4.33
26.11.2011,Sunderland,Wigan,1:02,1.67,3.64,5.43
26.11.2011,West Brom,Tottenham,1:03,3.5,3.37,2.1
21.11.2011,Tottenham,Aston Villa,2:00,1.46,4.26,7.22
20.11.2011,Chelsea,Liverpool,1:02,1.84,3.53,4.4
19.11.2011,Everton,Wolves,2:01,1.6,3.74,5.98
19.11.2011,Manchester City,Newcastle,3:01,1.31,5.09,10.26
19.11.2011,Norwich,Arsenal,1:02,4.99,3.63,1.72
19.11.2011,Stoke,QPR,2:03,1.83,3.44,4.48
19.11.2011,Sunderland,Fulham,0:00,2.37,3.23,3.05
19.11.2011,Swansea,Manchester United,0:01,6.35,3.9,1.55
19.11.2011,West Brom,Bolton,2:01,1.99,3.38,3.83
19.11.2011,Wigan,Blackburn,3:03,2.5,3.27,2.82
06.11.2011,Bolton,Stoke,5:00,2.54,3.26,2.78
06.11.2011,Fulham,Tottenham,1:03,3.33,3.33,2.19
06.11.2011,Wolves,Wigan,3:01,1.85,3.44,4.37
05.11.2011,Arsenal,West Brom,3:00,1.36,4.75,8.97
05.11.2011,Aston Villa,Norwich,3:02,1.84,3.51,4.3
05.11.2011,Blackburn,Chelsea,0:01,6.5,4.2,1.5
05.11.2011,Liverpool,Swansea,0:00,1.29,5.22,11.31
05.11.2011,Manchester United,Sunderland,1:00,1.25,5.69,12.24
05.11.2011,Newcastle,Everton,2:01,2.35,3.23,3.09
05.11.2011,QPR,Manchester City,2:03,8.12,4.68,1.39
31.10.2011,Stoke,Newcastle,1:03,2,3.3,3.93
30.10.2011,Tottenham,QPR,3:01,1.37,4.72,8.54
29.10.2011,Chelsea,Arsenal,3:05,1.64,3.78,5.47
29.10.2011,Everton,Manchester United,0:01,4.15,3.37,1.92
29.10.2011,Manchester City,Wolves,3:01,1.15,7.25,18.25
29.10.2011,Norwich,Blackburn,3:03,1.96,3.38,3.95
29.10.2011,Sunderland,Aston Villa,2:02,1.99,3.35,3.88
29.10.2011,Swansea,Bolton,3:01,2.05,3.36,3.67
29.10.2011,West Brom,Liverpool,0:02,3.7,3.33,2.05
29.10.2011,Wigan,Fulham,0:02,2.92,3.25,2.45
23.10.2011,Arsenal,Stoke,3:01,1.6,3.75,5.96
23.10.2011,Blackburn,Tottenham,1:02,4.24,3.57,1.84
23.10.2011,Fulham,Everton,1:03,2.22,3.23,3.34
23.10.2011,Manchester United,Manchester City,1:06,2.17,3.22,3.53
23.10.2011,QPR,Chelsea,1:00,9.78,4.81,1.34
22.10.2011,Aston Villa,West Brom,1:02,2.1,3.24,3.65
22.10.2011,Bolton,Sunderland,0:02,2.25,3.26,3.24
22.10.2011,Liverpool,Norwich,1:01,1.29,5.27,11.01
22.10.2011,Newcastle,Wigan,1:00,1.56,3.82,6.37
22.10.2011,Wolves,Swansea,2:02,1.99,3.34,3.92
16.10.2011,Arsenal,Sunderland,2:01,1.41,4.39,8.18
16.10.2011,Newcastle,Tottenham,2:02,2.9,3.32,2.41
16.10.2011,West Brom,Wolves,2:00,2.05,3.25,3.79
15.10.2011,Chelsea,Everton,3:01,1.34,4.81,9.73
15.10.2011,Liverpool,Manchester United,1:01,2.68,3.1,2.79
15.10.2011,Manchester City,Aston Villa,4:01,1.33,4.88,9.95
15.10.2011,Norwich,Swansea,3:01,2.1,3.29,3.58
15.10.2011,QPR,Blackburn,1:01,2.02,3.33,3.78
15.10.2011,Stoke,Fulham,2:00,2.32,3.15,3.23
15.10.2011,Wigan,Bolton,1:03,2.38,3.24,3.03
02.10.2011,Bolton,Chelsea,1:05,8.45,4.44,1.4
02.10.2011,Fulham,QPR,6:00,1.98,3.37,3.87
02.10.2011,Swansea,Stoke,2:00,2.54,3.19,2.84
02.10.2011,Tottenham,Arsenal,2:01,2.03,3.42,3.63
01.10.2011,Aston Villa,Wigan,2:00,1.64,3.63,5.75
01.10.2011,Blackburn,Manchester City,0:04,7.36,4.39,1.44
01.10.2011,Everton,Liverpool,0:02,2.91,3.08,2.56
01.10.2011,Manchester United,Norwich,2:00,1.15,7.3,17.12
01.10.2011,Sunderland,West Brom,2:02,2.2,3.29,3.32
01.10.2011,Wolves,Newcastle,1:02,2.46,3.25,2.9
26.09.2011,Norwich,Sunderland,2:01,2.42,3.27,2.94
25.09.2011,QPR,Aston Villa,1:01,2.09,3.27,3.61
24.09.2011,Arsenal,Bolton,3:00,1.37,4.67,8.53
24.09.2011,Chelsea,Swansea,4:01,1.19,6.48,15.06
24.09.2011,Liverpool,Wolves,2:01,1.37,4.59,8.9
24.09.2011,Manchester City,Everton,2:00,1.44,4.29,7.53
24.09.2011,Newcastle,Blackburn,3:01,1.87,3.4,4.33
24.09.2011,Stoke,Manchester United,1:01,5.6,3.72,1.63
24.09.2011,West Brom,Fulham,0:00,2.16,3.27,3.41
24.09.2011,Wigan,Tottenham,1:02,4.59,3.51,1.79
18.09.2011,Fulham,Manchester City,2:02,4.84,3.65,1.71
18.09.2011,Manchester United,Chelsea,3:01,1.94,3.42,3.96
18.09.2011,Sunderland,Stoke,4:00,2.39,3.18,3.04
18.09.2011,Tottenham,Liverpool,4:00,2.68,3.3,2.6
17.09.2011,Aston Villa,Newcastle,1:01,1.91,3.36,4.17
17.09.2011,Blackburn,Arsenal,4:03,3.8,3.38,1.99
17.09.2011,Bolton,Norwich,1:02,1.83,3.47,4.41
17.09.2011,Everton,Wigan,3:01,1.51,3.93,7.05
17.09.2011,Swansea,West Brom,3:00,2.66,3.22,2.66
17.09.2011,Wolves,QPR,0:03,2.04,3.31,3.71
12.09.2011,QPR,Newcastle,0:00,2.43,3.23,2.94
11.09.2011,Fulham,Blackburn,1:01,1.67,3.6,5.39
11.09.2011,Norwich,West Brom,0:01,2.71,3.28,2.59
10.09.2011,Arsenal,Swansea,1:00,1.35,4.66,9.15
10.09.2011,Bolton,Manchester United,0:05,8.43,4.65,1.38
10.09.2011,Everton,Aston Villa,2:02,1.99,3.3,3.91
10.09.2011,Manchester City,Wigan,3:00,1.18,6.84,15.79
10.09.2011,Stoke,Liverpool,1:00,3.65,3.28,2.08
10.09.2011,Sunderland,Chelsea,1:02,5.43,3.68,1.65
10.09.2011,Wolves,Tottenham,0:02,2.71,3.33,2.55
28.08.2011,Manchester United,Arsenal,8:02,1.38,4.85,7.99
28.08.2011,Newcastle,Fulham,2:01,2.2,3.2,3.41
28.08.2011,Tottenham,Manchester City,1:05,2.97,3.3,2.39
28.08.2011,West Brom,Stoke,0:01,2.24,3.21,3.29
27.08.2011,Aston Villa,Wolves,0:00,2.03,3.28,3.8
27.08.2011,Blackburn,Everton,0:01,3.13,3.23,2.31
27.08.2011,Chelsea,Norwich,3:01,1.17,6.78,17.19
27.08.2011,Liverpool,Bolton,3:01,1.38,4.58,8.62
27.08.2011,Swansea,Sunderland,0:00,2.36,3.26,3.02
27.08.2011,Wigan,QPR,2:00,2.08,3.31,3.62
22.08.2011,Manchester United,Tottenham,3:00,1.57,3.97,5.87
21.08.2011,Bolton,Manchester City,2:03,4.71,3.57,1.76
21.08.2011,Norwich,Stoke,1:01,2.66,3.24,2.64
21.08.2011,Wolves,Fulham,2:00,2.59,3.22,2.74
20.08.2011,Arsenal,Liverpool,0:02,2.33,3.25,3.09
20.08.2011,Aston Villa,Blackburn,3:01,1.66,3.58,5.6
20.08.2011,Chelsea,West Brom,2:01,1.27,5.37,11.36
20.08.2011,Everton,QPR,0:01,1.44,4.17,7.93
20.08.2011,Sunderland,Newcastle,0:01,2.33,3.12,3.22
20.08.2011,Swansea,Wigan,0:00,2,3.37,3.79
15.08.2011,Manchester City,Swansea,4:00,1.36,4.6,9.4
14.08.2011,Stoke,Chelsea,0:00,4.27,3.38,1.89
14.08.2011,West Brom,Manchester United,1:02,5.9,3.74,1.6
13.08.2011,Blackburn,Wolves,1:02,2.32,3.18,3.17
13.08.2011,Fulham,Aston Villa,0:00,1.94,3.4,4.02
13.08.2011,Liverpool,Sunderland,1:01,1.44,4.18,7.86
13.08.2011,Newcastle,Arsenal,0:00,3.45,3.32,2.13
13.08.2011,QPR,Bolton,0:04,2.17,3.25,3.43
13.08.2011,Wigan,Norwich,1:01,2.31,3.27,3.1
