Exact_Date,HomeTeam,AwayTeam,Score,Home odds,Draw odds,Away odds
26.04.2003,Sunderland,Newcastle,0:01,4.69,3.7,1.61
26.04.2003,West Brom,Liverpool,0:06,5.43,3.78,1.51
22.04.2003,Leeds,Fulham,2:00,1.75,3.38,4.45
21.04.2003,Birmingham,Southampton,3:02,2.17,3.13,3.21
21.04.2003,Blackburn,Bolton,0:00,1.77,3.41,4.27
21.04.2003,Chelsea,Everton,4:01,1.75,3.5,4.32
21.04.2003,Liverpool,Charlton,2:01,1.41,4.14,7.37
21.04.2003,Manchester City,Sunderland,3:00,1.5,3.81,6.15
21.04.2003,Newcastle,Aston Villa,1:01,1.48,3.85,6.35
21.04.2003,West Brom,Tottenham,2:03,3.17,3.04,2.22
21.04.2003,West Ham,Middlesbrough,1:00,1.92,3.31,3.42
19.04.2003,Aston Villa,Chelsea,2:01,3.1,3.12,2.22
19.04.2003,Bolton,West Ham,1:00,2.28,3.13,2.98
19.04.2003,Charlton,Birmingham,0:02,2.06,3.17,3.42
19.04.2003,Everton,Liverpool,1:02,2.7,3.03,2.56
19.04.2003,Fulham,Newcastle,2:01,3.2,3.17,2.15
19.04.2003,Manchester United,Blackburn,3:01,1.37,4.47,7.38
19.04.2003,Middlesbrough,Arsenal,0:02,3.89,3.38,1.86
19.04.2003,Southampton,Leeds,3:02,2.38,3.08,2.88
19.04.2003,Sunderland,West Brom,1:02,2.1,3.16,3.34
18.04.2003,Tottenham,Manchester City,0:02,1.83,3.37,4.03
16.04.2003,Arsenal,Manchester United,2:02,2.38,3.07,2.91
12.04.2003,Birmingham,Sunderland,2:00,1.6,3.53,5.4
12.04.2003,Blackburn,Charlton,1:00,1.8,3.38,4.14
12.04.2003,Chelsea,Bolton,1:00,1.46,4.02,6.31
12.04.2003,Leeds,Tottenham,2:02,1.99,3.22,3.56
12.04.2003,Liverpool,Fulham,2:00,1.44,4.05,6.63
12.04.2003,Manchester City,Middlesbrough,0:00,2.18,3.13,3.15
12.04.2003,Newcastle,Manchester United,2:06,2.7,3.1,2.51
12.04.2003,West Brom,Everton,1:02,3.65,3.3,1.93
12.04.2003,West Ham,Aston Villa,2:02,2.01,3.28,3.42
07.04.2003,Fulham,Blackburn,0:04,2.39,3.07,2.83
06.04.2003,Everton,Newcastle,2:01,2.66,2.99,2.6
05.04.2003,Aston Villa,Arsenal,1:01,4.56,3.41,1.72
05.04.2003,Bolton,Manchester City,2:00,2.34,3.08,2.91
05.04.2003,Charlton,Leeds,1:06,2.12,3.11,3.34
05.04.2003,Manchester United,Liverpool,4:00,1.68,3.49,4.74
05.04.2003,Middlesbrough,West Brom,3:00,1.53,3.66,5.97
05.04.2003,Southampton,West Ham,1:01,2.05,3.16,3.44
05.04.2003,Sunderland,Chelsea,1:02,4.8,3.52,1.67
05.04.2003,Tottenham,Birmingham,2:01,1.77,3.4,4.28
24.03.2003,Bolton,Tottenham,1:00,2.45,3.03,2.7
23.03.2003,Arsenal,Everton,2:01,1.43,4.03,6.94
23.03.2003,Liverpool,Leeds,3:01,1.55,3.63,5.99
22.03.2003,Birmingham,West Brom,1:00,1.83,3.32,4.17
22.03.2003,Chelsea,Manchester City,5:00,1.57,3.59,5.75
22.03.2003,Manchester United,Fulham,3:00,1.28,5.03,7.38
22.03.2003,Middlesbrough,Charlton,1:01,1.98,3.26,3.54
22.03.2003,Newcastle,Blackburn,5:01,1.67,3.47,5.07
22.03.2003,Southampton,Aston Villa,2:02,1.98,3.21,3.62
22.03.2003,West Ham,Sunderland,2:00,1.71,3.41,4.88
16.03.2003,Manchester City,Birmingham,1:00,1.81,3.38,4.12
16.03.2003,Tottenham,Liverpool,2:03,2.61,2.99,2.64
16.03.2003,West Brom,Chelsea,0:02,3.98,3.23,1.87
15.03.2003,Aston Villa,Manchester United,0:01,4.26,3.35,1.77
15.03.2003,Blackburn,Arsenal,2:00,3.73,3.33,1.9
15.03.2003,Charlton,Newcastle,0:02,2.67,3,2.55
15.03.2003,Everton,West Ham,0:00,1.73,3.42,4.46
15.03.2003,Fulham,Southampton,2:02,2.14,3.12,3.27
15.03.2003,Leeds,Middlesbrough,2:03,2.05,3.18,3.44
15.03.2003,Sunderland,Bolton,0:02,2.23,3.09,3.08
08.03.2003,Liverpool,Bolton,2:00,1.43,4,7.08
05.03.2003,Manchester United,Leeds,2:01,1.44,4.04,6.79
05.03.2003,Middlesbrough,Newcastle,1:00,2.83,3,2.45
03.03.2003,Aston Villa,Birmingham,0:02,1.99,3.15,3.59
02.03.2003,Arsenal,Charlton,2:00,1.37,4.37,7.46
01.03.2003,Blackburn,Manchester City,1:00,2.12,3.16,3.3
01.03.2003,Fulham,Sunderland,1:00,1.68,3.44,4.82
01.03.2003,Middlesbrough,Everton,1:01,2.43,3.04,2.81
01.03.2003,Newcastle,Chelsea,2:01,2.19,3.13,3.16
01.03.2003,Southampton,West Brom,1:00,1.67,3.47,4.83
01.03.2003,West Ham,Tottenham,2:00,2.73,2.99,2.53
24.02.2003,Tottenham,Fulham,1:01,1.79,3.43,4.23
23.02.2003,Birmingham,Liverpool,2:01,3.74,3.19,1.96
23.02.2003,West Brom,West Ham,1:02,2.42,3.04,2.85
22.02.2003,Bolton,Manchester United,1:01,5.18,3.64,1.62
22.02.2003,Charlton,Aston Villa,3:00,2.14,3.12,3.32
22.02.2003,Chelsea,Blackburn,1:02,1.6,3.6,5.19
22.02.2003,Everton,Southampton,2:01,1.92,3.28,3.77
22.02.2003,Leeds,Newcastle,0:03,2.56,3.02,2.7
22.02.2003,Manchester City,Arsenal,1:05,3.73,3.26,1.94
22.02.2003,Sunderland,Middlesbrough,1:03,2.6,3.02,2.66
19.02.2003,Fulham,West Brom,3:00,1.79,3.4,4.26
09.02.2003,Manchester United,Manchester City,1:01,1.48,3.84,6.6
09.02.2003,Newcastle,Arsenal,1:01,2.83,2.97,2.49
08.02.2003,Birmingham,Chelsea,1:03,3.56,3.15,2.04
08.02.2003,Blackburn,Southampton,1:00,2.18,3.07,3.27
08.02.2003,Charlton,Everton,2:01,2.42,2.96,2.92
08.02.2003,Fulham,Aston Villa,2:01,2.31,3.05,3.03
08.02.2003,Leeds,West Ham,1:00,1.79,3.46,4.18
08.02.2003,Liverpool,Middlesbrough,1:01,1.51,3.74,6.3
08.02.2003,Tottenham,Sunderland,4:01,1.59,3.54,5.62
08.02.2003,West Brom,Bolton,1:01,2.29,3.06,3.05
04.02.2003,Birmingham,Manchester United,0:01,5.56,3.68,1.57
02.02.2003,Aston Villa,Blackburn,3:00,2.22,3.12,3.14
02.02.2003,West Ham,Liverpool,0:03,3.44,3.17,2.07
01.02.2003,Arsenal,Fulham,2:01,1.33,4.64,8.32
01.02.2003,Bolton,Birmingham,4:02,2.27,3.05,3.09
01.02.2003,Chelsea,Tottenham,1:01,1.85,3.32,4.11
01.02.2003,Everton,Leeds,2:00,2.09,3.16,3.4
01.02.2003,Manchester City,West Brom,1:02,1.57,3.63,5.71
01.02.2003,Southampton,Manchester United,0:02,3.95,3.27,1.88
01.02.2003,Sunderland,Charlton,1:03,2.6,2.97,2.69
29.01.2003,Liverpool,Arsenal,2:02,2.62,2.92,2.68
29.01.2003,Manchester City,Fulham,4:01,1.87,3.25,4.05
29.01.2003,Tottenham,Newcastle,0:01,2.31,3.05,3.03
29.01.2003,West Brom,Charlton,0:01,2.49,3.01,2.77
29.01.2003,West Ham,Blackburn,2:01,2.49,3.03,2.74
28.01.2003,Bolton,Everton,1:02,2.66,2.95,2.62
28.01.2003,Chelsea,Leeds,3:02,1.71,3.5,4.54
28.01.2003,Middlesbrough,Aston Villa,2:05,1.96,3.19,3.75
28.01.2003,Sunderland,Southampton,0:01,2.57,2.97,2.73
22.01.2003,Charlton,West Ham,4:02,2.17,3.2,3.15
22.01.2003,Newcastle,Bolton,1:00,1.46,3.98,6.43
19.01.2003,Arsenal,West Ham,3:01,1.38,4.31,7.69
19.01.2003,Fulham,Middlesbrough,1:00,2.33,3.05,2.98
18.01.2003,Aston Villa,Tottenham,0:01,2.34,3.06,2.95
18.01.2003,Blackburn,Birmingham,1:01,1.73,3.44,4.54
18.01.2003,Charlton,Bolton,1:01,1.81,3.38,4.19
18.01.2003,Everton,Sunderland,2:01,1.68,3.49,4.83
18.01.2003,Leeds,West Brom,0:00,1.55,3.65,5.71
18.01.2003,Manchester United,Chelsea,2:01,1.76,3.4,4.44
18.01.2003,Newcastle,Manchester City,2:00,1.77,3.39,4.34
18.01.2003,Southampton,Liverpool,0:01,2.65,3.04,2.6
12.01.2003,Birmingham,Arsenal,0:04,4.38,3.42,1.76
12.01.2003,Tottenham,Everton,4:03,2.08,3.11,3.44
11.01.2003,Bolton,Fulham,0:00,2.31,3.05,3.02
11.01.2003,Chelsea,Charlton,4:01,1.62,3.5,5.26
11.01.2003,Liverpool,Aston Villa,1:01,1.57,3.58,5.66
11.01.2003,Manchester City,Leeds,2:01,2.43,3.06,2.82
11.01.2003,Middlesbrough,Southampton,2:02,2.05,3.11,3.55
11.01.2003,Sunderland,Blackburn,0:00,2.62,3,2.63
11.01.2003,West Brom,Manchester United,1:03,5.16,3.58,1.61
11.01.2003,West Ham,Newcastle,2:02,2.76,3.03,2.47
01.01.2003,Arsenal,Chelsea,3:02,1.85,3.39,4.02
01.01.2003,Aston Villa,Bolton,2:00,1.79,3.43,4.29
01.01.2003,Blackburn,Middlesbrough,1:00,2,3.25,3.69
01.01.2003,Everton,Manchester City,2:02,1.92,3.33,3.89
01.01.2003,Leeds,Birmingham,2:00,1.72,3.45,4.65
01.01.2003,Manchester United,Sunderland,2:01,1.26,5.45,9.32
01.01.2003,Newcastle,Liverpool,1:00,2.45,3.04,2.84
01.01.2003,Southampton,Tottenham,1:00,2.31,3.09,2.98
29.12.2002,Arsenal,Liverpool,1:01,1.81,3.34,4.3
29.12.2002,Newcastle,Tottenham,2:01,1.9,3.31,3.86
28.12.2002,Aston Villa,Middlesbrough,1:00,2.21,3.13,3.18
28.12.2002,Blackburn,West Ham,2:02,1.67,3.53,4.91
28.12.2002,Charlton,West Brom,1:00,1.74,3.43,4.64
28.12.2002,Everton,Bolton,0:00,1.6,3.6,5.37
28.12.2002,Fulham,Manchester City,0:01,2.25,3.1,3.13
28.12.2002,Leeds,Chelsea,2:00,2.69,2.99,2.59
28.12.2002,Manchester United,Birmingham,2:00,1.31,4.95,8.35
28.12.2002,Southampton,Sunderland,2:01,1.79,3.33,4.44
26.12.2002,Birmingham,Everton,1:01,2.55,3.03,2.66
26.12.2002,Bolton,Newcastle,4:03,3.08,3.13,2.28
26.12.2002,Chelsea,Southampton,0:00,1.53,3.8,5.88
26.12.2002,Liverpool,Blackburn,1:01,1.62,3.58,5.27
26.12.2002,Manchester City,Aston Villa,3:01,2.05,3.2,3.55
26.12.2002,Middlesbrough,Manchester United,3:01,3.6,3.29,1.99
26.12.2002,Sunderland,Leeds,1:02,2.52,3.08,2.64
26.12.2002,Tottenham,Charlton,2:02,1.75,3.5,4.43
26.12.2002,West Brom,Arsenal,1:02,4.59,3.48,1.72
26.12.2002,West Ham,Fulham,1:01,2.37,3.15,2.89
23.12.2002,Manchester City,Tottenham,2:03,2.44,3.01,2.88
22.12.2002,Blackburn,Manchester United,1:00,3.85,3.3,1.92
22.12.2002,Liverpool,Everton,0:00,1.89,3.28,4.07
21.12.2002,Arsenal,Middlesbrough,2:00,1.39,4.4,7.05
21.12.2002,Birmingham,Charlton,1:01,2.3,3.1,3.06
21.12.2002,Chelsea,Aston Villa,2:00,1.56,3.73,5.74
21.12.2002,Leeds,Southampton,1:01,1.93,3.3,3.83
21.12.2002,Newcastle,Fulham,2:00,1.72,3.44,4.64
21.12.2002,West Brom,Sunderland,2:02,2.21,3.15,3.16
21.12.2002,West Ham,Bolton,1:01,1.97,3.26,3.61
16.12.2002,Bolton,Leeds,0:03,2.64,3,2.65
15.12.2002,Fulham,Birmingham,0:01,1.87,3.33,4.13
15.12.2002,Sunderland,Liverpool,2:01,4,3.3,1.91
15.12.2002,Tottenham,Arsenal,1:01,3.16,3.13,2.27
14.12.2002,Aston Villa,West Brom,2:01,1.81,3.38,4.38
14.12.2002,Charlton,Manchester City,2:02,2.15,3.18,3.38
14.12.2002,Everton,Blackburn,2:01,1.98,3.23,3.79
14.12.2002,Manchester United,West Ham,3:00,1.3,5.03,8.92
14.12.2002,Middlesbrough,Chelsea,1:01,2.73,3,2.58
14.12.2002,Southampton,Newcastle,1:01,2.51,3.08,2.76
09.12.2002,Sunderland,Manchester City,0:03,2.36,3.14,2.96
08.12.2002,Tottenham,West Brom,3:01,1.55,3.76,6.06
07.12.2002,Aston Villa,Newcastle,0:01,2.34,3.09,3
07.12.2002,Bolton,Blackburn,1:01,2.66,3.05,2.6
07.12.2002,Charlton,Liverpool,2:00,3.75,3.33,1.96
07.12.2002,Everton,Chelsea,1:03,2.56,3.06,2.74
07.12.2002,Fulham,Leeds,1:00,2.24,3.16,3.19
07.12.2002,Manchester United,Arsenal,2:00,2.3,3.16,3.04
07.12.2002,Middlesbrough,West Ham,2:02,1.75,3.46,4.59
07.12.2002,Southampton,Birmingham,2:00,1.96,3.3,3.78
02.12.2002,West Ham,Southampton,0:01,2.2,3.18,3.29
01.12.2002,Leeds,Charlton,1:02,1.79,3.41,4.59
01.12.2002,Liverpool,Manchester United,1:02,2.38,3.13,3.03
01.12.2002,Newcastle,Everton,2:01,2.04,3.2,3
30.11.2002,Arsenal,Aston Villa,3:01,1.4,4.39,7.84
30.11.2002,Birmingham,Tottenham,1:01,2.68,3.13,2.61
30.11.2002,Blackburn,Fulham,2:01,2.1,3.23,3.58
30.11.2002,Chelsea,Sunderland,3:00,1.52,3.86,6.45
30.11.2002,Manchester City,Bolton,2:00,1.87,3.33,4.29
30.11.2002,West Brom,Middlesbrough,1:00,2.87,3.08,2.52
24.11.2002,Charlton,Blackburn,3:01,2.62,3.05,2.69
24.11.2002,Tottenham,Leeds,2:00,2.31,3.2,3.13
23.11.2002,Aston Villa,West Ham,4:01,1.96,3.33,3.89
23.11.2002,Bolton,Chelsea,1:01,3.45,3.25,2.14
23.11.2002,Everton,West Brom,1:00,1.57,3.73,6.21
23.11.2002,Fulham,Liverpool,3:02,3.52,3.24,2.12
23.11.2002,Manchester United,Newcastle,5:03,1.62,3.67,5.7
23.11.2002,Middlesbrough,Manchester City,3:01,1.92,3.35,4.07
23.11.2002,Southampton,Arsenal,3:02,4.13,3.47,1.87
23.11.2002,Sunderland,Birmingham,0:01,2.02,3.28,3.72
17.11.2002,Birmingham,Fulham,0:00,2.33,3.13,3.18
17.11.2002,Blackburn,Everton,0:01,2.23,3.16,3.37
17.11.2002,Leeds,Bolton,2:04,1.56,3.81,6.04
17.11.2002,Liverpool,Sunderland,0:00,1.36,4.72,8.21
17.11.2002,West Ham,Manchester United,1:01,4.51,3.46,1.79
16.11.2002,Arsenal,Tottenham,3:00,1.57,3.76,5.91
16.11.2002,Chelsea,Middlesbrough,1:00,1.67,3.58,5.33
16.11.2002,Manchester City,Charlton,0:01,1.81,3.43,4.54
16.11.2002,Newcastle,Southampton,2:01,1.7,3.54,5.1
16.11.2002,West Brom,Aston Villa,0:00,2.66,3.08,2.69
10.11.2002,Sunderland,Tottenham,2:00,2.78,3.06,2.54
10.11.2002,West Ham,Leeds,3:04,2.67,3.04,2.71
09.11.2002,Arsenal,Newcastle,1:00,1.74,3.77,5.36
09.11.2002,Aston Villa,Fulham,3:01,2.15,3.23,3.45
09.11.2002,Bolton,West Brom,1:01,2.11,3.23,3.49
09.11.2002,Chelsea,Birmingham,3:00,1.49,3.96,6.13
09.11.2002,Everton,Charlton,1:00,1.73,3.49,4.72
09.11.2002,Manchester City,Manchester United,3:01,4.2,3.37,1.83
09.11.2002,Middlesbrough,Liverpool,1:00,3.34,3.24,2.15
09.11.2002,Southampton,Blackburn,1:01,2.44,3.13,2.86
04.11.2002,Newcastle,Middlesbrough,2:00,1.86,3.36,4.14
03.11.2002,Blackburn,Aston Villa,0:00,1.88,3.35,4.12
03.11.2002,Charlton,Sunderland,1:01,2.1,3.18,3.62
03.11.2002,Fulham,Arsenal,0:01,3.59,3.22,2.06
03.11.2002,Leeds,Everton,0:01,1.81,3.46,4.49
03.11.2002,Tottenham,Chelsea,0:00,2.6,3.05,2.76
02.11.2002,Birmingham,Bolton,3:01,2.01,3.25,3.77
02.11.2002,Liverpool,West Ham,2:00,1.39,4.39,8.06
02.11.2002,Manchester United,Southampton,2:01,1.35,4.75,8.43
02.11.2002,West Brom,Manchester City,1:02,2.43,3.16,2.96
28.10.2002,Bolton,Sunderland,1:01,2.26,3.18,3.28
27.10.2002,Southampton,Fulham,4:02,2.49,3.14,2.82
27.10.2002,West Ham,Everton,0:01,2.25,3.24,3.23
26.10.2002,Arsenal,Blackburn,1:02,1.38,4.59,7.86
26.10.2002,Birmingham,Manchester City,0:02,2.14,3.27,3.47
26.10.2002,Chelsea,West Brom,2:00,1.46,4.21,6.79
26.10.2002,Liverpool,Tottenham,2:01,1.6,3.64,5.9
26.10.2002,Manchester United,Aston Villa,1:01,1.32,5.04,8.46
26.10.2002,Middlesbrough,Leeds,2:02,2.38,3.13,2.94
26.10.2002,Newcastle,Charlton,2:01,1.62,3.59,5.72
23.10.2002,Fulham,West Ham,0:01,1.95,3.27,3.97
21.10.2002,Aston Villa,Southampton,0:01,1.8,3.36,4.72
20.10.2002,Charlton,Middlesbrough,1:00,2.82,3.13,2.52
20.10.2002,Tottenham,Bolton,3:01,1.65,3.61,5.73
19.10.2002,Blackburn,Newcastle,5:02,2.58,3.09,2.8
19.10.2002,Everton,Arsenal,2:01,4.9,3.51,1.72
19.10.2002,Fulham,Manchester United,1:01,4.08,3.3,1.94
19.10.2002,Leeds,Liverpool,0:01,2.78,3.09,2.56
19.10.2002,Manchester City,Chelsea,0:03,2.81,3.11,2.52
19.10.2002,Sunderland,West Ham,0:01,2.24,3.19,3.38
19.10.2002,West Brom,Birmingham,1:01,2.45,3.08,2.93
07.10.2002,Manchester United,Everton,3:00,1.34,4.82,8.64
06.10.2002,Arsenal,Sunderland,3:01,1.25,5.41,9.79
06.10.2002,Aston Villa,Leeds,0:00,2.73,2.96,2.75
06.10.2002,Blackburn,Tottenham,1:02,2.42,3.1,2.98
06.10.2002,Fulham,Charlton,1:00,1.81,3.43,4.51
06.10.2002,Liverpool,Chelsea,1:00,1.76,3.53,4.7
05.10.2002,Middlesbrough,Bolton,2:00,1.67,3.56,5.35
05.10.2002,Newcastle,West Brom,2:01,1.57,3.68,6.24
05.10.2002,Southampton,Manchester City,2:00,2.38,3.13,3.02
05.10.2002,West Ham,Birmingham,1:02,1.9,3.3,4.08
30.09.2002,West Brom,Blackburn,0:02,2.61,3.08,2.77
28.09.2002,Birmingham,Newcastle,0:02,2.69,3.03,2.68
28.09.2002,Bolton,Southampton,1:01,2.11,3.25,3.5
28.09.2002,Charlton,Manchester United,1:03,4.76,3.56,1.72
28.09.2002,Chelsea,West Ham,2:03,1.57,3.79,6.02
28.09.2002,Everton,Fulham,2:00,2.47,3.11,2.87
28.09.2002,Leeds,Arsenal,1:04,2.86,2.96,2.55
28.09.2002,Manchester City,Liverpool,0:03,3.15,3.19,2.33
28.09.2002,Sunderland,Aston Villa,1:00,2.58,3,2.83
28.09.2002,Tottenham,Middlesbrough,0:03,1.82,3.44,4.42
23.09.2002,Fulham,Chelsea,0:00,2.85,3.06,2.48
22.09.2002,Aston Villa,Everton,3:02,1.92,3.29,4.06
22.09.2002,Blackburn,Leeds,1:00,2.83,3.05,2.53
21.09.2002,Arsenal,Bolton,2:01,1.28,5.05,9.45
21.09.2002,Liverpool,West Brom,2:00,1.35,4.75,8.27
21.09.2002,Manchester United,Tottenham,1:00,1.51,3.91,6.77
21.09.2002,Middlesbrough,Birmingham,1:00,1.86,3.33,4.31
21.09.2002,Newcastle,Sunderland,2:00,1.7,3.56,5
21.09.2002,Southampton,Charlton,0:00,2.2,3.2,3.33
21.09.2002,West Ham,Manchester City,0:00,2.26,3.18,3.28
16.09.2002,Birmingham,Aston Villa,3:00,2.68,2.95,2.71
15.09.2002,Manchester City,Blackburn,2:02,2.05,3.24,3.63
15.09.2002,Tottenham,West Ham,3:02,1.8,3.46,4.54
14.09.2002,Bolton,Liverpool,2:03,4.21,3.36,1.86
14.09.2002,Charlton,Arsenal,0:03,4.59,3.52,1.78
14.09.2002,Chelsea,Newcastle,3:00,2.02,3.25,3.7
14.09.2002,Everton,Middlesbrough,2:01,2.38,3.18,2.99
14.09.2002,Leeds,Manchester United,1:00,2.77,3.05,2.53
14.09.2002,Sunderland,Fulham,0:03,2.27,3.18,3.27
14.09.2002,West Brom,Southampton,1:00,2.26,3.17,3.25
11.09.2002,Aston Villa,Charlton,2:00,1.94,3.25,3.96
11.09.2002,Blackburn,Chelsea,2:03,2.62,3.1,2.59
11.09.2002,Fulham,Tottenham,3:02,2.62,3.05,2.64
11.09.2002,Liverpool,Birmingham,2:02,1.33,4.85,8.47
11.09.2002,Manchester United,Bolton,0:01,1.26,5.64,9.55
11.09.2002,Newcastle,Leeds,0:02,2.22,3.24,3.33
11.09.2002,Southampton,Everton,1:00,2.22,3.19,3.32
11.09.2002,West Ham,West Brom,0:01,1.64,3.62,5.4
10.09.2002,Arsenal,Manchester City,2:01,1.35,4.7,7.97
10.09.2002,Middlesbrough,Sunderland,3:00,2.16,3.24,3.43
03.09.2002,Manchester United,Middlesbrough,1:00,1.33,4.93,8.52
02.09.2002,Liverpool,Newcastle,2:02,1.69,3.54,5.01
01.09.2002,Bolton,Aston Villa,1:00,2.63,3.05,2.68
01.09.2002,Chelsea,Arsenal,1:01,2.86,3.06,2.48
31.08.2002,Birmingham,Leeds,2:01,3.95,3.35,1.92
31.08.2002,Manchester City,Everton,3:01,1.96,3.25,3.9
31.08.2002,Middlesbrough,Blackburn,1:00,2.3,3.16,3.15
31.08.2002,Sunderland,Manchester United,1:01,5.05,3.54,1.7
31.08.2002,Tottenham,Southampton,2:01,1.72,3.52,4.87
31.08.2002,West Brom,Fulham,1:00,2.78,3.13,2.51
31.08.2002,West Ham,Charlton,0:02,1.9,3.35,4.01
28.08.2002,Aston Villa,Manchester City,1:00,2.2,3.24,3.33
28.08.2002,Blackburn,Liverpool,2:02,3.44,3.25,2.15
28.08.2002,Everton,Birmingham,1:01,1.77,3.51,4.59
28.08.2002,Leeds,Sunderland,0:01,1.46,4.18,7
28.08.2002,Southampton,Chelsea,1:01,3.29,3.23,2.23
27.08.2002,Arsenal,West Brom,5:02,1.24,5.82,9.77
27.08.2002,Charlton,Tottenham,0:01,2.63,3.11,2.67
24.08.2002,Birmingham,Blackburn,0:01,2.53,3.13,2.76
24.08.2002,Bolton,Charlton,1:02,2.25,3.18,3.2
24.08.2002,Liverpool,Southampton,3:00,1.34,4.8,8.55
24.08.2002,Manchester City,Newcastle,1:00,2.76,3.13,2.51
24.08.2002,Middlesbrough,Fulham,2:02,2.11,3.13,3.5
24.08.2002,Sunderland,Everton,0:01,2.2,3.15,3.35
24.08.2002,Tottenham,Aston Villa,1:00,1.99,3.28,3.84
24.08.2002,West Brom,Leeds,1:03,3.58,3.23,2.08
24.08.2002,West Ham,Arsenal,2:02,4.42,3.43,1.81
23.08.2002,Chelsea,Manchester United,2:02,3.03,3.1,2.39
19.08.2002,Newcastle,West Ham,4:00,1.67,3.47,5.15
18.08.2002,Arsenal,Birmingham,2:00,1.29,5.14,9.08
18.08.2002,Aston Villa,Liverpool,0:01,3.2,3.14,2.3
17.08.2002,Blackburn,Sunderland,0:00,1.85,3.42,4.18
17.08.2002,Charlton,Chelsea,2:03,3.1,3.14,2.34
17.08.2002,Everton,Tottenham,2:02,2.58,3.04,2.81
17.08.2002,Fulham,Bolton,4:01,1.88,3.36,4.16
17.08.2002,Leeds,Manchester City,3:00,1.67,3.54,5.31
17.08.2002,Manchester United,West Brom,1:00,1.28,5.21,9.37
17.08.2002,Southampton,Middlesbrough,0:00,2.51,3.1,2.86
