Date,Season_Year,Home_Team,Away_Team,Home_Goal,Away_Goal
15.05.1994,1994,Albacete,Real Sociedad,1,1
15.05.1994,1994,Atl. Madrid,Rayo Vallecano,2,0
15.05.1994,1994,Osasuna,Gijon,3,0
15.05.1994,1994,Racing Santander,Lleida,2,1
15.05.1994,1994,R. Oviedo,CD Logrones,1,2
15.05.1994,1994,Valladolid,Celta Vigo,0,0
15.05.1994,1994,Zaragoza,Real Madrid,4,1
14.05.1994,1994,Ath Bilbao,Tenerife,3,2
14.05.1994,1994,Barcelona,Sevilla,5,2
14.05.1994,1994,Dep. La Coruna,Valencia,0,0
08.05.1994,1994,CD Logrones,Dep. La Coruna,0,2
08.05.1994,1994,Celta Vigo,Osasuna,4,0
08.05.1994,1994,Gijon,Zaragoza,0,3
08.05.1994,1994,Lleida,Atl. Madrid,0,1
08.05.1994,1994,Rayo Vallecano,R. Oviedo,0,0
08.05.1994,1994,Real Sociedad,Ath Bilbao,0,0
08.05.1994,1994,Sevilla,Albacete,2,0
08.05.1994,1994,Tenerife,Racing Santander,1,0
08.05.1994,1994,Valencia,Valladolid,5,1
07.05.1994,1994,Real Madrid,Barcelona,0,1
01.05.1994,1994,Albacete,Real Madrid,1,4
01.05.1994,1994,Atl. Madrid,Tenerife,2,0
01.05.1994,1994,Barcelona,Gijon,4,0
01.05.1994,1994,Osasuna,Valencia,3,3
01.05.1994,1994,Racing Santander,Ath Bilbao,2,2
01.05.1994,1994,Real Sociedad,Sevilla,0,0
01.05.1994,1994,R. Oviedo,Lleida,0,0
01.05.1994,1994,Valladolid,CD Logrones,2,0
01.05.1994,1994,Zaragoza,Celta Vigo,4,1
30.04.1994,1994,Dep. La Coruna,Rayo Vallecano,0,0
24.04.1994,1994,Ath Bilbao,Sevilla,1,1
24.04.1994,1994,CD Logrones,Osasuna,3,2
24.04.1994,1994,Gijon,Albacete,1,0
24.04.1994,1994,Racing Santander,Atl. Madrid,2,0
24.04.1994,1994,Rayo Vallecano,Valladolid,0,1
24.04.1994,1994,Real Madrid,Real Sociedad,0,2
24.04.1994,1994,Tenerife,R. Oviedo,2,2
24.04.1994,1994,Valencia,Zaragoza,3,0
23.04.1994,1994,Celta Vigo,Barcelona,0,4
23.04.1994,1994,Lleida,Dep. La Coruna,0,0
17.04.1994,1994,Atl. Madrid,Ath Bilbao,4,2
17.04.1994,1994,Dep. La Coruna,Tenerife,2,0
17.04.1994,1994,Osasuna,Rayo Vallecano,1,1
17.04.1994,1994,Real Sociedad,Gijon,0,1
17.04.1994,1994,R. Oviedo,Racing Santander,3,0
17.04.1994,1994,Sevilla,Real Madrid,0,1
17.04.1994,1994,Valladolid,Lleida,0,2
16.04.1994,1994,Albacete,Celta Vigo,0,4
16.04.1994,1994,Barcelona,Valencia,3,1
16.04.1994,1994,Zaragoza,CD Logrones,1,1
10.04.1994,1994,Atl. Madrid,R. Oviedo,0,3
10.04.1994,1994,Celta Vigo,Real Sociedad,3,2
10.04.1994,1994,Lleida,Osasuna,1,2
10.04.1994,1994,Racing Santander,Dep. La Coruna,0,1
10.04.1994,1994,Rayo Vallecano,Zaragoza,1,2
10.04.1994,1994,Tenerife,Valladolid,0,2
10.04.1994,1994,Valencia,Albacete,4,0
09.04.1994,1994,Ath Bilbao,Real Madrid,2,1
09.04.1994,1994,CD Logrones,Barcelona,0,0
09.04.1994,1994,Gijon,Sevilla,0,1
07.04.1994,1994,Dep. La Coruna,Atl. Madrid,2,1
06.04.1994,1994,Albacete,CD Logrones,2,2
06.04.1994,1994,Barcelona,Rayo Vallecano,1,0
06.04.1994,1994,Osasuna,Tenerife,1,0
06.04.1994,1994,Real Madrid,Gijon,2,2
06.04.1994,1994,Real Sociedad,Valencia,0,0
06.04.1994,1994,R. Oviedo,Ath Bilbao,3,0
06.04.1994,1994,Sevilla,Celta Vigo,4,1
06.04.1994,1994,Valladolid,Racing Santander,0,3
06.04.1994,1994,Zaragoza,Lleida,1,1
03.04.1994,1994,Ath Bilbao,Gijon,7,0
03.04.1994,1994,Atl. Madrid,Valladolid,2,0
03.04.1994,1994,CD Logrones,Real Sociedad,2,0
03.04.1994,1994,Racing Santander,Osasuna,3,1
03.04.1994,1994,Rayo Vallecano,Albacete,0,0
03.04.1994,1994,R. Oviedo,Dep. La Coruna,2,5
03.04.1994,1994,Tenerife,Zaragoza,5,3
03.04.1994,1994,Valencia,Sevilla,1,1
02.04.1994,1994,Celta Vigo,Real Madrid,3,2
02.04.1994,1994,Lleida,Barcelona,1,2
27.03.1994,1994,Albacete,Lleida,2,1
27.03.1994,1994,Dep. La Coruna,Ath Bilbao,4,1
27.03.1994,1994,Gijon,Celta Vigo,2,1
27.03.1994,1994,Osasuna,Atl. Madrid,0,1
27.03.1994,1994,Real Sociedad,Rayo Vallecano,1,1
27.03.1994,1994,Valladolid,R. Oviedo,0,0
27.03.1994,1994,Zaragoza,Racing Santander,2,0
26.03.1994,1994,Barcelona,Tenerife,2,1
26.03.1994,1994,Real Madrid,Valencia,3,2
26.03.1994,1994,Sevilla,CD Logrones,4,1
20.03.1994,1994,Ath Bilbao,Celta Vigo,2,1
20.03.1994,1994,Atl. Madrid,Zaragoza,0,4
20.03.1994,1994,CD Logrones,Real Madrid,3,4
20.03.1994,1994,Dep. La Coruna,Valladolid,0,0
20.03.1994,1994,Lleida,Real Sociedad,1,0
20.03.1994,1994,Rayo Vallecano,Sevilla,2,1
20.03.1994,1994,R. Oviedo,Osasuna,1,0
20.03.1994,1994,Tenerife,Albacete,2,1
20.03.1994,1994,Valencia,Gijon,1,0
19.03.1994,1994,Racing Santander,Barcelona,1,1
13.03.1994,1994,Albacete,Racing Santander,3,0
13.03.1994,1994,Celta Vigo,Valencia,1,2
13.03.1994,1994,Gijon,CD Logrones,1,2
13.03.1994,1994,Osasuna,Dep. La Coruna,0,0
13.03.1994,1994,Real Sociedad,Tenerife,2,1
13.03.1994,1994,Sevilla,Lleida,2,1
13.03.1994,1994,Valladolid,Ath Bilbao,1,1
13.03.1994,1994,Zaragoza,R. Oviedo,2,1
12.03.1994,1994,Barcelona,Atl. Madrid,5,3
12.03.1994,1994,Real Madrid,Rayo Vallecano,5,2
06.03.1994,1994,Atl. Madrid,Albacete,0,0
06.03.1994,1994,CD Logrones,Celta Vigo,1,1
06.03.1994,1994,Dep. La Coruna,Zaragoza,1,1
06.03.1994,1994,Lleida,Real Madrid,2,1
06.03.1994,1994,Racing Santander,Real Sociedad,4,1
06.03.1994,1994,Rayo Vallecano,Gijon,2,1
06.03.1994,1994,R. Oviedo,Barcelona,1,3
06.03.1994,1994,Valladolid,Osasuna,2,1
05.03.1994,1994,Ath Bilbao,Valencia,2,1
05.03.1994,1994,Tenerife,Sevilla,2,1
27.02.1994,1994,Albacete,R. Oviedo,5,0
27.02.1994,1994,Celta Vigo,Rayo Vallecano,0,0
27.02.1994,1994,Gijon,Lleida,1,1
27.02.1994,1994,Osasuna,Ath Bilbao,0,0
27.02.1994,1994,Real Madrid,Tenerife,1,1
27.02.1994,1994,Real Sociedad,Atl. Madrid,2,1
27.02.1994,1994,Sevilla,Racing Santander,2,1
27.02.1994,1994,Valencia,CD Logrones,3,1
27.02.1994,1994,Zaragoza,Valladolid,2,0
26.02.1994,1994,Barcelona,Dep. La Coruna,3,0
24.02.1994,1994,Rayo Vallecano,Valencia,1,1
23.02.1994,1994,Ath Bilbao,CD Logrones,0,0
23.02.1994,1994,Atl. Madrid,Sevilla,2,4
23.02.1994,1994,Dep. La Coruna,Albacete,5,1
23.02.1994,1994,Lleida,Celta Vigo,0,0
23.02.1994,1994,Osasuna,Zaragoza,0,0
23.02.1994,1994,Racing Santander,Real Madrid,1,3
23.02.1994,1994,R. Oviedo,Real Sociedad,2,1
23.02.1994,1994,Tenerife,Gijon,3,0
22.02.1994,1994,Valladolid,Barcelona,1,3
20.02.1994,1994,Albacete,Valladolid,1,1
20.02.1994,1994,CD Logrones,Rayo Vallecano,1,1
20.02.1994,1994,Celta Vigo,Tenerife,1,0
20.02.1994,1994,Gijon,Racing Santander,0,2
20.02.1994,1994,Real Sociedad,Dep. La Coruna,0,1
20.02.1994,1994,Sevilla,R. Oviedo,2,0
20.02.1994,1994,Valencia,Lleida,3,3
20.02.1994,1994,Zaragoza,Ath Bilbao,1,0
19.02.1994,1994,Barcelona,Osasuna,8,1
19.02.1994,1994,Real Madrid,Atl. Madrid,1,0
13.02.1994,1994,Ath Bilbao,Rayo Vallecano,0,0
13.02.1994,1994,Atl. Madrid,Gijon,2,0
13.02.1994,1994,Lleida,CD Logrones,1,1
13.02.1994,1994,Osasuna,Albacete,3,1
13.02.1994,1994,Racing Santander,Celta Vigo,2,1
13.02.1994,1994,R. Oviedo,Real Madrid,0,1
13.02.1994,1994,Tenerife,Valencia,1,0
13.02.1994,1994,Valladolid,Real Sociedad,0,0
13.02.1994,1994,Zaragoza,Barcelona,6,3
12.02.1994,1994,Dep. La Coruna,Sevilla,2,0
06.02.1994,1994,Albacete,Zaragoza,2,1
06.02.1994,1994,Barcelona,Ath Bilbao,2,3
06.02.1994,1994,CD Logrones,Tenerife,1,2
06.02.1994,1994,Celta Vigo,Atl. Madrid,3,2
06.02.1994,1994,Gijon,R. Oviedo,0,0
06.02.1994,1994,Rayo Vallecano,Lleida,1,2
06.02.1994,1994,Real Sociedad,Osasuna,1,0
06.02.1994,1994,Sevilla,Valladolid,3,3
06.02.1994,1994,Valencia,Racing Santander,2,1
05.02.1994,1994,Real Madrid,Dep. La Coruna,2,0
30.01.1994,1994,Ath Bilbao,Lleida,4,0
30.01.1994,1994,Barcelona,Albacete,2,1
30.01.1994,1994,Dep. La Coruna,Gijon,2,1
30.01.1994,1994,Osasuna,Sevilla,0,0
30.01.1994,1994,Racing Santander,CD Logrones,0,0
30.01.1994,1994,R. Oviedo,Celta Vigo,1,0
30.01.1994,1994,Tenerife,Rayo Vallecano,3,1
30.01.1994,1994,Valladolid,Real Madrid,0,0
30.01.1994,1994,Zaragoza,Real Sociedad,3,0
29.01.1994,1994,Atl. Madrid,Valencia,2,0
23.01.1994,1994,Albacete,Ath Bilbao,1,0
23.01.1994,1994,CD Logrones,Atl. Madrid,1,0
23.01.1994,1994,Celta Vigo,Dep. La Coruna,0,0
23.01.1994,1994,Gijon,Valladolid,2,0
23.01.1994,1994,Lleida,Tenerife,1,1
23.01.1994,1994,Rayo Vallecano,Racing Santander,1,1
23.01.1994,1994,Real Madrid,Osasuna,0,0
23.01.1994,1994,Sevilla,Zaragoza,0,1
23.01.1994,1994,Valencia,R. Oviedo,2,2
22.01.1994,1994,Real Sociedad,Barcelona,2,1
16.01.1994,1994,CD Logrones,R. Oviedo,2,2
16.01.1994,1994,Celta Vigo,Valladolid,1,2
16.01.1994,1994,Gijon,Osasuna,7,1
16.01.1994,1994,Lleida,Racing Santander,0,0
16.01.1994,1994,Rayo Vallecano,Atl. Madrid,2,1
16.01.1994,1994,Real Madrid,Zaragoza,3,2
16.01.1994,1994,Real Sociedad,Albacete,1,1
16.01.1994,1994,Sevilla,Barcelona,0,0
16.01.1994,1994,Tenerife,Ath Bilbao,2,1
15.01.1994,1994,Valencia,Dep. La Coruna,1,3
09.01.1994,1994,Albacete,Sevilla,2,2
09.01.1994,1994,Ath Bilbao,Real Sociedad,0,0
09.01.1994,1994,Atl. Madrid,Lleida,0,0
09.01.1994,1994,Dep. La Coruna,CD Logrones,3,0
09.01.1994,1994,Osasuna,Celta Vigo,0,1
09.01.1994,1994,Racing Santander,Tenerife,1,0
09.01.1994,1994,R. Oviedo,Rayo Vallecano,5,0
09.01.1994,1994,Valladolid,Valencia,1,1
09.01.1994,1994,Zaragoza,Gijon,3,0
08.01.1994,1994,Barcelona,Real Madrid,5,0
