Date,Season_Year,Home_Team,Away_Team,Home_Goal,Away_Goal,Home_Odds,Draw_Odds,Away_Odds
07.05.,2021,Barrow,Northampton,1,3,5.35,3.99,1.59
07.05.,2021,Bradford City,Carlisle,2,0,1.70,4.00,4.40
07.05.,2021,Bristol Rovers,Scunthorpe,7,0,1.08,10.63,22.93
07.05.,2021,Exeter,Port Vale,0,1,2.27,3.18,3.22
07.05.,2021,Harrogate,Sutton,0,2,3.80,3.90,1.84
07.05.,2021,Hartlepool,Colchester,0,2,2.29,3.34,3.04
07.05.,2021,Leyton Orient,Tranmere,0,1,2.58,3.30,2.66
07.05.,2021,Mansfield,Forest Green,2,2,2.10,3.54,3.25
07.05.,2021,Newport,Rochdale,0,2,1.92,3.67,3.71
07.05.,2021,Oldham,Crawley,3,3,2.54,3.63,2.53
07.05.,2021,Stevenage,Salford,4,2,2.58,3.41,2.61
07.05.,2021,Walsall,Swindon,0,3,4.45,3.92,1.71
02.05.,2021,Port Vale,Newport,1,2,1.57,3.91,5.82
02.05.,2021,Salford,Mansfield,2,2,2.94,3.35,2.33
30.04.,2021,Carlisle,Stevenage,2,1,2.81,3.16,2.54
30.04.,2021,Colchester,Walsall,2,2,2.35,3.14,3.11
30.04.,2021,Crawley,Leyton Orient,0,2,2.70,3.29,2.57
30.04.,2021,Forest Green,Harrogate,1,3,1.41,4.71,7.00
30.04.,2021,Northampton,Exeter,1,1,2.09,3.12,3.78
30.04.,2021,Rochdale,Bristol Rovers,3,4,4.13,3.53,1.86
30.04.,2021,Scunthorpe,Hartlepool,1,1,7.35,4.53,1.41
30.04.,2021,Sutton,Bradford City,1,4,1.92,3.42,4.01
30.04.,2021,Swindon,Barrow,2,1,1.47,4.33,6.46
30.04.,2021,Tranmere,Oldham,2,0,1.49,4.17,6.35
26.04.,2021,Sutton,Crawley,3,0,1.69,3.65,4.94
26.04.,2021,Swindon,Forest Green,2,1,2.28,3.38,2.98
26.04.,2021,Mansfield,Stevenage,2,0,1.64,3.68,5.39
26.04.,2021,Exeter,Barrow,2,1,1.41,4.37,7.84
23.04.,2021,Barrow,Sutton,1,0,2.52,3.02,2.96
23.04.,2021,Bradford City,Scunthorpe,2,1,1.37,4.80,7.81
23.04.,2021,Bristol Rovers,Forest Green,0,0,2.53,3.14,2.85
23.04.,2021,Exeter,Rochdale,2,0,1.55,3.97,5.96
23.04.,2021,Harrogate,Carlisle,3,0,2.41,3.33,2.84
23.04.,2021,Hartlepool,Swindon,0,3,4.03,3.61,1.86
23.04.,2021,Leyton Orient,Northampton,2,4,3.18,2.96,2.42
23.04.,2021,Mansfield,Crawley,2,0,1.57,4.16,5.29
23.04.,2021,Oldham,Salford,1,2,3.79,3.46,1.97
23.04.,2021,Stevenage,Tranmere,2,0,2.28,3.01,3.42
23.04.,2021,Walsall,Port Vale,2,0,4.33,3.19,1.92
22.04.,2021,Newport,Colchester,1,2,1.55,4.01,5.91
18.04.,2021,Carlisle,Mansfield,1,0,4.76,3.44,1.78
18.04.,2021,Colchester,Bradford City,3,0,2.50,3.08,2.94
18.04.,2021,Crawley,Walsall,1,0,1.99,3.32,3.85
18.04.,2021,Forest Green,Oldham,2,0,1.42,4.50,7.13
18.04.,2021,Northampton,Harrogate,3,0,1.50,4.01,6.66
18.04.,2021,Port Vale,Bristol Rovers,1,3,2.27,3.11,3.32
18.04.,2021,Rochdale,Hartlepool,2,1,1.98,3.30,3.86
18.04.,2021,Salford,Barrow,2,2,1.91,3.27,4.24
18.04.,2021,Scunthorpe,Stevenage,1,1,7.72,4.26,1.43
18.04.,2021,Sutton,Newport,1,0,2.40,3.07,3.10
18.04.,2021,Swindon,Leyton Orient,1,2,1.90,3.45,4.06
18.04.,2021,Tranmere,Exeter,2,0,3.50,3.14,2.18
15.04.,2021,Barrow,Forest Green,4,0,4.09,3.27,1.95
15.04.,2021,Bradford City,Tranmere,1,1,2.54,3.02,2.95
15.04.,2021,Bristol Rovers,Salford,1,0,2.31,3.23,3.12
15.04.,2021,Exeter,Colchester,2,0,1.48,4.16,6.61
15.04.,2021,Harrogate,Swindon,1,4,3.21,3.55,2.12
15.04.,2021,Hartlepool,Port Vale,0,1,4.74,3.13,1.87
15.04.,2021,Leyton Orient,Scunthorpe,3,0,1.36,4.59,9.24
15.04.,2021,Mansfield,Sutton,2,3,2.05,3.44,3.51
15.04.,2021,Newport,Crawley,1,2,1.72,3.85,4.44
15.04.,2021,Oldham,Northampton,0,2,3.42,3.19,2.18
15.04.,2021,Stevenage,Rochdale,1,0,2.36,3.06,3.18
15.04.,2021,Walsall,Carlisle,1,0,2.11,3.14,3.69
09.04.,2021,Carlisle,Exeter,0,1,4.21,3.31,1.91
09.04.,2021,Colchester,Stevenage,0,2,2.42,3.09,3.04
09.04.,2021,Crawley,Barrow,1,0,2.39,3.21,2.98
09.04.,2021,Forest Green,Hartlepool,1,1,1.55,3.83,6.36
09.04.,2021,Northampton,Bradford City,0,0,2.05,3.16,3.84
09.04.,2021,Port Vale,Oldham,3,2,1.55,3.86,6.19
09.04.,2021,Rochdale,Walsall,1,0,2.30,3.02,3.37
09.04.,2021,Salford,Harrogate,2,0,1.89,3.50,4.03
09.04.,2021,Scunthorpe,Mansfield,0,4,8.35,4.77,1.36
09.04.,2021,Sutton,Leyton Orient,1,0,2.32,3.18,3.16
09.04.,2021,Swindon,Newport,0,1,2.17,3.35,3.32
09.04.,2021,Tranmere,Bristol Rovers,1,1,2.93,3.14,2.48
05.04.,2021,Salford,Port Vale,0,1,2.76,3.03,2.69
05.04.,2021,Forest Green,Mansfield,1,0,2.11,3.13,3.68
02.04.,2021,Barrow,Port Vale,1,2,3.25,3.02,2.35
02.04.,2021,Bristol Rovers,Bradford City,2,1,2.10,3.39,3.43
02.04.,2021,Forest Green,Scunthorpe,1,0,1.21,6.30,12.10
02.04.,2021,Harrogate,Colchester,1,2,2.21,3.28,3.26
02.04.,2021,Hartlepool,Salford,0,2,3.02,3.17,2.39
02.04.,2021,Mansfield,Northampton,1,0,2.15,3.13,3.59
02.04.,2021,Newport,Exeter,0,1,2.56,3.12,2.82
02.04.,2021,Rochdale,Swindon,0,0,2.48,3.37,2.75
02.04.,2021,Stevenage,Oldham,0,1,2.00,3.25,3.90
02.04.,2021,Tranmere,Carlisle,2,2,1.76,3.46,4.79
02.04.,2021,Walsall,Leyton Orient,0,2,2.46,3.01,3.07
29.03.,2021,Salford,Crawley,2,1,1.82,3.60,4.16
29.03.,2021,Hartlepool,Mansfield,2,2,3.00,3.03,2.45
29.03.,2021,Rochdale,Carlisle,2,0,2.11,3.24,3.59
29.03.,2021,Oldham,Leyton Orient,2,0,3.22,3.25,2.24
26.03.,2021,Bradford City,Newport,0,0,2.71,3.14,2.65
26.03.,2021,Carlisle,Bristol Rovers,1,0,3.38,3.26,2.17
26.03.,2021,Colchester,Tranmere,1,0,2.49,3.08,2.98
26.03.,2021,Crawley,Rochdale,1,0,2.53,3.27,2.74
26.03.,2021,Exeter,Stevenage,2,1,1.76,3.55,4.63
26.03.,2021,Leyton Orient,Barrow,2,0,2.13,3.10,3.67
26.03.,2021,Northampton,Hartlepool,2,0,2.04,3.11,3.98
26.03.,2021,Oldham,Mansfield,1,2,4.30,3.63,1.79
26.03.,2021,Port Vale,Sutton,2,0,2.00,3.14,4.06
26.03.,2021,Salford,Walsall,2,1,2.08,3.21,3.71
26.03.,2021,Scunthorpe,Harrogate,0,3,3.78,3.37,1.99
22.03.,2021,Harrogate,Leyton Orient,0,3,2.73,2.94,2.79
22.03.,2021,Oldham,Sutton,1,3,3.54,3.40,2.04
22.03.,2021,Rochdale,Mansfield,0,1,3.05,3.25,2.32
22.03.,2021,Port Vale,Exeter,0,0,2.31,2.98,3.36
21.03.,2021,Colchester,Forest Green,0,1,4.09,3.44,1.89
19.03.,2021,Barrow,Carlisle,1,2,2.23,3.06,3.46
19.03.,2021,Bradford City,Port Vale,1,2,2.86,2.96,2.65
19.03.,2021,Crawley,Swindon,3,1,3.01,3.40,2.28
19.03.,2021,Harrogate,Walsall,1,1,2.94,3.08,2.50
19.03.,2021,Leyton Orient,Rochdale,3,1,2.36,3.02,3.24
19.03.,2021,Northampton,Bristol Rovers,0,1,2.42,3.04,3.08
19.03.,2021,Oldham,Exeter,0,2,4.78,3.78,1.70
19.03.,2021,Salford,Scunthorpe,5,1,1.40,4.47,7.86
19.03.,2021,Sutton,Tranmere,1,1,2.39,3.09,3.10
18.03.,2021,Newport,Hartlepool,2,3,1.71,3.59,4.97
15.03.,2021,Bristol Rovers,Colchester,1,0,1.88,3.56,4.03
15.03.,2021,Carlisle,Newport,1,2,3.24,3.14,2.29
15.03.,2021,Exeter,Crawley,2,1,1.54,4.17,5.75
15.03.,2021,Forest Green,Leyton Orient,1,1,1.68,3.65,5.15
15.03.,2021,Hartlepool,Bradford City,0,2,2.53,3.03,2.93
15.03.,2021,Port Vale,Mansfield,3,1,2.21,3.07,3.50
15.03.,2021,Rochdale,Salford,1,1,2.53,3.13,2.86
15.03.,2021,Scunthorpe,Barrow,0,1,3.38,3.16,2.21
15.03.,2021,Stevenage,Northampton,1,2,3.09,2.90,2.53
15.03.,2021,Swindon,Sutton,2,1,1.86,3.61,4.00
15.03.,2021,Tranmere,Harrogate,2,0,1.95,3.34,4.01
15.03.,2021,Walsall,Oldham,2,1,1.64,3.75,5.28
12.03.,2021,Bristol Rovers,Harrogate,3,0,1.86,3.56,4.15
12.03.,2021,Carlisle,Northampton,2,1,3.45,2.99,2.28
12.03.,2021,Exeter,Salford,0,0,1.86,3.47,4.23
