Date,Season_Year,Home_Team,Away_Team,Home_Goal,Away_Goal
10.03.,2019,Carlisle,Newport,2,0
07.03.,2019,Carlisle,Colchester,0,3
07.03.,2019,Cheltenham,Port Vale,0,0
07.03.,2019,Crawley,Oldham,3,0
07.03.,2019,Crewe,Stevenage,3,1
07.03.,2019,Leyton Orient,Cambridge Utd,2,1
07.03.,2019,Newport,Morecambe,1,0
07.03.,2019,Northampton,Mansfield,1,2
07.03.,2019,Plymouth,Macclesfield,3,0
07.03.,2019,Salford,Bradford City,2,0
07.03.,2019,Scunthorpe,Grimsby,0,2
07.03.,2019,Swindon,Forest Green,0,2
07.03.,2019,Walsall,Exeter,3,1
03.03.,2019,Swindon,Scunthorpe,2,0
03.03.,2019,Exeter,Crewe,1,1
03.03.,2019,Plymouth,Grimsby,3,0
29.02.,2019,Bradford City,Plymouth,2,1
29.02.,2019,Cambridge Utd,Carlisle,1,2
29.02.,2019,Colchester,Cheltenham,0,2
29.02.,2019,Exeter,Crawley,1,1
29.02.,2019,Grimsby,Northampton,0,3
29.02.,2019,Macclesfield,Salford,0,2
29.02.,2019,Morecambe,Crewe,1,1
29.02.,2019,Oldham,Newport,5,0
29.02.,2019,Port Vale,Scunthorpe,2,2
25.02.,2019,Cheltenham,Northampton,2,1
25.02.,2019,Grimsby,Newport,4,2
22.02.,2019,Carlisle,Morecambe,2,2
22.02.,2019,Cheltenham,Mansfield,1,0
22.02.,2019,Crawley,Stevenage,2,0
22.02.,2019,Crewe,Macclesfield,2,0
22.02.,2019,Leyton Orient,Oldham,2,2
22.02.,2019,Newport,Bradford City,2,1
22.02.,2019,Northampton,Exeter,2,0
22.02.,2019,Plymouth,Cambridge Utd,0,0
22.02.,2019,Salford,Colchester,1,2
22.02.,2019,Scunthorpe,Forest Green,1,0
22.02.,2019,Swindon,Grimsby,3,1
22.02.,2019,Walsall,Port Vale,2,2
18.02.,2019,Macclesfield,Plymouth,1,1
15.02.,2019,Cambridge Utd,Bradford City,2,1
15.02.,2019,Cheltenham,Leyton Orient,2,1
15.02.,2019,Crawley,Carlisle,0,0
15.02.,2019,Grimsby,Morecambe,2,1
15.02.,2019,Macclesfield,Exeter,2,3
