Date,Season_Year,Home_Team,Away_Team,Home_Goal,Away_Goal,Home_Odds,Draw_Odds,Away_Odds
07.05.2011,2010,Barnet,Port Vale,1,0,2.11,3.47,3.14
07.05.2011,2010,Bradford City,Crewe,1,5,2.30,3.36,2.86
07.05.2011,2010,Burton,Accrington,1,1,2.11,3.42,3.18
07.05.2011,2010,Chesterfield,Gillingham,3,1,2.05,3.49,3.22
07.05.2011,2010,Lincoln,Aldershot,0,3,2.35,3.10,2.99
07.05.2011,2010,Macclesfield,Hereford,1,1,2.40,3.19,2.84
07.05.2011,2010,Morecambe,Northampton,1,2,2.26,3.38,2.90
07.05.2011,2010,Rotherham,Torquay,3,1,2.84,3.38,2.30
07.05.2011,2010,Shrewsbury,Oxford Utd,3,0,1.78,3.58,4.21
07.05.2011,2010,Stevenage,Bury,3,3,2.03,3.41,3.37
07.05.2011,2010,Stockport County,Cheltenham,1,1,2.11,3.29,3.30
07.05.2011,2010,Wycombe,Southend,3,1,1.59,3.87,5.13
30.04.2011,2010,Accrington,Barnet,3,1,1.68,3.76,4.61
30.04.2011,2010,Aldershot,Rotherham,2,2,2.39,3.32,2.76
30.04.2011,2010,Bury,Wycombe,1,3,1.95,3.45,3.65
30.04.2011,2010,Cheltenham,Shrewsbury,0,1,4.08,3.49,1.82
30.04.2011,2010,Crewe,Stockport County,2,0,1.63,3.78,4.86
30.04.2011,2010,Gillingham,Macclesfield,2,4,1.46,4.08,6.46
30.04.2011,2010,Hereford,Bradford City,1,1,2.06,3.33,3.40
30.04.2011,2010,Northampton,Stevenage,2,0,2.83,3.34,2.36
30.04.2011,2010,Oxford Utd,Lincoln,2,1,1.95,3.45,3.62
30.04.2011,2010,Port Vale,Morecambe,7,2,2.06,3.35,3.37
30.04.2011,2010,Southend,Burton,1,1,2.10,3.35,3.25
29.04.2011,2010,Torquay,Chesterfield,0,0,2.06,3.41,3.29
25.04.2011,2010,Barnet,Oxford Utd,2,2,2.38,3.27,2.79
25.04.2011,2010,Bradford City,Aldershot,2,1,2.23,3.31,3.02
25.04.2011,2010,Burton,Torquay,3,3,3.22,3.42,2.09
25.04.2011,2010,Chesterfield,Bury,2,3,2.16,3.36,3.11
25.04.2011,2010,Lincoln,Cheltenham,0,2,2.08,3.30,3.37
25.04.2011,2010,Macclesfield,Southend,0,0,2.60,3.28,2.55
25.04.2011,2010,Morecambe,Hereford,1,1,2.13,3.33,3.21
25.04.2011,2010,Rotherham,Gillingham,0,1,2.35,3.36,2.79
25.04.2011,2010,Shrewsbury,Accrington,0,0,2.10,3.43,3.19
25.04.2011,2010,Stevenage,Port Vale,1,0,1.76,3.60,4.26
25.04.2011,2010,Stockport County,Northampton,2,2,2.68,3.39,2.42
25.04.2011,2010,Wycombe,Crewe,2,0,1.78,3.60,4.18
23.04.2011,2010,Accrington,Bradford City,3,0,1.56,3.87,5.59
23.04.2011,2010,Aldershot,Burton,1,2,1.79,3.53,4.20
23.04.2011,2010,Cheltenham,Macclesfield,0,1,2.36,3.24,2.88
23.04.2011,2010,Gillingham,Barnet,2,4,1.65,3.66,4.97
23.04.2011,2010,Hereford,Shrewsbury,0,2,2.97,3.29,2.27
23.04.2011,2010,Oxford Utd,Chesterfield,0,0,2.43,3.34,2.70
23.04.2011,2010,Port Vale,Stockport County,1,2,1.52,3.90,5.98
22.04.2011,2010,Bury,Lincoln,1,0,1.42,4.20,7.20
22.04.2011,2010,Crewe,Morecambe,2,1,1.96,3.48,3.57
22.04.2011,2010,Northampton,Rotherham,2,2,2.38,3.35,2.76
22.04.2011,2010,Southend,Stevenage,1,0,2.98,3.26,2.28
22.04.2011,2010,Torquay,Wycombe,0,0,1.93,3.41,3.77
19.04.2011,2010,Bradford City,Burton,1,1,2.11,3.35,3.26
16.04.2011,2010,Accrington,Oxford Utd,0,0,1.82,3.61,3.98
16.04.2011,2010,Burton,Cheltenham,2,0,1.83,3.56,3.92
16.04.2011,2010,Bury,Barnet,2,0,1.63,3.70,5.09
16.04.2011,2010,Chesterfield,Macclesfield,2,1,1.50,4.15,5.92
16.04.2011,2010,Crewe,Lincoln,1,1,1.64,3.78,4.86
16.04.2011,2010,Gillingham,Morecambe,1,1,1.58,3.85,5.32
16.04.2011,2010,Rotherham,Hereford,0,0,1.72,3.65,4.48
16.04.2011,2010,Shrewsbury,Stockport County,2,0,1.48,4.05,6.35
16.04.2011,2010,Stevenage,Aldershot,2,2,1.78,3.54,4.20
16.04.2011,2010,Torquay,Port Vale,0,0,1.79,3.54,4.19
16.04.2011,2010,Wycombe,Northampton,2,2,1.81,3.42,4.27
15.04.2011,2010,Southend,Bradford City,4,0,1.99,3.35,3.60
12.04.2011,2010,Bury,Burton,1,0,1.46,4.22,6.47
09.04.2011,2010,Aldershot,Shrewsbury,3,0,2.54,3.26,2.63
09.04.2011,2010,Barnet,Crewe,2,1,2.33,3.38,2.82
09.04.2011,2010,Bradford City,Torquay,0,3,2.82,3.28,2.37
09.04.2011,2010,Cheltenham,Rotherham,1,1,3.30,3.38,2.08
09.04.2011,2010,Hereford,Chesterfield,3,0,3.38,3.35,2.05
09.04.2011,2010,Lincoln,Gillingham,0,4,3.75,3.36,1.94
09.04.2011,2010,Morecambe,Burton,2,1,2.05,3.32,3.44
09.04.2011,2010,Northampton,Bury,2,4,2.81,3.29,2.38
09.04.2011,2010,Oxford Utd,Wycombe,2,2,2.19,3.29,3.14
09.04.2011,2010,Port Vale,Southend,1,1,1.78,3.48,4.27
09.04.2011,2010,Stockport County,Stevenage,2,2,4.36,3.54,1.75
08.04.2011,2010,Macclesfield,Accrington,2,2,3.60,3.46,1.95
05.04.2011,2010,Accrington,Southend,3,1,1.63,3.84,4.88
05.04.2011,2010,Macclesfield,Bradford City,0,1,2.33,3.28,2.86
05.04.2011,2010,Burton,Northampton,1,1,2.43,3.32,2.72
05.04.2011,2010,Hereford,Wycombe,0,0,3.03,3.24,2.26
02.04.2011,2010,Accrington,Northampton,3,1,1.82,3.45,4.16
02.04.2011,2010,Burton,Barnet,1,4,2.06,3.33,3.37
02.04.2011,2010,Bury,Oxford Utd,3,0,2.09,3.30,3.32
02.04.2011,2010,Chesterfield,Port Vale,2,0,1.88,3.44,3.85
02.04.2011,2010,Crewe,Cheltenham,8,1,1.76,3.59,4.31
02.04.2011,2010,Gillingham,Hereford,0,0,1.54,3.88,5.92
