Exact_Date,HomeTeam,AwayTeam,Score,Full time result,Home odds,Draw odds,Away odds
22.05.2011,Aston Villa,Liverpool,1:00,H,3.37,3.34,2.14
22.05.2011,Bolton,Manchester City,0:02,A,4.86,3.71,1.7
22.05.2011,Everton,Chelsea,1:00,H,3.03,3.31,2.32
22.05.2011,Fulham,Arsenal,2:02,D,3.84,3.53,1.92
22.05.2011,Manchester United,Blackpool,4:02,H,1.43,4.77,6.66
22.05.2011,Newcastle,West Brom,3:03,D,2,3.41,3.7
22.05.2011,Stoke,Wigan,0:01,A,2.13,3.41,3.31
22.05.2011,Tottenham,Birmingham,2:01,H,1.54,3.98,6.1
22.05.2011,West Ham,Sunderland,0:03,A,1.91,3.54,3.82
22.05.2011,Wolves,Blackburn,2:03,A,2.29,2.96,3.45
17.05.2011,Manchester City,Stoke,3:00,H,1.4,4.42,8.14
15.05.2011,Arsenal,Aston Villa,1:02,A,1.38,4.65,8.1
15.05.2011,Birmingham,Fulham,0:02,A,2.14,3.25,3.48
15.05.2011,Chelsea,Newcastle,2:02,D,1.22,6.05,13.1
15.05.2011,Liverpool,Tottenham,0:02,A,1.63,3.78,5.44
15.05.2011,Wigan,West Ham,3:02,H,1.86,3.62,4.02
14.05.2011,Blackburn,Manchester United,1:01,D,6.28,3.43,1.65
14.05.2011,Blackpool,Bolton,4:03,H,2.04,3.52,3.51
14.05.2011,Sunderland,Wolves,1:03,A,2.9,3.23,2.46
14.05.2011,West Brom,Everton,1:00,H,2.65,3.26,2.67
10.05.2011,Manchester City,Tottenham,1:00,H,1.94,3.38,4.05
09.05.2011,Fulham,Liverpool,2:05,A,2.81,3.19,2.57
08.05.2011,Manchester United,Chelsea,2:01,H,2.29,3.17,3.27
08.05.2011,Stoke,Arsenal,3:01,H,4.29,3.36,1.89
08.05.2011,Wolves,West Brom,3:01,H,2.25,3.3,3.17
07.05.2011,Aston Villa,Wigan,1:01,D,1.75,3.57,4.82
07.05.2011,Bolton,Sunderland,1:02,A,1.73,3.51,5.03
07.05.2011,Everton,Manchester City,2:01,H,2.53,3.2,2.85
07.05.2011,Newcastle,Birmingham,2:01,H,1.87,3.4,4.39
07.05.2011,Tottenham,Blackpool,1:01,D,1.31,5.44,9
07.05.2011,West Ham,Blackburn,1:01,D,2.06,3.36,3.61
01.05.2011,Arsenal,Manchester United,1:00,H,2.64,3.22,2.72
01.05.2011,Birmingham,Wolves,1:01,D,2.13,3.28,3.5
01.05.2011,Liverpool,Newcastle,3:00,H,1.46,4.1,7.59
01.05.2011,Manchester City,West Ham,2:01,H,1.36,4.67,8.79
30.04.2011,Blackburn,Bolton,1:00,H,1.9,3.44,4.1
30.04.2011,Blackpool,Stoke,0:00,D,2.62,3.42,2.59
30.04.2011,Chelsea,Tottenham,2:01,H,1.49,4.16,6.77
30.04.2011,Sunderland,Fulham,0:03,A,2.71,3.13,2.69
30.04.2011,West Brom,Aston Villa,2:01,H,2.46,3.23,2.9
30.04.2011,Wigan,Everton,1:01,D,3,3.22,2.41
27.04.2011,Fulham,Bolton,3:00,H,1.78,3.53,4.64
26.04.2011,Stoke,Wolves,3:00,H,1.78,3.48,4.76
25.04.2011,Blackburn,Manchester City,0:01,A,4.02,3.47,1.91
24.04.2011,Bolton,Arsenal,2:01,H,5.38,3.87,1.63
23.04.2011,Aston Villa,Stoke,1:01,D,2.09,3.2,3.73
23.04.2011,Blackpool,Newcastle,1:01,D,2.83,3.36,2.45
23.04.2011,Chelsea,West Ham,3:00,H,1.2,6.45,14.22
23.04.2011,Liverpool,Birmingham,5:00,H,1.49,3.99,7.23
23.04.2011,Manchester United,Everton,1:00,H,1.51,3.87,7.23
23.04.2011,Sunderland,Wigan,4:02,H,2.11,3.24,3.61
23.04.2011,Tottenham,West Brom,2:02,D,1.53,4.02,6.35
23.04.2011,Wolves,Fulham,1:01,D,2.47,3.22,2.91
20.04.2011,Chelsea,Birmingham,3:01,H,1.2,6.27,15.67
20.04.2011,Tottenham,Arsenal,3:03,D,2.89,3.28,2.45
19.04.2011,Newcastle,Manchester United,0:00,D,5.5,3.69,1.65
17.04.2011,Arsenal,Liverpool,1:01,D,1.72,3.73,4.83
16.04.2011,Birmingham,Sunderland,2:00,H,2.05,3.27,3.74
16.04.2011,Blackpool,Wigan,1:03,A,2.36,3.37,2.92
16.04.2011,Everton,Blackburn,2:00,H,1.7,3.55,5.24
16.04.2011,West Brom,Chelsea,1:03,A,5.17,3.61,1.7
16.04.2011,West Ham,Aston Villa,1:02,A,2.36,3.28,3
11.04.2011,Liverpool,Manchester City,3:00,H,2.54,3.24,2.82
10.04.2011,Aston Villa,Newcastle,1:00,H,1.69,3.76,4.92
10.04.2011,Blackpool,Arsenal,1:03,A,7.01,4.5,1.44
