Date,Season_Year,Home_Team,Away_Team,Home_Goal,Away_Goal
Yesterday,2021,Verona,Genoa,0,0
18.10.,2021,AS Roma,Benevento,5,2
18.10.,2021,Bologna,Sassuolo,3,4
18.10.,2021,Spezia,Fiorentina,2,2
18.10.,2021,Torino,Cagliari,2,3
18.10.,2021,Udinese,Parma,3,2
17.10.,2021,Crotone,Juventus,1,1
17.10.,2021,Inter,AC Milan,1,2
17.10.,2021,Napoli,Atalanta,4,1
17.10.,2021,Sampdoria,Lazio,3,0
04.10.,2021,AC Milan,Spezia,3,0
04.10.,2021,Atalanta,Cagliari,5,2
04.10.,2021,Benevento,Bologna,1,0
04.10.,2021,Juventus,Napoli,3,0 AWA.
04.10.,2021,Lazio,Inter,1,1
04.10.,2021,Parma,Verona,1,0
03.10.,2021,Sassuolo,Crotone,4,1
03.10.,2021,Udinese,AS Roma,0,1
02.10.,2021,Fiorentina,Sampdoria,1,2
30.09.,2021,Benevento,Inter,2,5
30.09.,2021,Lazio,Atalanta,1,4
30.09.,2021,Udinese,Spezia,0,2
28.09.,2021,Bologna,Parma,4,1
27.09.,2021,AS Roma,Juventus,2,2
27.09.,2021,Crotone,AC Milan,0,2
27.09.,2021,Napoli,Genoa,6,0
27.09.,2021,Spezia,Sassuolo,1,4
27.09.,2021,Verona,Udinese,1,0
26.09.,2021,Cagliari,Lazio,0,2
26.09.,2021,Inter,Fiorentina,4,3
26.09.,2021,Sampdoria,Benevento,2,3
26.09.,2021,Torino,Atalanta,2,4
21.09.,2021,AC Milan,Bologna,2,0
20.09.,2021,Genoa,Crotone,4,1
20.09.,2021,Juventus,Sampdoria,3,0
20.09.,2021,Parma,Napoli,0,2
20.09.,2021,Sassuolo,Cagliari,1,1
19.09.,2021,Fiorentina,Torino,1,0
19.09.,2021,Verona,AS Roma,3,0 AWA.
