Date,Season_Year,Home_Team,Away_Team,Home_Goal,Away_Goal
06.05.2000,2000,Blackpool,Chesterfield,2,2
06.05.2000,2000,Bournemouth,Wigan,2,2
06.05.2000,2000,Brentford,Colchester,0,0
06.05.2000,2000,Bristol City,Preston,0,2
06.05.2000,2000,Cambridge Utd,Wycombe,1,2
06.05.2000,2000,Cardiff,Bristol Rovers,1,0
06.05.2000,2000,Luton,Oldham,1,1
06.05.2000,2000,Millwall,Oxford Utd,1,0
06.05.2000,2000,Notts Co,Bury,2,2
06.05.2000,2000,Reading,Stoke,1,0
06.05.2000,2000,Scunthorpe,Burnley,1,2
06.05.2000,2000,Wrexham,Gillingham,1,0
03.05.2000,2000,Stoke,Bury,3,0
02.05.2000,2000,Gillingham,Cardiff,4,1
30.04.2000,2000,Stoke,Cardiff,2,1
29.04.2000,2000,Bristol Rovers,Bournemouth,2,2
29.04.2000,2000,Burnley,Cambridge Utd,2,0
29.04.2000,2000,Bury,Reading,1,1
29.04.2000,2000,Chesterfield,Notts Co,2,1
29.04.2000,2000,Colchester,Bristol City,3,4
29.04.2000,2000,Gillingham,Brentford,2,0
29.04.2000,2000,Oldham,Blackpool,1,1
29.04.2000,2000,Oxford Utd,Scunthorpe,2,0
29.04.2000,2000,Preston,Millwall,3,2
29.04.2000,2000,Wigan,Wrexham,0,1
29.04.2000,2000,Wycombe,Luton,0,1
25.04.2000,2000,Bournemouth,Chesterfield,1,1
24.04.2000,2000,Blackpool,Bristol Rovers,2,1
24.04.2000,2000,Brentford,Burnley,2,3
24.04.2000,2000,Bristol City,Oxford Utd,2,2
24.04.2000,2000,Cambridge Utd,Preston,2,0
24.04.2000,2000,Cardiff,Bury,0,2
24.04.2000,2000,Luton,Wigan,1,1
24.04.2000,2000,Millwall,Gillingham,2,2
24.04.2000,2000,Notts Co,Oldham,0,1
24.04.2000,2000,Reading,Wycombe,2,1
24.04.2000,2000,Scunthorpe,Stoke,0,2
24.04.2000,2000,Wrexham,Colchester,1,0
22.04.2000,2000,Bristol Rovers,Bristol City,2,0
22.04.2000,2000,Burnley,Millwall,4,3
22.04.2000,2000,Bury,Blackpool,3,2
22.04.2000,2000,Chesterfield,Wrexham,0,3
22.04.2000,2000,Colchester,Cambridge Utd,3,1
22.04.2000,2000,Gillingham,Luton,2,0
22.04.2000,2000,Oldham,Cardiff,1,2
22.04.2000,2000,Oxford Utd,Brentford,1,1
22.04.2000,2000,Preston,Scunthorpe,1,0
22.04.2000,2000,Stoke,Bournemouth,1,0
22.04.2000,2000,Wigan,Reading,1,0
21.04.2000,2000,Wycombe,Notts Co,2,0
18.04.2000,2000,Luton,Bristol City,1,2
18.04.2000,2000,Oldham,Chesterfield,1,2
18.04.2000,2000,Burnley,Gillingham,0,3
15.04.2000,2000,Blackpool,Scunthorpe,0,2
15.04.2000,2000,Brentford,Millwall,1,3
15.04.2000,2000,Bristol Rovers,Preston,0,2
15.04.2000,2000,Bury,Chesterfield,1,1
15.04.2000,2000,Cardiff,Cambridge Utd,0,4
15.04.2000,2000,Gillingham,Wigan,2,1
15.04.2000,2000,Notts Co,Reading,1,2
15.04.2000,2000,Oxford Utd,Burnley,1,2
15.04.2000,2000,Wrexham,Bournemouth,1,0
15.04.2000,2000,Wycombe,Colchester,3,0
11.04.2000,2000,Oldham,Wigan,2,1
08.04.2000,2000,Bournemouth,Oldham,3,0
08.04.2000,2000,Bristol City,Wrexham,4,0
08.04.2000,2000,Burnley,Notts Co,2,1
08.04.2000,2000,Cambridge Utd,Bristol Rovers,1,1
08.04.2000,2000,Chesterfield,Wycombe,1,2
08.04.2000,2000,Colchester,Blackpool,1,1
08.04.2000,2000,Millwall,Bury,3,0
08.04.2000,2000,Preston,Cardiff,0,0
08.04.2000,2000,Scunthorpe,Luton,1,2
08.04.2000,2000,Stoke,Brentford,1,0
08.04.2000,2000,Wigan,Oxford Utd,2,0
07.04.2000,2000,Reading,Gillingham,2,2
04.04.2000,2000,Oldham,Stoke,0,1
04.04.2000,2000,Wigan,Preston,0,1
04.04.2000,2000,Cambridge Utd,Bury,3,0
04.04.2000,2000,Bristol Rovers,Reading,0,1
01.04.2000,2000,Blackpool,Preston,0,0
01.04.2000,2000,Brentford,Wigan,0,2
01.04.2000,2000,Bristol Rovers,Stoke,3,3
01.04.2000,2000,Bury,Scunthorpe,3,0
01.04.2000,2000,Cardiff,Burnley,1,2
01.04.2000,2000,Gillingham,Chesterfield,1,0
01.04.2000,2000,Luton,Colchester,3,2
01.04.2000,2000,Notts Co,Millwall,1,1
01.04.2000,2000,Oldham,Cambridge Utd,1,0
01.04.2000,2000,Oxford Utd,Bournemouth,1,0
01.04.2000,2000,Wrexham,Reading,0,1
01.04.2000,2000,Wycombe,Bristol City,1,2
28.03.2000,2000,Bristol City,Stoke,2,2
28.03.2000,2000,Wycombe,Gillingham,1,0
28.03.2000,2000,Chesterfield,Bury,0,1
28.03.2000,2000,Wrexham,Scunthorpe,3,1
25.03.2000,2000,Bournemouth,Wycombe,2,0
25.03.2000,2000,Bristol City,Brentford,1,0
25.03.2000,2000,Burnley,Bury,2,2
25.03.2000,2000,Cambridge Utd,Oxford Utd,2,0
25.03.2000,2000,Chesterfield,Luton,1,3
25.03.2000,2000,Colchester,Gillingham,2,1
25.03.2000,2000,Millwall,Bristol Rovers,3,0
25.03.2000,2000,Preston,Wrexham,1,0
25.03.2000,2000,Reading,Cardiff,0,1
25.03.2000,2000,Scunthorpe,Oldham,1,2
25.03.2000,2000,Stoke,Blackpool,3,0
25.03.2000,2000,Wigan,Notts Co,2,0
22.03.2000,2000,Reading,Bristol Rovers,2,0
21.03.2000,2000,Blackpool,Burnley,1,1
21.03.2000,2000,Bournemouth,Gillingham,0,1
21.03.2000,2000,Bury,Oxford Utd,1,2
21.03.2000,2000,Chesterfield,Cardiff,1,1
21.03.2000,2000,Colchester,Oldham,0,1
21.03.2000,2000,Luton,Cambridge Utd,2,2
21.03.2000,2000,Notts Co,Preston,1,0
21.03.2000,2000,Scunthorpe,Brentford,0,0
21.03.2000,2000,Wrexham,Millwall,1,1
21.03.2000,2000,Wycombe,Wigan,0,2
18.03.2000,2000,Brentford,Bournemouth,0,2
18.03.2000,2000,Bristol Rovers,Chesterfield,3,1
18.03.2000,2000,Burnley,Reading,3,0
18.03.2000,2000,Cambridge Utd,Wrexham,3,4
