Date,League,Home_Team,Away_Team,URL,Over 0.5,Under 0.5,Over 1.5,Under 1.5,Over 2.5,Under 2.5,Over 3.5,Under 3.5,Over 4.5,Under 4.5,Over 5.5,Under 5.5,Chosen_Option,Chosen_Odds,Chosen_Option_Empirical_Prob,N,Chosen_Option_Std,Kelly,Record_Time
2020-10-03,premier-league,Newcastle,Burnley,https://www.playnow.com/sports/sports/event/10203965/newcastle-united-fc-v-burnley-fc,1.08,8,1.38,2.9,2.2,1.62,3.9,1.22,7.5,1.07,0,0,Under 2.5,1.62,0.75,4,0.21650635094611,0.0206578947368421,2020-10-03 01:59:12
2020-10-03,premier-league,Leeds,Manchester City,https://www.playnow.com/sports/sports/event/10203968/leeds-united-v-manchester-city-fc,0,0,1.09,7,1.33,3.2,1.83,1.9,2.8,1.4,4.5,1.16,Over 3.5,1.83,0,3,0,0.117647058823529,2020-10-02 22:43:03
2020-10-03,premier-league,Everton,Brighton,https://www.playnow.com/sports/sports/event/10203970/everton-fc-v-brighton-and-hove-albion-fc,1.04,12,1.22,4,1.75,2.05,2.75,1.4,5,1.15,0,0,Over 2.5,1.75,0.333333333333333,3,0.272165526975909,0.0566666666666667,2020-10-02 22:42:34
2020-10-03,premier-league,Chelsea,Crystal Palace,https://www.playnow.com/sports/sports/event/10203972/chelsea-fc-v-crystal-palace-fc,1.02,16,1.18,4.75,1.57,2.3,2.4,1.53,4,1.22,0,0,Over 2.5,1.57,0.75,8,0.153093108923949,0.0191279069767442,2020-10-02 22:42:11
2020-09-28,premier-league,Liverpool,Arsenal,https://www.playnow.com/sports/sports/event/10199220/liverpool-fc-v-arsenal-fc,0,0,1.15,5,1.5,2.45,2.25,1.6,3.75,1.25,6.5,1.09,Over 5.5,6.5,0.181818181818182,22,0.0822303667030264,0.0330578512396694,""
2020-09-28,premier-league,Fulham,Aston Villa,https://www.playnow.com/sports/sports/event/10199217/fulham-fc-v-aston-villa-fc,1.06,9,1.3,3.25,2,1.75,3.4,1.3,6.5,1.1,0,0,Under 0.5,9,0.153846153846154,13,0.100068251628922,0.0480769230769231,""
2020-09-27,premier-league,West Ham,Wolves,https://www.playnow.com/sports/sports/event/10199219/west-ham-united-fc-v-wolverhampton-wanderers-fc,1.06,8.5,1.33,3,2.05,1.7,3.6,1.25,7,1.08,0,0,Under 2.5,1.7,0.75,4,0.216506351,0.392857143,""
2020-09-27,premier-league,Tottenham,Newcastle,https://www.playnow.com/sports/sports/event/10199218/tottenham-hotspur-fc-v-newcastle-united-fc,1.03,13,1.22,4,1.7,2.05,2.75,1.4,5,1.15,0,0,Under 1.5,4,0.4,20,0.109544512,0.2,""
2020-09-27,premier-league,Sheffield Utd,Leeds,https://www.playnow.com/sports/sports/event/10199216/sheffield-united-fc-v-leeds-united,1.05,10,1.3,3.4,1.95,1.8,3.25,1.3,6,1.1,0,0,"",,,,,,""
2020-09-27,premier-league,Manchester City,Leicester,https://www.playnow.com/sports/sports/event/10199215/manchester-city-fc-v-leicester-city-fc,0,0,1.12,6,1.4,2.8,2,1.75,3.25,1.33,5.5,1.12,Under 1.5,6,0.25,8,0.153093109,0.1,""
2020-09-26,premier-league,West Brom,Chelsea,https://www.playnow.com/sports/sports/event/10199214/west-bromwich-albion-v-chelsea-fc,1.02,15,1.18,4.5,1.6,2.25,2.5,1.5,4.25,1.2,0,0,Over 2.5,1.6,0.666666667,12,0.136082763,0.111111111,""
2020-09-26,premier-league,Crystal Palace,Everton,https://www.playnow.com/sports/sports/event/10199212/crystal-palace-fc-v-everton-fc,1.07,8.5,1.36,3,2.1,1.67,3.75,1.25,7,1.08,0,0,Under 0.5,8.5,0.5,8,0.176776695,0.433333333,""
2020-09-26,premier-league,Burnley,Southampton,https://www.playnow.com/sports/sports/event/10199213/burnley-fc-v-southampton-fc,1.06,9,1.33,3.2,2,1.75,3.5,1.28,6.5,1.09,0,0,Under 2.5,1.75,0.8,5,0.178885438,0.533333333,""
2020-09-26,premier-league,Brighton,Manchester Utd,https://www.playnow.com/sports/sports/event/10199211/brighton-and-hove-albion-fc-v-manchester-united-fc,1.04,11,1.25,3.75,1.8,1.95,3,1.36,5.5,1.13,0,0,Over 4.5,5.5,0.333333333,3,0.272165527,0.185185185,""
2020-09-21,premier-league,Wolves,Manchester City,https://www.playnow.com/sports/sports/event/10184185/wolverhampton-wanderers-fc-v-manchester-city-fc,1.03,13,1.22,4,1.7,2.05,2.75,1.4,5,1.15,0,0,Under 3.5,1.4,0.833333333,6,0.152145155,0.416666667,""
2020-09-21,premier-league,Aston Villa,Sheffield Utd,https://www.playnow.com/sports/sports/event/10184182/aston-villa-fc-v-sheffield-united-fc,1.07,8,1.36,2.9,2.15,1.67,3.75,1.25,7.5,1.07,0,0,Under 0.5,8,0.5,2,0.353553391,0.428571429,""
2020-09-20,premier-league,Southampton,Tottenham,https://www.playnow.com/sports/sports/event/10184191/southampton-fc-v-tottenham-hotspur-fc,1.05,10,1.3,3.4,1.95,1.83,3.25,1.3,6,1.1,0,0,Under 1.5,3.4,0.4,15,0.126491106,0.15,""
2020-09-20,premier-league,Newcastle,Brighton,https://www.playnow.com/sports/sports/event/10184184/newcastle-united-fc-v-brighton-and-hove-albion-fc,1.09,7,1.44,2.65,2.35,1.57,4.25,1.2,8,1.05,0,0,Under 0.5,7,0.666666667,3,0.272165527,0.611111111,""
2020-09-20,premier-league,Leicester,Burnley,https://www.playnow.com/sports/sports/event/10184189/leicester-city-fc-v-burnley-fc,1.05,10,1.28,3.5,1.87,1.87,3.2,1.33,5.75,1.11,0,0,Under 0.5,10,0.2,5,0.178885438,0.111111111,""
2020-09-20,premier-league,Chelsea,Liverpool,https://www.playnow.com/sports/sports/event/10184187/chelsea-fc-v-liverpool-fc,1.03,15,1.18,4.5,1.6,2.25,2.45,1.5,4.25,1.2,0,0,Under 1.5,4.5,0.318181818,22,0.099302602,0.123376623,""
2020-09-19,premier-league,Manchester Utd,Crystal Palace,https://www.playnow.com/sports/sports/event/10184183/manchester-united-fc-v-crystal-palace-fc,1.03,15,1.2,4.25,1.62,2.2,2.55,1.47,4.5,1.18,0,0,Under 0.5,15,0.125,8,0.116926793,0.0625,""
2020-09-19,premier-league,Leeds,Fulham,https://www.playnow.com/sports/sports/event/10184190/leeds-united-v-fulham-fc,1.05,10,1.28,3.4,1.87,1.87,3.2,1.33,5.75,1.11,0,0,Over 4.5,5.75,0.333333333,3,0.272165527,0.192982456,""
2020-09-19,premier-league,Everton,West Brom,https://www.playnow.com/sports/sports/event/10184188/everton-fc-v-west-bromwich-albion,1.04,12,1.25,3.75,1.8,1.95,2.9,1.38,5.25,1.13,0,0,Under 0.5,12,0.166666667,12,0.107582871,0.090909091,""
2020-09-19,premier-league,Arsenal,West Ham,https://www.playnow.com/sports/sports/event/10184186/arsenal-fc-v-west-ham-united-fc,1.02,15,1.18,4.5,1.6,2.25,2.45,1.5,4.25,1.2,0,0,Under 1.5,4.5,0.263157895,19,0.101022618,0.052631579,""
