"Time","H.team.1","A.team.1","H.team.2","A.team.2","Choose.1","Choose.2","Odd.1","Odd.2","joint.odds","result.mat","opt.proportion"
"2017-10-28","Arsenal","Swansea","WestBrom","ManchesterCity","D","A",7.34,1.27,9.3218,0,0
"2017-10-28","Arsenal","Swansea","WestBrom","ManchesterCity","A","A",13.67,1.27,17.3609,0,0.003
"2017-10-28","Bournemouth","Chelsea","CrystalPalace","WestHam","H","H",5.75,2.51,14.4325,0,0.001
"2017-10-28","Bournemouth","Chelsea","CrystalPalace","WestHam","D","H",4.2,2.51,10.542,0,0
"2017-10-28","Bournemouth","Chelsea","CrystalPalace","WestHam","H","D",5.75,3.13,17.9975,0,0.004
"2017-10-28","Bournemouth","Chelsea","CrystalPalace","WestHam","D","D",4.2,3.13,13.146,0,0
"2017-10-28","Bournemouth","Chelsea","CrystalPalace","WestHam","H","A",5.75,3.07,17.6525,1,0.003
"2017-10-28","Bournemouth","Chelsea","CrystalPalace","WestHam","D","A",4.2,3.07,12.894,0,0
"2017-10-28","Bournemouth","Chelsea","Liverpool","Huddersfield","H","D",5.75,6.3,36.225,0,0.012
"2017-10-28","Bournemouth","Chelsea","Liverpool","Huddersfield","D","D",4.2,6.3,26.46,0,0.01
"2017-10-28","Bournemouth","Chelsea","Liverpool","Huddersfield","A","D",1.58,6.3,9.954,0,0
"2017-10-28","Bournemouth","Chelsea","Liverpool","Huddersfield","H","A",5.75,12.76,73.37,1,0.019
"2017-10-28","Bournemouth","Chelsea","Liverpool","Huddersfield","D","A",4.2,12.76,53.592,0,0.014
"2017-10-28","Bournemouth","Chelsea","Liverpool","Huddersfield","A","A",1.58,12.76,20.1608,0,0.006
"2017-10-28","Bournemouth","Chelsea","ManchesterUnited","Tottenham","H","H",5.75,2.08,11.96,0,0
"2017-10-28","Bournemouth","Chelsea","ManchesterUnited","Tottenham","D","H",4.2,2.08,8.736,0,0
"2017-10-28","Bournemouth","Chelsea","ManchesterUnited","Tottenham","H","D",5.75,3.31,19.0325,0,0.004
"2017-10-28","Bournemouth","Chelsea","ManchesterUnited","Tottenham","D","D",4.2,3.31,13.902,0,0.001
"2017-10-28","Bournemouth","Chelsea","ManchesterUnited","Tottenham","H","A",5.75,3.79,21.7925,1,0.007
"2017-10-28","Bournemouth","Chelsea","ManchesterUnited","Tottenham","D","A",4.2,3.79,15.918,0,0.002
"2017-10-28","Bournemouth","Chelsea","Watford","Stoke","H","H",5.75,2.01,11.5575,0,0
"2017-10-28","Bournemouth","Chelsea","Watford","Stoke","D","H",4.2,2.01,8.442,0,0
"2017-10-28","Bournemouth","Chelsea","Watford","Stoke","H","D",5.75,3.52,20.24,0,0.006
"2017-10-28","Bournemouth","Chelsea","Watford","Stoke","D","D",4.2,3.52,14.784,0,0.001
"2017-10-28","Bournemouth","Chelsea","Watford","Stoke","H","A",5.75,3.83,22.0225,1,0.007
"2017-10-28","Bournemouth","Chelsea","Watford","Stoke","D","A",4.2,3.83,16.086,0,0.002
"2017-10-28","Bournemouth","Chelsea","WestBrom","ManchesterCity","H","H",5.75,11.43,65.7225,0,0.019
"2017-10-28","Bournemouth","Chelsea","WestBrom","ManchesterCity","D","H",4.2,11.43,48.006,0,0.014
"2017-10-28","Bournemouth","Chelsea","WestBrom","ManchesterCity","A","H",1.58,11.43,18.0594,0,0.004
"2017-10-28","Bournemouth","Chelsea","WestBrom","ManchesterCity","H","D",5.75,5.87,33.7525,0,0.012
"2017-10-28","Bournemouth","Chelsea","WestBrom","ManchesterCity","D","D",4.2,5.87,24.654,0,0.007
"2017-10-28","Bournemouth","Chelsea","WestBrom","ManchesterCity","A","D",1.58,5.87,9.2746,0,0
"2017-10-28","CrystalPalace","WestHam","Liverpool","Huddersfield","H","D",2.51,6.3,15.813,0,0.002
"2017-10-28","CrystalPalace","WestHam","Liverpool","Huddersfield","D","D",3.13,6.3,19.719,0,0.006
"2017-10-28","CrystalPalace","WestHam","Liverpool","Huddersfield","A","D",3.07,6.3,19.341,0,0.005
"2017-10-28","CrystalPalace","WestHam","Liverpool","Huddersfield","H","A",2.51,12.76,32.0276,1,0.012
"2017-10-28","CrystalPalace","WestHam","Liverpool","Huddersfield","D","A",3.13,12.76,39.9388,0,0.014
"2017-10-28","CrystalPalace","WestHam","Liverpool","Huddersfield","A","A",3.07,12.76,39.1732,0,0.014
"2017-10-28","CrystalPalace","WestHam","ManchesterUnited","Tottenham","H","D",2.51,3.31,8.3081,0,0
"2017-10-28","CrystalPalace","WestHam","ManchesterUnited","Tottenham","D","D",3.13,3.31,10.3603,0,0
"2017-10-28","CrystalPalace","WestHam","ManchesterUnited","Tottenham","A","D",3.07,3.31,10.1617,0,0
"2017-10-28","CrystalPalace","WestHam","ManchesterUnited","Tottenham","H","A",2.51,3.79,9.5129,1,0
"2017-10-28","CrystalPalace","WestHam","ManchesterUnited","Tottenham","D","A",3.13,3.79,11.8627,0,0
"2017-10-28","CrystalPalace","WestHam","ManchesterUnited","Tottenham","A","A",3.07,3.79,11.6353,0,0
"2017-10-28","CrystalPalace","WestHam","Watford","Stoke","H","D",2.51,3.52,8.8352,0,0
"2017-10-28","CrystalPalace","WestHam","Watford","Stoke","D","D",3.13,3.52,11.0176,0,0
"2017-10-28","CrystalPalace","WestHam","Watford","Stoke","A","D",3.07,3.52,10.8064,0,0
"2017-10-28","CrystalPalace","WestHam","Watford","Stoke","H","A",2.51,3.83,9.6133,1,0
"2017-10-28","CrystalPalace","WestHam","Watford","Stoke","D","A",3.13,3.83,11.9879,0,0
"2017-10-28","CrystalPalace","WestHam","Watford","Stoke","A","A",3.07,3.83,11.7581,0,0
"2017-10-28","CrystalPalace","WestHam","WestBrom","ManchesterCity","H","H",2.51,11.43,28.6893,0,0.01
"2017-10-28","CrystalPalace","WestHam","WestBrom","ManchesterCity","D","H",3.13,11.43,35.7759,0,0.012
"2017-10-28","CrystalPalace","WestHam","WestBrom","ManchesterCity","A","H",3.07,11.43,35.0901,0,0.012
"2017-10-28","CrystalPalace","WestHam","WestBrom","ManchesterCity","H","D",2.51,5.87,14.7337,0,0.001
"2017-10-28","CrystalPalace","WestHam","WestBrom","ManchesterCity","D","D",3.13,5.87,18.3731,0,0.004
"2017-10-28","CrystalPalace","WestHam","WestBrom","ManchesterCity","A","D",3.07,5.87,18.0209,0,0.004
"2017-10-28","Liverpool","Huddersfield","ManchesterUnited","Tottenham","D","H",6.3,2.08,13.104,0,0
"2017-10-28","Liverpool","Huddersfield","ManchesterUnited","Tottenham","A","H",12.76,2.08,26.5408,0,0.01
"2017-10-28","Liverpool","Huddersfield","ManchesterUnited","Tottenham","D","D",6.3,3.31,20.853,0,0.006
"2017-10-28","Liverpool","Huddersfield","ManchesterUnited","Tottenham","A","D",12.76,3.31,42.2356,0,0.014
"2017-10-28","Liverpool","Huddersfield","ManchesterUnited","Tottenham","D","A",6.3,3.79,23.877,0,0.007
"2017-10-28","Liverpool","Huddersfield","ManchesterUnited","Tottenham","A","A",12.76,3.79,48.3604,0,0.014
"2017-10-28","Liverpool","Huddersfield","Watford","Stoke","D","H",6.3,2.01,12.663,0,0
"2017-10-28","Liverpool","Huddersfield","Watford","Stoke","A","H",12.76,2.01,25.6476,0,0.007
"2017-10-28","Liverpool","Huddersfield","Watford","Stoke","D","D",6.3,3.52,22.176,0,0.007
"2017-10-28","Liverpool","Huddersfield","Watford","Stoke","A","D",12.76,3.52,44.9152,0,0.014
"2017-10-28","Liverpool","Huddersfield","Watford","Stoke","D","A",6.3,3.83,24.129,0,0.007
"2017-10-28","Liverpool","Huddersfield","Watford","Stoke","A","A",12.76,3.83,48.8708,0,0.014
"2017-10-28","Liverpool","Huddersfield","WestBrom","ManchesterCity","H","H",1.24,11.43,14.1732,0,0.001
"2017-10-28","Liverpool","Huddersfield","WestBrom","ManchesterCity","D","H",6.3,11.43,72.009,0,0.019
"2017-10-28","Liverpool","Huddersfield","WestBrom","ManchesterCity","A","H",12.76,11.43,145.8468,0,0.019
"2017-10-28","Liverpool","Huddersfield","WestBrom","ManchesterCity","D","D",6.3,5.87,36.981,0,0.012
"2017-10-28","Liverpool","Huddersfield","WestBrom","ManchesterCity","A","D",12.76,5.87,74.9012,0,0.019
"2017-10-28","Liverpool","Huddersfield","WestBrom","ManchesterCity","A","A",12.76,1.27,16.2052,0,0.003
"2017-10-28","ManchesterUnited","Tottenham","Watford","Stoke","D","D",3.31,3.52,11.6512,0,0
"2017-10-28","ManchesterUnited","Tottenham","Watford","Stoke","A","D",3.79,3.52,13.3408,0,0
"2017-10-28","ManchesterUnited","Tottenham","Watford","Stoke","D","A",3.31,3.83,12.6773,0,0
"2017-10-28","ManchesterUnited","Tottenham","Watford","Stoke","A","A",3.79,3.83,14.5157,0,0.001
"2017-10-28","ManchesterUnited","Tottenham","WestBrom","ManchesterCity","H","H",2.08,11.43,23.7744,0,0.007
"2017-10-28","ManchesterUnited","Tottenham","WestBrom","ManchesterCity","D","H",3.31,11.43,37.8333,0,0.014
"2017-10-28","ManchesterUnited","Tottenham","WestBrom","ManchesterCity","A","H",3.79,11.43,43.3197,0,0.014
"2017-10-28","ManchesterUnited","Tottenham","WestBrom","ManchesterCity","H","D",2.08,5.87,12.2096,0,0
"2017-10-28","ManchesterUnited","Tottenham","WestBrom","ManchesterCity","D","D",3.31,5.87,19.4297,0,0.005
"2017-10-28","ManchesterUnited","Tottenham","WestBrom","ManchesterCity","A","D",3.79,5.87,22.2473,0,0.007
"2017-10-28","Watford","Stoke","WestBrom","ManchesterCity","H","H",2.01,11.43,22.9743,0,0.007
"2017-10-28","Watford","Stoke","WestBrom","ManchesterCity","D","H",3.52,11.43,40.2336,0,0.014
"2017-10-28","Watford","Stoke","WestBrom","ManchesterCity","A","H",3.83,11.43,43.7769,0,0.014
"2017-10-28","Watford","Stoke","WestBrom","ManchesterCity","H","D",2.01,5.87,11.7987,0,0
"2017-10-28","Watford","Stoke","WestBrom","ManchesterCity","D","D",3.52,5.87,20.6624,0,0.006
"2017-10-28","Watford","Stoke","WestBrom","ManchesterCity","A","D",3.83,5.87,22.4821,0,0.007
"2017-10-29","Brighton","Southampton","Leicester","Everton","H","D",3.32,3.41,11.3212,0,0
"2017-10-29","Brighton","Southampton","Leicester","Everton","D","D",3.15,3.41,10.7415,0,0
"2017-10-29","Brighton","Southampton","Leicester","Everton","H","A",3.32,3.78,12.5496,0,0
"2017-10-29","Brighton","Southampton","Leicester","Everton","D","A",3.15,3.78,11.907,0,0
"2017-10-29","Brighton","Southampton","Leicester","Everton","A","A",2.35,3.78,8.883,0,0
"2017-11-04","Huddersfield","WestBrom","Newcastle","Bournemouth","H","D",2.85,3.57,10.1745,0,0
"2017-11-04","Huddersfield","WestBrom","Newcastle","Bournemouth","D","D",2.91,3.57,10.3887,0,0
"2017-11-04","Huddersfield","WestBrom","Newcastle","Bournemouth","A","D",2.89,3.57,10.3173,0,0
"2017-11-04","Huddersfield","WestBrom","Newcastle","Bournemouth","H","A",2.85,4.67,13.3095,1,0
"2017-11-04","Huddersfield","WestBrom","Newcastle","Bournemouth","D","A",2.91,4.67,13.5897,0,0
"2017-11-04","Huddersfield","WestBrom","Newcastle","Bournemouth","A","A",2.89,4.67,13.4963,0,0
"2017-11-04","Huddersfield","WestBrom","Southampton","Burnley","H","D",2.85,3.63,10.3455,0,0
"2017-11-04","Huddersfield","WestBrom","Southampton","Burnley","D","D",2.91,3.63,10.5633,0,0
"2017-11-04","Huddersfield","WestBrom","Southampton","Burnley","A","D",2.89,3.63,10.4907,0,0
"2017-11-04","Huddersfield","WestBrom","Southampton","Burnley","H","A",2.85,6.24,17.784,1,0.004
"2017-11-04","Huddersfield","WestBrom","Southampton","Burnley","D","A",2.91,6.24,18.1584,0,0.004
"2017-11-04","Huddersfield","WestBrom","Southampton","Burnley","A","A",2.89,6.24,18.0336,0,0.004
"2017-11-04","Huddersfield","WestBrom","Stoke","Leicester","H","D",2.85,3.22,9.177,0,0
"2017-11-04","Huddersfield","WestBrom","Stoke","Leicester","D","D",2.91,3.22,9.3702,0,0
"2017-11-04","Huddersfield","WestBrom","Stoke","Leicester","A","D",2.89,3.22,9.3058,0,0
"2017-11-04","Huddersfield","WestBrom","Stoke","Leicester","D","A",2.91,2.86,8.3226,0,0
"2017-11-04","Huddersfield","WestBrom","Stoke","Leicester","A","A",2.89,2.86,8.2654,0,0
"2017-11-04","Huddersfield","WestBrom","Swansea","Brighton","H","D",2.85,3.01,8.5785,0,0
"2017-11-04","Huddersfield","WestBrom","Swansea","Brighton","D","D",2.91,3.01,8.7591,0,0
"2017-11-04","Huddersfield","WestBrom","Swansea","Brighton","A","D",2.89,3.01,8.6989,0,0
"2017-11-04","Huddersfield","WestBrom","Swansea","Brighton","H","A",2.85,3.16,9.006,1,0
"2017-11-04","Huddersfield","WestBrom","Swansea","Brighton","D","A",2.91,3.16,9.1956,0,0
"2017-11-04","Huddersfield","WestBrom","Swansea","Brighton","A","A",2.89,3.16,9.1324,0,0
"2017-11-04","Huddersfield","WestBrom","WestHam","Liverpool","H","H",2.85,5.94,16.929,0,0.003
"2017-11-04","Huddersfield","WestBrom","WestHam","Liverpool","D","H",2.91,5.94,17.2854,0,0.003
"2017-11-04","Huddersfield","WestBrom","WestHam","Liverpool","A","H",2.89,5.94,17.1666,0,0.003
"2017-11-04","Huddersfield","WestBrom","WestHam","Liverpool","H","D",2.85,4.42,12.597,0,0
"2017-11-04","Huddersfield","WestBrom","WestHam","Liverpool","D","D",2.91,4.42,12.8622,0,0
"2017-11-04","Huddersfield","WestBrom","WestHam","Liverpool","A","D",2.89,4.42,12.7738,0,0
"2017-11-04","Newcastle","Bournemouth","Southampton","Burnley","D","D",3.57,3.63,12.9591,0,0
"2017-11-04","Newcastle","Bournemouth","Southampton","Burnley","A","D",4.67,3.63,16.9521,0,0.003
"2017-11-04","Newcastle","Bournemouth","Southampton","Burnley","H","A",1.83,6.24,11.4192,1,0
"2017-11-04","Newcastle","Bournemouth","Southampton","Burnley","D","A",3.57,6.24,22.2768,0,0.007
"2017-11-04","Newcastle","Bournemouth","Southampton","Burnley","A","A",4.67,6.24,29.1408,0,0.012
"2017-11-04","Newcastle","Bournemouth","Stoke","Leicester","D","H",3.57,2.6,9.282,0,0
"2017-11-04","Newcastle","Bournemouth","Stoke","Leicester","A","H",4.67,2.6,12.142,0,0
"2017-11-04","Newcastle","Bournemouth","Stoke","Leicester","D","D",3.57,3.22,11.4954,0,0
"2017-11-04","Newcastle","Bournemouth","Stoke","Leicester","A","D",4.67,3.22,15.0374,0,0.001
"2017-11-04","Newcastle","Bournemouth","Stoke","Leicester","D","A",3.57,2.86,10.2102,0,0
"2017-11-04","Newcastle","Bournemouth","Stoke","Leicester","A","A",4.67,2.86,13.3562,0,0
"2017-11-04","Newcastle","Bournemouth","Swansea","Brighton","D","H",3.57,2.54,9.0678,0,0
"2017-11-04","Newcastle","Bournemouth","Swansea","Brighton","A","H",4.67,2.54,11.8618,0,0
"2017-11-04","Newcastle","Bournemouth","Swansea","Brighton","D","D",3.57,3.01,10.7457,0,0
"2017-11-04","Newcastle","Bournemouth","Swansea","Brighton","A","D",4.67,3.01,14.0567,0,0.001
"2017-11-04","Newcastle","Bournemouth","Swansea","Brighton","D","A",3.57,3.16,11.2812,0,0
"2017-11-04","Newcastle","Bournemouth","Swansea","Brighton","A","A",4.67,3.16,14.7572,0,0.001
"2017-11-04","Newcastle","Bournemouth","WestHam","Liverpool","H","H",1.83,5.94,10.8702,0,0
"2017-11-04","Newcastle","Bournemouth","WestHam","Liverpool","D","H",3.57,5.94,21.2058,0,0.006
"2017-11-04","Newcastle","Bournemouth","WestHam","Liverpool","A","H",4.67,5.94,27.7398,0,0.01
"2017-11-04","Newcastle","Bournemouth","WestHam","Liverpool","D","D",3.57,4.42,15.7794,0,0.002
"2017-11-04","Newcastle","Bournemouth","WestHam","Liverpool","A","D",4.67,4.42,20.6414,0,0.006
"2017-11-04","Southampton","Burnley","Stoke","Leicester","D","H",3.63,2.6,9.438,0,0
"2017-11-04","Southampton","Burnley","Stoke","Leicester","A","H",6.24,2.6,16.224,0,0.003
"2017-11-04","Southampton","Burnley","Stoke","Leicester","D","D",3.63,3.22,11.6886,0,0
"2017-11-04","Southampton","Burnley","Stoke","Leicester","A","D",6.24,3.22,20.0928,0,0.006
"2017-11-04","Southampton","Burnley","Stoke","Leicester","D","A",3.63,2.86,10.3818,0,0
"2017-11-04","Southampton","Burnley","Stoke","Leicester","A","A",6.24,2.86,17.8464,0,0.004
"2017-11-04","Southampton","Burnley","Swansea","Brighton","D","H",3.63,2.54,9.2202,0,0
"2017-11-04","Southampton","Burnley","Swansea","Brighton","A","H",6.24,2.54,15.8496,0,0.002
"2017-11-04","Southampton","Burnley","Swansea","Brighton","D","D",3.63,3.01,10.9263,0,0
"2017-11-04","Southampton","Burnley","Swansea","Brighton","A","D",6.24,3.01,18.7824,0,0.004
"2017-11-04","Southampton","Burnley","Swansea","Brighton","D","A",3.63,3.16,11.4708,0,0
"2017-11-04","Southampton","Burnley","Swansea","Brighton","A","A",6.24,3.16,19.7184,0,0.006
"2017-11-04","Southampton","Burnley","WestHam","Liverpool","H","H",1.65,5.94,9.801,0,0
"2017-11-04","Southampton","Burnley","WestHam","Liverpool","D","H",3.63,5.94,21.5622,0,0.007
"2017-11-04","Southampton","Burnley","WestHam","Liverpool","A","H",6.24,5.94,37.0656,0,0.014
"2017-11-04","Southampton","Burnley","WestHam","Liverpool","D","D",3.63,4.42,16.0446,0,0.002
"2017-11-04","Southampton","Burnley","WestHam","Liverpool","A","D",6.24,4.42,27.5808,0,0.01
"2017-11-04","Southampton","Burnley","WestHam","Liverpool","A","A",6.24,1.54,9.6096,0,0
"2017-11-04","Stoke","Leicester","Swansea","Brighton","D","D",3.22,3.01,9.6922,0,0
"2017-11-04","Stoke","Leicester","Swansea","Brighton","A","D",2.86,3.01,8.6086,0,0
"2017-11-04","Stoke","Leicester","Swansea","Brighton","H","A",2.6,3.16,8.216,1,0
"2017-11-04","Stoke","Leicester","Swansea","Brighton","D","A",3.22,3.16,10.1752,0,0
"2017-11-04","Stoke","Leicester","Swansea","Brighton","A","A",2.86,3.16,9.0376,0,0
"2017-11-04","Stoke","Leicester","WestHam","Liverpool","H","H",2.6,5.94,15.444,0,0.002
"2017-11-04","Stoke","Leicester","WestHam","Liverpool","D","H",3.22,5.94,19.1268,0,0.004
"2017-11-04","Stoke","Leicester","WestHam","Liverpool","A","H",2.86,5.94,16.9884,0,0.003
"2017-11-04","Stoke","Leicester","WestHam","Liverpool","H","D",2.6,4.42,11.492,0,0
"2017-11-04","Stoke","Leicester","WestHam","Liverpool","D","D",3.22,4.42,14.2324,0,0.001
"2017-11-04","Stoke","Leicester","WestHam","Liverpool","A","D",2.86,4.42,12.6412,0,0
"2017-11-04","Swansea","Brighton","WestHam","Liverpool","H","H",2.54,5.94,15.0876,0,0.001
"2017-11-04","Swansea","Brighton","WestHam","Liverpool","D","H",3.01,5.94,17.8794,0,0.004
"2017-11-04","Swansea","Brighton","WestHam","Liverpool","A","H",3.16,5.94,18.7704,0,0.004
"2017-11-04","Swansea","Brighton","WestHam","Liverpool","H","D",2.54,4.42,11.2268,0,0
"2017-11-04","Swansea","Brighton","WestHam","Liverpool","D","D",3.01,4.42,13.3042,0,0
"2017-11-04","Swansea","Brighton","WestHam","Liverpool","A","D",3.16,4.42,13.9672,0,0.001
"2017-11-05","Chelsea","ManchesterUnited","Everton","Watford","H","D",2.54,3.26,8.2804,0,0
"2017-11-05","Chelsea","ManchesterUnited","Everton","Watford","D","D",3.08,3.26,10.0408,0,0
"2017-11-05","Chelsea","ManchesterUnited","Everton","Watford","A","D",3.06,3.26,9.9756,0,0
"2017-11-05","Chelsea","ManchesterUnited","Everton","Watford","H","A",2.54,3.45,8.763,0,0
"2017-11-05","Chelsea","ManchesterUnited","Everton","Watford","D","A",3.08,3.45,10.626,0,0
"2017-11-05","Chelsea","ManchesterUnited","Everton","Watford","A","A",3.06,3.45,10.557,0,0
"2017-11-05","Chelsea","ManchesterUnited","ManchesterCity","Arsenal","H","D",2.54,5.28,13.4112,0,0
"2017-11-05","Chelsea","ManchesterUnited","ManchesterCity","Arsenal","D","D",3.08,5.28,16.2624,0,0.003
"2017-11-05","Chelsea","ManchesterUnited","ManchesterCity","Arsenal","A","D",3.06,5.28,16.1568,0,0.002
"2017-11-05","Chelsea","ManchesterUnited","ManchesterCity","Arsenal","H","A",2.54,7.12,18.0848,0,0.004
"2017-11-05","Chelsea","ManchesterUnited","ManchesterCity","Arsenal","D","A",3.08,7.12,21.9296,0,0.007
"2017-11-05","Chelsea","ManchesterUnited","ManchesterCity","Arsenal","A","A",3.06,7.12,21.7872,0,0.007
"2017-11-05","Chelsea","ManchesterUnited","Tottenham","CrystalPalace","H","D",2.54,5.49,13.9446,0,0.001
"2017-11-05","Chelsea","ManchesterUnited","Tottenham","CrystalPalace","D","D",3.08,5.49,16.9092,0,0.003
"2017-11-05","Chelsea","ManchesterUnited","Tottenham","CrystalPalace","A","D",3.06,5.49,16.7994,0,0.003
"2017-11-05","Chelsea","ManchesterUnited","Tottenham","CrystalPalace","H","A",2.54,10.43,26.4922,0,0.01
"2017-11-05","Chelsea","ManchesterUnited","Tottenham","CrystalPalace","D","A",3.08,10.43,32.1244,0,0.012
"2017-11-05","Chelsea","ManchesterUnited","Tottenham","CrystalPalace","A","A",3.06,10.43,31.9158,0,0.012
"2017-11-05","Everton","Watford","ManchesterCity","Arsenal","H","D",2.24,5.28,11.8272,0,0
"2017-11-05","Everton","Watford","ManchesterCity","Arsenal","D","D",3.26,5.28,17.2128,0,0.003
"2017-11-05","Everton","Watford","ManchesterCity","Arsenal","A","D",3.45,5.28,18.216,0,0.004
"2017-11-05","Everton","Watford","ManchesterCity","Arsenal","H","A",2.24,7.12,15.9488,0,0.002
"2017-11-05","Everton","Watford","ManchesterCity","Arsenal","D","A",3.26,7.12,23.2112,0,0.007
"2017-11-05","Everton","Watford","ManchesterCity","Arsenal","A","A",3.45,7.12,24.564,0,0.007
"2017-11-05","Everton","Watford","Tottenham","CrystalPalace","H","D",2.24,5.49,12.2976,0,0
"2017-11-05","Everton","Watford","Tottenham","CrystalPalace","D","D",3.26,5.49,17.8974,0,0.004
"2017-11-05","Everton","Watford","Tottenham","CrystalPalace","A","D",3.45,5.49,18.9405,0,0.004
"2017-11-05","Everton","Watford","Tottenham","CrystalPalace","H","A",2.24,10.43,23.3632,0,0.007
"2017-11-05","Everton","Watford","Tottenham","CrystalPalace","D","A",3.26,10.43,34.0018,0,0.012
"2017-11-05","Everton","Watford","Tottenham","CrystalPalace","A","A",3.45,10.43,35.9835,0,0.012
"2017-11-05","ManchesterCity","Arsenal","Tottenham","CrystalPalace","A","H",7.12,1.3,9.256,0,0
"2017-11-05","ManchesterCity","Arsenal","Tottenham","CrystalPalace","D","D",5.28,5.49,28.9872,0,0.01
"2017-11-05","ManchesterCity","Arsenal","Tottenham","CrystalPalace","A","D",7.12,5.49,39.0888,0,0.014
"2017-11-05","ManchesterCity","Arsenal","Tottenham","CrystalPalace","H","A",1.4,10.43,14.602,0,0.001
"2017-11-05","ManchesterCity","Arsenal","Tottenham","CrystalPalace","D","A",5.28,10.43,55.0704,0,0.019
"2017-11-05","ManchesterCity","Arsenal","Tottenham","CrystalPalace","A","A",7.12,10.43,74.2616,0,0.019
"2017-11-18","Arsenal","Tottenham","Bournemouth","Huddersfield","H","D",2.48,3.56,8.8288,0,0
"2017-11-18","Arsenal","Tottenham","Bournemouth","Huddersfield","D","D",3.45,3.56,12.282,0,0
"2017-11-18","Arsenal","Tottenham","Bournemouth","Huddersfield","A","D",2.87,3.56,10.2172,0,0
"2017-11-18","Arsenal","Tottenham","Bournemouth","Huddersfield","H","A",2.48,4.95,12.276,0,0
"2017-11-18","Arsenal","Tottenham","Bournemouth","Huddersfield","D","A",3.45,4.95,17.0775,0,0.003
"2017-11-18","Arsenal","Tottenham","Bournemouth","Huddersfield","A","A",2.87,4.95,14.2065,0,0.001
"2017-11-18","Arsenal","Tottenham","Burnley","Swansea","D","D",3.45,3,10.35,0,0
"2017-11-18","Arsenal","Tottenham","Burnley","Swansea","A","D",2.87,3,8.61,0,0
"2017-11-18","Arsenal","Tottenham","Burnley","Swansea","H","A",2.48,3.65,9.052,0,0
"2017-11-18","Arsenal","Tottenham","Burnley","Swansea","D","A",3.45,3.65,12.5925,0,0
"2017-11-18","Arsenal","Tottenham","Burnley","Swansea","A","A",2.87,3.65,10.4755,0,0
"2017-11-18","Arsenal","Tottenham","CrystalPalace","Everton","D","D",3.45,3.21,11.0745,0,0
"2017-11-18","Arsenal","Tottenham","CrystalPalace","Everton","A","D",2.87,3.21,9.2127,0,0
"2017-11-18","Arsenal","Tottenham","CrystalPalace","Everton","H","A",2.48,3.51,8.7048,0,0
"2017-11-18","Arsenal","Tottenham","CrystalPalace","Everton","D","A",3.45,3.51,12.1095,0,0
"2017-11-18","Arsenal","Tottenham","CrystalPalace","Everton","A","A",2.87,3.51,10.0737,0,0
"2017-11-18","Arsenal","Tottenham","Leicester","ManchesterCity","H","H",2.48,7.89,19.5672,1,0.006
"2017-11-18","Arsenal","Tottenham","Leicester","ManchesterCity","D","H",3.45,7.89,27.2205,0,0.01
"2017-11-18","Arsenal","Tottenham","Leicester","ManchesterCity","A","H",2.87,7.89,22.6443,0,0.007
"2017-11-18","Arsenal","Tottenham","Leicester","ManchesterCity","H","D",2.48,5.51,13.6648,0,0
"2017-11-18","Arsenal","Tottenham","Leicester","ManchesterCity","D","D",3.45,5.51,19.0095,0,0.004
"2017-11-18","Arsenal","Tottenham","Leicester","ManchesterCity","A","D",2.87,5.51,15.8137,0,0.002
"2017-11-18","Arsenal","Tottenham","Liverpool","Southampton","H","D",2.48,4.85,12.028,0,0
"2017-11-18","Arsenal","Tottenham","Liverpool","Southampton","D","D",3.45,4.85,16.7325,0,0.003
"2017-11-18","Arsenal","Tottenham","Liverpool","Southampton","A","D",2.87,4.85,13.9195,0,0.001
"2017-11-18","Arsenal","Tottenham","Liverpool","Southampton","H","A",2.48,7.87,19.5176,0,0.005
"2017-11-18","Arsenal","Tottenham","Liverpool","Southampton","D","A",3.45,7.87,27.1515,0,0.01
"2017-11-18","Arsenal","Tottenham","Liverpool","Southampton","A","A",2.87,7.87,22.5869,0,0.007
"2017-11-18","Arsenal","Tottenham","ManchesterUnited","Newcastle","H","D",2.48,5.59,13.8632,0,0.001
"2017-11-18","Arsenal","Tottenham","ManchesterUnited","Newcastle","D","D",3.45,5.59,19.2855,0,0.005
"2017-11-18","Arsenal","Tottenham","ManchesterUnited","Newcastle","A","D",2.87,5.59,16.0433,0,0.002
"2017-11-18","Arsenal","Tottenham","ManchesterUnited","Newcastle","H","A",2.48,12.84,31.8432,0,0.012
"2017-11-18","Arsenal","Tottenham","ManchesterUnited","Newcastle","D","A",3.45,12.84,44.298,0,0.014
"2017-11-18","Arsenal","Tottenham","ManchesterUnited","Newcastle","A","A",2.87,12.84,36.8508,0,0.012
"2017-11-18","Arsenal","Tottenham","WestBrom","Chelsea","H","H",2.48,6.65,16.492,1,0.003
"2017-11-18","Arsenal","Tottenham","WestBrom","Chelsea","D","H",3.45,6.65,22.9425,0,0.007
"2017-11-18","Arsenal","Tottenham","WestBrom","Chelsea","A","H",2.87,6.65,19.0855,0,0.004
"2017-11-18","Arsenal","Tottenham","WestBrom","Chelsea","H","D",2.48,4.08,10.1184,0,0
"2017-11-18","Arsenal","Tottenham","WestBrom","Chelsea","D","D",3.45,4.08,14.076,0,0.001
"2017-11-18","Arsenal","Tottenham","WestBrom","Chelsea","A","D",2.87,4.08,11.7096,0,0
