"Time","H.team.1","A.team.1","H.team.2","A.team.2","Choose.1","Choose.2","Odd.1","Odd.2","joint.odds","result.mat"
2016-08-13,"Burnley","Swansea","Manchester City","Sunderland","H","A","2.73","13.1",35.763,0
2016-08-13,"Burnley","Swansea","Manchester City","Sunderland","D","A","3.14","13.1",41.134,0
2016-08-13,"Burnley","Swansea","Manchester City","Sunderland","A","A","2.81","13.1",36.811,1
2016-08-13,"Crystal Palace","West Brom","Manchester City","Sunderland","D","A","3.17","13.1",41.527,0
2016-08-13,"Crystal Palace","West Brom","Manchester City","Sunderland","A","A","3.81","13.1",49.911,1
2016-08-13,"Everton","Tottenham","Manchester City","Sunderland","H","A","3.46","13.1",45.326,0
2016-08-13,"Everton","Tottenham","Manchester City","Sunderland","D","A","3.37","13.1",44.147,0
2016-08-13,"Hull City","Leicester","Manchester City","Sunderland","H","A","4.51","13.1",59.081,0
2016-08-13,"Hull City","Leicester","Manchester City","Sunderland","D","A","3.43","13.1",44.933,0
2016-08-13,"Manchester City","Sunderland","Middlesbrough","Stoke","A","D","13.1","3.24",42.444,0
2016-08-13,"Manchester City","Sunderland","Middlesbrough","Stoke","A","A","13.1","3.55",46.505,1
2016-08-13,"Manchester City","Sunderland","Southampton","Watford","A","D","13.1","3.65",47.815,0
2016-08-13,"Manchester City","Sunderland","Southampton","Watford","A","A","13.1","4.84",63.404,1
2016-08-20,"Burnley","Liverpool","Stoke","Manchester City","H","H","6.79","6.04",41.0116,0
2016-08-20,"Burnley","Liverpool","Swansea","Hull City","H","A","6.79","4.82",32.7278,0
2016-08-20,"Burnley","Liverpool","Tottenham","Crystal Palace","H","D","6.79","4.53",30.7587,1
2016-08-20,"Burnley","Liverpool","Tottenham","Crystal Palace","H","A","6.79","7.7",52.283,0
2016-08-20,"Burnley","Liverpool","Tottenham","Crystal Palace","D","A","4.26","7.7",32.802,0
2016-08-20,"Burnley","Liverpool","Watford","Chelsea","H","H","6.79","5.71",38.7709,0
2016-08-20,"Stoke","Manchester City","Tottenham","Crystal Palace","H","A","6.04","7.7",46.508,0
2016-08-20,"Stoke","Manchester City","Tottenham","Crystal Palace","D","A","4.11","7.7",31.647,0
2016-08-20,"Stoke","Manchester City","Watford","Chelsea","H","H","6.04","5.71",34.4884,0
2016-08-20,"Swansea","Hull City","Tottenham","Crystal Palace","A","A","4.82","7.7",37.114,0
2016-08-20,"Tottenham","Crystal Palace","Watford","Chelsea","A","H","7.7","5.71",43.967,0
2016-08-27,"Chelsea","Burnley","Crystal Palace","Bournemouth","A","H","14.08","2.24",31.5392,0
2016-08-27,"Chelsea","Burnley","Crystal Palace","Bournemouth","A","D","14.08","3.27",46.0416,0
2016-08-27,"Chelsea","Burnley","Crystal Palace","Bournemouth","A","A","14.08","3.47",48.8576,0
2016-08-27,"Chelsea","Burnley","Everton","Stoke","A","D","14.08","3.96",55.7568,0
2016-08-27,"Chelsea","Burnley","Everton","Stoke","D","A","6.16","5.3",32.648,0
2016-08-27,"Chelsea","Burnley","Everton","Stoke","A","A","14.08","5.3",74.624,0
2016-08-27,"Chelsea","Burnley","Hull City","Manchester United","D","H","6.16","8.37",51.5592,0
2016-08-27,"Chelsea","Burnley","Hull City","Manchester United","A","D","14.08","4.49",63.2192,0
2016-08-27,"Chelsea","Burnley","Leicester","Swansea","A","D","14.08","3.88",54.6304,0
2016-08-27,"Chelsea","Burnley","Leicester","Swansea","D","A","6.16","5.39",33.2024,0
2016-08-27,"Chelsea","Burnley","Leicester","Swansea","A","A","14.08","5.39",75.8912,0
2016-08-27,"Chelsea","Burnley","Southampton","Sunderland","A","D","14.08","4.48",63.0784,0
2016-08-27,"Chelsea","Burnley","Southampton","Sunderland","D","A","6.16","7.3",44.968,0
2016-08-27,"Chelsea","Burnley","Southampton","Sunderland","A","A","14.08","7.3",102.784,0
2016-08-27,"Chelsea","Burnley","Tottenham","Liverpool","A","H","14.08","2.55",35.904,0
2016-08-27,"Chelsea","Burnley","Tottenham","Liverpool","A","D","14.08","3.35",47.168,0
2016-08-27,"Chelsea","Burnley","Tottenham","Liverpool","A","A","14.08","2.85",40.128,0
2016-08-27,"Chelsea","Burnley","Watford","Arsenal","D","H","6.16","5.74",35.3584,0
2016-08-27,"Chelsea","Burnley","Watford","Arsenal","A","H","14.08","5.74",80.8192,0
2016-08-27,"Chelsea","Burnley","Watford","Arsenal","A","D","14.08","3.98",56.0384,0
2016-08-27,"Everton","Stoke","Hull City","Manchester United","D","H","3.96","8.37",33.1452,0
2016-08-27,"Everton","Stoke","Hull City","Manchester United","A","H","5.3","8.37",44.361,0
2016-08-27,"Everton","Stoke","Southampton","Sunderland","A","A","5.3","7.3",38.69,0
2016-08-27,"Everton","Stoke","Watford","Arsenal","A","H","5.3","5.74",30.422,0
2016-08-27,"Hull City","Manchester United","Leicester","Swansea","H","D","8.37","3.88",32.4756,1
2016-08-27,"Hull City","Manchester United","Leicester","Swansea","H","A","8.37","5.39",45.1143,0
2016-08-27,"Hull City","Manchester United","Southampton","Sunderland","H","D","8.37","4.48",37.4976,1
2016-08-27,"Hull City","Manchester United","Southampton","Sunderland","H","A","8.37","7.3",61.101,0
2016-08-27,"Hull City","Manchester United","Southampton","Sunderland","D","A","4.49","7.3",32.777,0
2016-08-27,"Hull City","Manchester United","Watford","Arsenal","H","H","8.37","5.74",48.0438,0
2016-08-27,"Hull City","Manchester United","Watford","Arsenal","H","D","8.37","3.98",33.3126,1
2016-08-27,"Leicester","Swansea","Southampton","Sunderland","A","A","5.39","7.3",39.347,0
2016-08-27,"Leicester","Swansea","Watford","Arsenal","A","H","5.39","5.74",30.9386,0
2016-08-27,"Southampton","Sunderland","Watford","Arsenal","A","H","7.3","5.74",41.902,0
2016-08-28,"Manchester City","West Ham","West Brom","Middlesbrough","A","D","11.6","3.06",35.496,0
2016-08-28,"Manchester City","West Ham","West Brom","Middlesbrough","A","A","11.6","3.07",35.612,0
2016-09-10,"Arsenal","Southampton","Liverpool","Leicester","A","A","5.98","5.37",32.1126,0
2016-09-17,"Everton","Middlesbrough","Hull City","Arsenal","A","H","5.95","5.86",34.867,0
2016-09-17,"Everton","Middlesbrough","Leicester","Burnley","A","A","5.95","7.62",45.339,0
2016-09-17,"Everton","Middlesbrough","Manchester City","Bournemouth","A","D","5.95","6.45",38.3775,0
2016-09-17,"Everton","Middlesbrough","Manchester City","Bournemouth","D","A","3.83","12.03",46.0749,0
2016-09-17,"Everton","Middlesbrough","Manchester City","Bournemouth","A","A","5.95","12.03",71.5785,0
2016-09-17,"Hull City","Arsenal","Leicester","Burnley","H","A","5.86","7.62",44.6532,1
2016-09-17,"Hull City","Arsenal","Leicester","Burnley","D","A","4.07","7.62",31.0134,0
2016-09-17,"Hull City","Arsenal","Manchester City","Bournemouth","H","D","5.86","6.45",37.797,0
2016-09-17,"Hull City","Arsenal","Manchester City","Bournemouth","H","A","5.86","12.03",70.4958,1
2016-09-17,"Hull City","Arsenal","Manchester City","Bournemouth","D","A","4.07","12.03",48.9621,0
2016-09-17,"Leicester","Burnley","Manchester City","Bournemouth","A","D","7.62","6.45",49.149,0
2016-09-17,"Leicester","Burnley","Manchester City","Bournemouth","D","A","4.47","12.03",53.7741,0
2016-09-17,"Leicester","Burnley","Manchester City","Bournemouth","A","A","7.62","12.03",91.6686,0
2016-09-17,"Manchester City","Bournemouth","West Brom","West Ham","A","H","12.03","2.78",33.4434,0
2016-09-17,"Manchester City","Bournemouth","West Brom","West Ham","A","D","12.03","3.2",38.496,0
