"Time","H.team.1","A.team.1","H.team.2","A.team.2","Choose.1","Choose.2","Odd.1","Odd.2","joint.odds","implied.joint.prob","result.mat","predict.prob","kelly.criterion","bet.money"
"2016-08-13","Burnley","Swansea","Crystal Palace","West Brom","D","A",3.14,3.81,11.9634,0.0771684081060795,0,0.0959358413757474,3.05048433013016e-05,0.454987005568641
"2016-08-13","Burnley","Swansea","Everton","Tottenham","D","H",3.14,3.46,10.8644,0.085022561241335,0,0.105933648452441,0.000804616508200681,12.0010469183988
"2016-08-13","Burnley","Swansea","Hull City","Leicester","D","D",3.14,3.43,10.7702,0.0858246279025604,0,0.106835092376965,0.00094455398587919,14.0882477378522
"2016-08-13","Burnley","Swansea","Middlesbrough","Stoke","D","A",3.14,3.55,11.147,0.0828285343023474,0,0.103272219461334,0.000548865719082572,8.18646296648909
"2016-08-13","Burnley","Swansea","Southampton","Watford","D","D",3.14,3.65,11.461,0.0804356547985309,0,0.10038943049703,0.000201439180219333,3.00451336553122
"2016-08-13","Crystal Palace","West Brom","Everton","Tottenham","D","H",3.17,3.46,10.9682,0.0841981911454853,0,0.104948650112755,0.000702101645429269,10.4720133161624
"2016-08-13","Crystal Palace","West Brom","Hull City","Leicester","D","D",3.17,3.43,10.8731,0.0849924810500388,0,0.105850756892099,0.000839155967959027,12.5162111896651
"2016-08-13","Crystal Palace","West Brom","Middlesbrough","Stoke","D","A",3.17,3.55,11.2535,0.0820254372682777,0,0.102285761720601,0.000453076426608705,6.7577428475969
"2016-08-13","Crystal Palace","West Brom","Southampton","Watford","D","D",3.17,3.65,11.5705,0.0796557588804606,0,0.0994022479595203,0.000113453783918567,1.6921902173265
"2016-08-13","Everton","Tottenham","Hull City","Leicester","H","D",3.46,3.43,11.8678,0.0779129119046159,0,0.0967684803186769,0.00021636426348746,3.22712453835236
"2016-08-13","Everton","Tottenham","Middlesbrough","Stoke","D","A",3.37,3.55,11.9635,0.0772011342276074,0,0.0959349740193256,6.66112391514238e-05,0.993522501963804
"2016-08-13","Everton","Tottenham","Southampton","Watford","A","A",2.2,4.84,10.648,0.0866058102418074,0,0.108015249953315,0.000824988513953072,12.3049002377932
"2016-08-13","Hull City","Leicester","Manchester City","Sunderland","A","D",1.9,6.25,11.875,0.0776798323739098,0,0.0967055308699147,1.07656264495329e-05,0.160571883387925
"2016-08-13","Hull City","Leicester","Middlesbrough","Stoke","D","A",3.43,3.55,12.1765,0.0759023511179503,0,0.0941044802531237,1.04569872847116e-05,0.155968456711832
"2016-08-13","Hull City","Leicester","Southampton","Watford","A","A",1.9,4.84,9.196,0.100348728914242,0,0.123001382972706,0.00251801218025378,37.5567515808268
"2016-08-13","Manchester City","Sunderland","Southampton","Watford","D","H",6.25,1.78,11.125,0.0826946274911682,0,0.103477115539826,0.000240211984756316,3.58281898275848
"2016-08-13","Middlesbrough","Stoke","Southampton","Watford","H","A",2.22,4.84,10.7448,0.0857856768981784,0,0.10707939140407,0.000701326970602145,10.4604588565509
"2016-08-14","Arsenal","Liverpool","Bournemouth","Manchester United","D","D",3.34,3.57,11.9238,0.0775852653023843,0,0.096279905935298,0.000226140300487589,3.34181604143975
"2016-08-20","Burnley","Liverpool","Leicester","Arsenal","D","H",4.26,2.76,11.7576,0.0785448404992731,0,0.0977368630818822,0.000173815842818834,2.56800408663105
"2016-08-20","Burnley","Liverpool","Stoke","Manchester City","H","A",6.79,1.59,10.7961,0.085826565170151,1,0.1065865250477,0.0011502992194976,16.9948437876128
"2016-08-20","Burnley","Liverpool","Swansea","Hull City","D","H",4.26,1.83,7.7958,0.11846171738654,0,0.139233531097913,0.0053831003602621,79.5314368340207
"2016-08-20","Burnley","Liverpool","Tottenham","Crystal Palace","A","A",1.52,7.7,11.704,0.0789806329576249,0,0.0982112159562575,0.000287932424270871,4.25399451632187
"2016-08-20","Burnley","Liverpool","Watford","Chelsea","H","A",6.79,1.66,11.2714,0.0819239396400839,1,0.102120842690009,0.000472118184016682,6.97520666853908
"2016-08-20","Burnley","Liverpool","West Brom","Everton","D","A",4.26,2.56,10.9056,0.0845792572119493,0,0.105541645607972,0.000638828185756271,9.43822706303643
"2016-08-20","Leicester","Arsenal","Stoke","Manchester City","H","D",2.76,4.11,11.3436,0.0815768981215927,0,0.101458198159992,0.000612909451469658,9.05529640212021
"2016-08-20","Leicester","Arsenal","Swansea","Hull City","H","D",2.76,3.48,9.6048,0.0960240121828415,0,0.118598229561322,0.00190690533864288,28.1731551223297
"2016-08-20","Leicester","Arsenal","Tottenham","Crystal Palace","A","D",2.57,4.53,11.6421,0.0792963246711657,0,0.0987617588591126,0.000212338506398646,3.1371487393655
"2016-08-20","Leicester","Arsenal","Watford","Chelsea","H","D",2.76,3.79,10.4604,0.0881596505592622,0,0.109850883164345,0.000988954463440022,14.6110910399176
"2016-08-20","Leicester","Arsenal","West Brom","Everton","D","D",3.45,3.15,10.8675,0.0847643513973964,0,0.105904105358233,0.000546670366560982,8.07666155513749
"2016-08-20","Stoke","Manchester City","Swansea","Hull City","H","H",6.04,1.83,11.0532,0.0837206195058836,0,0.104148503594424,0.000823415031693676,12.1653649753133
"2016-08-20","Stoke","Manchester City","Tottenham","Crystal Palace","A","A",1.59,7.7,12.243,0.0756569486936636,0,0.0935398940021602,0.000157230380640911,2.32296580956235
"2016-08-20","Stoke","Manchester City","Watford","Chelsea","H","A",6.04,1.66,10.0264,0.0922837880207414,0,0.114210011810529,0.00175117292666392,25.872320722558
"2016-08-20","Stoke","Manchester City","West Brom","Everton","D","A",4.11,2.56,10.5216,0.0878442607422829,0,0.109248858294949,0.00115062676477786,16.9996830335908
"2016-08-20","Swansea","Hull City","Tottenham","Crystal Palace","H","D",1.83,4.53,8.2899,0.11136211286491,0,0.133297632456934,0.00416686477565823,61.5624306668198
"2016-08-20","Swansea","Hull City","Watford","Chelsea","H","H",1.83,5.71,10.4493,0.0882537817164001,0,0.109960406630248,0.000999494990628974,14.7668197494386
"2016-08-20","Swansea","Hull City","West Brom","Everton","D","D",3.48,3.15,10.962,0.084034082821201,0,0.105007240571867,0.000475798094070988,7.02957469336719
"2016-08-20","Tottenham","Crystal Palace","Watford","Chelsea","H","H",1.45,5.71,8.2795,0.111489154357868,0,0.133420202726992,0.00417460086524933,61.6767258275043
"2016-08-20","Tottenham","Crystal Palace","West Brom","Everton","D","A",4.53,2.56,11.5968,0.0795102839589387,0,0.0991665254960824,0.000135825829018297,2.0067289513568
"2016-08-20","Watford","Chelsea","West Brom","Everton","D","H",3.79,2.99,11.3321,0.0812802146295701,0,0.101563469850127,0.000207881578288409,3.0713008315149
"2016-08-21","Sunderland","Middlesbrough","West Ham","Bournemouth","D","D",3.08,3.28,10.1024,0.0915704016812826,0,0.113435188032081,0.00164824473652521,24.1403412412631
"2016-08-27","Chelsea","Burnley","Everton","Stoke","D","H",6.16,1.67,10.2872,0.0898900812058068,0,0.111571538708904,0.00141995145289124,20.762459082542
"2016-08-27","Chelsea","Burnley","Hull City","Manchester United","H","H",1.24,8.37,10.3788,0.0893864692261942,0,0.110658420440593,0.00164862566298783,24.1061219385472
"2016-08-27","Chelsea","Burnley","Leicester","Swansea","D","H",6.16,1.68,10.3488,0.0894847803307321,0,0.110956703993352,0.0015020944474154,21.9635498376187
"2016-08-27","Chelsea","Burnley","Southampton","Sunderland","D","H",6.16,1.47,9.0552,0.102074306732809,0,0.124552318896853,0.00291297476143437,42.5933711815365
"2016-08-27","Chelsea","Burnley","Watford","Arsenal","D","A",6.16,1.63,10.0408,0.0921879519103314,0,0.114062825862006,0.0017756293772993,25.963163893294
"2016-08-27","Crystal Palace","Bournemouth","Everton","Stoke","H","A",2.24,5.3,11.872,0.077844830994319,0,0.0967317550409801,0.000170035761360747,2.48625439315762
"2016-08-27","Crystal Palace","Bournemouth","Hull City","Manchester United","H","D",2.24,4.49,10.0576,0.0921869143633492,0,0.113891332030386,0.00192551148029052,28.1547325023646
"2016-08-27","Crystal Palace","Bournemouth","Leicester","Swansea","H","A",2.24,5.39,12.0736,0.0766561668222142,0,0.0949845630797424,0.00017990181610287,2.6305153518491
"2016-08-27","Crystal Palace","Bournemouth","Southampton","Sunderland","H","D",2.24,4.48,10.0352,0.0920519865859131,0,0.114120043856682,0.00157566190737294,23.0392495554258
"2016-08-27","Crystal Palace","Bournemouth","Tottenham","Liverpool","A","D",3.47,3.35,11.6245,0.0793851038545628,0,0.0989188315879178,0.00018901833299745,2.76381660564451
"2016-08-27","Crystal Palace","Bournemouth","Watford","Arsenal","H","D",2.24,3.98,8.9152,0.103766245850343,0,0.126112131046322,0.00323751355609795,47.3387611955261
"2016-08-27","Everton","Stoke","Hull City","Manchester United","A","A",5.3,1.44,7.632,0.121534386442373,0,0.141252634816392,0.0064314496554719,94.0403349996727
"2016-08-27","Everton","Stoke","Leicester","Swansea","H","A",1.67,5.39,9.0013,0.102861426357169,0,0.125150751281721,0.00319375905990869,46.6989851419455
"2016-08-27","Everton","Stoke","Southampton","Sunderland","A","H",5.3,1.47,7.791,0.118615075590804,0,0.139292333112576,0.00548647535858824,80.2229681219872
