"Time","H.team.1","A.team.1","H.team.2","A.team.2","Choose.1","Choose.2","Odd.1","Odd.2","joint.odds","result.mat","bet.money"
"2001-09-29","Bolton","Sunderland","Everton","West Ham","D","A",3.3,3.75,12.375,0,0
"2001-09-29","Bolton","Sunderland","Everton","West Ham","A","A",3.1,3.75,11.625,0,0
"2001-09-29","Bolton","Sunderland","Middlesbrough","Southampton","D","D",3.3,3.3,10.89,0,0
"2001-09-29","Bolton","Sunderland","Middlesbrough","Southampton","A","D",3.1,3.3,10.23,0,0
"2001-09-29","Bolton","Sunderland","Middlesbrough","Southampton","H","A",2.25,4,9,0,0
"2001-09-29","Bolton","Sunderland","Middlesbrough","Southampton","D","A",3.3,4,13.2,0,0
"2001-09-29","Bolton","Sunderland","Middlesbrough","Southampton","A","A",3.1,4,12.4,0,0
"2001-09-29","Bolton","Sunderland","Tottenham","Manchester United","D","H",3.3,3.5,11.55,0,0
"2001-09-29","Bolton","Sunderland","Tottenham","Manchester United","A","H",3.1,3.5,10.85,1,0
"2001-09-29","Bolton","Sunderland","Tottenham","Manchester United","D","D",3.3,3.2,10.56,0,0
"2001-09-29","Bolton","Sunderland","Tottenham","Manchester United","A","D",3.1,3.2,9.92,0,0
"2001-09-29","Charlton","Leicester","Derby","Arsenal","D","H",3.25,4,13,0,0
"2001-09-29","Charlton","Leicester","Derby","Arsenal","A","H",3.7,4,14.8,1,0
"2001-09-29","Charlton","Leicester","Derby","Arsenal","D","D",3.25,3.2,10.4,0,0
"2001-09-29","Charlton","Leicester","Derby","Arsenal","A","D",3.7,3.2,11.84,0,0
"2001-09-29","Charlton","Leicester","Everton","West Ham","D","D",3.25,3.2,10.4,0,0
"2001-09-29","Charlton","Leicester","Everton","West Ham","A","D",3.7,3.2,11.84,0,0
"2001-09-29","Charlton","Leicester","Everton","West Ham","D","A",3.25,3.75,12.1875,0,0
"2001-09-29","Charlton","Leicester","Everton","West Ham","A","A",3.7,3.75,13.875,0,0
"2001-09-29","Charlton","Leicester","Middlesbrough","Southampton","D","D",3.25,3.3,10.725,0,0
"2001-09-29","Charlton","Leicester","Middlesbrough","Southampton","A","D",3.7,3.3,12.21,0,0
"2001-09-29","Charlton","Leicester","Middlesbrough","Southampton","D","A",3.25,4,13,0,0
"2001-09-29","Charlton","Leicester","Middlesbrough","Southampton","A","A",3.7,4,14.8,0,0
"2001-09-29","Charlton","Leicester","Tottenham","Manchester United","D","H",3.25,3.5,11.375,0,0
"2001-09-29","Charlton","Leicester","Tottenham","Manchester United","A","H",3.7,3.5,12.95,1,0
"2001-09-29","Charlton","Leicester","Tottenham","Manchester United","D","D",3.25,3.2,10.4,0,0
"2001-09-29","Charlton","Leicester","Tottenham","Manchester United","A","D",3.7,3.2,11.84,0,0
"2001-09-29","Derby","Arsenal","Everton","West Ham","H","D",4,3.2,12.8,0,0
"2001-09-29","Derby","Arsenal","Everton","West Ham","D","D",3.2,3.2,10.24,0,0
"2001-09-29","Derby","Arsenal","Everton","West Ham","H","A",4,3.75,15,0,0
"2001-09-29","Derby","Arsenal","Everton","West Ham","D","A",3.2,3.75,12,0,0
"2001-09-29","Derby","Arsenal","Middlesbrough","Southampton","H","D",4,3.3,13.2,0,0
"2001-09-29","Derby","Arsenal","Middlesbrough","Southampton","D","D",3.2,3.3,10.56,0,0
"2001-09-29","Derby","Arsenal","Middlesbrough","Southampton","H","A",4,4,16,0,0
"2001-09-29","Derby","Arsenal","Middlesbrough","Southampton","D","A",3.2,4,12.8,0,0
"2001-09-29","Derby","Arsenal","Tottenham","Manchester United","H","H",4,3.5,14,0,0
"2001-09-29","Derby","Arsenal","Tottenham","Manchester United","D","H",3.2,3.5,11.2,0,0
"2001-09-29","Derby","Arsenal","Tottenham","Manchester United","H","D",4,3.2,12.8,0,0
"2001-09-29","Derby","Arsenal","Tottenham","Manchester United","D","D",3.2,3.2,10.24,0,0
"2001-09-29","Everton","West Ham","Middlesbrough","Southampton","D","D",3.2,3.3,10.56,0,0
"2001-09-29","Everton","West Ham","Middlesbrough","Southampton","A","D",3.75,3.3,12.375,0,0
"2001-09-29","Everton","West Ham","Middlesbrough","Southampton","D","A",3.2,4,12.8,0,0
"2001-09-29","Everton","West Ham","Middlesbrough","Southampton","A","A",3.75,4,15,0,0
"2001-09-29","Everton","West Ham","Tottenham","Manchester United","D","H",3.2,3.5,11.2,0,0
"2001-09-29","Everton","West Ham","Tottenham","Manchester United","A","H",3.75,3.5,13.125,1,0
"2001-09-29","Everton","West Ham","Tottenham","Manchester United","D","D",3.2,3.2,10.24,0,0
"2001-09-29","Everton","West Ham","Tottenham","Manchester United","A","D",3.75,3.2,12,0,0
"2001-09-29","Middlesbrough","Southampton","Tottenham","Manchester United","D","H",3.3,3.5,11.55,0,0
"2001-09-29","Middlesbrough","Southampton","Tottenham","Manchester United","A","H",4,3.5,14,1,0
"2001-09-29","Middlesbrough","Southampton","Tottenham","Manchester United","D","D",3.3,3.2,10.56,0,0
"2001-09-29","Middlesbrough","Southampton","Tottenham","Manchester United","A","D",4,3.2,12.8,0,0
"2001-09-30","Aston Villa","Blackburn","Fulham","Chelsea","D","H",3.3,2.75,9.075,0,0
"2001-09-30","Aston Villa","Blackburn","Fulham","Chelsea","A","H",4.3,2.75,11.825,0,0
"2001-09-30","Aston Villa","Blackburn","Fulham","Chelsea","D","D",3.3,3,9.9,0,0
"2001-09-30","Aston Villa","Blackburn","Fulham","Chelsea","A","D",4.3,3,12.9,0,0
"2001-09-30","Aston Villa","Blackburn","Fulham","Chelsea","A","A",4.3,2.6,11.18,0,0
"2001-09-30","Aston Villa","Blackburn","Ipswich","Leeds","D","H",3.3,3.2,10.56,0,0
"2001-09-30","Aston Villa","Blackburn","Ipswich","Leeds","A","H",4.3,3.2,13.76,0,0
"2001-09-30","Aston Villa","Blackburn","Ipswich","Leeds","D","D",3.3,3.1,10.23,0,0
"2001-09-30","Aston Villa","Blackburn","Ipswich","Leeds","A","D",4.3,3.1,13.33,0,0
"2001-09-30","Aston Villa","Blackburn","Ipswich","Leeds","A","A",4.3,2.29,9.847,0,0
"2001-09-30","Aston Villa","Blackburn","Newcastle","Liverpool","D","H",3.3,2.9,9.57,0,0
"2001-09-30","Aston Villa","Blackburn","Newcastle","Liverpool","A","H",4.3,2.9,12.47,0,0
"2001-09-30","Aston Villa","Blackburn","Newcastle","Liverpool","D","D",3.3,2.95,9.735,0,0
"2001-09-30","Aston Villa","Blackburn","Newcastle","Liverpool","A","D",4.3,2.95,12.685,0,0
"2001-09-30","Aston Villa","Blackburn","Newcastle","Liverpool","A","A",4.3,2.5,10.75,0,0
"2001-09-30","Fulham","Chelsea","Ipswich","Leeds","H","H",2.75,3.2,8.8,0,0
"2001-09-30","Fulham","Chelsea","Ipswich","Leeds","D","H",3,3.2,9.6,0,0
"2001-09-30","Fulham","Chelsea","Ipswich","Leeds","D","D",3,3.1,9.3,0,0
"2001-09-30","Fulham","Chelsea","Newcastle","Liverpool","D","D",3,2.95,8.85,0,0
"2001-09-30","Ipswich","Leeds","Newcastle","Liverpool","H","H",3.2,2.9,9.28,0,0
"2001-09-30","Ipswich","Leeds","Newcastle","Liverpool","D","H",3.1,2.9,8.99,0,0
"2001-09-30","Ipswich","Leeds","Newcastle","Liverpool","H","D",3.2,2.95,9.44,1,0
"2001-09-30","Ipswich","Leeds","Newcastle","Liverpool","D","D",3.1,2.95,9.145,0,0
"2001-10-13","Bolton","Newcastle","Charlton","Middlesbrough","D","D",3.15,3.2,10.08,0,0
"2001-10-13","Bolton","Newcastle","Charlton","Middlesbrough","A","D",2.9,3.2,9.28,1,0
"2001-10-13","Bolton","Newcastle","Charlton","Middlesbrough","H","A",2.45,3.6,8.82,0,0
"2001-10-13","Bolton","Newcastle","Charlton","Middlesbrough","D","A",3.15,3.6,11.34,0,0
"2001-10-13","Bolton","Newcastle","Charlton","Middlesbrough","A","A",2.9,3.6,10.44,0,0
"2001-10-13","Bolton","Newcastle","Chelsea","Leicester","H","D",2.45,4.8,11.76,0,0
"2001-10-13","Bolton","Newcastle","Chelsea","Leicester","D","D",3.15,4.8,15.12,0,0
"2001-10-13","Bolton","Newcastle","Chelsea","Leicester","A","D",2.9,4.8,13.92,1,0
"2001-10-13","Bolton","Newcastle","Chelsea","Leicester","H","A",2.45,8,19.6,0,0
"2001-10-13","Bolton","Newcastle","Chelsea","Leicester","A","A",2.9,8,23.2,0,0
"2001-10-13","Bolton","Newcastle","Ipswich","Everton","D","D",3.15,3.2,10.08,0,0
"2001-10-13","Bolton","Newcastle","Ipswich","Everton","A","D",2.9,3.2,9.28,1,0
"2001-10-13","Bolton","Newcastle","Ipswich","Everton","H","A",2.45,3.6,8.82,0,0
"2001-10-13","Bolton","Newcastle","Ipswich","Everton","D","A",3.15,3.6,11.34,0,0
"2001-10-13","Bolton","Newcastle","Ipswich","Everton","A","A",2.9,3.6,10.44,0,0
"2001-10-13","Bolton","Newcastle","Liverpool","Leeds","D","D",3.15,3.1,9.765,0,0
"2001-10-13","Bolton","Newcastle","Liverpool","Leeds","A","D",2.9,3.1,8.99,1,0
"2001-10-13","Bolton","Newcastle","Liverpool","Leeds","H","A",2.45,3.65,8.9425,0,0
"2001-10-13","Bolton","Newcastle","Liverpool","Leeds","D","A",3.15,3.65,11.4975,0,0
"2001-10-13","Bolton","Newcastle","Liverpool","Leeds","A","A",2.9,3.65,10.585,0,0
"2001-10-13","Bolton","Newcastle","Southampton","Arsenal","H","H",2.45,4.2,10.29,0,0
"2001-10-13","Bolton","Newcastle","Southampton","Arsenal","D","H",3.15,4.2,13.23,0,0
"2001-10-13","Bolton","Newcastle","Southampton","Arsenal","A","H",2.9,4.2,12.18,0,0
"2001-10-13","Bolton","Newcastle","Southampton","Arsenal","D","D",3.15,3.25,10.2375,0,0
"2001-10-13","Bolton","Newcastle","Southampton","Arsenal","A","D",2.9,3.25,9.425,1,0
"2001-10-13","Bolton","Newcastle","Sunderland","Manchester United","H","H",2.45,3.8,9.31,0,0
"2001-10-13","Bolton","Newcastle","Sunderland","Manchester United","D","H",3.15,3.8,11.97,0,0
"2001-10-13","Bolton","Newcastle","Sunderland","Manchester United","A","H",2.9,3.8,11.02,0,0
"2001-10-13","Bolton","Newcastle","Sunderland","Manchester United","D","D",3.15,3.25,10.2375,0,0
"2001-10-13","Bolton","Newcastle","Sunderland","Manchester United","A","D",2.9,3.25,9.425,1,0
"2001-10-13","Charlton","Middlesbrough","Chelsea","Leicester","H","D",2.15,4.8,10.32,0,0
"2001-10-13","Charlton","Middlesbrough","Chelsea","Leicester","D","D",3.2,4.8,15.36,0,0
"2001-10-13","Charlton","Middlesbrough","Chelsea","Leicester","A","D",3.6,4.8,17.28,1,0
"2001-10-13","Charlton","Middlesbrough","Chelsea","Leicester","H","A",2.15,8,17.2,0,0
"2001-10-13","Charlton","Middlesbrough","Ipswich","Everton","D","D",3.2,3.2,10.24,0,0
"2001-10-13","Charlton","Middlesbrough","Ipswich","Everton","A","D",3.6,3.2,11.52,1,0
"2001-10-13","Charlton","Middlesbrough","Ipswich","Everton","D","A",3.2,3.6,11.52,0,0
"2001-10-13","Charlton","Middlesbrough","Ipswich","Everton","A","A",3.6,3.6,12.96,0,0
"2001-10-13","Charlton","Middlesbrough","Liverpool","Leeds","D","D",3.2,3.1,9.92,0,0
"2001-10-13","Charlton","Middlesbrough","Liverpool","Leeds","A","D",3.6,3.1,11.16,1,0
"2001-10-13","Charlton","Middlesbrough","Liverpool","Leeds","D","A",3.2,3.65,11.68,0,0
"2001-10-13","Charlton","Middlesbrough","Liverpool","Leeds","A","A",3.6,3.65,13.14,0,0
"2001-10-13","Charlton","Middlesbrough","Southampton","Arsenal","H","H",2.15,4.2,9.03,0,0
"2001-10-13","Charlton","Middlesbrough","Southampton","Arsenal","D","H",3.2,4.2,13.44,0,0
"2001-10-13","Charlton","Middlesbrough","Southampton","Arsenal","A","H",3.6,4.2,15.12,0,0
"2001-10-13","Charlton","Middlesbrough","Southampton","Arsenal","D","D",3.2,3.25,10.4,0,0
"2001-10-13","Charlton","Middlesbrough","Southampton","Arsenal","A","D",3.6,3.25,11.7,1,0
"2001-10-13","Charlton","Middlesbrough","Sunderland","Manchester United","D","H",3.2,3.8,12.16,0,0
"2001-10-13","Charlton","Middlesbrough","Sunderland","Manchester United","A","H",3.6,3.8,13.68,0,0
"2001-10-13","Charlton","Middlesbrough","Sunderland","Manchester United","D","D",3.2,3.25,10.4,0,0
"2001-10-13","Charlton","Middlesbrough","Sunderland","Manchester United","A","D",3.6,3.25,11.7,1,0
"2001-10-13","Chelsea","Leicester","Ipswich","Everton","D","H",4.8,2.2,10.56,0,0
"2001-10-13","Chelsea","Leicester","Ipswich","Everton","A","H",8,2.2,17.6,0,0
"2001-10-13","Chelsea","Leicester","Ipswich","Everton","D","D",4.8,3.2,15.36,0,0
"2001-10-13","Chelsea","Leicester","Ipswich","Everton","D","A",4.8,3.6,17.28,0,0
"2001-10-13","Chelsea","Leicester","Liverpool","Leeds","D","H",4.8,2.2,10.56,0,0
"2001-10-13","Chelsea","Leicester","Liverpool","Leeds","A","H",8,2.2,17.6,0,0
"2001-10-13","Chelsea","Leicester","Liverpool","Leeds","D","D",4.8,3.1,14.88,0,0
"2001-10-13","Chelsea","Leicester","Liverpool","Leeds","D","A",4.8,3.65,17.52,0,0
"2001-10-13","Chelsea","Leicester","Southampton","Arsenal","D","H",4.8,4.2,20.16,0,0
"2001-10-13","Chelsea","Leicester","Southampton","Arsenal","D","D",4.8,3.25,15.6,0,0
"2001-10-13","Chelsea","Leicester","Southampton","Arsenal","D","A",4.8,1.89,9.072,0,0
"2001-10-13","Chelsea","Leicester","Southampton","Arsenal","A","A",8,1.89,15.12,0,0
"2001-10-13","Chelsea","Leicester","Sunderland","Manchester United","D","H",4.8,3.8,18.24,0,0
"2001-10-13","Chelsea","Leicester","Sunderland","Manchester United","D","D",4.8,3.25,15.6,0,0
"2001-10-13","Chelsea","Leicester","Sunderland","Manchester United","D","A",4.8,2.04,9.792,0,0
"2001-10-13","Chelsea","Leicester","Sunderland","Manchester United","A","A",8,2.04,16.32,0,0
"2001-10-13","Ipswich","Everton","Liverpool","Leeds","D","D",3.2,3.1,9.92,0,0
"2001-10-13","Ipswich","Everton","Liverpool","Leeds","A","D",3.6,3.1,11.16,1,0
"2001-10-13","Ipswich","Everton","Liverpool","Leeds","D","A",3.2,3.65,11.68,0,0
"2001-10-13","Ipswich","Everton","Liverpool","Leeds","A","A",3.6,3.65,13.14,0,0
"2001-10-13","Ipswich","Everton","Southampton","Arsenal","H","H",2.2,4.2,9.24,0,0
"2001-10-13","Ipswich","Everton","Southampton","Arsenal","D","H",3.2,4.2,13.44,0,0
"2001-10-13","Ipswich","Everton","Southampton","Arsenal","A","H",3.6,4.2,15.12,0,0
"2001-10-13","Ipswich","Everton","Southampton","Arsenal","D","D",3.2,3.25,10.4,0,0
"2001-10-13","Ipswich","Everton","Southampton","Arsenal","A","D",3.6,3.25,11.7,1,0
"2001-10-13","Ipswich","Everton","Sunderland","Manchester United","D","H",3.2,3.8,12.16,0,0
"2001-10-13","Ipswich","Everton","Sunderland","Manchester United","A","H",3.6,3.8,13.68,0,0
"2001-10-13","Ipswich","Everton","Sunderland","Manchester United","D","D",3.2,3.25,10.4,0,0
"2001-10-13","Ipswich","Everton","Sunderland","Manchester United","A","D",3.6,3.25,11.7,1,0
"2001-10-13","Liverpool","Leeds","Southampton","Arsenal","H","H",2.2,4.2,9.24,0,0
"2001-10-13","Liverpool","Leeds","Southampton","Arsenal","D","H",3.1,4.2,13.02,0,0
"2001-10-13","Liverpool","Leeds","Southampton","Arsenal","A","H",3.65,4.2,15.33,0,0
"2001-10-13","Liverpool","Leeds","Southampton","Arsenal","D","D",3.1,3.25,10.075,0,0
"2001-10-13","Liverpool","Leeds","Southampton","Arsenal","A","D",3.65,3.25,11.8625,1,0
"2001-10-13","Liverpool","Leeds","Sunderland","Manchester United","D","H",3.1,3.8,11.78,0,0
"2001-10-13","Liverpool","Leeds","Sunderland","Manchester United","A","H",3.65,3.8,13.87,0,0
"2001-10-13","Liverpool","Leeds","Sunderland","Manchester United","D","D",3.1,3.25,10.075,0,0
"2001-10-13","Liverpool","Leeds","Sunderland","Manchester United","A","D",3.65,3.25,11.8625,1,0
"2001-10-13","Southampton","Arsenal","Sunderland","Manchester United","H","H",4.2,3.8,15.96,0,0
"2001-10-13","Southampton","Arsenal","Sunderland","Manchester United","D","H",3.25,3.8,12.35,0,0
"2001-10-13","Southampton","Arsenal","Sunderland","Manchester United","H","D",4.2,3.25,13.65,0,0
"2001-10-13","Southampton","Arsenal","Sunderland","Manchester United","D","D",3.25,3.25,10.5625,0,0
"2001-10-14","Aston Villa","Fulham","Blackburn","West Ham","D","D",3.5,3.3,11.55,0,0
"2001-10-14","Aston Villa","Fulham","Blackburn","West Ham","A","D",4.4,3.3,14.52,0,0
"2001-10-14","Aston Villa","Fulham","Blackburn","West Ham","D","A",3.5,4.3,15.05,0,0
"2001-10-14","Aston Villa","Fulham","Blackburn","West Ham","A","A",4.4,4.3,18.92,0,0
"2001-10-20","Arsenal","Blackburn","Derby","Charlton","D","H",4.5,2.4,10.8,0,0
"2001-10-20","Arsenal","Blackburn","Derby","Charlton","A","H",7.5,2.4,18,0,0
"2001-10-20","Arsenal","Blackburn","Derby","Charlton","D","D",4.5,3.05,13.725,1,0
"2001-10-20","Arsenal","Blackburn","Derby","Charlton","A","D",7.5,3.05,22.875,0,0
"2001-10-20","Arsenal","Blackburn","Derby","Charlton","D","A",4.5,3,13.5,0,0
"2001-10-20","Arsenal","Blackburn","Derby","Charlton","A","A",7.5,3,22.5,0,0
"2001-10-20","Arsenal","Blackburn","Everton","Aston Villa","D","H",4.5,2.65,11.925,0,0
"2001-10-20","Arsenal","Blackburn","Everton","Aston Villa","A","H",7.5,2.65,19.875,0,0
"2001-10-20","Arsenal","Blackburn","Everton","Aston Villa","D","D",4.5,3,13.5,1,0
"2001-10-20","Arsenal","Blackburn","Everton","Aston Villa","A","D",7.5,3,22.5,0,0
"2001-10-20","Arsenal","Blackburn","Everton","Aston Villa","D","A",4.5,2.65,11.925,0,0
"2001-10-20","Arsenal","Blackburn","Everton","Aston Villa","A","A",7.5,2.65,19.875,0,0
"2001-10-20","Arsenal","Blackburn","Leicester","Liverpool","D","H",4.5,4.2,18.9,0,0
"2001-10-20","Arsenal","Blackburn","Leicester","Liverpool","D","D",4.5,3.4,15.3,1,0
"2001-10-20","Arsenal","Blackburn","Leicester","Liverpool","A","A",7.5,1.89,14.175,0,0
"2001-10-20","Arsenal","Blackburn","Manchester United","Bolton","A","H",7.5,1.32,9.9,0,0
"2001-10-20","Arsenal","Blackburn","Manchester United","Bolton","D","D",4.5,5,22.5,1,0
"2001-10-20","Arsenal","Blackburn","Manchester United","Bolton","H","A",1.44,9,12.96,0,0
"2001-10-20","Arsenal","Blackburn","West Ham","Southampton","D","H",4.5,2.1,9.45,0,0
"2001-10-20","Arsenal","Blackburn","West Ham","Southampton","A","H",7.5,2.1,15.75,0,0
"2001-10-20","Arsenal","Blackburn","West Ham","Southampton","D","D",4.5,3.25,14.625,1,0
"2001-10-20","Arsenal","Blackburn","West Ham","Southampton","D","A",4.5,3.7,16.65,0,0
"2001-10-20","Derby","Charlton","Everton","Aston Villa","D","D",3.05,3,9.15,1,0
"2001-10-20","Derby","Charlton","Everton","Aston Villa","A","D",3,3,9,0,0
"2001-10-20","Derby","Charlton","Leicester","Liverpool","H","H",2.4,4.2,10.08,0,0
"2001-10-20","Derby","Charlton","Leicester","Liverpool","D","H",3.05,4.2,12.81,0,0
"2001-10-20","Derby","Charlton","Leicester","Liverpool","A","H",3,4.2,12.6,0,0
"2001-10-20","Derby","Charlton","Leicester","Liverpool","D","D",3.05,3.4,10.37,1,0
"2001-10-20","Derby","Charlton","Leicester","Liverpool","A","D",3,3.4,10.2,0,0
"2001-10-20","Derby","Charlton","Manchester United","Bolton","H","D",2.4,5,12,0,0
"2001-10-20","Derby","Charlton","Manchester United","Bolton","D","D",3.05,5,15.25,1,0
"2001-10-20","Derby","Charlton","Manchester United","Bolton","A","D",3,5,15,0,0
"2001-10-20","Derby","Charlton","Manchester United","Bolton","H","A",2.4,9,21.6,0,0
"2001-10-20","Derby","Charlton","West Ham","Southampton","D","D",3.05,3.25,9.9125,1,0
"2001-10-20","Derby","Charlton","West Ham","Southampton","A","D",3,3.25,9.75,0,0
"2001-10-20","Derby","Charlton","West Ham","Southampton","H","A",2.4,3.7,8.88,0,0
"2001-10-20","Derby","Charlton","West Ham","Southampton","D","A",3.05,3.7,11.285,0,0
"2001-10-20","Derby","Charlton","West Ham","Southampton","A","A",3,3.7,11.1,0,0
"2001-10-20","Everton","Aston Villa","Leicester","Liverpool","H","H",2.65,4.2,11.13,0,0
"2001-10-20","Everton","Aston Villa","Leicester","Liverpool","D","H",3,4.2,12.6,0,0
"2001-10-20","Everton","Aston Villa","Leicester","Liverpool","A","H",2.65,4.2,11.13,0,0
"2001-10-20","Everton","Aston Villa","Leicester","Liverpool","H","D",2.65,3.4,9.01,0,0
"2001-10-20","Everton","Aston Villa","Leicester","Liverpool","D","D",3,3.4,10.2,1,0
"2001-10-20","Everton","Aston Villa","Leicester","Liverpool","A","D",2.65,3.4,9.01,0,0
"2001-10-20","Everton","Aston Villa","Manchester United","Bolton","H","D",2.65,5,13.25,0,0
"2001-10-20","Everton","Aston Villa","Manchester United","Bolton","D","D",3,5,15,1,0
"2001-10-20","Everton","Aston Villa","Manchester United","Bolton","A","D",2.65,5,13.25,0,0
"2001-10-20","Everton","Aston Villa","West Ham","Southampton","D","D",3,3.25,9.75,1,0
"2001-10-20","Everton","Aston Villa","West Ham","Southampton","H","A",2.65,3.7,9.805,0,0
"2001-10-20","Everton","Aston Villa","West Ham","Southampton","D","A",3,3.7,11.1,0,0
"2001-10-20","Everton","Aston Villa","West Ham","Southampton","A","A",2.65,3.7,9.805,0,0
"2001-10-20","Leicester","Liverpool","Manchester United","Bolton","H","D",4.2,5,21,0,0
"2001-10-20","Leicester","Liverpool","Manchester United","Bolton","D","D",3.4,5,17,1,0
"2001-10-20","Leicester","Liverpool","Manchester United","Bolton","A","D",1.89,5,9.45,0,0
"2001-10-20","Leicester","Liverpool","Manchester United","Bolton","A","A",1.89,9,17.01,0,0
"2001-10-20","Leicester","Liverpool","West Ham","Southampton","H","H",4.2,2.1,8.82,0,0
"2001-10-20","Leicester","Liverpool","West Ham","Southampton","H","D",4.2,3.25,13.65,0,0
"2001-10-20","Leicester","Liverpool","West Ham","Southampton","D","D",3.4,3.25,11.05,1,0
"2001-10-20","Leicester","Liverpool","West Ham","Southampton","H","A",4.2,3.7,15.54,0,0
"2001-10-20","Leicester","Liverpool","West Ham","Southampton","D","A",3.4,3.7,12.58,0,0
"2001-10-20","Manchester United","Bolton","West Ham","Southampton","D","H",5,2.1,10.5,0,0
"2001-10-20","Manchester United","Bolton","West Ham","Southampton","A","H",9,2.1,18.9,0,0
"2001-10-20","Manchester United","Bolton","West Ham","Southampton","D","D",5,3.25,16.25,1,0
"2001-10-20","Manchester United","Bolton","West Ham","Southampton","D","A",5,3.7,18.5,0,0
"2001-10-21","Fulham","Ipswich","Leeds","Chelsea","D","D",3.3,3.4,11.22,1,0
"2001-10-21","Fulham","Ipswich","Leeds","Chelsea","A","D",4,3.4,13.6,0,0
"2001-10-21","Fulham","Ipswich","Leeds","Chelsea","D","A",3.3,4.25,14.025,0,0
"2001-10-21","Fulham","Ipswich","Leeds","Chelsea","A","A",4,4.25,17,0,0
"2001-10-21","Fulham","Ipswich","Newcastle","Tottenham","D","D",3.3,3.25,10.725,1,0
"2001-10-21","Fulham","Ipswich","Newcastle","Tottenham","A","D",4,3.25,13,0,0
"2001-10-21","Fulham","Ipswich","Newcastle","Tottenham","D","A",3.3,4.09,13.497,0,0
"2001-10-21","Fulham","Ipswich","Newcastle","Tottenham","A","A",4,4.09,16.36,0,0
"2001-10-21","Leeds","Chelsea","Newcastle","Tottenham","D","D",3.4,3.25,11.05,1,0
"2001-10-21","Leeds","Chelsea","Newcastle","Tottenham","A","D",4.25,3.25,13.8125,0,0
"2001-10-21","Leeds","Chelsea","Newcastle","Tottenham","D","A",3.4,4.09,13.906,0,0
"2001-10-21","Leeds","Chelsea","Newcastle","Tottenham","A","A",4.25,4.09,17.3825,0,0
"2001-10-24","Aston Villa","Charlton","Southampton","Ipswich","D","H",3.7,2.4,8.88,0,0
"2001-10-24","Aston Villa","Charlton","Southampton","Ipswich","A","H",5,2.4,12,0,0
"2001-10-24","Aston Villa","Charlton","Southampton","Ipswich","D","D",3.7,3.1,11.47,0,0
"2001-10-24","Aston Villa","Charlton","Southampton","Ipswich","A","D",5,3.1,15.5,0,0
"2001-10-24","Aston Villa","Charlton","Southampton","Ipswich","D","A",3.7,2.95,10.915,0,0
"2001-10-24","Aston Villa","Charlton","Southampton","Ipswich","A","A",5,2.95,14.75,0,0
"2001-10-24","Aston Villa","Charlton","West Ham","Chelsea","D","H",3.7,3.3,12.21,0,0
"2001-10-24","Aston Villa","Charlton","West Ham","Chelsea","A","H",5,3.3,16.5,0,0
"2001-10-24","Aston Villa","Charlton","West Ham","Chelsea","D","D",3.7,3.1,11.47,0,0
"2001-10-24","Aston Villa","Charlton","West Ham","Chelsea","A","D",5,3.1,15.5,0,0
"2001-10-24","Aston Villa","Charlton","West Ham","Chelsea","A","A",5,2.29,11.45,0,0
"2001-10-24","Southampton","Ipswich","West Ham","Chelsea","D","H",3.1,3.3,10.23,0,0
"2001-10-24","Southampton","Ipswich","West Ham","Chelsea","A","H",2.95,3.3,9.735,0,0
"2001-10-24","Southampton","Ipswich","West Ham","Chelsea","D","D",3.1,3.1,9.61,0,0
"2001-10-24","Southampton","Ipswich","West Ham","Chelsea","A","D",2.95,3.1,9.145,0,0
"2001-10-27","Aston Villa","Bolton","Charlton","Liverpool","D","H",3.5,3.7,12.95,0,0
"2001-10-27","Aston Villa","Bolton","Charlton","Liverpool","A","H",4.59,3.7,16.983,0,0
"2001-10-27","Aston Villa","Bolton","Charlton","Liverpool","D","D",3.5,3.25,11.375,0,0
"2001-10-27","Aston Villa","Bolton","Charlton","Liverpool","A","D",4.59,3.25,14.9175,0,0
"2001-10-27","Aston Villa","Bolton","Charlton","Liverpool","A","A",4.59,2.04,9.3636,0,0
"2001-10-27","Aston Villa","Bolton","Everton","Newcastle","A","H",4.59,2.29,10.5111,0,0
"2001-10-27","Aston Villa","Bolton","Everton","Newcastle","D","D",3.5,3.05,10.675,0,0
"2001-10-27","Aston Villa","Bolton","Everton","Newcastle","A","D",4.59,3.05,13.9995,0,0
"2001-10-27","Aston Villa","Bolton","Everton","Newcastle","D","A",3.5,3.05,10.675,0,0
"2001-10-27","Aston Villa","Bolton","Everton","Newcastle","A","A",4.59,3.05,13.9995,0,0
"2001-10-27","Aston Villa","Bolton","Fulham","Southampton","D","D",3.5,3.3,11.55,0,0
"2001-10-27","Aston Villa","Bolton","Fulham","Southampton","A","D",4.59,3.3,15.147,0,0
"2001-10-27","Aston Villa","Bolton","Fulham","Southampton","D","A",3.5,4.2,14.7,0,0
"2001-10-27","Aston Villa","Bolton","Fulham","Southampton","A","A",4.59,4.2,19.278,0,0
"2001-10-27","Aston Villa","Bolton","Manchester United","Leeds","D","D",3.5,3.4,11.9,0,0
"2001-10-27","Aston Villa","Bolton","Manchester United","Leeds","A","D",4.59,3.4,15.606,0,0
"2001-10-27","Aston Villa","Bolton","Manchester United","Leeds","D","A",3.5,4.4,15.4,0,0
"2001-10-27","Aston Villa","Bolton","Manchester United","Leeds","A","A",4.59,4.4,20.196,0,0
