"Time","H.team.1","A.team.1","H.team.2","A.team.2","Choose.1","Choose.2","Odd.1","Odd.2","joint.odds","implied.joint.prob","result.mat","predict.prob","kelly.criterion","bet.money"
"2007-09-01","Bolton","Everton","Fulham","Tottenham","D","A",3.2,2.13,6.816,0.128282167808247,0,0.147952665263498,0.000389293366968215,3.89293366968215
"2007-09-01","Bolton","Everton","Reading","West Ham","A","H",2.88,2.16,6.2208,0.140364531939695,0,0.160849289023913,0.00217724605037159,21.7724605037159
"2007-09-01","Fulham","Tottenham","Middlesbrough","Birmingham","D","H",3.28,1.9,6.232,0.140239069192439,1,0.160598229187963,0.00227999813859364,22.7999813859364
"2007-09-01","Fulham","Tottenham","Reading","West Ham","A","D",2.13,3.27,6.9651,0.125791019133524,0,0.14486232133141,0.000278251066091218,2.78251066091218
"2007-09-01","Manchester United","Sunderland","Newcastle","Wigan","H","A",1.2,5.26,6.312,0.138560135345293,0,0.158814374640678,0.00208360418960445,20.8360418960445
"2007-09-01","Middlesbrough","Birmingham","Newcastle","Wigan","H","D",1.9,3.48,6.612,0.131985306828718,0,0.152271301500242,0.000706617601361407,7.06617601361407
"2007-09-01","Middlesbrough","Birmingham","Reading","West Ham","H","D",1.9,3.27,6.213,0.140476235426463,0,0.161024326117877,0.00213344376807936,21.3344376807936
"2007-09-02","Aston Villa","Chelsea","Blackburn","Manchester City","A","A",1.82,3.61,6.5702,0.132125188735101,0,0.153169192635902,3.25870997023769e-05,0.327226781422911
"2007-09-15","Birmingham","Bolton","Tottenham","Arsenal","A","A",2.63,2.52,6.6276,0.131709133145382,0,0.151937339890149,0.00069777656764416,7.00656829901712
"2007-09-15","Birmingham","Bolton","Wigan","Fulham","D","H",3.17,2.06,6.5302,0.13327803582738,0,0.154032579002488,0.000552856786520202,5.55138853029574
"2007-09-15","Everton","Manchester United","Wigan","Fulham","A","A",1.76,3.53,6.2128,0.13978167552086,0,0.161028816320389,0.00132263539738217,13.2809493413395
"2007-09-15","Portsmouth","Liverpool","West Ham","Middlesbrough","D","H",3.44,1.95,6.708,0.129889522591744,1,0.150225924196053,0.000177167581568213,1.7789888886931
"2007-09-15","Sunderland","Reading","Tottenham","Arsenal","H","H",2.26,2.8,6.328,0.137619144280988,0,0.158459585537757,0.00133898376913408,13.4451078822951
"2007-09-15","Sunderland","Reading","West Ham","Middlesbrough","D","H",3.25,1.95,6.3375,0.1372269668439,0,0.158249241525515,0.00108921013287885,10.9370614346698
"2007-09-15","Sunderland","Reading","Wigan","Fulham","A","H",3.1,2.06,6.386,0.135965678727841,0,0.157178998641526,0.000664344360136602,6.67086621879468
"2007-09-15","Tottenham","Arsenal","Wigan","Fulham","D","H",3.16,2.06,6.5096,0.133674001072816,0,0.154478813265154,0.00058963353453698,5.92067407060168
"2007-09-15","West Ham","Middlesbrough","Wigan","Fulham","H","D",1.95,3.28,6.396,0.135864160051692,1,0.156959081687063,0.000758494018498611,7.61624908521812
