"Time","H.team.1","A.team.1","H.team.2","A.team.2","Choose.1","Choose.2","Odd.1","Odd.2","joint.odds","implied.joint.prob","result.mat","predict.prob","kelly.criterion","bet.money"
"2012-08-18","Arsenal","Sunderland","Fulham","Norwich","D","H",4.4,1.79,7.876,0.113250534740172,1,0.138866561419799,0.000661725032220146,6.70351914002746
"2012-08-18","Arsenal","Sunderland","West Brom","Liverpool","D","A",4.4,1.83,8.052,0.110749470095105,0,0.136614143115968,0.000311003887343554,3.15058432115784
"2012-08-18","Fulham","Norwich","QPR","Swansea","H","A",1.79,3.98,7.1242,0.125380107763735,1,0.148868771303333,0.00261265426211182,26.467153272984
"2012-08-18","Fulham","Norwich","West Brom","Liverpool","A","A",4.53,1.83,8.2899,0.107748342466295,0,0.133622224905707,0.000117169890786982,1.18697429790468
"2012-08-18","Fulham","Norwich","West Ham","Aston Villa","D","H",3.59,2.11,7.5749,0.117754022093548,0,0.142797826542047,0.00128436864512582,13.0111290584935
"2012-08-18","Newcastle","Tottenham","QPR","Swansea","D","H",3.28,1.95,6.396,0.139609626346674,0,0.159160722686156,0.00508955541901197,51.5590774178642
"2012-08-18","Newcastle","Tottenham","Reading","Stoke","H","A",2.69,3.05,8.2045,0.108809323091147,0,0.134689319841341,0.00018714295721441,1.89582732180937
"2012-08-18","Newcastle","Tottenham","West Ham","Aston Villa","D","H",3.28,2.11,6.9208,0.128841399329879,0,0.151682884389519,0.00296598020634981,30.0464756720793
"2012-08-18","QPR","Swansea","Reading","Stoke","D","H",3.4,2.37,8.058,0.110799089951253,0,0.13653794285538,0.000449014244036928,4.54868024101759
"2012-08-18","QPR","Swansea","West Brom","Liverpool","A","A",3.98,1.83,7.2834,0.12261116936144,0,0.146698563782348,0.00214698633722566,21.7497650900133
"2012-08-18","QPR","Swansea","West Ham","Aston Villa","D","H",3.4,2.11,7.174,0.124307000785979,0,0.148186854964599,0.0022421834993858,22.7141475261374
"2012-08-18","Reading","Stoke","West Brom","Liverpool","H","D",2.37,3.49,8.2713,0.107940600864718,0,0.133853978495691,9.06378437557377e-05,0.918194855631922
"2012-08-18","Reading","Stoke","West Ham","Aston Villa","H","A",2.37,3.46,8.2002,0.108724375988649,0,0.134743254040233,3.48776823452613e-05,0.35332381242527
"2012-08-18","West Brom","Liverpool","West Ham","Aston Villa","D","H",3.49,2.11,7.3639,0.121100023135865,0,0.145611944642929,0.00174750926900977,17.7029147482593
"2012-08-25","Aston Villa","Everton","Norwich","QPR","D","H",3.27,2.32,7.5864,0.117829846254956,0,0.142645859694365,0.00154674046761992,15.7299113251828
"2012-08-25","Aston Villa","Everton","Southampton","Wigan","A","A",2.26,3.45,7.797,0.114573932864475,1,0.139888463770266,0.00101409354992743,10.3130434288981
"2012-08-25","Aston Villa","Everton","Swansea","West Ham","A","A",2.26,3.52,7.9552,0.112524418599924,0,0.137848846459908,0.000965239522078446,9.81621183883498
"2012-08-25","Chelsea","Newcastle","Manchester United","Fulham","H","D",1.47,5.29,7.7763,0.115146825407534,0,0.140157347373969,0.00135836886747387,13.8142256439
"2012-08-25","Chelsea","Newcastle","Tottenham","West Brom","D","H",4.31,1.57,6.7667,0.132415672831078,0,0.153846046729886,0.00420187183961642,42.731843396232
"2012-08-25","Manchester United","Fulham","Tottenham","West Brom","D","H",5.29,1.57,8.3053,0.107930179866243,0,0.133430619751083,0.000520475203707215,5.29308502147676
"2012-08-25","Norwich","QPR","Southampton","Wigan","H","A",2.32,3.45,8.004,0.111252348519479,0,0.137225134703919,0.000214411053147283,2.18049952383776
"2012-08-25","Norwich","QPR","Swansea","West Ham","H","A",2.32,3.52,8.1664,0.109262251212397,0,0.135167886572599,0.000188761206077634,1.91964786296997
"2012-08-25","Southampton","Wigan","Swansea","West Ham","H","A",2.12,3.52,7.4624,0.11949358061647,0,0.14429212969235,0.00150118951125803,15.2666710341647
"2012-08-25","Swansea","West Ham","Tottenham","West Brom","H","D",2.12,3.96,8.3952,0.106639364231701,1,0.132317087267862,0.000226100013063964,2.29937292685665
"2012-08-26","Liverpool","Manchester City","Stoke","Arsenal","A","D",2.44,3.26,7.9544,0.111837837845524,0,0.137859092590191,0.000181124309056405,1.83842369321231
"2012-09-01","Swansea","Sunderland","West Brom","Everton","D","A",3.37,2.37,7.9869,0.111881259578122,0,0.137443397978183,0.000684332056571053,6.94475745572427
"2012-09-01","Swansea","Sunderland","West Ham","Fulham","H","D",2.03,3.28,6.6584,0.133987800595969,0,0.155382458101846,0.00392469243123985,39.8286720044184
"2012-09-01","Swansea","Sunderland","Wigan","Stoke","A","H",3.71,2.11,7.8281,0.113875919030255,0,0.139485363337374,0.000678070130809977,6.88121000796284
"2012-09-01","West Brom","Everton","West Ham","Fulham","D","H",3.28,2.53,8.2984,0.107715164731334,0,0.133516437818783,0.000190240014681864,1.93059896530186
"2012-09-01","West Brom","Everton","Wigan","Stoke","A","D",2.37,3.25,7.7025,0.115955840403151,0,0.141119769569142,0.00118217476253413,11.996978538774
"2012-09-01","West Ham","Fulham","Wigan","Stoke","H","D",2.53,3.25,8.2225,0.108447613305539,1,0.13446376195873,1.92293962092401e-05,0.195144289107741
"2012-09-02","Liverpool","Arsenal","Newcastle","Aston Villa","H","D",1.93,3.73,7.1989,0.124753624282493,0,0.14784693765584,0.00317305284553647,31.9908926735061
"2012-09-02","Liverpool","Arsenal","Southampton","Manchester United","H","D",1.93,4.22,8.1446,0.110087027283472,0,0.135442407099333,0.000822855597135984,8.29607522320369
