"Time","H.team.1","A.team.1","H.team.2","A.team.2","Choose.1","Choose.2","Odd.1","Odd.2","joint.odds","implied.joint.prob","result.mat","predict.prob","kelly.criterion","bet.money"
"2015-08-08","Bournemouth","Aston Villa","Chelsea","Swansea","H","D",1.83,4.77,8.7291,0.104943794091815,0,0.129301561830521,0.00240673919403838,26.6282586865695
"2015-08-08","Bournemouth","Aston Villa","Everton","Watford","H","A",1.83,4.77,8.7291,0.104962950647517,0,0.129301561830521,0.00242809031226093,26.8644883123993
"2015-08-08","Bournemouth","Aston Villa","Leicester","Sunderland","H","A",1.83,4.7,8.601,0.106604575138551,0,0.131122275111882,0.0027334642373241,30.2431576309767
"2015-08-08","Bournemouth","Aston Villa","Manchester United","Tottenham","H","A",1.83,5.78,10.5774,0.0868366483879854,0,0.105380304188656,0.000505097003711894,5.58841344752579
"2015-08-08","Bournemouth","Aston Villa","Norwich","Crystal Palace","D","A",3.71,3,11.13,0.0824501727706577,0,0.099036118928923,1.08351938973732e-05,0.119881018571966
"2015-08-08","Chelsea","Swansea","Everton","Watford","D","H",4.77,1.78,8.4906,0.107592158503444,0,0.132709058400847,0.00248676648208422,27.513683801741
"2015-08-08","Chelsea","Swansea","Leicester","Sunderland","D","H",4.77,1.79,8.5383,0.107069773381327,1,0.132021453341459,0.00249038092396719,27.5536741312731
"2015-08-08","Chelsea","Swansea","Manchester United","Tottenham","H","A",1.36,5.78,7.8608,0.116500754031778,0,0.142078496959347,0.00410770930754829,45.447860042986
"2015-08-08","Everton","Watford","Leicester","Sunderland","A","H",4.77,1.79,8.5383,0.107089318015628,0,0.132021453341459,0.00251221461279963,27.7952429376283
"2015-08-08","Everton","Watford","Manchester United","Tottenham","H","A",1.78,5.78,10.2884,0.0890280603833878,0,0.108841031805667,0.000484463748671769,5.36012628865317
"2015-08-08","Everton","Watford","Norwich","Crystal Palace","D","H",3.64,2.45,8.918,0.102615280791174,0,0.126656491094469,0.00198905078345605,22.0069374088345
"2015-08-08","Leicester","Sunderland","Manchester United","Tottenham","H","A",1.79,5.78,10.3462,0.0885958083044062,0,0.108140891602604,0.00050508980915256,5.58833384663362
"2015-08-08","Leicester","Sunderland","Norwich","Crystal Palace","D","H",3.65,2.45,8.9425,0.102409406398538,0,0.126316882972287,0.00203584267458352,22.5246447634421
"2015-08-08","Manchester United","Tottenham","Norwich","Crystal Palace","D","H",3.89,2.45,9.5305,0.0962587685782666,0,0.118400412656977,0.00143255469423808,15.8498424238579
"2015-08-09","Newcastle","Southampton","Stoke","Liverpool","H","D",2.96,3.38,10.0048,0.0914011404474625,0,0.11233501744382,0.000584846313393083,6.43928481062024
"2015-08-15","Southampton","Everton","Sunderland","Norwich","A","H",3.95,2.84,11.218,0.0819872682897522,0,0.0980581902168908,0.000153364589427014,1.68758984842374
"2015-08-15","Southampton","Everton","Swansea","Newcastle","H","A",2,4.36,8.72,0.105032505547829,0,0.129430179559852,0.00239861856936856,26.3938655137433
