Date,Season_Year,Home_Team,Away_Team,Home_Goal,Away_Goal,Home_Odds,Draw_Odds,Away_Odds
04.01.,2021,Changchun Yatai,Shandong Taishan,1,1,3.16,3.21,2.22
04.01.,2021,Guangzhou City,Hebei,2,1,2.25,3.09,3.25
04.01.,2021,Shanghai Port,Guangzhou FC,1,0,1.55,3.71,6.18
04.01.,2021,Shenzhen,Beijing Guoan,0,1,1.36,4.68,7.53
01.01.,2021,Beijing Guoan,Guangzhou City,1,1,2.42,3.32,2.75
01.01.,2021,Guangzhou FC,Changchun Yatai,2,0,2.94,2.82,2.62
01.01.,2021,Hebei,Shenzhen,0,1,7.29,4.60,1.39
01.01.,2021,Shandong Taishan,Shanghai Port,2,2,1.79,3.28,4.70
29.12.2021,2021,Beijing Guoan,Shandong Taishan,1,1,2.94,3.10,2.44
29.12.2021,2021,Guangzhou City,Shanghai Port,1,2,8.71,4.80,1.33
29.12.2021,2021,Hebei,Guangzhou FC,0,2,4.17,2.99,1.99
29.12.2021,2021,Shenzhen,Changchun Yatai,0,1,3.21,3.38,2.15
26.12.2021,2021,Changchun Yatai,Guangzhou City,2,1,1.74,3.60,4.46
26.12.2021,2021,Guangzhou FC,Beijing Guoan,1,0,2.05,3.28,3.51
26.12.2021,2021,Shandong Taishan,Hebei,2,0,1.04,12.30,43.20
26.12.2021,2021,Shanghai Port,Shenzhen,3,1,1.56,3.94,5.59
22.12.2021,2021,Beijing Guoan,Shenzhen,2,2,2.76,3.48,2.34
22.12.2021,2021,Guangzhou FC,Shanghai Port,0,0,5.37,3.85,1.58
22.12.2021,2021,Hebei,Guangzhou City,1,1,2.49,3.28,2.68
22.12.2021,2021,Shandong Taishan,Changchun Yatai,2,1,1.30,4.91,9.36
19.12.2021,2021,Changchun Yatai,Guangzhou FC,0,2,2.79,2.97,2.63
19.12.2021,2021,Guangzhou City,Beijing Guoan,5,0,5.51,3.89,1.57
19.12.2021,2021,Shanghai Port,Shandong Taishan,0,2,3.23,3.20,2.22
19.12.2021,2021,Shenzhen,Hebei,3,0,1.17,6.70,14.65
16.12.2021,2021,Changchun Yatai,Shenzhen,1,1,2.36,3.25,2.87
16.12.2021,2021,Guangzhou FC,Hebei,1,1,1.52,3.98,6.04
16.12.2021,2021,Shandong Taishan,Beijing Guoan,2,1,1.57,4.00,5.32
16.12.2021,2021,Shanghai Port,Guangzhou City,1,0,1.16,7.02,14.08
13.12.2021,2021,Beijing Guoan,Guangzhou FC,1,0,2.07,3.43,3.35
13.12.2021,2021,Guangzhou City,Changchun Yatai,0,2,4.98,4.09,1.59
13.12.2021,2021,Hebei,Shandong Taishan,0,5,18.43,8.13,1.12
13.12.2021,2021,Shenzhen,Shanghai Port,1,3,3.87,3.52,1.88
