Date,Season_Year,Home_Team,Away_Team,Home_Goal,Away_Goal
26.05.2019,2019,Fenerbahce,Antalyaspor,3,1
26.05.2019,2019,Goztepe,Ankaragucu,2,1
26.05.2019,2019,Kayserispor,Erzurum BB,0,2
26.05.2019,2019,Yeni Malatyaspor,Bursaspor,1,2
25.05.2019,2019,Konyaspor,Akhisarspor,0,0
24.05.2019,2019,Basaksehir,Alanyaspor,1,1
24.05.2019,2019,Besiktas,Kasimpasa,3,2
24.05.2019,2019,Rizespor,Trabzonspor,2,3
24.05.2019,2019,Sivasspor,Galatasaray,4,3
20.05.2019,2019,Ankaragucu,Sivasspor,3,1
20.05.2019,2019,Erzurum BB,Fenerbahce,0,1
19.05.2019,2019,Akhisarspor,Kayserispor,2,2
19.05.2019,2019,Alanyaspor,Rizespor,1,1
19.05.2019,2019,Bursaspor,Goztepe,0,0
19.05.2019,2019,Galatasaray,Basaksehir,2,1
18.05.2019,2019,Antalyaspor,Yeni Malatyaspor,3,0
18.05.2019,2019,Trabzonspor,Besiktas,2,1
17.05.2019,2019,Kasimpasa,Konyaspor,1,1
13.05.2019,2019,Besiktas,Alanyaspor,2,1
12.05.2019,2019,Basaksehir,Ankaragucu,2,1
12.05.2019,2019,Kayserispor,Kasimpasa,2,1
12.05.2019,2019,Konyaspor,Trabzonspor,2,2
12.05.2019,2019,Yeni Malatyaspor,Erzurum BB,3,1
11.05.2019,2019,Fenerbahce,Akhisarspor,2,1
11.05.2019,2019,Goztepe,Sivasspor,3,3
11.05.2019,2019,Rizespor,Galatasaray,2,3
10.05.2019,2019,Antalyaspor,Bursaspor,0,1
06.05.2019,2019,Alanyaspor,Konyaspor,2,4
06.05.2019,2019,Trabzonspor,Kayserispor,4,2
05.05.2019,2019,Akhisarspor,Yeni Malatyaspor,0,2
05.05.2019,2019,Galatasaray,Besiktas,2,0
05.05.2019,2019,Goztepe,Antalyaspor,4,1
04.05.2019,2019,Ankaragucu,Rizespor,2,2
04.05.2019,2019,Erzurum BB,Bursaspor,2,0
04.05.2019,2019,Kasimpasa,Fenerbahce,1,3
03.05.2019,2019,Sivasspor,Basaksehir,0,0
29.04.2019,2019,Konyaspor,Galatasaray,0,0
29.04.2019,2019,Yeni Malatyaspor,Kasimpasa,2,1
28.04.2019,2019,Besiktas,Ankaragucu,4,1
