"Time","H.team.1","A.team.1","H.team.2","A.team.2","Choose.1","Choose.2","Odd.1","Odd.2","joint.odds","implied.joint.prob","result.mat","predict.prob","kelly.criterion","bet.money"
"2014-06-13","Spain","Netherlands","Mexico","Cameroon","D","H",3.34,2.18,7.2812,0.125535571080028,0,0.138860991192621,0.0199392288929089,285.763774150621
"2014-06-14","Uruguay","Costa Rica","Colombia","Greece","D","H",4.16,1.86,7.7376,0.117908149729834,0,0.130682824262599,0.016954586935684,238.143665374173
"2014-06-14","Uruguay","Costa Rica","Chile","Australia","H","D",1.44,4.39,6.3216,0.144024144475914,0,0.158542949870584,0.0271131065164401,380.829954159242
"2014-06-14","Colombia","Greece","Chile","Australia","H","D",1.86,4.39,8.1654,0.11152703778649,0,0.123636280891893,0.0145893196057768,204.921185011152
"2014-06-15","Switzerland","Ecuador","England","Italy","D","H",3.2,2.5,8,0.114193331301598,0,0.126293008203217,0.0157703681128869,208.517035754892
"2014-06-15","Switzerland","Ecuador","Ivory Coast","Japan","D","H",3.2,2.7,8.64,0.105379260723889,0,0.116457381559966,0.0125762794711805,166.284546903681
"2014-06-15","England","Italy","Ivory Coast","Japan","A","H",3.21,2.7,8.667,0.105330297811544,1,0.116067837385231,0.0127814509936624,168.997340757509
"2014-06-16","Germany","Portugal","Iran","Nigeria","H","D",2.06,3.44,7.0864,0.128676645942138,1,0.142573897941893,0.0209249450544915,295.941057067155
"2014-06-17","Belgium","Algeria","Brazil","Mexico","H","D",1.33,5.23,6.9559,0.130634401210004,1,0.145139113354564,0.0213613335759215,340.589259068206
"2014-06-18","Russia","South Korea","Spain","Chile","H","D",1.82,4.41,8.0262,0.113722239594709,0,0.125866599088449,0.0155327733292497,279.166032875532
"2014-06-18","Australia","Netherlands","Spain","Chile","A","A",1.23,5.51,6.7773,0.135181677240428,1,0.148753896703137,0.0239839193090669,431.056030007906
"2014-06-19","Uruguay","England","Colombia","Ivory Coast","H","H",3.76,2.02,7.5952,0.119964949819419,1,0.133158531851417,0.017578146699005,354.795276008289
"2014-06-19","Uruguay","England","Cameroon","Croatia","A","D",1.95,3.9,7.605,0.119701516795609,0,0.132985991408839,0.0174007052669175,351.213818705037
"2014-06-19","Colombia","Ivory Coast","Cameroon","Croatia","H","D",2.02,3.9,7.878,0.115389344941558,0,0.128306766109527,0.0157485863181695,317.867641291877
"2014-06-20","Switzerland","France","Italy","Costa Rica","A","D",1.86,3.98,7.4028,0.123467038886869,0,0.136612076947375,0.0191526483131166,418.576311299419
"2014-06-20","Switzerland","France","Japan","Greece","D","H",3.47,2.38,8.2586,0.110527527237789,0,0.122175492481174,0.0144576600049236,315.968522783224
"2014-06-21","Germany","Ghana","Argentina","Iran","D","H",5.44,1.14,6.2016,0.147328147416613,1,0.161260520506347,0.028927812410033,610.961288663117
"2014-06-21","Germany","Ghana","Honduras","Ecuador","D","A",5.44,1.59,8.6496,0.105468920090172,1,0.116318652658633,0.0127675563124163,269.653389172537
"2014-06-21","Argentina","Iran","Honduras","Ecuador","H","H",1.14,5.71,6.5094,0.140416018667673,0,0.154408223306969,0.0259482873799097,548.033113306975
"2014-06-22","Belgium","Russia","South Korea","Algeria","A","H",3.43,2.5,8.575,0.105848727779714,0,0.11740324873965,0.012464782900311,321.752036491039
