"Time","H.team.1","A.team.1","H.team.2","A.team.2","Choose.1","Choose.2","Odd.1","Odd.2","joint.odds","implied.joint.prob","result.mat","predict.prob","kelly.criterion","bet.money"
"2002-06-01","Germany","Saudi Arabia","Ireland","Cameroon","D","A",4.82,2.3,11.086,0.076826398473309,0,0.0960608726546478,0.000442681649985281,4.42681649985281
"2002-06-01","Ireland","Cameroon","Uruguay","Denmark","H","A",3.33,3.03,10.0899,0.0857123372950389,0,0.10886750653041,0.00326906344180656,32.6906344180656
"2002-06-02","Argentina","Nigeria","England","Sweden","D","D",3.58,3.17,11.3486,0.077594578260607,0,0.0929163908063697,0.00289741244914714,28.8665799271012
"2002-06-02","Argentina","Nigeria","Paraguay","South Africa","D","D",3.58,3.18,11.3844,0.0780542470375048,0,0.0924949330507004,0.00361012758379727,35.9672771045737
"2002-06-02","Argentina","Nigeria","Spain","Slovenia","A","H",5.58,1.44,8.0352,0.109291989849303,0,0.140061786212475,0.0107099982884419,106.702455048617
"2002-06-02","England","Sweden","Paraguay","South Africa","D","D",3.17,3.18,10.0806,0.0879768214135484,1,0.108993852633745,0.00566871728683584,56.4767645326967
"2002-06-02","England","Sweden","Spain","Slovenia","H","D",1.93,4.06,7.8358,0.111853517349555,0,0.143457144316094,0.0113367013679297,112.946224222702
"2002-06-02","Paraguay","South Africa","Spain","Slovenia","H","D",2.01,4.06,8.1606,0.108378694776892,0,0.137961127012363,0.0110464998089737,110.054980175263
"2002-06-03","Croatia","Mexico","Italy","Ecuador","D","D",2.93,4.22,12.3646,0.0699616736500809,0,0.081604907521034,0.00037198698905706,3.75007074814937
"2002-06-03","Croatia","Mexico","Brazil","Turkey","D","D",2.93,4.16,12.1888,0.0722078968617238,0,0.08346808404706,0.00186092798371545,18.7603647477934
"2002-06-03","Italy","Ecuador","Brazil","Turkey","A","H",8.22,1.44,11.8368,0.0732498024988803,0,0.0873152714639052,0.00105500336661057,10.6356872167874
"2002-06-04","Japan","Belgium","South Korea","Poland","D","D",2.94,2.95,8.673,0.100525151277316,0,0.129651219482613,0.00753695229843865,75.7316118742796
"2002-06-04","Japan","Belgium","China","Costa Rica","D","H",2.94,3.4,9.996,0.0875348519210799,0,0.110149114983412,0.00455329971310243,45.7517459267158
"2002-06-04","South Korea","Poland","China","Costa Rica","D","H",2.95,3.4,10.03,0.0874971742353518,0,0.109683541082405,0.00476799692214706,47.9090324613841
"2002-06-05","Russia","Tunisia","Germany","Ireland","A","H",6.12,1.62,9.9144,0.0873417722256878,0,0.111273561831643,0.00372212957246707,36.7696131706698
"2002-06-05","Russia","Tunisia","USA","Portugal","H","H",1.56,7.67,11.9652,0.0721921165873646,1,0.085893687274472,0.000630715034543615,6.23061271500095
"2002-06-05","Germany","Ireland","USA","Portugal","H","H",1.62,7.67,12.4254,0.0695277110463137,0,0.0809694002913278,0.000220853228022521,2.18173161459808
