Date,Season_Year,Home_Team,Away_Team,Home_Goal,Away_Goal,Home_Odds,Draw_Odds,Away_Odds
04.07.2020,2019,Chemnitzer,Hansa Rostock,4,2,2.95,3.68,2.12
04.07.2020,2019,Duisburg,Unterhaching,4,0,1.47,4.37,5.85
04.07.2020,2019,Jena,Grossaspach,1,0,2.63,3.63,2.34
04.07.2020,2019,Kaiserslautern,Bayern II,1,0,3.58,3.95,1.81
04.07.2020,2019,Magdeburg,Preussen Munster,2,2,1.71,3.93,4.12
04.07.2020,2019,Mannheim,Zwickau,0,0,3.07,3.41,2.16
04.07.2020,2019,Meppen,Braunschweig,4,3,1.90,3.89,3.32
04.07.2020,2019,Munich 1860,Ingolstadt,0,2,2.80,3.58,2.24
04.07.2020,2019,Uerdingen,Viktoria Koln,1,1,2.50,3.59,2.46
04.07.2020,2019,Wurzburger Kickers,Hallescher,2,2,1.32,5.00,7.83
01.07.2020,2019,Bayern II,Duisburg,2,2,2.13,3.83,2.86
01.07.2020,2019,Braunschweig,Mannheim,3,2,1.77,3.91,3.81
01.07.2020,2019,Viktoria Koln,Wurzburger Kickers,5,1,5.72,4.77,1.44
01.07.2020,2019,Hallescher,Kaiserslautern,1,1,2.09,3.64,3.08
01.07.2020,2019,Hansa Rostock,Uerdingen,1,0,1.59,4.05,4.88
01.07.2020,2019,Ingolstadt,Magdeburg,0,2,1.64,3.76,4.86
01.07.2020,2019,Preussen Munster,Meppen,0,3,1.77,3.91,3.87
01.07.2020,2019,Grossaspach,Munich 1860,2,4,4.19,3.80,1.73
01.07.2020,2019,Unterhaching,Jena,2,2,1.50,4.37,5.48
01.07.2020,2019,Zwickau,Chemnitzer,2,1,2.50,3.28,2.67
28.06.2020,2019,Magdeburg,Grossaspach,0,1,1.35,4.70,7.75
28.06.2020,2019,Meppen,Ingolstadt,0,2,3.20,3.52,2.07
27.06.2020,2019,Duisburg,Hallescher,2,2,2.14,3.49,3.02
27.06.2020,2019,Jena,Bayern II,1,2,8.03,5.43,1.30
27.06.2020,2019,Kaiserslautern,Viktoria Koln,3,0,1.97,3.65,3.35
27.06.2020,2019,Mannheim,Preussen Munster,0,0,2.29,3.28,2.92
27.06.2020,2019,Munich 1860,Unterhaching,3,0,1.92,3.70,3.46
27.06.2020,2019,Wurzburger Kickers,Hansa Rostock,3,1,2.50,3.37,2.62
27.06.2020,2019,Zwickau,Braunschweig,3,2,2.79,3.47,2.29
26.06.2020,2019,Uerdingen,Chemnitzer,1,1,2.86,3.15,2.42
24.06.2020,2019,Bayern II,Munich 1860,2,1,2.01,3.70,3.25
24.06.2020,2019,Hallescher,Jena,5,3,1.31,5.26,7.91
24.06.2020,2019,Ingolstadt,Mannheim,2,0,1.70,3.67,4.59
24.06.2020,2019,Preussen Munster,Zwickau,2,1,2.21,3.27,3.11
24.06.2020,2019,Grossaspach,Meppen,1,2,2.64,3.43,2.44
24.06.2020,2019,Unterhaching,Magdeburg,0,0,3.42,3.27,2.08
23.06.2020,2019,Chemnitzer,Braunschweig,1,2,2.52,3.25,2.67
23.06.2020,2019,Viktoria Koln,Duisburg,1,0,3.41,3.55,1.98
23.06.2020,2019,Hansa Rostock,Kaiserslautern,1,1,1.49,4.30,5.71
23.06.2020,2019,Uerdingen,Wurzburger Kickers,1,2,4.92,4.08,1.58
21.06.2020,2019,Meppen,Unterhaching,3,0,2.26,3.40,2.92
21.06.2020,2019,Munich 1860,Hallescher,2,1,1.97,3.46,3.53
21.06.2020,2019,Zwickau,Ingolstadt,0,3,3.51,3.48,1.98
20.06.2020,2019,Braunschweig,Preussen Munster,1,0,1.89,3.40,3.91
20.06.2020,2019,Duisburg,Hansa Rostock,0,0,3.17,3.38,2.14
20.06.2020,2019,Jena,Viktoria Koln,2,3,4.94,4.42,1.54
20.06.2020,2019,Kaiserslautern,Uerdingen,4,0,2.08,3.17,3.53
20.06.2020,2019,Magdeburg,Bayern II,2,2,2.61,3.38,2.50
20.06.2020,2019,Mannheim,Grossaspach,3,2,1.79,3.63,4.07
19.06.2020,2019,Wurzburger Kickers,Chemnitzer,3,0,1.64,3.88,4.67
17.06.2020,2019,Bayern II,Meppen,5,1,1.72,3.92,4.13
17.06.2020,2019,Hansa Rostock,Jena,4,0,1.23,5.74,10.29
17.06.2020,2019,Grossaspach,Zwickau,1,0,3.12,3.40,2.14
17.06.2020,2019,Uerdingen,Duisburg,1,1,3.55,3.43,1.98
17.06.2020,2019,Unterhaching,Mannheim,0,0,2.43,3.31,2.70
16.06.2020,2019,Chemnitzer,Preussen Munster,1,0,2.30,3.08,3.12
16.06.2020,2019,Viktoria Koln,Munich 1860,2,0,3.57,3.59,1.92
16.06.2020,2019,Hallescher,Magdeburg,1,1,2.80,3.07,2.51
16.06.2020,2019,Ingolstadt,Braunschweig,0,0,1.69,3.76,4.52
16.06.2020,2019,Wurzburger Kickers,Kaiserslautern,2,0,1.94,3.62,3.45
14.06.2020,2019,Jena,Uerdingen,0,0,4.05,3.82,1.75
14.06.2020,2019,Mannheim,Bayern II,2,3,2.98,3.43,2.20
14.06.2020,2019,Zwickau,Unterhaching,3,3,2.70,3.21,2.52
13.06.2020,2019,Braunschweig,Grossaspach,2,1,1.54,3.98,5.58
13.06.2020,2019,Duisburg,Wurzburger Kickers,1,1,2.52,3.42,2.55
13.06.2020,2019,Kaiserslautern,Chemnitzer,2,0,1.87,3.43,3.96
13.06.2020,2019,Magdeburg,Viktoria Koln,2,0,1.78,3.62,4.15
13.06.2020,2019,Munich 1860,Hansa Rostock,0,1,2.23,3.42,2.93
13.06.2020,2019,Preussen Munster,Ingolstadt,0,0,3.50,3.52,1.96
12.06.2020,2019,Meppen,Hallescher,2,3,2.27,3.38,2.90
10.06.2020,2019,Chemnitzer,Ingolstadt,0,1,3.30,3.16,2.17
10.06.2020,2019,Kaiserslautern,Duisburg,1,3,2.36,3.09,3.03
10.06.2020,2019,Grossaspach,Preussen Munster,0,0,2.32,3.33,2.86
10.06.2020,2019,Unterhaching,Braunschweig,1,3,1.97,3.30,3.68
10.06.2020,2019,Wurzburger Kickers,Jena,4,2,1.34,5.01,7.49
09.06.2020,2019,Bayern II,Zwickau,2,0,1.53,4.25,5.26
09.06.2020,2019,Viktoria Koln,Meppen,1,3,2.99,3.47,2.18
09.06.2020,2019,Hallescher,Mannheim,3,0,2.42,3.34,2.72
09.06.2020,2019,Hansa Rostock,Magdeburg,3,1,2.27,3.10,3.15
09.06.2020,2019,Uerdingen,Munich 1860,1,3,2.41,3.14,2.87
07.06.2020,2019,Ingolstadt,Grossaspach,1,1,1.40,4.51,6.79
07.06.2020,2019,Jena,Kaiserslautern,1,2,6.09,4.26,1.48
07.06.2020,2019,Preussen Munster,Unterhaching,2,1,2.71,3.30,2.44
06.06.2020,2019,Braunschweig,Bayern II,1,1,2.96,3.46,2.19
06.06.2020,2019,Duisburg,Chemnitzer,2,1,1.78,3.62,4.11
06.06.2020,2019,Mannheim,Viktoria Koln,2,1,1.96,3.44,3.57
06.06.2020,2019,Meppen,Hansa Rostock,0,3,2.48,3.29,2.68
06.06.2020,2019,Munich 1860,Wurzburger Kickers,1,2,2.07,3.46,3.24
06.06.2020,2019,Zwickau,Hallescher,5,1,2.66,3.28,2.50
05.06.2020,2019,Magdeburg,Uerdingen,1,1,2.04,3.09,3.76
03.06.2020,2019,Bayern II,Preussen Munster,3,2,1.41,4.76,6.36
03.06.2020,2019,Chemnitzer,Grossaspach,0,1,1.51,4.13,5.63
03.06.2020,2019,Duisburg,Jena,1,1,1.36,4.89,6.93
03.06.2020,2019,Hallescher,Braunschweig,0,1,2.05,3.46,3.33
03.06.2020,2019,Kaiserslautern,Munich 1860,1,1,2.60,3.18,2.61
02.06.2020,2019,Viktoria Koln,Zwickau,3,0,2.27,3.37,2.89
02.06.2020,2019,Hansa Rostock,Mannheim,0,1,1.96,3.35,3.65
02.06.2020,2019,Uerdingen,Meppen,0,0,2.37,3.33,2.76
02.06.2020,2019,Unterhaching,Ingolstadt,1,2,2.80,3.09,2.48
02.06.2020,2019,Wurzburger Kickers,Magdeburg,0,1,2.07,3.35,3.32
31.05.2020,2019,Jena,Chemnitzer,0,1,4.62,3.83,1.65
31.05.2020,2019,Munich 1860,Duisburg,3,2,2.20,3.34,3.05
