Date,Season_Year,Home_Team,Away_Team,Home_Goal,Away_Goal
22.10.2006,2006,Changchun Yatai,Shandong Luneng,3,2
22.10.2006,2006,Dalian Shide,Chongqing Lifan,6,0
22.10.2006,2006,Liaoning,Shanghai Shenhua,1,2
22.10.2006,2006,Qingdao Jonoon,Beijing Renhe,0,1
22.10.2006,2006,Shanghai United,Tianjin Teda,3,0
22.10.2006,2006,Shenzhen,Guangzhou R&F,2,0
22.10.2006,2006,Xiamen Lanshi,Beijing Guoan,2,0
15.10.2006,2006,Beijing Guoan,Changchun Yatai,1,0
15.10.2006,2006,Beijing Renhe,Xiamen Lanshi,0,2
15.10.2006,2006,Guangzhou R&F,Shanghai United,1,3
15.10.2006,2006,Shandong Luneng,Liaoning,3,1
15.10.2006,2006,Shanghai Shenhua,Dalian Shide,1,1
15.10.2006,2006,Tianjin Teda,Qingdao Jonoon,1,1
15.10.2006,2006,Wuhan Zall,Shenzhen,2,1
05.10.2006,2006,Shanghai Shenhua,Shandong Luneng,2,1
01.10.2006,2006,Chongqing Lifan,Shanghai Shenhua,2,5
01.10.2006,2006,Liaoning,Beijing Guoan,1,2
01.10.2006,2006,Qingdao Jonoon,Guangzhou R&F,2,1
30.09.2006,2006,Changchun Yatai,Beijing Renhe,1,1
30.09.2006,2006,Dalian Shide,Shandong Luneng,1,4
30.09.2006,2006,Shanghai United,Wuhan Zall,0,0
30.09.2006,2006,Xiamen Lanshi,Tianjin Teda,3,1
24.09.2006,2006,Beijing Guoan,Dalian Shide,1,0
24.09.2006,2006,Shenzhen,Shanghai United,0,2
24.09.2006,2006,Tianjin Teda,Changchun Yatai,1,1
23.09.2006,2006,Beijing Renhe,Liaoning,2,1
23.09.2006,2006,Guangzhou R&F,Xiamen Lanshi,0,0
23.09.2006,2006,Shandong Luneng,Chongqing Lifan,4,0
23.09.2006,2006,Wuhan Zall,Qingdao Jonoon,2,1
17.09.2006,2006,Chongqing Lifan,Beijing Guoan,1,1
17.09.2006,2006,Liaoning,Tianjin Teda,0,1
17.09.2006,2006,Xiamen Lanshi,Wuhan Zall,2,0
16.09.2006,2006,Changchun Yatai,Guangzhou R&F,0,0
16.09.2006,2006,Dalian Shide,Beijing Renhe,1,0
16.09.2006,2006,Qingdao Jonoon,Shenzhen,2,1
10.09.2006,2006,Beijing Renhe,Chongqing Lifan,2,0
10.09.2006,2006,Shanghai United,Qingdao Jonoon,1,0
10.09.2006,2006,Shenzhen,Xiamen Lanshi,3,2
10.09.2006,2006,Tianjin Teda,Dalian Shide,0,0
10.09.2006,2006,Wuhan Zall,Changchun Yatai,4,2
09.09.2006,2006,Beijing Guoan,Shanghai Shenhua,0,1
09.09.2006,2006,Guangzhou R&F,Liaoning,1,0
27.08.2006,2006,Changchun Yatai,Shenzhen,3,0
27.08.2006,2006,Chongqing Lifan,Tianjin Teda,1,1
27.08.2006,2006,Dalian Shide,Guangzhou R&F,3,1
27.08.2006,2006,Shandong Luneng,Beijing Guoan,1,0
27.08.2006,2006,Xiamen Lanshi,Shanghai United,0,0
26.08.2006,2006,Liaoning,Wuhan Zall,2,1
26.08.2006,2006,Shanghai Shenhua,Beijing Renhe,1,1
24.08.2006,2006,Shanghai United,Changchun Yatai,2,1
23.08.2006,2006,Beijing Renhe,Shandong Luneng,0,2
23.08.2006,2006,Guangzhou R&F,Chongqing Lifan,1,1
23.08.2006,2006,Qingdao Jonoon,Xiamen Lanshi,0,1
23.08.2006,2006,Shenzhen,Liaoning,2,2
23.08.2006,2006,Tianjin Teda,Shanghai Shenhua,1,1
23.08.2006,2006,Wuhan Zall,Dalian Shide,0,1
20.08.2006,2006,Beijing Guoan,Beijing Renhe,3,1
20.08.2006,2006,Liaoning,Shanghai United,2,0
20.08.2006,2006,Shandong Luneng,Tianjin Teda,2,1
19.08.2006,2006,Changchun Yatai,Qingdao Jonoon,2,1
19.08.2006,2006,Chongqing Lifan,Wuhan Zall,0,2
19.08.2006,2006,Dalian Shide,Shenzhen,5,0
19.08.2006,2006,Shanghai Shenhua,Guangzhou R&F,0,0
09.08.2006,2006,Guangzhou R&F,Shenzhen,1,2
04.08.2006,2006,Shanghai United,Guangzhou R&F,1,1
30.07.2006,2006,Shanghai United,Dalian Shide,1,1
30.07.2006,2006,Shenzhen,Chongqing Lifan,0,0
30.07.2006,2006,Tianjin Teda,Beijing Guoan,0,0
30.07.2006,2006,Xiamen Lanshi,Changchun Yatai,0,0
29.07.2006,2006,Guangzhou R&F,Shandong Luneng,2,7
29.07.2006,2006,Qingdao Jonoon,Liaoning,2,0
29.07.2006,2006,Wuhan Zall,Shanghai Shenhua,0,2
27.07.2006,2006,Beijing Renhe,Tianjin Teda,1,1
27.07.2006,2006,Chongqing Lifan,Shanghai United,0,1
26.07.2006,2006,Beijing Guoan,Guangzhou R&F,1,0
26.07.2006,2006,Dalian Shide,Qingdao Jonoon,3,1
26.07.2006,2006,Liaoning,Xiamen Lanshi,0,0
26.07.2006,2006,Shandong Luneng,Wuhan Zall,5,1
26.07.2006,2006,Shanghai Shenhua,Shenzhen,1,0
23.07.2006,2006,Changchun Yatai,Liaoning,2,0
23.07.2006,2006,Qingdao Jonoon,Chongqing Lifan,1,1
23.07.2006,2006,Wuhan Zall,Beijing Guoan,1,1
22.07.2006,2006,Guangzhou R&F,Beijing Renhe,2,1
22.07.2006,2006,Shanghai United,Shanghai Shenhua,1,1
22.07.2006,2006,Shenzhen,Shandong Luneng,0,3
22.07.2006,2006,Xiamen Lanshi,Dalian Shide,1,0
16.07.2006,2006,Beijing Guoan,Shenzhen,2,0
16.07.2006,2006,Chongqing Lifan,Xiamen Lanshi,0,1
16.07.2006,2006,Dalian Shide,Changchun Yatai,3,2
16.07.2006,2006,Shanghai Shenhua,Qingdao Jonoon,2,0
16.07.2006,2006,Tianjin Teda,Guangzhou R&F,2,0
15.07.2006,2006,Beijing Renhe,Wuhan Zall,3,0
15.07.2006,2006,Shandong Luneng,Shanghai United,3,1
13.07.2006,2006,Xiamen Lanshi,Shanghai Shenhua,2,1
12.07.2006,2006,Changchun Yatai,Chongqing Lifan,3,1
12.07.2006,2006,Liaoning,Dalian Shide,2,1
12.07.2006,2006,Qingdao Jonoon,Shandong Luneng,1,2
12.07.2006,2006,Shanghai United,Beijing Guoan,0,0
12.07.2006,2006,Shenzhen,Beijing Renhe,2,2
12.07.2006,2006,Wuhan Zall,Tianjin Teda,3,4
07.07.2006,2006,Guangzhou R&F,Qingdao Jonoon,2,2
30.05.2006,2006,Liaoning,Chongqing Lifan,1,0
28.05.2006,2006,Beijing Guoan,Qingdao Jonoon,1,0
