"Time","H.team.1","A.team.1","H.team.2","A.team.2","Choose.1","Choose.2","Odd.1","Odd.2","joint.odds","implied.joint.prob","result.mat","predict.prob","kelly.criterion","bet.money"
"2010-08-14","Aston Villa","West Ham","Blackburn","Everton","H","H",1.92,2.92,5.6064,0.157835447967625,1,0.185600518319803,0.0303583723996344,8.07407213229144e-05
"2010-08-14","Aston Villa","West Ham","Blackburn","Everton","D","H",3.34,2.92,9.7528,0.0907317545203115,0,0.106203757675494,0.00617068712580141,1.64114769736874e-05
"2010-08-14","Aston Villa","West Ham","Blackburn","Everton","H","D",1.92,3.24,6.2208,0.142246761748601,0,0.171258575228672,0.0234575364201882,6.23873502206376e-05
"2010-08-14","Aston Villa","West Ham","Blackburn","Everton","D","A",3.34,2.42,8.0828,0.109477984793103,0,0.13346660934385,0.0114331070894328,3.04073387469892e-05
"2010-08-14","Aston Villa","West Ham","Blackburn","Everton","A","A",4.14,2.42,10.0188,0.0883228186495084,0,0.102379826451285,0.00558448222898238,1.48524142680477e-05
"2010-08-14","Aston Villa","West Ham","Bolton","Fulham","D","H",3.34,2.19,7.3146,0.121356773080525,0,0.148055465535919,0.0156820290255526,4.17077147174479e-05
"2010-08-14","Aston Villa","West Ham","Bolton","Fulham","A","H",4.14,2.19,9.0666,0.0979061889103754,0,0.11670507748466,0.00829362746066796,2.20576207032076e-05
"2010-08-14","Aston Villa","West Ham","Bolton","Fulham","H","D",1.92,3.26,6.2592,0.141819442161108,1,0.170393915850309,0.0235997267876661,6.27655178208043e-05
"2010-08-14","Aston Villa","West Ham","Bolton","Fulham","H","A",1.92,3.36,6.4512,0.137598625430123,0,0.166126016315386,0.0218586943358191,5.81350911906065e-05
"2010-08-14","Aston Villa","West Ham","Sunderland","Birmingham","D","H",3.34,2.11,7.0474,0.125810773504927,0,0.153454433767357,0.0171807530641545,4.56937011315999e-05
"2010-08-14","Aston Villa","West Ham","Sunderland","Birmingham","A","H",4.14,2.11,8.7354,0.101499512924265,0,0.122116352658515,0.00920741531392162,2.4487918659784e-05
"2010-08-14","Aston Villa","West Ham","Sunderland","Birmingham","H","D",1.92,3.27,6.2784,0.141220509237803,1,0.169962974342295,0.0232303615731794,6.17831590350082e-05
