"Time","H.team.1","A.team.1","H.team.2","A.team.2","Choose.1","Choose.2","Odd.1","Odd.2","joint.odds","implied.joint.prob","result.mat","predict.prob","kelly.criterion","bet.money"
"2008-08-16","Arsenal","West Brom","Bolton","Stoke","H","D",1.21,3.33,4.0293,0.211374022227431,0,0.262763131054429,0.0545677116528836,281.880714889525
"2008-08-16","Arsenal","West Brom","Bolton","Stoke","H","A",1.21,4.43,5.3603,0.158888373367346,0,0.207851679789325,0.0266443555328646,137.63688741706
"2008-08-16","Arsenal","West Brom","Everton","Blackburn","H","D",1.21,3.26,3.9446,0.218396652215696,0,0.266556078628312,0.0603245436964414,311.618812434454
"2008-08-16","Arsenal","West Brom","Everton","Blackburn","H","A",1.21,3.83,4.6343,0.185893756194039,1,0.236697976952729,0.0414026492586675,213.87388288504
"2008-08-16","Arsenal","West Brom","Hull City","Fulham","H","D",1.21,3.21,3.8841,0.220627523232477,0,0.269286568637514,0.0610541163064263,315.387569500437
"2008-08-16","Arsenal","West Brom","Middlesbrough","Tottenham","H","H",1.21,3.08,3.7268,0.231697765604115,1,0.276467944667218,0.0691560387707631,357.239712957622
"2008-08-16","Arsenal","West Brom","Middlesbrough","Tottenham","H","D",1.21,3.27,3.9567,0.2182352042999,0,0.266012100453157,0.0605164003173913,312.60988718968
"2008-08-16","Arsenal","West Brom","Sunderland","Liverpool","H","H",1.21,5.23,6.3283,0.136917305427931,0,0.173551386998523,0.0191433749703807,98.8890327007876
"2008-08-16","Arsenal","West Brom","Sunderland","Liverpool","H","D",1.21,3.45,4.1745,0.207558697793647,0,0.256342284528653,0.054415147265798,281.092612233289
"2008-08-16","Arsenal","West Brom","West Ham","Wigan","H","D",1.21,3.28,3.9688,0.217329650165372,0,0.265468830599111,0.0598126742688526,308.974645842007
"2008-08-16","Arsenal","West Brom","West Ham","Wigan","H","A",1.21,3.86,4.6706,0.184673899622389,0,0.235192188237902,0.0408926242057469,211.239243788511
"2008-08-16","Bolton","Stoke","Everton","Blackburn","H","H",1.78,1.97,3.5066,0.243757559355935,0,0.28671728479595,0.0759498017018138,392.334289838112
"2008-08-16","Bolton","Stoke","Everton","Blackburn","D","H",3.33,1.97,6.5601,0.130296833529599,0,0.166033732575109,0.0152582538189602,78.8196419489591
"2008-08-16","Bolton","Stoke","Everton","Blackburn","H","D",1.78,3.26,5.8028,0.147301347218157,0,0.191584892288519,0.0219560992641027,113.418737368357
"2008-08-16","Bolton","Stoke","Everton","Blackburn","H","A",1.78,3.83,6.8174,0.125379214603445,1,0.157996992528388,0.013497926016887,69.726307369625
"2008-08-16","Bolton","Stoke","Hull City","Fulham","H","H",1.78,2.54,4.5212,0.188057971609428,1,0.241432084656742,0.0409989937802297,211.788717658488
"2008-08-16","Bolton","Stoke","Hull City","Fulham","H","D",1.78,3.21,5.7138,0.148805996226775,0,0.194776762501434,0.022023249678885,113.765616618936
"2008-08-16","Bolton","Stoke","Hull City","Fulham","H","A",1.78,2.66,4.7348,0.179574153341334,0,0.232545335197327,0.0365132189306018,188.616526940834
"2008-08-16","Bolton","Stoke","Middlesbrough","Tottenham","H","H",1.78,3.08,5.4824,0.156272510016388,1,0.203263713030038,0.0261158566189407,134.906817799649
"2008-08-16","Bolton","Stoke","Middlesbrough","Tottenham","H","D",1.78,3.27,5.8206,0.147192455917576,0,0.190951329181513,0.022158361544292,114.463564692208
"2008-08-16","Bolton","Stoke","Middlesbrough","Tottenham","H","A",1.78,2.26,4.0228,0.212973155243573,0,0.263052973472362,0.0562822966076672,290.737755402194
"2008-08-16","Bolton","Stoke","Middlesbrough","Tottenham","D","A",3.33,2.26,7.5258,0.113841506406474,0,0.137499808330549,0.0099030497697335,51.1562362452762
"2008-08-16","Bolton","Stoke","Sunderland","Liverpool","H","D",1.78,3.45,6.141,0.139991503998216,0,0.179820271488627,0.0195590021074746,101.036039987382
"2008-08-16","Bolton","Stoke","Sunderland","Liverpool","D","A",3.33,1.7,5.661,0.151861477840142,0,0.196689337860989,0.0245324698593796,126.72750849361
"2008-08-16","Bolton","Stoke","Sunderland","Liverpool","A","A",4.43,1.7,7.531,0.114153210204892,0,0.13735796813567,0.0103146461684244,53.2824219253168
"2008-08-16","Bolton","Stoke","West Ham","Wigan","D","H",3.33,1.96,6.5268,0.131121305370725,0,0.167097441415603,0.0156833111860419,81.015363024166
"2008-08-16","Bolton","Stoke","West Ham","Wigan","H","D",1.78,3.28,5.8384,0.146581689485758,0,0.190319367990841,0.0217837381354068,112.528370579934
"2008-08-16","Bolton","Stoke","West Ham","Wigan","H","A",1.78,3.86,6.8708,0.124556461531939,0,0.156369196054091,0.0133297071400021,68.8573382331535
"2008-08-16","Everton","Blackburn","Hull City","Fulham","H","H",1.97,2.54,5.0038,0.171875215372504,0,0.221681866551276,0.0339417757796637,175.333209540701
"2008-08-16","Everton","Blackburn","Hull City","Fulham","H","D",1.97,3.21,6.3237,0.136000949235564,0,0.173703258012642,0.0180279232016692,93.1269376364151
"2008-08-16","Everton","Blackburn","Hull City","Fulham","H","A",1.97,2.66,5.2402,0.164121446257955,0,0.212438575056345,0.0301708431134974,155.853682847317
"2008-08-16","Everton","Blackburn","Middlesbrough","Tottenham","H","H",1.97,3.08,6.0676,0.14282495491152,0,0.182324715552524,0.0215426178963407,111.282814493679
"2008-08-16","Everton","Blackburn","Middlesbrough","Tottenham","H","D",1.97,3.27,6.4419,0.134526257225529,0,0.169834061526907,0.0182288408702343,94.1648190929316
"2008-08-16","Everton","Blackburn","Middlesbrough","Tottenham","H","A",1.97,2.26,4.4522,0.194646398728974,0,0.244351790086075,0.0469347224751634,242.450942575698
"2008-08-16","Everton","Blackburn","Middlesbrough","Tottenham","D","A",3.26,2.26,7.3676,0.117623744017202,0,0.141874135695766,0.0121722100071158,62.8780492100757
"2008-08-16","Everton","Blackburn","Sunderland","Liverpool","H","D",1.97,3.45,6.7965,0.127944961301539,0,0.158637827007526,0.0160928432102846,83.1308847542693
"2008-08-16","Everton","Blackburn","Sunderland","Liverpool","D","A",3.26,1.7,5.542,0.156906880094895,0,0.201051773609204,0.0280329699901706,144.81006041763
"2008-08-16","Everton","Blackburn","Sunderland","Liverpool","A","A",3.83,1.7,6.511,0.133555203422809,1,0.167604046589721,0.0181984204941451,94.0076763962801
"2008-08-16","Everton","Blackburn","West Ham","Wigan","H","H",1.97,1.96,3.8612,0.224191428001011,0,0.270324688796715,0.0645994400147135,333.70166681432
"2008-08-16","Everton","Blackburn","West Ham","Wigan","D","H",3.26,1.96,6.3896,0.135477642074231,0,0.171537546243455,0.0184858755475215,95.492584476351
"2008-08-16","Everton","Blackburn","West Ham","Wigan","A","H",3.83,1.96,7.5068,0.115315173149345,1,0.138019117630649,0.0113178031805372,58.4644353753137
"2008-08-16","Everton","Blackburn","West Ham","Wigan","H","D",1.97,3.28,6.4616,0.133968048439629,0,0.169195902739873,0.0179028678402434,92.4809384986152
"2008-08-16","Everton","Blackburn","West Ham","Wigan","H","A",1.97,3.86,7.6042,0.113838134425384,0,0.135374324136124,0.0108463553437009,56.0290748066703
"2008-08-16","Hull City","Fulham","Middlesbrough","Tottenham","H","H",2.54,3.08,7.8232,0.110188875318728,1,0.129583586592029,0.00933984949121906,48.2469096064114
"2008-08-16","Hull City","Fulham","Middlesbrough","Tottenham","H","A",2.54,2.26,5.7404,0.150168909726407,0,0.193818584485492,0.0240886933781799,124.435089992217
"2008-08-16","Hull City","Fulham","Middlesbrough","Tottenham","D","A",3.21,2.26,7.2546,0.118825243210304,0,0.145069306482518,0.0120757027371498,62.3795210983766
"2008-08-16","Hull City","Fulham","Middlesbrough","Tottenham","A","A",2.66,2.26,6.0116,0.143394372445517,0,0.184253629738692,0.0212245927155717,109.639990145861
"2008-08-16","Hull City","Fulham","Sunderland","Liverpool","H","A",2.54,1.7,4.318,0.200321247289803,1,0.25009848411523,0.0499491614097364,258.02264562371
"2008-08-16","Hull City","Fulham","Sunderland","Liverpool","D","A",3.21,1.7,5.457,0.158509647388193,0,0.204211877884319,0.0281874617583643,145.608119356587
"2008-08-16","Hull City","Fulham","Sunderland","Liverpool","A","A",2.66,1.7,4.522,0.191284198539888,0,0.241398372864992,0.0448307756025256,231.582573157509
"2008-08-16","Hull City","Fulham","West Ham","Wigan","H","H",2.54,1.96,4.9784,0.172962780368701,1,0.22269193287232,0.0346252285770349,178.863725248263
"2008-08-16","Hull City","Fulham","West Ham","Wigan","D","H",3.21,1.96,6.2916,0.136861514684268,0,0.174765976155263,0.0184871544182456,95.4991907455722
"2008-08-16","Hull City","Fulham","West Ham","Wigan","A","H",2.66,1.96,5.2136,0.165159948171617,0,0.213464430653982,0.0308030452766153,159.119452884147
"2008-08-16","Middlesbrough","Tottenham","Sunderland","Liverpool","A","D",2.26,3.45,7.797,0.111786654649412,0,0.130265094703896,0.0108188991247345,55.8872440720475
"2008-08-16","Middlesbrough","Tottenham","Sunderland","Liverpool","H","A",3.08,1.7,5.236,0.16646305315154,1,0.212600312602681,0.0327977313349175,169.423413139455
"2008-08-16","Middlesbrough","Tottenham","Sunderland","Liverpool","D","A",3.27,1.7,5.559,0.156790887983714,0,0.200424162810283,0.028233316400197,145.844990920911
"2008-08-16","Middlesbrough","Tottenham","Sunderland","Liverpool","A","A",2.26,1.7,3.842,0.22686115208263,0,0.271197016882289,0.0671877014594641,347.071862563196
"2008-08-16","Middlesbrough","Tottenham","West Ham","Wigan","H","H",3.08,1.96,6.0368,0.143728700231685,1,0.183383669954136,0.0220439429885747,113.872512157563
"2008-08-16","Middlesbrough","Tottenham","West Ham","Wigan","D","H",3.27,1.96,6.4092,0.135377491349721,0,0.170897564551098,0.0186816930651185,96.5041200562056
"2008-08-16","Middlesbrough","Tottenham","West Ham","Wigan","A","H",2.26,1.96,4.4296,0.195878051643181,0,0.245313277201042,0.0477783853037047,246.809056083329
"2008-08-16","Middlesbrough","Tottenham","West Ham","Wigan","A","D",2.26,3.28,7.4128,0.117049079640437,0,0.140612606841013,0.0120958036372561,62.4833564237047
"2008-08-16","Sunderland","Liverpool","West Ham","Wigan","D","H",3.45,1.96,6.762,0.128754551334923,0,0.159700276059915,0.0165095824267706,85.2836367152243
"2008-08-16","Sunderland","Liverpool","West Ham","Wigan","A","D",1.7,3.28,5.576,0.156140293423018,0,0.199798021242021,0.0278161287975644,143.689922729282
"2008-08-16","Sunderland","Liverpool","West Ham","Wigan","A","A",1.7,3.86,6.562,0.132678798556347,0,0.165973204331716,0.0179841144193919,92.9006343795492
"2008-08-17","Aston Villa","Manchester City","Chelsea","Portsmouth","D","H",3.38,1.3,4.394,0.195787946408094,0,0.246833003627428,0.0466941285378858,443.713509089218
"2008-08-17","Aston Villa","Manchester City","Chelsea","Portsmouth","A","H",4.53,1.3,5.889,0.146084604604715,0,0.188531636375897,0.0221311432321958,210.302398421382
"2008-08-17","Aston Villa","Manchester City","Manchester United","Newcastle","D","H",3.38,1.28,4.3264,0.199983018896414,0,0.249736151204107,0.0497845769649802,473.080664215214
"2008-08-17","Aston Villa","Manchester City","Manchester United","Newcastle","A","H",4.53,1.28,5.7984,0.149214702841033,0,0.191741750413273,0.0240697720986569,228.7243252052
"2008-08-17","Chelsea","Portsmouth","Manchester United","Newcastle","D","H",4.61,1.28,5.9008,0.142550156182968,0,0.18811659298041,0.018296469100741,173.863197854636
"2008-08-17","Chelsea","Portsmouth","Manchester United","Newcastle","H","D",1.3,4.85,6.305,0.133411572022912,1,0.174321727387422,0.0147820815400795,140.467537936165
"2008-08-23","Blackburn","Hull City","Fulham","Arsenal","H","D",1.58,3.67,5.7986,0.149874503579205,0,0.191734618373852,0.0248303038291393,121.780589499318
"2008-08-23","Blackburn","Hull City","Fulham","Arsenal","D","A",3.62,1.57,5.6834,0.152912393365657,0,0.195876215233814,0.0261673823481598,128.338310716652
"2008-08-23","Blackburn","Hull City","Liverpool","Middlesbrough","D","H",3.62,1.38,4.9956,0.173989732943288,1,0.222007592408439,0.0362203242007576,177.643111553402
