"Time","H.team.1","A.team.1","H.team.2","A.team.2","Choose.1","Choose.2","Odd.1","Odd.2","joint.odds","implied.joint.prob","result.mat","predict.prob","kelly.criterion"
2015-08-08,"Bournemouth","Aston Villa","Chelsea","Swansea","A","H","4.4","1.36",5.984,0.153085707387511,0,0.17341011103236,0.0318207743101213
2015-08-08,"Bournemouth","Aston Villa","Chelsea","Swansea","H","D","1.83","4.77",8.7291,0.104943794091815,0,0.129283958041596,0.0129459519575804
2015-08-08,"Bournemouth","Aston Villa","Everton","Watford","D","H","3.71","1.78",6.6038,0.13874316189122,0,0.162493914055167,0.0254765270364397
2015-08-08,"Bournemouth","Aston Villa","Everton","Watford","A","H","4.4","1.78",7.832,0.116985711503733,0,0.142525439732936,0.0170067386214569
2015-08-08,"Bournemouth","Aston Villa","Everton","Watford","H","D","1.83","3.64",6.6612,0.137547602908971,0,0.161511850441381,0.024973541783948
2015-08-08,"Bournemouth","Aston Villa","Everton","Watford","D","D","3.71","3.64",13.5044,0.0678469308149374,0,0.0754780063379752,0.00358001393557228
2015-08-08,"Bournemouth","Aston Villa","Everton","Watford","H","A","1.83","4.77",8.7291,0.104962950647517,0,0.129283958041596,0.0129670775089447
2015-08-08,"Bournemouth","Aston Villa","Leicester","Sunderland","D","H","3.71","1.79",6.6409,0.138069531353683,0,0.161858609907882,0.0252646957130757
2015-08-08,"Bournemouth","Aston Villa","Leicester","Sunderland","A","H","4.4","1.79",7.876,0.11641771848231,1,0.141850062457234,0.0168703681535933
2015-08-08,"Bournemouth","Aston Villa","Leicester","Sunderland","H","D","1.83","3.65",6.6795,0.137271644698956,0,0.161199775223917,0.0249299095207481
2015-08-08,"Bournemouth","Aston Villa","Leicester","Sunderland","D","D","3.71","3.65",13.5415,0.0677108112666007,0,0.075155586479501,0.00359849900628376
2015-08-08,"Bournemouth","Aston Villa","Leicester","Sunderland","H","A","1.83","4.7",8.601,0.106604575138551,0,0.131107585633051,0.0135522446665738
2015-08-08,"Bournemouth","Aston Villa","Manchester United","Tottenham","D","H","3.71","1.63",6.0473,0.151886951971802,0,0.172268893107471,0.0315411389614009
2015-08-08,"Bournemouth","Aston Villa","Manchester United","Tottenham","A","H","4.4","1.63",7.172,0.128068316321678,1,0.152985282275202,0.0213708513585944
2015-08-08,"Bournemouth","Aston Villa","Manchester United","Tottenham","H","D","1.83","3.89",7.1187,0.129027205059783,0,0.153857236966938,0.0217473702413739
2015-08-08,"Bournemouth","Aston Villa","Manchester United","Tottenham","H","A","1.83","5.78",10.5774,0.0868366483879854,0,0.105332491211491,0.00796200022760271
2015-08-08,"Bournemouth","Aston Villa","Norwich","Crystal Palace","D","H","3.71","2.45",9.0895,0.100959395229377,0,0.124270586720704,0.0118528384356186
2015-08-08,"Bournemouth","Aston Villa","Norwich","Crystal Palace","A","H","4.4","2.45",10.78,0.0851271264320427,0,0.102963227662108,0.00746389438043342
2015-08-08,"Bournemouth","Aston Villa","Norwich","Crystal Palace","H","D","1.83","3.3",6.039,0.151957347729329,0,0.172418188128816,0.0314796304014887
2015-08-08,"Bournemouth","Aston Villa","Norwich","Crystal Palace","D","D","3.71","3.3",12.243,0.0749547025187797,0,0.0872353883658656,0.0051030603318719
2015-08-08,"Bournemouth","Aston Villa","Norwich","Crystal Palace","D","A","3.71","3",11.13,0.0824501727706577,0,0.0989829219537419,0.00680715321341594
2015-08-08,"Bournemouth","Aston Villa","Norwich","Crystal Palace","A","A","4.4","3",13.2,0.0695204865861682,1,0.078172479736422,0.00399376028941949
2015-08-08,"Chelsea","Swansea","Everton","Watford","D","H","4.77","1.78",8.4906,0.107592158503444,0,0.132696976613047,0.013561450065984
2015-08-08,"Chelsea","Swansea","Everton","Watford","H","A","1.36","4.77",6.4872,0.140819148629507,0,0.16450383458745,0.026065856160962
2015-08-08,"Chelsea","Swansea","Leicester","Sunderland","D","H","4.77","1.79",8.5383,0.107069773381327,1,0.13200823384099,0.0134545351713026
2015-08-08,"Chelsea","Swansea","Leicester","Sunderland","H","A","1.36","4.7",6.392,0.143021565403908,0,0.166159817355021,0.027088335615476
2015-08-08,"Chelsea","Swansea","Manchester United","Tottenham","D","H","4.77","1.63",7.7751,0.117784868013659,1,0.143402854627696,0.0172486767467397
2015-08-08,"Chelsea","Swansea","Manchester United","Tottenham","H","A","1.36","5.78",7.8608,0.116500754031778,0,0.142083067805761,0.0167920092267688
2015-08-08,"Chelsea","Swansea","Norwich","Crystal Palace","D","H","4.77","2.45",11.6865,0.0782917089812866,0,0.0929401507831493,0.00563902376324269
2015-08-08,"Everton","Watford","Leicester","Sunderland","D","H","3.64","1.79",6.5156,0.140334078828172,1,0.164012428106179,0.0259498751489147
2015-08-08,"Everton","Watford","Leicester","Sunderland","A","H","4.77","1.79",8.5383,0.107089318015628,0,0.13200823384099,0.0134761288745474
2015-08-08,"Everton","Watford","Leicester","Sunderland","H","D","1.78","3.65",6.497,0.140735835618414,0,0.164334129619898,0.0261214346071319
2015-08-08,"Everton","Watford","Leicester","Sunderland","D","D","3.64","3.65",13.286,0.0688213701650488,0,0.0774022968321634,0.00364016970061153
2015-08-08,"Everton","Watford","Leicester","Sunderland","H","A","1.78","4.7",8.366,0.109294851065364,0,0.134510661184896,0.0141950059944018
2015-08-08,"Everton","Watford","Manchester United","Tottenham","D","H","3.64","1.63",5.9332,0.154378125876162,1,0.174330333687067,0.0324110869729377
2015-08-08,"Everton","Watford","Manchester United","Tottenham","A","H","4.77","1.63",7.7751,0.11780636859313,0,0.143402854627696,0.0172726275067757
2015-08-08,"Everton","Watford","Manchester United","Tottenham","H","D","1.78","3.89",6.9242,0.132283339078658,0,0.157074117427666,0.0227812239223851
2015-08-08,"Everton","Watford","Manchester United","Tottenham","H","A","1.78","5.78",10.2884,0.0890280603833878,0,0.10879663064008,0.00832823227518712
2015-08-08,"Everton","Watford","Norwich","Crystal Palace","D","H","3.64","2.45",8.918,0.102615280791174,0,0.126634803324121,0.0121348694976845
2015-08-08,"Everton","Watford","Norwich","Crystal Palace","A","H","4.77","2.45",11.6865,0.0783060004360319,0,0.0929401507831493,0.00565444172685542
2015-08-08,"Everton","Watford","Norwich","Crystal Palace","H","D","1.78","3.3",5.874,0.15579214744564,0,0.175407629190486,0.0329804144583891
2015-08-08,"Everton","Watford","Norwich","Crystal Palace","D","D","3.64","3.3",12.012,0.0761840721025381,0,0.0895633241840954,0.00518684432068578
2015-08-08,"Everton","Watford","Norwich","Crystal Palace","D","A","3.64","3",10.92,0.0838024793127919,1,0.101354118720145,0.0069402712014489
2015-08-08,"Leicester","Sunderland","Manchester United","Tottenham","D","H","3.65","1.63",5.9495,0.154068401021775,0,0.174034641661259,0.0323428669577088
2015-08-08,"Leicester","Sunderland","Manchester United","Tottenham","A","H","4.7","1.63",7.661,0.119648864623293,0,0.145176051016694,0.0180034269859871
2015-08-08,"Leicester","Sunderland","Manchester United","Tottenham","H","D","1.79","3.89",6.9631,0.131641072493437,0,0.156426335870436,0.0225932233509464
2015-08-08,"Leicester","Sunderland","Manchester United","Tottenham","H","A","1.79","5.78",10.3462,0.0885958083044062,0,0.108095773366518,0.00826898595898719
2015-08-08,"Leicester","Sunderland","Norwich","Crystal Palace","D","H","3.65","2.45",8.9425,0.102409406398538,0,0.126294683815647,0.0121312476254464
2015-08-08,"Leicester","Sunderland","Norwich","Crystal Palace","A","H","4.7","2.45",11.515,0.0795307092243965,0,0.0947656643078482,0.00598142510329349
2015-08-08,"Leicester","Sunderland","Norwich","Crystal Palace","H","D","1.79","3.3",5.907,0.155035740091235,0,0.174806457394343,0.0327012591431005
2015-08-08,"Leicester","Sunderland","Norwich","Crystal Palace","D","D","3.65","3.3",12.045,0.0760312259625509,0,0.0892273127558479,0.00520188337631484
2015-08-08,"Leicester","Sunderland","Norwich","Crystal Palace","D","A","3.65","3",10.95,0.083634348558806,0,0.101012269487886,0.00695103044657216
2015-08-08,"Manchester United","Tottenham","Norwich","Crystal Palace","D","H","3.89","2.45",9.5305,0.0962587685782666,0,0.118367144221795,0.0104374655611512
2015-08-08,"Manchester United","Tottenham","Norwich","Crystal Palace","D","D","3.89","3.3",12.837,0.07146484333841,0,0.0815024014423072,0.00435960689542455
2015-08-08,"Manchester United","Tottenham","Norwich","Crystal Palace","D","A","3.89","3",11.67,0.078611327672251,0,0.0931143806952148,0.00588925408679333
2015-08-09,"Arsenal","West Ham","Stoke","Liverpool","D","A","6.37","2.1",13.377,0.0683922724028278,0,0.0765950243430537,0.00359379374961974
2015-08-09,"Newcastle","Southampton","Stoke","Liverpool","H","H","2.96","3.66",10.8336,0.0844087034733397,0,0.102344473428411,0.00703653468897477
2015-08-09,"Newcastle","Southampton","Stoke","Liverpool","D","H","3.21","3.66",11.7486,0.0778348169099954,0,0.0922870732069972,0.00550019325798623
2015-08-09,"Newcastle","Southampton","Stoke","Liverpool","A","H","2.52","3.66",9.2232,0.0991467310639228,0,0.122454213033852,0.0110282095700581
2015-08-09,"Newcastle","Southampton","Stoke","Liverpool","H","D","2.96","3.38",10.0048,0.0914011404474625,0,0.112294396699456,0.00883727199437498
2015-08-09,"Newcastle","Southampton","Stoke","Liverpool","D","D","3.21","3.38",10.8498,0.0842826715652614,0,0.102158121154655,0.00700564339307797
2015-08-09,"Newcastle","Southampton","Stoke","Liverpool","A","D","2.52","3.38",8.5176,0.10736006973194,0,0.132306743732605,0.013571727054368
2015-08-09,"Newcastle","Southampton","Stoke","Liverpool","H","A","2.96","2.1",6.216,0.147112311767821,0,0.169256836909622,0.0289183416691261
2015-08-09,"Newcastle","Southampton","Stoke","Liverpool","D","A","3.21","2.1",6.741,0.135654966614563,1,0.160154611585194,0.0239969077868363
2015-08-15,"Southampton","Everton","Sunderland","Norwich","H","H","2","2.84",5.68,0.161924854872261,0,0.17897508752447,0.0364645038052337
2015-08-15,"Southampton","Everton","Sunderland","Norwich","D","H","3.45","2.84",9.798,0.0938694810853685,0,0.11490748810121,0.00995296701659354
2015-08-15,"Southampton","Everton","Sunderland","Norwich","A","H","3.95","2.84",11.218,0.0819872682897522,0,0.0980042644072972,0.00685117959190903
2015-08-15,"Southampton","Everton","Sunderland","Norwich","H","D","2","3.21",6.42,0.143260619263931,0,0.165671365674351,0.027797090862844
2015-08-15,"Southampton","Everton","Sunderland","Norwich","D","D","3.45","3.21",11.0745,0.0830496343559023,0,0.0996046773080332,0.0071085713185842
2015-08-15,"Southampton","Everton","Sunderland","Norwich","A","D","3.95","3.21",12.6795,0.0725370224121172,0,0.0829876545594509,0.00473754307530791
2015-08-15,"Southampton","Everton","Sunderland","Norwich","D","A","3.45","2.64",9.108,0.100980805410018,0,0.124017864239788,0.0120394525617803
2015-08-15,"Southampton","Everton","Sunderland","Norwich","A","A","3.95","2.64",10.428,0.0881984249783698,1,0.107110788147183,0.00841179783261985
2015-08-15,"Southampton","Everton","Swansea","Newcastle","D","H","3.45","1.84",6.348,0.144279056140054,0,0.166929741467906,0.0278227491367956
2015-08-15,"Southampton","Everton","Swansea","Newcastle","A","H","3.95","1.84",7.268,0.126015884476756,1,0.151425136570714,0.0203090490240176
2015-08-15,"Southampton","Everton","Swansea","Newcastle","H","D","2","3.65",7.3,0.12546348607905,0,0.150908039548168,0.0200976410283332
2015-08-15,"Southampton","Everton","Swansea","Newcastle","D","D","3.45","3.65",12.5925,0.072732455698,0,0.0838187593834695,0.00451339781298992
2015-08-15,"Southampton","Everton","Swansea","Newcastle","H","A","2","4.36",8.72,0.105032505547829,0,0.129412778895254,0.0129576604395805
2015-08-15,"Southampton","Everton","Tottenham","Stoke","D","H","3.45","1.69",5.8305,0.156989584615074,0,0.176202595908742,0.0335710332081603
2015-08-15,"Southampton","Everton","Tottenham","Stoke","A","H","3.95","1.69",6.6755,0.13711748529671,0,0.161267946234691,0.0246971198868622
2015-08-15,"Southampton","Everton","Tottenham","Stoke","H","D","2","3.77",7.54,0.12139625637907,0,0.147076604276729,0.0185152559550739
2015-08-15,"Southampton","Everton","Tottenham","Stoke","D","D","3.45","3.77",13.0065,0.0703746413791712,0,0.0799314877391425,0.00400364515450204
2015-08-15,"Southampton","Everton","Tottenham","Stoke","H","A","2","5.25",10.5,0.0871740736283991,0,0.106250452336514,0.00779790611782506
2015-08-15,"Southampton","Everton","Watford","West Brom","D","H","3.45","2.04",7.038,0.13000525523399,0,0.155185275343676,0.0217700294606622
2015-08-15,"Southampton","Everton","Watford","West Brom","A","H","3.95","2.04",8.058,0.113548893811966,0,0.139085190324413,0.0156850048532518
2015-08-15,"Southampton","Everton","Watford","West Brom","H","D","2","3.42",6.84,0.133768565253921,0,0.158483827836774,0.0232798618424318
2015-08-15,"Southampton","Everton","Watford","West Brom","D","D","3.45","3.42",11.799,0.0775469943500994,0,0.0917601191785218,0.00547472263747335
2015-08-15,"Southampton","Everton","Watford","West Brom","A","D","3.95","3.42",13.509,0.0677309191159096,1,0.07543795982864,0.0034763818711587
2015-08-15,"Southampton","Everton","Watford","West Brom","H","A","2","3.77",7.54,0.121349732935918,0,0.147076604276729,0.0184632848019507
2015-08-15,"Southampton","Everton","Watford","West Brom","D","A","3.45","3.77",13.0065,0.0703476712671989,0,0.0799314877391425,0.0039747494999622
2015-08-15,"Southampton","Everton","West Ham","Leicester","D","H","3.45","2.35",8.1075,0.113047716655996,0,0.138341174409076,0.0156606967993937
2015-08-15,"Southampton","Everton","West Ham","Leicester","A","H","3.95","2.35",9.2825,0.098737879104604,0,0.121656043913893,0.0110877822511738
2015-08-15,"Southampton","Everton","West Ham","Leicester","H","D","2","3.38",6.76,0.135582006329658,0,0.159832840396272,0.0241879349803868
2015-08-15,"Southampton","Everton","West Ham","Leicester","D","D","3.45","3.38",11.661,0.078598264538932,0,0.0932095405727156,0.00582346511858071
2015-08-15,"Southampton","Everton","West Ham","Leicester","A","D","3.95","3.38",13.351,0.0686491171289406,0,0.0768248704854143,0.00375113908761532
2015-08-15,"Southampton","Everton","West Ham","Leicester","H","A","2","3.08",6.16,0.148788045907222,0,0.170251958435834,0.0299036947769455
2015-08-15,"Southampton","Everton","West Ham","Leicester","D","A","3.45","3.08",10.626,0.0862539396563605,0,0.104759733675862,0.0076588888784799
2015-08-15,"Southampton","Everton","West Ham","Leicester","A","A","3.95","3.08",12.166,0.0753357194466946,1,0.0880051279538568,0.00510449655794283
2015-08-15,"Sunderland","Norwich","Swansea","Newcastle","D","H","3.21","1.84",5.9064,0.155154426758507,0,0.174817373119729,0.0328265029137411
2015-08-15,"Sunderland","Norwich","Swansea","Newcastle","H","D","2.84","3.65",10.366,0.0884047951192791,0,0.10785661510581,0.00820109945847313
2015-08-15,"Sunderland","Norwich","Swansea","Newcastle","D","D","3.21","3.65",11.7165,0.0782148343111379,0,0.0926241301241079,0.00572750165758842
2015-08-15,"Sunderland","Norwich","Swansea","Newcastle","A","D","2.64","3.65",9.636,0.0951021280828609,0,0.116991876311385,0.010023351106823
2015-08-15,"Sunderland","Norwich","Swansea","Newcastle","H","A","2.84","4.36",12.3824,0.0740086014186626,0,0.0858575714481093,0.00481388308851718
2015-08-15,"Sunderland","Norwich","Swansea","Newcastle","A","A","2.64","4.36",11.5104,0.0796153136473491,0,0.094815074633686,0.00604574861724209
2015-08-15,"Sunderland","Norwich","Tottenham","Stoke","H","D","2.84","3.77",10.7068,0.0855389205962071,0,0.103813673298417,0.00742525337683092
2015-08-15,"Sunderland","Norwich","Tottenham","Stoke","D","D","3.21","3.77",12.1017,0.0756792942346505,0,0.0886526791338354,0.00512961703510009
2015-08-15,"Sunderland","Norwich","Tottenham","Stoke","A","D","2.64","3.77",9.9528,0.0920191418534955,1,0.112946459057362,0.00911971356607084
2015-08-15,"Sunderland","Norwich","Tottenham","Stoke","A","A","2.64","5.25",13.86,0.0660785075786053,0,0.0724400659355572,0.00323049328376046
2015-08-15,"Sunderland","Norwich","Watford","West Brom","H","H","2.84","2.04",5.7936,0.158018698022684,0,0.176879189485657,0.0340812713303091
2015-08-15,"Sunderland","Norwich","Watford","West Brom","D","H","3.21","2.04",6.5484,0.139804704792655,0,0.163446375439617,0.0258474032178382
2015-08-15,"Sunderland","Norwich","Watford","West Brom","H","D","2.84","3.42",9.7128,0.0942567672416008,0,0.11599960137868,0.00970900822823371
2015-08-15,"Sunderland","Norwich","Watford","West Brom","D","D","3.21","3.42",10.9782,0.083392280051759,0,0.100691879055435,0.00686928661800089
2015-08-15,"Sunderland","Norwich","Watford","West Brom","A","D","2.64","3.42",9.0288,0.101397431426571,1,0.125102941543377,0.0117952289124682
2015-08-15,"Sunderland","Norwich","Watford","West Brom","H","A","2.84","3.77",10.7068,0.0855061389830968,0,0.103813673298417,0.00738967154392437
2015-08-15,"Sunderland","Norwich","Watford","West Brom","D","A","3.21","3.77",12.1017,0.0756502911875373,0,0.0886526791338354,0.00509840030219704
2015-08-15,"Sunderland","Norwich","Watford","West Brom","A","A","2.64","3.77",9.9528,0.0919838767848465,0,0.112946459057362,0.00908122876651755
2015-08-15,"Sunderland","Norwich","West Ham","Leicester","H","H","2.84","2.35",6.674,0.137407160720279,0,0.161293516442354,0.0250025686848705
2015-08-15,"Sunderland","Norwich","West Ham","Leicester","D","H","3.21","2.35",7.5435,0.121568952163736,0,0.147021337597892,0.0187503125153169
2015-08-15,"Sunderland","Norwich","West Ham","Leicester","A","H","2.64","2.35",6.204,0.147816794108178,0,0.169469682025522,0.0295237338788862
2015-08-15,"Sunderland","Norwich","West Ham","Leicester","H","D","2.84","3.38",9.5992,0.0955345644061108,0,0.117469985356263,0.0102011962656956
2015-08-15,"Sunderland","Norwich","West Ham","Leicester","D","D","3.21","3.38",10.8498,0.0845227921848457,0,0.102158121154655,0.0072660276980903
2015-08-15,"Sunderland","Norwich","West Ham","Leicester","A","D","2.64","3.38",8.9232,0.102772031406574,0,0.126562548313836,0.0123548304438373
2015-08-15,"Sunderland","Norwich","West Ham","Leicester","H","A","2.84","3.08",8.7472,0.104839879120992,0,0.129028061304329,0.013002210777364
2015-08-15,"Sunderland","Norwich","West Ham","Leicester","D","A","3.21","3.08",9.8868,0.0927555316833697,0,0.113778905765644,0.00942117555331949
2015-08-15,"Sunderland","Norwich","West Ham","Leicester","A","A","2.64","3.08",8.1312,0.112782294205915,1,0.137986149786329,0.0156189744019373
2015-08-15,"Swansea","Newcastle","Tottenham","Stoke","D","H","3.65","1.69",6.1685,0.147850311978764,0,0.170100610889469,0.0289761140264393
2015-08-15,"Swansea","Newcastle","Tottenham","Stoke","A","H","4.36","1.69",7.3684,0.123773770349194,0,0.149807679439786,0.0190672279216328
2015-08-15,"Swansea","Newcastle","Tottenham","Stoke","H","D","1.84","3.77",6.9368,0.131474837020096,1,0.156864054387154,0.0220446935139093
2015-08-15,"Swansea","Newcastle","Tottenham","Stoke","D","D","3.65","3.77",13.7605,0.0662777260594457,0,0.0732783904785961,0.00301955228887196
2015-08-15,"Swansea","Newcastle","Tottenham","Stoke","H","A","1.84","5.25",9.66,0.0944114543934785,0,0.116680990002074,0.00945943322963976
2015-08-15,"Swansea","Newcastle","Watford","West Brom","D","H","3.65","2.04",7.446,0.122436896640967,0,0.148567438029923,0.0185340901812191
2015-08-15,"Swansea","Newcastle","Watford","West Brom","A","H","4.36","2.04",8.8944,0.102498778151268,0,0.126963179886759,0.0117907795006447
2015-08-15,"Swansea","Newcastle","Watford","West Brom","H","D","1.84","3.42",6.2928,0.144874321826316,1,0.16789972611199,0.0276181680618246
2015-08-15,"Swansea","Newcastle","Watford","West Brom","D","D","3.65","3.42",12.483,0.0730325348384717,0,0.0848757157942,0.00428170303831384
2015-08-15,"Swansea","Newcastle","Watford","West Brom","H","A","1.84","3.77",6.9368,0.131424451099735,0,0.156864054387154,0.0219879592012036
2015-08-15,"Swansea","Newcastle","Watford","West Brom","D","A","3.65","3.77",13.7605,0.066252326033839,0,0.0732783904785961,0.00299243145261477
2015-08-15,"Swansea","Newcastle","West Ham","Leicester","D","H","3.65","2.35",8.5775,0.106466554561932,0,0.131444527292175,0.0131714936965634
2015-08-15,"Swansea","Newcastle","West Ham","Leicester","A","H","4.36","2.35",10.246,0.0891291110438193,0,0.109313326936151,0.00813401154567055
2015-08-15,"Swansea","Newcastle","West Ham","Leicester","H","D","1.84","3.38",6.2192,0.146838318715425,0,0.169200114598087,0.0286587861793305
