"Time","H.team.1","A.team.1","H.team.2","A.team.2","Choose.1","Choose.2","Odd.1","Odd.2","joint.odds","implied.joint.prob","result.mat","predict.prob","kelly.criterion","bet.money"
"2012-08-18","Arsenal","Sunderland","Fulham","Norwich","D","H",4.4,1.79,7.876,0.113250534740172,1,0.138899618286093,0.0133463588433909,1.07764792317867e-09
"2012-08-18","Arsenal","Sunderland","Fulham","Norwich","A","H",7.8,1.79,13.962,0.0638849170329175,0,0.0775730497430499,0.00131874386308173,1.06481595612004e-10
"2012-08-18","Arsenal","Sunderland","Fulham","Norwich","D","D",4.4,3.59,15.796,0.0564675368203085,0,0.0649912704888755,0.0002915149591695,2.35382919049934e-11
"2012-08-18","Arsenal","Sunderland","Fulham","Norwich","H","A",1.42,4.53,6.4326,0.138662626560581,0,0.159065835493888,0.0227762108461045,1.83905862296955e-09
"2012-08-18","Arsenal","Sunderland","Newcastle","Tottenham","D","H",4.4,2.69,11.836,0.0753355720339618,1,0.0951888123652396,0.00329876711295538,2.6635800595807e-10
"2012-08-18","Arsenal","Sunderland","Newcastle","Tottenham","D","D",4.4,3.28,14.432,0.0617843563327308,0,0.074135715275107,0.000987593523809834,7.97429562899396e-11
"2012-08-18","Arsenal","Sunderland","Newcastle","Tottenham","D","A",4.4,2.62,11.528,0.0773483544928844,0,0.0980465632147917,0.00370119249519001,2.9885172821508e-10
"2012-08-18","Arsenal","Sunderland","QPR","Swansea","D","H",4.4,1.95,8.58,0.103935279291473,0,0.129941119794378,0.0104003397603114,8.39772455886142e-10
"2012-08-18","Arsenal","Sunderland","QPR","Swansea","A","H",7.8,1.95,15.21,0.058630157549036,0,0.0687741461309557,0.000556755793887072,4.49550871545168e-11
"2012-08-18","Arsenal","Sunderland","QPR","Swansea","D","D",4.4,3.4,14.96,0.0596099395936389,0,0.0704537271021114,0.000688256610784144,5.55730829605866e-11
"2012-08-18","Arsenal","Sunderland","Reading","Stoke","D","H",4.4,2.37,10.428,0.085495579593548,0,0.108950124085227,0.00547244165108636,4.41870734123863e-10
"2012-08-18","Arsenal","Sunderland","Reading","Stoke","D","D",4.4,3.24,14.256,0.0625384332212064,1,0.0754048794198325,0.00108972013921945,8.79891406079897e-11
"2012-08-18","Arsenal","Sunderland","Reading","Stoke","D","A",4.4,3.05,13.42,0.0664342700448226,0,0.0817327466603586,0.00169323468038586,1.36719749422556e-10
"2012-08-18","Arsenal","Sunderland","West Brom","Liverpool","H","H",1.42,4.44,6.3048,0.141440606078826,0,0.160972284400481,0.023907012562074,1.93036488372882e-09
"2012-08-18","Arsenal","Sunderland","West Brom","Liverpool","D","D",4.4,3.49,15.356,0.0580720717117599,0,0.0678116993505836,0.00048293449677826,3.8994407657647e-11
"2012-08-18","Arsenal","Sunderland","West Brom","Liverpool","D","A",4.4,1.83,8.052,0.110749470095105,0,0.136607641430312,0.0125114530927967,1.01023369741601e-09
"2012-08-18","Arsenal","Sunderland","West Brom","Liverpool","A","A",7.8,1.83,14.274,0.062474060053649,0,0.0752740981192298,0.00109354807601698,8.82982262686049e-11
"2012-08-18","Arsenal","Sunderland","West Ham","Aston Villa","D","H",4.4,2.11,9.284,0.0959186495521639,1,0.121526975194764,0.00800719968364618,6.46539045653731e-10
"2012-08-18","Arsenal","Sunderland","West Ham","Aston Villa","D","D",4.4,3.37,14.828,0.0600558903724231,0,0.0713568812012268,0.000670995905176629,5.41793722287829e-11
"2012-08-18","Arsenal","Sunderland","West Ham","Aston Villa","D","A",4.4,3.46,15.224,0.0584937429349901,0,0.0686812724568771,0.000462045630687228,3.73077421464986e-11
"2012-08-18","Fulham","Norwich","Newcastle","Tottenham","D","H",3.59,2.69,9.6571,0.0924853159957471,0,0.117279890461994,0.00732944019423892,5.91813549752948e-10
"2012-08-18","Fulham","Norwich","Newcastle","Tottenham","A","H",4.53,2.69,12.1857,0.0732941025220159,0,0.0920427573935889,0.00301297239786748,2.43281593523496e-10
"2012-08-18","Fulham","Norwich","Newcastle","Tottenham","D","D",3.59,3.28,11.7752,0.0758492378135853,0,0.0957464215610106,0.00350980186061273,2.83397946229427e-10
