Exact_Date,HomeTeam,AwayTeam,Score,Full time result,Home odds,Draw odds,Away odds
28.02.2015,Newcastle,Aston Villa,1:00,H,1.97,3.36,4.1
28.02.2015,Stoke,Hull City,1:00,H,2.01,3.23,4.13
28.02.2015,West Brom,Southampton,1:00,H,3.27,3.16,2.34
28.02.2015,West Ham,Crystal Palace,1:03,A,2.17,3.28,3.54
22.02.2015,Everton,Leicester,2:02,D,1.77,3.61,4.89
22.02.2015,Southampton,Liverpool,0:02,A,2.57,3.22,2.87
22.02.2015,Tottenham,West Ham,2:02,D,1.78,3.72,4.59
21.02.2015,Aston Villa,Stoke,1:02,A,2.57,3.12,2.95
21.02.2015,Chelsea,Burnley,1:01,D,1.2,6.76,15.85
21.02.2015,Crystal Palace,Arsenal,1:02,A,4.79,3.66,1.77
21.02.2015,Hull City,QPR,2:01,H,1.86,3.41,4.65
21.02.2015,Manchester City,Newcastle,5:00,H,1.28,5.73,10.86
21.02.2015,Sunderland,West Brom,0:00,D,2.72,3.07,2.83
21.02.2015,Swansea,Manchester United,2:01,H,3.74,3.3,2.1
11.02.2015,Chelsea,Everton,1:00,H,1.36,4.92,9.02
11.02.2015,Crystal Palace,Newcastle,1:01,D,2.24,3.25,3.4
11.02.2015,Manchester United,Burnley,3:01,H,1.31,5.48,10.18
11.02.2015,Southampton,West Ham,0:00,D,1.68,3.81,5.29
11.02.2015,Stoke,Manchester City,1:04,A,5.5,3.86,1.65
11.02.2015,West Brom,Swansea,2:00,H,2.38,3.15,3.23
10.02.2015,Arsenal,Leicester,2:01,H,1.29,5.65,10.83
10.02.2015,Hull City,Aston Villa,2:00,H,2.2,3.12,3.65
10.02.2015,Liverpool,Tottenham,3:02,H,1.89,3.62,4.11
10.02.2015,Sunderland,QPR,0:02,A,1.89,3.48,4.33
08.02.2015,Burnley,West Brom,2:02,D,2.52,3.09,3.05
08.02.2015,Newcastle,Stoke,1:01,D,2.22,3.26,3.45
08.02.2015,West Ham,Manchester United,1:01,D,4.12,3.57,1.91
07.02.2015,Aston Villa,Chelsea,1:02,A,8.13,4.53,1.42
07.02.2015,Everton,Liverpool,0:00,D,3.32,3.3,2.27
07.02.2015,Leicester,Crystal Palace,0:01,A,2.37,3.21,3.18
07.02.2015,Manchester City,Hull City,1:01,D,1.21,6.63,15.06
07.02.2015,QPR,Southampton,0:01,A,4.26,3.53,1.88
07.02.2015,Swansea,Sunderland,1:01,D,1.95,3.36,4.19
07.02.2015,Tottenham,Arsenal,2:01,H,3.22,3.43,2.26
01.02.2015,Arsenal,Aston Villa,5:00,H,1.27,5.67,11.61
01.02.2015,Southampton,Swansea,0:01,A,1.64,3.76,5.78
31.01.2015,Chelsea,Manchester City,1:01,D,2.12,3.34,3.63
31.01.2015,Crystal Palace,Everton,0:01,A,2.54,3.21,2.91
31.01.2015,Hull City,Newcastle,0:03,A,2.6,3.13,2.92
31.01.2015,Liverpool,West Ham,2:00,H,1.62,3.99,5.56
31.01.2015,Manchester United,Leicester,3:01,H,1.36,5.01,8.86
31.01.2015,Stoke,QPR,3:01,H,1.76,3.59,4.92
31.01.2015,Sunderland,Burnley,2:00,H,2.27,3.21,3.36
31.01.2015,West Brom,Tottenham,0:03,A,2.83,3.2,2.62
19.01.2015,Everton,West Brom,0:00,D,1.83,3.52,4.6
18.01.2015,Manchester City,Arsenal,0:02,A,1.77,3.94,4.39
18.01.2015,West Ham,Hull City,3:00,H,1.73,3.57,5.22
17.01.2015,Aston Villa,Liverpool,0:02,A,4.41,3.52,1.87
17.01.2015,Burnley,Crystal Palace,2:03,A,2.42,3.18,3.12
17.01.2015,Leicester,Stoke,0:01,A,2.48,3.23,2.97
17.01.2015,Newcastle,Southampton,1:02,A,2.83,3.19,2.63
17.01.2015,QPR,Manchester United,0:02,A,5.67,4.09,1.6
17.01.2015,Swansea,Chelsea,0:05,A,6.68,4.1,1.53
17.01.2015,Tottenham,Sunderland,2:01,H,1.56,4.08,6.08
11.01.2015,Arsenal,Stoke,3:00,H,1.47,4.38,7.14
11.01.2015,Manchester United,Southampton,0:01,A,1.82,3.57,4.61
10.01.2015,Burnley,QPR,2:01,H,2.09,3.38,3.63
10.01.2015,Chelsea,Newcastle,2:00,H,1.2,6.82,15.07
10.01.2015,Crystal Palace,Tottenham,2:01,H,3.38,3.32,2.22
10.01.2015,Everton,Manchester City,1:01,D,4.33,3.76,1.82
10.01.2015,Leicester,Aston Villa,1:00,H,2.18,3.27,3.51
10.01.2015,Sunderland,Liverpool,0:01,A,3.68,3.32,2.1
10.01.2015,Swansea,West Ham,1:01,D,2.16,3.36,3.45
10.01.2015,West Brom,Hull City,1:00,H,2.01,3.24,4.13
01.01.2015,Aston Villa,Crystal Palace,0:00,D,2.3,3.17,3.36
01.01.2015,Hull City,Everton,2:00,H,3.13,3.21,2.4
01.01.2015,Liverpool,Leicester,2:02,D,1.39,4.81,8.44
01.01.2015,Manchester City,Sunderland,3:02,H,1.23,6.43,13.17
01.01.2015,Newcastle,Burnley,3:03,D,1.86,3.49,4.46
01.01.2015,QPR,Swansea,1:01,D,2.94,3.34,2.44
01.01.2015,Southampton,Arsenal,2:00,H,2.62,3.37,2.7
01.01.2015,Stoke,Manchester United,1:01,D,4.31,3.45,1.9
01.01.2015,Tottenham,Chelsea,5:03,H,5.51,3.88,1.65
01.01.2015,West Ham,West Brom,1:01,D,1.82,3.63,4.49
29.12.2014,Liverpool,Swansea,4:01,H,1.71,3.75,5.08
28.12.2014,Aston Villa,Sunderland,0:00,D,2.19,3.19,3.58
28.12.2014,Hull City,Leicester,0:01,A,2.49,3.2,2.99
28.12.2014,Manchester City,Burnley,2:02,D,1.19,6.94,15.3
28.12.2014,Newcastle,Everton,3:02,H,2.56,3.3,2.8
28.12.2014,QPR,Crystal Palace,0:00,D,2.48,3.23,2.98
28.12.2014,Southampton,Chelsea,1:01,D,4.26,3.43,1.91
28.12.2014,Stoke,West Brom,2:00,H,2.01,3.28,4.08
28.12.2014,Tottenham,Manchester United,0:00,D,3.01,3.41,2.37
28.12.2014,West Ham,Arsenal,1:02,A,3.67,3.56,2.02
26.12.2014,Arsenal,QPR,2:01,H,1.26,5.94,11.38
26.12.2014,Burnley,Liverpool,0:01,A,5.15,3.81,1.69
26.12.2014,Chelsea,West Ham,2:00,H,1.31,5.45,10.03
26.12.2014,Crystal Palace,Southampton,1:03,A,3.71,3.25,2.11
26.12.2014,Everton,Stoke,0:01,A,1.85,3.53,4.46
26.12.2014,Leicester,Tottenham,1:02,A,3.32,3.39,2.2
26.12.2014,Manchester United,Newcastle,3:01,H,1.35,5.02,9.01
26.12.2014,Sunderland,Hull City,1:03,A,1.99,3.22,4.23
26.12.2014,Swansea,Aston Villa,1:00,H,1.7,3.65,5.36
26.12.2014,West Brom,Manchester City,1:03,A,5.71,4.07,1.59
22.12.2014,Stoke,Chelsea,0:02,A,6.17,3.91,1.59
21.12.2014,Liverpool,Arsenal,2:02,D,2.74,3.42,2.55
21.12.2014,Newcastle,Sunderland,0:01,A,2.13,3.23,3.71
20.12.2014,Aston Villa,Manchester United,1:01,D,5.71,3.88,1.62
20.12.2014,Hull City,Swansea,0:01,A,2.72,3.15,2.75
20.12.2014,Manchester City,Crystal Palace,3:00,H,1.29,5.51,10.75
20.12.2014,QPR,West Brom,3:02,H,2.46,3.21,3.03
20.12.2014,Southampton,Everton,3:00,H,2.33,3.31,3.14
20.12.2014,Tottenham,Burnley,2:01,H,1.44,4.52,7.54
20.12.2014,West Ham,Leicester,2:00,H,1.66,3.88,5.29
15.12.2014,Everton,QPR,3:01,H,1.42,4.75,7.37
14.12.2014,Manchester United,Liverpool,3:00,H,1.85,3.6,4.38
14.12.2014,Swansea,Tottenham,1:02,A,2.38,3.38,3.01
13.12.2014,Arsenal,Newcastle,4:01,H,1.42,4.92,7.23
13.12.2014,Burnley,Southampton,1:00,H,4.75,3.59,1.79
13.12.2014,Chelsea,Hull City,2:00,H,1.18,7.15,17.61
13.12.2014,Crystal Palace,Stoke,1:01,D,2.47,3.18,3.03
13.12.2014,Leicester,Manchester City,0:01,A,7.1,4.61,1.45
13.12.2014,Sunderland,West Ham,1:01,D,2.76,3.24,2.64
13.12.2014,West Brom,Aston Villa,1:00,H,2.2,3.22,3.52
08.12.2014,Southampton,Manchester United,1:02,A,2.86,3.37,2.5
07.12.2014,Aston Villa,Leicester,2:01,H,2.47,3.26,2.95
07.12.2014,West Ham,Swansea,3:01,H,2.31,3.3,3.18
06.12.2014,Hull City,West Brom,0:00,D,2.4,3.18,3.14
06.12.2014,Liverpool,Sunderland,0:00,D,1.48,4.35,7
06.12.2014,Manchester City,Everton,1:00,H,1.46,4.67,6.76
06.12.2014,Newcastle,Chelsea,2:01,H,6.04,4.02,1.58
06.12.2014,QPR,Burnley,2:00,H,2.03,3.36,3.85
06.12.2014,Stoke,Arsenal,3:02,H,3.52,3.38,2.13
06.12.2014,Tottenham,Crystal Palace,0:00,D,1.63,3.87,5.73
03.12.2014,Arsenal,Southampton,1:00,H,1.78,3.6,4.75
03.12.2014,Chelsea,Tottenham,3:00,H,1.43,4.58,7.64
03.12.2014,Everton,Hull City,1:01,D,1.52,4.21,6.45
03.12.2014,Sunderland,Manchester City,1:04,A,6.71,4.55,1.46
02.12.2014,Burnley,Newcastle,1:01,D,2.81,3.23,2.61
02.12.2014,Crystal Palace,Aston Villa,0:01,A,2.03,3.34,3.91
02.12.2014,Leicester,Liverpool,1:03,A,3.89,3.47,1.99
02.12.2014,Manchester United,Stoke,2:01,H,1.56,4.02,6.35
02.12.2014,Swansea,QPR,2:00,H,1.67,3.81,5.36
02.12.2014,West Brom,West Ham,1:02,A,2.42,3.28,3.03
30.11.2014,Southampton,Manchester City,0:03,A,2.94,3.37,2.43
30.11.2014,Tottenham,Everton,2:01,H,2.22,3.4,3.28
29.11.2014,Burnley,Aston Villa,1:01,D,2.2,3.24,3.49
29.11.2014,Liverpool,Stoke,1:00,H,1.71,3.76,5.01
29.11.2014,Manchester United,Hull City,3:00,H,1.35,5.09,8.88
29.11.2014,QPR,Leicester,3:02,H,2.43,3.27,3.01
29.11.2014,Sunderland,Chelsea,0:00,D,8.6,5.01,1.36
29.11.2014,Swansea,Crystal Palace,1:01,D,1.84,3.49,4.6
29.11.2014,West Brom,Arsenal,0:01,A,4.65,3.7,1.78
29.11.2014,West Ham,Newcastle,1:00,H,2.27,3.34,3.23
24.11.2014,Aston Villa,Southampton,1:01,D,5.41,3.82,1.67
23.11.2014,Crystal Palace,Liverpool,3:01,H,4.02,3.47,1.95
23.11.2014,Hull City,Tottenham,1:02,A,3.35,3.32,2.22
22.11.2014,Arsenal,Manchester United,1:02,A,2.04,3.58,3.67
22.11.2014,Chelsea,West Brom,2:00,H,1.22,6.24,13.79
22.11.2014,Everton,West Ham,2:01,H,1.64,3.98,5.39
22.11.2014,Leicester,Sunderland,0:00,D,1.98,3.45,3.96
22.11.2014,Manchester City,Swansea,2:01,H,1.36,5.19,8.43
22.11.2014,Newcastle,QPR,1:00,H,1.81,3.56,4.66
22.11.2014,Stoke,Burnley,1:02,A,1.65,3.63,5.92
09.11.2014,Sunderland,Everton,1:01,D,3.77,3.38,2.05
09.11.2014,Swansea,Arsenal,2:01,H,3.93,3.49,1.97
09.11.2014,Tottenham,Stoke,1:02,A,1.78,3.57,4.82
09.11.2014,West Brom,Newcastle,0:02,A,2.17,3.32,3.5
08.11.2014,Burnley,Hull City,1:00,H,2.5,3.26,2.91
08.11.2014,Liverpool,Chelsea,1:02,A,3.32,3.37,2.22
08.11.2014,Manchester United,Crystal Palace,1:00,H,1.32,5.42,9.55
08.11.2014,QPR,Manchester City,2:02,D,6.41,4.54,1.49
08.11.2014,Southampton,Leicester,2:00,H,1.45,4.62,7.02
08.11.2014,West Ham,Aston Villa,0:00,D,1.71,3.65,5.28
03.11.2014,Crystal Palace,Sunderland,1:03,A,2.06,3.32,3.83
02.11.2014,Aston Villa,Tottenham,1:02,A,4.19,3.5,1.91
02.11.2014,Manchester City,Manchester United,1:00,H,2,3.6,3.73
01.11.2014,Arsenal,Burnley,3:00,H,1.27,5.85,11.4
01.11.2014,Chelsea,QPR,2:01,H,1.16,7.78,17.62
01.11.2014,Everton,Swansea,0:00,D,1.85,3.56,4.39
01.11.2014,Hull City,Southampton,0:01,A,4.08,3.5,1.93
01.11.2014,Leicester,West Brom,0:01,A,2.36,3.33,3.06
01.11.2014,Newcastle,Liverpool,1:00,H,3.52,3.51,2.09
01.11.2014,Stoke,West Ham,2:02,D,2.3,3.33,3.17
27.10.2014,QPR,Aston Villa,2:00,H,2.31,3.23,3.28
26.10.2014,Burnley,Everton,1:03,A,3.94,3.44,1.98
26.10.2014,Manchester United,Chelsea,1:01,D,2.79,3.25,2.62
26.10.2014,Tottenham,Newcastle,1:02,A,1.55,4.18,6.06
25.10.2014,Liverpool,Hull City,0:00,D,1.38,4.87,8.35
25.10.2014,Southampton,Stoke,1:00,H,1.56,3.99,6.31
25.10.2014,Sunderland,Arsenal,0:02,A,4.64,3.7,1.77
25.10.2014,Swansea,Leicester,2:00,H,1.84,3.6,4.43
25.10.2014,West Brom,Crystal Palace,2:02,D,1.84,3.55,4.44
25.10.2014,West Ham,Manchester City,2:01,H,5.93,4.36,1.54
20.10.2014,West Brom,Manchester United,2:02,D,4.75,3.81,1.74
19.10.2014,QPR,Liverpool,2:03,A,6.33,4.13,1.54
19.10.2014,Stoke,Swansea,2:01,H,2.35,3.22,3.21
18.10.2014,Arsenal,Hull City,2:02,D,1.42,4.67,7.74
18.10.2014,Burnley,West Ham,1:03,A,2.71,3.28,2.66
18.10.2014,Crystal Palace,Chelsea,1:02,A,7.46,4.44,1.45
18.10.2014,Everton,Aston Villa,3:00,H,1.55,4.17,6.14
18.10.2014,Manchester City,Tottenham,4:01,H,1.46,4.61,6.88
18.10.2014,Newcastle,Leicester,1:00,H,2.11,3.46,3.5
18.10.2014,Southampton,Sunderland,8:00,H,1.51,4.15,6.91
05.10.2014,Chelsea,Arsenal,2:00,H,1.69,3.8,5.17
05.10.2014,Manchester United,Everton,2:01,H,1.59,4.15,5.59
05.10.2014,Tottenham,Southampton,1:00,H,2.38,3.35,3.01
05.10.2014,West Ham,QPR,2:00,H,1.86,3.57,4.35
04.10.2014,Aston Villa,Manchester City,0:02,A,7.92,4.72,1.41
04.10.2014,Hull City,Crystal Palace,2:00,H,2.18,3.29,3.51
04.10.2014,Leicester,Burnley,2:02,D,1.69,3.73,5.33
04.10.2014,Liverpool,West Brom,2:01,H,1.46,4.5,7.16
04.10.2014,Sunderland,Stoke,3:01,H,2.65,3.15,2.82
04.10.2014,Swansea,Newcastle,2:02,D,1.95,3.47,4
29.09.2014,Stoke,Newcastle,1:00,H,2.14,3.26,3.66
28.09.2014,West Brom,Burnley,4:00,H,1.9,3.36,4.43
27.09.2014,Arsenal,Tottenham,1:01,D,1.78,3.71,4.65
27.09.2014,Chelsea,Aston Villa,3:00,H,1.22,6.33,13.97
27.09.2014,Crystal Palace,Leicester,2:00,H,2.62,3.32,2.73
27.09.2014,Hull City,Manchester City,2:04,A,6.48,4.27,1.51
27.09.2014,Liverpool,Everton,1:01,D,1.9,3.59,4.12
27.09.2014,Manchester United,West Ham,2:01,H,1.34,5.46,8.57
27.09.2014,Southampton,QPR,2:01,H,1.53,4.13,6.58
27.09.2014,Sunderland,Swansea,0:00,D,2.81,3.21,2.62
21.09.2014,Everton,Crystal Palace,2:03,A,1.5,4.31,6.71
21.09.2014,Leicester,Manchester United,5:03,H,5.43,3.96,1.64
21.09.2014,Manchester City,Chelsea,1:01,D,2.45,3.34,2.96
21.09.2014,Tottenham,West Brom,0:01,A,1.49,4.36,6.68
20.09.2014,Aston Villa,Arsenal,0:03,A,4.51,3.59,1.82
20.09.2014,Burnley,Sunderland,0:00,D,2.51,3.17,2.98
20.09.2014,Newcastle,Hull City,2:02,D,2.15,3.3,3.56
20.09.2014,QPR,Stoke,2:02,D,2.72,3.11,2.77
20.09.2014,Swansea,Southampton,0:01,A,2.62,3.28,2.76
20.09.2014,West Ham,Liverpool,3:01,H,4.76,3.77,1.74
15.09.2014,Hull City,West Ham,2:02,D,2.14,3.26,3.63
14.09.2014,Manchester United,QPR,4:00,H,1.25,5.99,12.18
13.09.2014,Arsenal,Manchester City,2:02,D,2.52,3.34,2.84
13.09.2014,Chelsea,Swansea,4:02,H,1.31,5.26,10.4
