Exact_Date,HomeTeam,AwayTeam,Score,Full time result,Home odds,Draw odds,Away odds
17.05.2016,Manchester United,Bournemouth,3:01,H,1.48,4.53,6.77
15.05.2016,Arsenal,Aston Villa,4:00,H,1.11,10.89,22.05
15.05.2016,Chelsea,Leicester,1:01,D,2,3.8,3.56
15.05.2016,Everton,Norwich,3:00,H,1.71,4.12,4.61
15.05.2016,Newcastle,Tottenham,5:01,H,5.01,4,1.68
15.05.2016,Southampton,Crystal Palace,4:01,H,1.27,6.26,10.68
15.05.2016,Stoke,West Ham,2:01,H,3,3.76,2.25
15.05.2016,Swansea,Manchester City,1:01,D,6.77,4.87,1.45
15.05.2016,Watford,Sunderland,2:02,D,1.64,4.21,5.09
15.05.2016,West Brom,Liverpool,1:01,D,2.57,3.53,2.69
11.05.2016,Norwich,Watford,4:02,H,1.84,3.83,4.18
11.05.2016,Liverpool,Chelsea,1:01,D,1.69,4.24,4.61
11.05.2016,Sunderland,Everton,3:00,H,1.83,3.85,4.22
10.05.2016,West Ham,Manchester United,3:02,H,3.05,3.53,2.32
08.05.2016,Liverpool,Watford,2:00,H,1.54,4.34,6.1
08.05.2016,Manchester City,Arsenal,2:02,D,2.21,3.51,3.26
08.05.2016,Tottenham,Southampton,1:02,A,2.19,3.4,3.41
07.05.2016,Aston Villa,Newcastle,0:00,D,5.01,3.97,1.69
07.05.2016,Bournemouth,West Brom,1:01,D,1.9,3.55,4.23
07.05.2016,Crystal Palace,Stoke,2:01,H,2.01,3.44,3.93
07.05.2016,Leicester,Everton,3:01,H,1.86,3.95,3.92
07.05.2016,Norwich,Manchester United,0:01,A,3.87,3.45,2.02
07.05.2016,Sunderland,Chelsea,3:02,H,3.1,3.54,2.28
07.05.2016,West Ham,Swansea,1:04,A,1.34,5.38,9
02.05.2016,Chelsea,Tottenham,2:02,D,2.56,3.46,2.75
01.05.2016,Manchester United,Leicester,1:01,D,1.97,3.48,4.2
01.05.2016,Southampton,Manchester City,4:02,H,2.4,3.44,2.98
01.05.2016,Swansea,Liverpool,3:01,H,3.46,3.5,2.13
30.04.2016,Arsenal,Norwich,1:00,H,1.25,6.22,12.33
30.04.2016,Everton,Bournemouth,2:01,H,2.37,3.62,2.9
30.04.2016,Newcastle,Crystal Palace,1:00,H,2.1,3.48,3.6
30.04.2016,Stoke,Sunderland,1:01,D,2.92,3.32,2.5
30.04.2016,Watford,Aston Villa,3:02,H,1.72,3.75,5.2
30.04.2016,West Brom,West Ham,0:03,A,3.85,3.49,2.01
25.04.2016,Tottenham,West Brom,1:01,D,1.21,6.73,14.42
24.04.2016,Leicester,Swansea,4:00,H,1.68,3.82,5.57
24.04.2016,Sunderland,Arsenal,0:00,D,5.3,4.09,1.64
23.04.2016,Aston Villa,Southampton,2:04,A,6.72,4.13,1.53
23.04.2016,Bournemouth,Chelsea,1:04,A,3.37,3.55,2.15
23.04.2016,Liverpool,Newcastle,2:02,D,1.5,4.59,6.38
23.04.2016,Manchester City,Stoke,4:00,H,1.3,5.73,10.34
