"Time","H.team.1","A.team.1","H.team.2","A.team.2","Choose.1","Choose.2","Odd.1","Odd.2","joint.odds","implied.joint.prob","result.mat","predict.prob","kelly.criterion","bet.money"
"2014-08-16","Arsenal","Crystal Palace","Manchester United","Swansea","D","H",5.56,1.42,7.8952,0.114301436369704,0,0.142016515182581,0.00211953298153218,19.2136341709969
"2014-08-16","Arsenal","Crystal Palace","Stoke","Aston Villa","H","A",1.28,4.31,5.5168,0.163636791125234,1,0.18367256652622,0.0120338312798952,109.08706488741
"2014-08-16","Leicester","Everton","QPR","Hull City","A","A",2.39,3.26,7.7914,0.115788166628095,0,0.143653481174188,0.00230255000311016,20.8726893167785
"2014-08-16","Leicester","Everton","Stoke","Aston Villa","A","D",2.39,3.32,7.9348,0.113699105952288,0,0.141396210813033,0.00200115590342539,18.140542177245
"2014-08-16","Leicester","Everton","West Brom","Sunderland","A","D",2.39,3.32,7.9348,0.11352432461895,0,0.141396210813033,0.00180434738183666,16.3564666433945
"2014-08-16","Leicester","Everton","West Ham","Tottenham","A","D",2.39,3.48,8.3172,0.108454343298562,0,0.135524561232499,0.001261338837753,11.4340768487299
"2014-08-16","Manchester United","Swansea","Stoke","Aston Villa","H","A",1.42,4.31,6.1202,0.147767759540786,0,0.172265841881145,0.00851867610246468,77.2220709373685
"2014-08-16","QPR","Hull City","Stoke","Aston Villa","H","D",2.33,3.32,7.7356,0.11694759978243,0,0.14454008191881,0.00279324844348117,25.3208863506137
"2014-08-16","QPR","Hull City","West Brom","Sunderland","H","D",2.33,3.32,7.7356,0.11676782477673,0,0.14454008191881,0.00259023348151486,23.4805492365199
"2014-08-16","QPR","Hull City","West Ham","Tottenham","H","H",2.33,3.65,8.5045,0.106357370494754,0,0.132726037230778,0.00127857344551585,11.5903091185371
"2014-08-16","Stoke","Aston Villa","West Brom","Sunderland","H","A",1.93,3.69,7.1217,0.126837266965313,0,0.15460336951138,0.00423132554196053,38.3571011774749
"2014-08-16","Stoke","Aston Villa","West Ham","Tottenham","H","H",1.93,3.65,7.0445,0.128404297612125,0,0.15590942813259,0.00467717682457815,42.3987572939521
"2014-08-16","West Brom","Sunderland","West Ham","Tottenham","H","H",2.08,3.65,7.592,0.118961220359869,0,0.146843097250698,0.00291290902687019,26.4056133607415
"2014-08-17","Liverpool","Southampton","Newcastle","Manchester City","D","A",4.7,1.62,7.614,0.118258901026865,0,0.14648826543326,0.00245366081500018,22.6398392621558
"2014-08-23","Aston Villa","Newcastle","Crystal Palace","West Ham","A","A",2.86,2.92,8.3512,0.108442468350313,0,0.13501280077961,0.00168445373568405,15.5042577048259
"2014-08-23","Aston Villa","Newcastle","Everton","Arsenal","D","A",3.24,2.72,8.8128,0.103170560424154,0,0.128228659261327,0.00140614507649559,12.9426146735377
"2014-08-23","Aston Villa","Newcastle","Southampton","West Brom","D","H",3.24,1.7,5.508,0.164937107325049,0,0.183843242414544,0.0133280127943755,122.67534612537
"2014-08-23","Aston Villa","Newcastle","Swansea","Burnley","D","H",3.24,1.67,5.4108,0.167591878809839,1,0.185736738476892,0.0137499106738589,126.558630842581
"2014-08-23","Chelsea","Leicester","Southampton","West Brom","H","A",1.19,5.05,6.0095,0.150835271751501,0,0.174314960170904,0.00953154793945358,87.7314540901758
"2014-08-23","Chelsea","Leicester","Swansea","Burnley","H","A",1.19,5.38,6.4022,0.14132342639359,0,0.167133620462835,0.00720131624295224,66.2832468944829
"2014-08-23","Crystal Palace","West Ham","Everton","Arsenal","D","H",3.24,2.64,8.5536,0.105913559326978,0,0.132000740297819,0.00138605737773768,12.7577209886345
"2014-08-23","Crystal Palace","West Ham","Southampton","West Brom","D","H",3.24,1.7,5.508,0.164342227823977,0,0.183843242414544,0.0126251304790202,116.205789661709
"2014-08-23","Crystal Palace","West Ham","Swansea","Burnley","D","H",3.24,1.67,5.4108,0.166987424330995,0,0.185736738476892,0.0130337436055934,119.966797210778
"2014-08-23","Everton","Arsenal","Southampton","West Brom","D","H",3.31,1.7,5.627,0.161505609600311,0,0.18154579256953,0.012492922484674,114.988904465305
"2014-08-23","Everton","Arsenal","Swansea","Burnley","D","H",3.31,1.67,5.5277,0.164105148866848,1,0.183461334086768,0.012885862159329,118.605648486967
"2014-08-23","Southampton","West Brom","Swansea","Burnley","A","H",5.05,1.67,8.4335,0.10747350791801,0,0.13378094025717,0.00164241856222798,15.1173523549646
"2014-08-24","Sunderland","Manchester United","Tottenham","QPR","H","H",5.28,1.55,8.184,0.110705434919807,0,0.137545588881214,0.00204285365389918,19.6428263748909
"2014-08-30","Burnley","Manchester United","Everton","Chelsea","D","A",4.07,1.96,7.9772,0.113462778787651,1,0.140734611718857,0.00232889456607572,22.3474740788121
